#Energy      Si-K-shell   Si-L1-shell   Si-L2-shell   Si-L3-shell   N-K-shell   Valence  Total
         23.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.11353918E+02          2.11353918E+02
         24.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.17147258E+02          2.17147258E+02
         25.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.22919858E+02          2.22919858E+02
         26.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.28990576E+02          2.28990576E+02
         27.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.35555033E+02          2.35555033E+02
         28.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.41999586E+02          2.41999586E+02
         29.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.49133541E+02          2.49133541E+02
         30.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.56535713E+02          2.56535713E+02
         31.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.63942942E+02          2.63942942E+02
         32.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.72587843E+02          2.72587843E+02
         33.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.80291403E+02          2.80291403E+02
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.89416582E+02          2.89416582E+02
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.97766995E+02          2.97766995E+02
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.07553056E+02          3.07553056E+02
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.17775603E+02          3.17775603E+02
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.27307877E+02          3.27307877E+02
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.37942178E+02          3.37942178E+02
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.48533073E+02          3.48533073E+02
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.59855399E+02          3.59855399E+02
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.71157554E+02          3.71157554E+02
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.83664760E+02          3.83664760E+02
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.96005475E+02          3.96005475E+02
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.08424565E+02          4.08424565E+02
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.21548527E+02          4.21548527E+02
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.35636803E+02          4.35636803E+02
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.48979944E+02          4.48979944E+02
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.63456509E+02          4.63456509E+02
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.78678891E+02          4.78678891E+02
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.93239580E+02          4.93239580E+02
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.08761548E+02          5.08761548E+02
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.24456897E+02          5.24456897E+02
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.41201991E+02          5.41201991E+02
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.57253462E+02          5.57253462E+02
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.74787355E+02          5.74787355E+02
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.92115776E+02          5.92115776E+02
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.10363610E+02          6.10363610E+02
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.27851448E+02          6.27851448E+02
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.46967118E+02          6.46967118E+02
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.67155408E+02          6.67155408E+02
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.85444977E+02          6.85444977E+02
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.06809215E+02          7.06809215E+02
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.24991987E+02          7.24991987E+02
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.46011940E+02          7.46011940E+02
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.68481816E+02          7.68481816E+02
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.89419185E+02          7.89419185E+02
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.11307626E+02          8.11307626E+02
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.32551896E+02          8.32551896E+02
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.54078484E+02          8.54078484E+02
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.78220803E+02          8.78220803E+02
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.02071767E+02          9.02071767E+02
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.27190145E+02          9.27190145E+02
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.48701191E+02          9.48701191E+02
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.72605415E+02          9.72605415E+02
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.97894688E+02          9.97894688E+02
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.02356577E+03          1.02356577E+03
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.05053366E+03          1.05053366E+03
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.07532254E+03          1.07532254E+03
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.10244638E+03          1.10244638E+03
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.12891579E+03          1.12891579E+03
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.15632796E+03          1.15632796E+03
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.18657430E+03          1.18657430E+03
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.21361297E+03          1.21361297E+03
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.23934324E+03          1.23934324E+03
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.26955699E+03          1.26955699E+03
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.29831940E+03          1.29831940E+03
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.32805227E+03          1.32805227E+03
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.35834222E+03          1.35834222E+03
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.38996560E+03          1.38996560E+03
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.42121918E+03          1.42121918E+03
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.45206834E+03          1.45206834E+03
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.48163248E+03          1.48163248E+03
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.51538609E+03          1.51538609E+03
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.54667483E+03          1.54667483E+03
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.58023936E+03          1.58023936E+03
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.61393751E+03          1.61393751E+03
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.64868237E+03          1.64868237E+03
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.68078997E+03          1.68078997E+03
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.71764253E+03          1.71764253E+03
        103.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.85767428E+03          1.85767428E+03
        104.0010          1.00000000E+30          1.00000000E+30          2.05235349E+04          7.58240039E+03          1.00000000E+30          1.85775102E+03          1.39102533E+03
        110.0000          1.00000000E+30          1.00000000E+30          2.95363580E+03          1.26411797E+03          1.00000000E+30          2.08489131E+03          6.21398801E+02
        120.0000          1.00000000E+30          1.00000000E+30          1.68861266E+03          8.32429892E+02          1.00000000E+30          2.49846372E+03          4.55840363E+02
        130.0000          1.00000000E+30          1.00000000E+30          1.66308165E+03          8.46548264E+02          1.00000000E+30          2.96236153E+03          4.71669309E+02
        140.0000          1.00000000E+30          1.00000000E+30          1.76870078E+03          8.82326205E+02          1.00000000E+30          3.46376352E+03          5.03155351E+02
        150.0000          1.00000000E+30          1.00000000E+30          1.86079175E+03          9.29569101E+02          1.00000000E+30          4.01468464E+03          5.36982388E+02
        153.9990          1.00000000E+30          1.00000000E+30          1.91322707E+03          9.52585704E+02          1.00000000E+30          4.25354222E+03          5.53235166E+02
        154.0010          1.00000000E+30          5.88972938E+03          1.91325278E+03          9.56830471E+02          1.00000000E+30          4.25367108E+03          5.06928330E+02
        160.0000          1.00000000E+30          5.97019128E+03          2.00947968E+03          1.00640645E+03          1.00000000E+30          4.62502890E+03          5.33336384E+02
        170.0000          1.00000000E+30          6.10931744E+03          2.21637582E+03          1.11127515E+03          1.00000000E+30          5.27820740E+03          5.86786679E+02
        180.0000          1.00000000E+30          6.23478944E+03          2.45108095E+03          1.23020568E+03          1.00000000E+30          5.97843309E+03          6.45780527E+02
        190.0000          1.00000000E+30          6.43016697E+03          2.71018870E+03          1.36163498E+03          1.00000000E+30          6.72381927E+03          7.10413370E+02
        200.0000          1.00000000E+30          6.73297511E+03          2.98369391E+03          1.49921100E+03          1.00000000E+30          7.52928117E+03          7.79113465E+02
        210.0000          1.00000000E+30          7.10529235E+03          3.28774733E+03          1.65346159E+03          1.00000000E+30          8.37709269E+03          8.55384622E+02
        220.0000          1.00000000E+30          7.47220249E+03          3.64060169E+03          1.83227618E+03          1.00000000E+30          9.29424648E+03          9.41733162E+02
        230.0000          1.00000000E+30          7.82986413E+03          4.00474431E+03          2.01506496E+03          1.00000000E+30          1.02715366E+04          1.02982549E+03
        240.0000          1.00000000E+30          8.18618320E+03          4.41551216E+03          2.22092481E+03          1.00000000E+30          1.13105509E+04          1.12700533E+03
        250.0000          1.00000000E+30          8.58003320E+03          4.86302052E+03          2.44512594E+03          1.00000000E+30          1.24015730E+04          1.23183809E+03
        260.0000          1.00000000E+30          8.97632117E+03          5.31682988E+03          2.69134349E+03          1.00000000E+30          1.35625438E+04          1.34267777E+03
        270.0000          1.00000000E+30          9.43107517E+03          5.83539231E+03          2.94048403E+03          1.00000000E+30          1.47821172E+04          1.45957721E+03
        280.0000          1.00000000E+30          9.87880203E+03          6.35246408E+03          3.20140361E+03          1.00000000E+30          1.60445189E+04          1.57894160E+03
        290.0000          1.00000000E+30          1.03904602E+04          6.89196014E+03          3.48767013E+03          1.00000000E+30          1.73778597E+04          1.70762817E+03
        300.0000          1.00000000E+30          1.08736969E+04          7.50184680E+03          3.78625610E+03          1.00000000E+30          1.87452604E+04          1.84255204E+03
        310.0000          1.00000000E+30          1.14121642E+04          8.15746571E+03          4.12418211E+03          1.00000000E+30          2.02374391E+04          1.99164078E+03
        320.0000          1.00000000E+30          1.19272824E+04          8.78025883E+03          4.43151008E+03          1.00000000E+30          2.18041470E+04          2.13104747E+03
        330.0000          1.00000000E+30          1.25251806E+04          9.50435719E+03          4.79700164E+03          1.00000000E+30          2.34239344E+04          2.29247908E+03
        340.0000          1.00000000E+30          1.30317138E+04          1.02789117E+04          5.18635658E+03          1.00000000E+30          2.50373302E+04          2.45835312E+03
        350.0000          1.00000000E+30          1.36665994E+04          1.10859497E+04          5.58868160E+03          1.00000000E+30          2.67942972E+04          2.63414506E+03
        360.0000          1.00000000E+30          1.42428029E+04          1.18732154E+04          6.00375436E+03          1.00000000E+30          2.85825594E+04          2.80912372E+03
        370.0000          1.00000000E+30          1.47967233E+04          1.27850467E+04          6.44239781E+03          1.00000000E+30          3.04885310E+04          2.99562789E+03
        380.0000          1.00000000E+30          1.54470013E+04          1.36540454E+04          6.91120951E+03          1.00000000E+30          3.24289805E+04          3.18974239E+03
        390.0000          1.00000000E+30          1.60877492E+04          1.46314331E+04          7.38394911E+03          1.00000000E+30          3.44173491E+04          3.38995572E+03
        400.0000          1.00000000E+30          1.68081328E+04          1.56473586E+04          7.89211490E+03          1.00000000E+30          3.65713942E+04          3.60417401E+03
        402.9990          1.00000000E+30          1.69451581E+04          1.59092311E+04          8.05890606E+03          1.00000000E+30          3.71297406E+04          3.66448818E+03
        403.0010          1.00000000E+30          1.69452980E+04          1.59094456E+04          8.05901965E+03          3.20662125E+03          3.71301984E+04          1.71015968E+03
        410.0000          1.00000000E+30          1.74494927E+04          1.66972452E+04          8.42103381E+03          3.32050635E+03          3.87291620E+04          1.77642654E+03
        420.0000          1.00000000E+30          1.81640207E+04          1.78191390E+04          8.98443594E+03          3.52125563E+03          4.09513105E+04          1.88364440E+03
        430.0000          1.00000000E+30          1.88821821E+04          1.89145447E+04          9.57382878E+03          3.66795628E+03          4.32474285E+04          1.97614823E+03
        440.0000          1.00000000E+30          1.96871956E+04          2.01146128E+04          1.01975870E+04          3.77441750E+03          4.56370687E+04          2.06004832E+03
        450.0000          1.00000000E+30          2.03963547E+04          2.13556087E+04          1.08393869E+04          3.90691335E+03          4.81292824E+04          2.15125693E+03
        460.0000          1.00000000E+30          2.11110226E+04          2.27173342E+04          1.14720291E+04          4.07956029E+03          5.07063501E+04          2.25528847E+03
        470.0000          1.00000000E+30          2.19008468E+04          2.40917360E+04          1.22324717E+04          4.28074563E+03          5.33075741E+04          2.37371146E+03
        480.0000          1.00000000E+30          2.27651980E+04          2.55247039E+04          1.28931012E+04          4.50687026E+03          5.61299225E+04          2.49772354E+03
        490.0000          1.00000000E+30          2.35306038E+04          2.70426281E+04          1.36551924E+04          4.73452526E+03          5.89898338E+04          2.62553187E+03
        500.0000          1.00000000E+30          2.44439464E+04          2.85937061E+04          1.44359919E+04          4.98179226E+03          6.17655755E+04          2.76185735E+03
        510.0000          1.00000000E+30          2.52036205E+04          3.00974906E+04          1.52387726E+04          5.23331894E+03          6.48443388E+04          2.89830577E+03
        520.0000          1.00000000E+30          2.61452846E+04          3.17952512E+04          1.61028696E+04          5.48711411E+03          6.78982551E+04          3.04161354E+03
        530.0000          1.00000000E+30          2.70451321E+04          3.35134831E+04          1.69999767E+04          5.77952489E+03          7.10867184E+04          3.19765158E+03
        540.0000          1.00000000E+30          2.80786906E+04          3.53084074E+04          1.78978887E+04          6.04034133E+03          7.43775484E+04          3.34664125E+03
        550.0000          1.00000000E+30          2.89006216E+04          3.73251589E+04          1.88361761E+04          6.29729918E+03          7.79311295E+04          3.49513083E+03
        560.0000          1.00000000E+30          2.99782583E+04          3.91687617E+04          1.98208829E+04          6.56165733E+03          8.13594777E+04          3.64921485E+03
        570.0000          1.00000000E+30          3.07838096E+04          4.10621788E+04          2.08208020E+04          6.83913019E+03          8.48111378E+04          3.80408741E+03
        580.0000          1.00000000E+30          3.18793241E+04          4.31683941E+04          2.18481002E+04          7.12888494E+03          8.85380537E+04          3.97025595E+03
        590.0000          1.00000000E+30          3.28350947E+04          4.55189830E+04          2.29544237E+04          7.44500044E+03          9.22123413E+04          4.14677038E+03
        600.0000          1.00000000E+30          3.38216514E+04          4.76791403E+04          2.41787653E+04          7.73915427E+03          9.63139913E+04          4.31975166E+03
        610.0000          1.00000000E+30          3.49614163E+04          4.99267169E+04          2.53155360E+04          8.03964952E+03          1.00045301E+05          4.49412439E+03
        620.0000          1.00000000E+30          3.59214312E+04          5.23080595E+04          2.65002803E+04          8.38199624E+03          1.04217404E+05          4.68186393E+03
        630.0000          1.00000000E+30          3.71023277E+04          5.47121234E+04          2.77511374E+04          8.73300748E+03          1.08247003E+05          4.87779297E+03
        640.0000          1.00000000E+30          3.80639173E+04          5.71702818E+04          2.90151906E+04          9.06933847E+03          1.12819606E+05          5.06705633E+03
        650.0000          1.00000000E+30          3.92606643E+04          5.98073724E+04          3.03113444E+04          9.46265908E+03          1.16996559E+05          5.27961133E+03
        660.0000          1.00000000E+30          4.03726889E+04          6.25297808E+04          3.17745664E+04          9.80262332E+03          1.21379880E+05          5.47988991E+03
        670.0000          1.00000000E+30          4.16422620E+04          6.55245564E+04          3.32066994E+04          1.02225523E+04          1.25990710E+05          5.70939371E+03
        680.0000          1.00000000E+30          4.27680529E+04          6.82653852E+04          3.46758410E+04          1.06054966E+04          1.30994724E+05          5.92438832E+03
        690.0000          1.00000000E+30          4.40916213E+04          7.15574026E+04          3.61230343E+04          1.09899317E+04          1.35502384E+05          6.14589137E+03
        700.0000          1.00000000E+30          4.51872599E+04          7.44288894E+04          3.78354025E+04          1.13953786E+04          1.40415712E+05          6.37459831E+03
        710.0000          1.00000000E+30          4.65526069E+04          7.75249232E+04          3.93516258E+04          1.18480717E+04          1.45395974E+05          6.61937119E+03
        720.0000          1.00000000E+30          4.76478065E+04          8.06366357E+04          4.09776597E+04          1.22708915E+04          1.50581956E+05          6.85275317E+03
        730.0000          1.00000000E+30          4.90280381E+04          8.42700518E+04          4.26121880E+04          1.27093669E+04          1.55774600E+05          7.10064758E+03
        740.0000          1.00000000E+30          5.02736203E+04          8.74406152E+04          4.45180853E+04          1.32062110E+04          1.61543648E+05          7.36906180E+03
        750.0000          1.00000000E+30          5.17166061E+04          9.09878533E+04          4.61829215E+04          1.36340000E+04          1.66583541E+05          7.61448219E+03
        760.0000          1.00000000E+30          5.29877863E+04          9.50011108E+04          4.80328443E+04          1.40857239E+04          1.72649878E+05          7.87379940E+03
        770.0000          1.00000000E+30          5.44631417E+04          9.84747734E+04          4.99302346E+04          1.45633146E+04          1.77952651E+05          8.14139781E+03
        780.0000          1.00000000E+30          5.60230078E+04          1.02156180E+05          5.20771367E+04          1.50852289E+04          1.83803474E+05          8.43372045E+03
        790.0000          1.00000000E+30          5.72058090E+04          1.06063850E+05          5.39508806E+04          1.55649150E+04          1.89880666E+05          8.69883461E+03
        800.0000          1.00000000E+30          5.87802583E+04          1.10375285E+05          5.59304794E+04          1.61226237E+04          1.95807990E+05          9.00223375E+03
        810.0000          1.00000000E+30          6.04438261E+04          1.14330428E+05          5.80270742E+04          1.66063943E+04          2.02190279E+05          9.28610264E+03
        820.0000          1.00000000E+30          6.15646906E+04          1.19001350E+05          6.03383246E+04          1.71920460E+04          2.08207071E+05          9.59795125E+03
        830.0000          1.00000000E+30          6.32041370E+04          1.23008629E+05          6.24619341E+04          1.77163702E+04          2.15130949E+05          9.89566864E+03
        840.0000          1.00000000E+30          6.46148786E+04          1.27440444E+05          6.49649314E+04          1.83424854E+04          2.21154567E+05          1.02295514E+04
        850.0000          1.00000000E+30          6.63001764E+04          1.32454687E+05          6.71147900E+04          1.88754632E+04          2.28255705E+05          1.05382521E+04
        860.0000          1.00000000E+30          6.77642679E+04          1.37037584E+05          6.94791256E+04          1.94518087E+04          2.34955458E+05          1.08563079E+04
        870.0000          1.00000000E+30          6.94808434E+04          1.41823561E+05          7.21640185E+04          2.01039956E+04          2.41858790E+05          1.12136799E+04
        880.0000          1.00000000E+30          7.12866464E+04          1.47284333E+05          7.45986105E+04          2.06780282E+04          2.48858829E+05          1.15471588E+04
        890.0000          1.00000000E+30          7.26558441E+04          1.51947540E+05          7.71489922E+04          2.13677307E+04          2.55559542E+05          1.19020425E+04
        900.0000          1.00000000E+30          7.44744437E+04          1.56944926E+05          8.00442542E+04          2.19429554E+04          2.63323891E+05          1.22455238E+04
        910.0000          1.00000000E+30          7.63864208E+04          1.62621542E+05          8.25266305E+04          2.26598056E+04          2.70385059E+05          1.26282854E+04
        920.0000          1.00000000E+30          7.76930128E+04          1.67931141E+05          8.55852539E+04          2.32878957E+04          2.78429194E+05          1.29798340E+04
        930.0000          1.00000000E+30          7.95774737E+04          1.74028651E+05          8.82005263E+04          2.40462512E+04          2.85455736E+05          1.33797082E+04
        940.0000          1.00000000E+30          8.15556231E+04          1.79335612E+05          9.10479977E+04          2.46755079E+04          2.93648182E+05          1.37452555E+04
        950.0000          1.00000000E+30          8.30647041E+04          1.84816596E+05          9.42290898E+04          2.54570253E+04          3.01484812E+05          1.41521152E+04
        960.0000          1.00000000E+30          8.50658220E+04          1.91157847E+05          9.70798238E+04          2.61252007E+04          3.09350990E+05          1.45354172E+04
