#Energy      Ga-K-shell   Ga-L1-shell   Ga-L2-shell   Ga-L3-shell   Ga-M1-shell   Ga-M2-shell   Ga-M3-shell   Ga-M4-shell   Ga-M5-shell   Valence  Total
         18.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.09508895E+01          1.09508895E+01
         19.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.05257579E+01          1.05257579E+01
         19.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.01328262E+01          1.01328262E+01
         20.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.98202302E+07          1.01324474E+01          1.01324449E+01
         20.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.98263905E+07          1.01320687E+01          1.01320662E+01
         20.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.12784909E+03          9.76759036E+00          9.73718327E+00
         21.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.17310309E+08          3.12316462E+03          9.76723815E+00          9.73678697E+00
         21.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.17329017E+08          3.11896015E+03          9.76688595E+00          9.73639605E+00
         22.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.36432885E+03          1.12393445E+03          9.42713839E+00          9.33246060E+00
         23.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.92626416E+03          6.22312535E+02          9.10972607E+00          8.93664360E+00
         24.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.06441862E+03          4.11291592E+02          8.81303175E+00          8.55877316E+00
         25.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.02105917E+02          2.99547054E+02          8.53545093E+00          8.20202663E+00
         26.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.10437604E+02          2.31999910E+02          8.27566791E+00          7.86747285E+00
         27.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.94648456E+02          1.87458915E+02          8.03259506E+00          7.55508573E+00
         28.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.18349747E+02          1.56234470E+02          7.80532198E+00          7.26429813E+00
         29.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.64913241E+02          1.33315598E+02          7.59307133E+00          6.99423800E+00
         30.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.25726450E+02          1.15884918E+02          7.39516317E+00          6.74386539E+00
         31.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.95947300E+02          1.02247904E+02          7.21098346E+00          6.51207420E+00
         32.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.72668054E+02          9.13306656E+01          7.03996018E+00          6.29774707E+00
         33.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.54042325E+02          8.24169296E+01          6.88154277E+00          6.09974039E+00
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.38852592E+02          7.50218625E+01          6.73518886E+00          5.91697539E+00
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.26258221E+02          6.88008033E+01          6.60035492E+00          5.74838201E+00
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.15670994E+02          6.35037345E+01          6.47649166E+00          5.59293816E+00
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.06662996E+02          5.89461354E+01          6.36304296E+00          5.44966626E+00
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.89177882E+01          5.49879595E+01          6.25944768E+00          5.31762976E+00
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.21964791E+01          5.15227470E+01          6.16514328E+00          5.19595138E+00
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.63156779E+01          4.84668413E+01          6.07957068E+00          5.08379770E+00
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.11329345E+01          4.57545622E+01          6.00217918E+00          4.98039342E+00
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.65354142E+01          4.33330990E+01          5.93243149E+00          4.88501071E+00
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.24332464E+01          4.11601072E+01          5.86980801E+00          4.79697965E+00
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.87539426E+01          3.92008922E+01          5.81381048E+00          4.71568043E+00
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.54380151E+01          3.74267803E+01          5.76396451E+00          4.64053978E+00
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.24367651E+01          3.58141460E+01          5.71982153E+00          4.57103652E+00
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.97096294E+01          3.43432130E+01          5.68095980E+00          4.50669400E+00
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.72228596E+01          3.29971981E+01          5.64698474E+00          4.44707724E+00
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.49479574E+01          3.17619435E+01          5.61752874E+00          4.39179215E+00
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.28606103E+01          3.06253395E+01          5.59225053E+00          4.34048008E+00
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.09402748E+01          2.95770114E+01          5.57083417E+00          4.29281819E+00
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.91692718E+01          2.86079852E+01          5.55298786E+00          4.24851407E+00
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.75322584E+01          2.77104480E+01          5.53844259E+00          4.20730240E+00
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.60160098E+01          2.68776543E+01          5.52695073E+00          4.16894591E+00
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.46090026E+01          2.61036248E+01          5.51828453E+00          4.13322896E+00
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.33010873E+01          2.53831110E+01          5.51223467E+00          4.09995678E+00
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.20833494E+01          2.47115352E+01          5.50860899E+00          4.06895528E+00
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.09479540E+01          2.40847345E+01          5.50723090E+00          4.04006487E+00
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.98879630E+01          2.34990523E+01          5.50793822E+00          4.01314277E+00
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.88971080E+01          2.29512202E+01          5.51058213E+00          3.98805893E+00
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.79698815E+01          2.24382971E+01          5.51502574E+00          3.96469609E+00
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.71013087E+01          2.19576349E+01          5.52114330E+00          3.94294746E+00
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.62868942E+01          2.15068210E+01          5.52881916E+00          3.92271493E+00
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.55226082E+01          2.10837162E+01          5.53794688E+00          3.90391086E+00
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.48048142E+01          2.06863313E+01          5.54842847E+00          3.88645381E+00
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.41301628E+01          2.03128675E+01          5.56017360E+00          3.87026898E+00
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.34956391E+01          1.99616849E+01          5.57309901E+00          3.85528813E+00
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.28984926E+01          1.96312908E+01          5.58712781E+00          3.84144874E+00
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.23361952E+01          1.93202976E+01          5.60218901E+00          3.82869224E+00
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.18064412E+01          1.90274363E+01          5.61821694E+00          3.81696471E+00
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.13070932E+01          1.87515435E+01          5.63515087E+00          3.80621603E+00
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.08362077E+01          1.84915376E+01          5.65293452E+00          3.79639951E+00
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.03919777E+01          1.82464411E+01          5.67151574E+00          3.78747227E+00
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.99727373E+01          1.80153144E+01          5.69084613E+00          3.77939268E+00
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.95769605E+01          1.77973045E+01          5.71088075E+00          3.77212269E+00
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.92032038E+01          1.75916481E+01          5.73157783E+00          3.76562733E+00
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.88501454E+01          1.73975768E+01          5.75289851E+00          3.75987117E+00
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.85165761E+01          1.72144342E+01          5.77480660E+00          3.75482381E+00
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.82013369E+01          1.70415624E+01          5.79726838E+00          3.75045366E+00
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.79033852E+01          1.68783923E+01          5.82025239E+00          3.74673356E+00
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.76217040E+01          1.67243520E+01          5.84372926E+00          3.74363490E+00
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.73554024E+01          1.65789453E+01          5.86767157E+00          3.74113345E+00
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.71035902E+01          1.64416849E+01          5.89205366E+00          3.73920386E+00
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.68654957E+01          1.63121175E+01          5.91685153E+00          3.73782325E+00
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.66403375E+01          1.61898286E+01          5.94204268E+00          3.73696918E+00
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.64274444E+01          1.60744215E+01          5.96760604E+00          3.73662095E+00
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.62261442E+01          1.59655380E+01          5.99352185E+00          3.73675869E+00
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.60358133E+01          1.58628252E+01          6.01977155E+00          3.73736258E+00
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.58558907E+01          1.57659612E+01          6.04633770E+00          3.73841469E+00
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.56858280E+01          1.56746490E+01          6.07320393E+00          3.73989773E+00
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.55251208E+01          1.55886000E+01          6.10035480E+00          3.74179482E+00
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.53732917E+01          1.55075462E+01          6.12777582E+00          3.74408991E+00
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.52298925E+01          1.54312423E+01          6.15545330E+00          3.74676805E+00
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.50945060E+01          1.53594483E+01          6.18337436E+00          3.74981449E+00
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.49667337E+01          1.52919444E+01          6.21152685E+00          3.75321532E+00
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.48462044E+01          1.52285220E+01          6.23989929E+00          3.75695722E+00
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.47325691E+01          1.51689837E+01          6.26848084E+00          3.76102739E+00
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.46254969E+01          1.51131465E+01          6.29726126E+00          3.76541370E+00
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.45246757E+01          1.50608329E+01          6.32623087E+00          3.77010425E+00
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.44298124E+01          1.50118812E+01          6.35538051E+00          3.77508800E+00
        106.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.39112603E+01          1.47513250E+01          6.56376425E+00          3.81732681E+00
        107.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00650176E+10          2.39111443E+01          1.47512687E+01          6.56382475E+00          3.81734055E+00
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.55493793E+05          2.37549671E+01          1.46769200E+01          6.65507630E+00          3.83879644E+00
        110.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00633994E+05          2.37103916E+01          1.46563665E+01          6.68569129E+00          3.84632492E+00
        111.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.23158065E+10          1.00550786E+05          2.37103059E+01          1.46563273E+01          6.68575268E+00          3.84634016E+00
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.60605611E+04          1.66515129E+04          2.34492532E+01          1.45507057E+01          6.96555246E+00          3.92142572E+00
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.10076726E+04          6.95344244E+03          2.33883005E+01          1.45632435E+01          7.28272414E+00          4.01727245E+00
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.10290798E+04          4.02916955E+03          2.34957202E+01          1.46714299E+01          7.60401170E+00          4.12253809E+00
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.07385065E+03          2.72232108E+03          2.37226258E+01          1.48476051E+01          7.92773233E+00          4.23454369E+00
        160.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.06129102E+03          2.01251426E+03          2.40365780E+01          1.50733662E+01          8.25275991E+00          4.35139242E+00
        161.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.77725455E+03          1.90939316E+03          2.41076899E+01          1.51232564E+01          8.31781733E+00          4.37520413E+00
        162.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.53129009E+10          4.77697573E+03          1.90929540E+03          2.41077623E+01          1.51233070E+01          8.31788243E+00          4.37522801E+00
        170.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.80478271E+05          3.88106453E+03          1.57866763E+03          2.44153607E+01          1.53360782E+01          8.57832583E+00          4.47165045E+00
        180.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.08257090E+04          3.12218139E+03          1.29168890E+03          2.48433322E+01          1.56268258E+01          8.90298727E+00          4.59403726E+00
        190.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.08915423E+04          2.60186707E+03          1.09085229E+03          2.53092132E+01          1.59391679E+01          9.22499362E+00          4.71750399E+00
        200.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.55825715E+04          2.22788878E+03          9.44298229E+02          2.58046952E+01          1.62683529E+01          9.55054636E+00          4.84320935E+00
        210.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.79315487E+04          1.94931512E+03          8.33878535E+02          2.63235464E+01          1.66108113E+01          9.87389095E+00          4.96929625E+00
        220.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.34972304E+04          1.73596300E+03          7.48576472E+02          2.68610152E+01          1.69638188E+01          1.01951751E+01          5.09555993E+00
