#Energy      Ga-K-shell   Ga-L1-shell   Ga-L2-shell   Ga-L3-shell   Ga-M1-shell   Ga-M2-shell   Ga-M3-shell   Ga-M4-shell   Ga-M5-shell   Valence  Total
         30.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.19216568E+03          1.43368179E+03          8.82213269E+03          7.89249770E+02
         31.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.18471317E+03          1.42437789E+03          9.11445790E+03          7.87710040E+02
         32.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.16474581E+03          1.39802370E+03          9.37830356E+03          7.78893513E+02
         33.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.11206544E+03          1.35556957E+03          9.61452521E+03          7.60354065E+02
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.02565375E+03          1.29000539E+03          9.84833493E+03          7.29714830E+02
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.93399923E+03          1.22492631E+03          1.00486786E+04          6.97858864E+02
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.83245665E+03          1.16609818E+03          1.01943528E+04          6.66058444E+02
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.72640173E+03          1.09558167E+03          1.03855249E+04          6.29610137E+02
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.63566252E+03          1.02583493E+03          1.05739412E+04          5.94968632E+02
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.52907159E+03          9.60879982E+02          1.06829442E+04          5.59186706E+02
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.43322948E+03          9.03698817E+02          1.08569918E+04          5.27316337E+02
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.35271134E+03          8.53132084E+02          1.09616684E+04          4.99342254E+02
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.27166118E+03          8.03748965E+02          1.11464829E+04          4.71640950E+02
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.20429330E+03          7.61697488E+02          1.12430561E+04          4.47995866E+02
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.13414190E+03          7.18771602E+02          1.14241863E+04          4.23635469E+02
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.07660962E+03          6.83130707E+02          1.15265099E+04          4.03315736E+02
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.02331299E+03          6.50543051E+02          1.16997897E+04          3.84635055E+02
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.75731705E+02          6.21997821E+02          1.18126793E+04          3.68019223E+02
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.33785769E+02          5.95485829E+02          1.19877898E+04          3.52904382E+02
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.96886939E+02          5.73113731E+02          1.21106531E+04          3.39859307E+02
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.61919772E+02          5.51350991E+02          1.22198090E+04          3.27250638E+02
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.33091864E+02          5.33946055E+02          1.24165486E+04          3.17084460E+02
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.04480728E+02          5.18479736E+02          1.25442840E+04          3.07553093E+02
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.82110358E+02          5.02803610E+02          1.26706438E+04          2.98831930E+02
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.58703258E+02          4.90971519E+02          1.28762472E+04          2.91334650E+02
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.41940788E+02          4.78204733E+02          1.30212160E+04          2.84432815E+02
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.22843619E+02          4.69417280E+02          1.31509466E+04          2.78569687E+02
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.10103154E+02          4.59127067E+02          1.33723322E+04          2.73143918E+02
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.94666499E+02          4.52518349E+02          1.35157213E+04          2.68572980E+02
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.84794190E+02          4.44373995E+02          1.36772834E+04          2.64287138E+02
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.72327600E+02          4.36517618E+02          1.38194653E+04          2.59700453E+02
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.65086842E+02          4.32860844E+02          1.40473261E+04          2.57402759E+02
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.55184926E+02          4.26682449E+02          1.42077558E+04          2.53785590E+02
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.45573528E+02          4.23724148E+02          1.43838530E+04          2.51347308E+02
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.42241947E+02          4.18891992E+02          1.45473693E+04          2.49187849E+02
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.34792379E+02          4.14168806E+02          1.47668185E+04          2.46456445E+02
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.27513650E+02          4.13369137E+02          1.49586256E+04          2.45122841E+02
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.27124533E+02          4.09810788E+02          1.51350337E+04          2.43854739E+02
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.21726094E+02          4.06313177E+02          1.53296050E+04          2.41848830E+02
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.16419805E+02          4.06604144E+02          1.55292441E+04          2.41192832E+02
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.16984850E+02          4.04166987E+02          1.57283525E+04          2.40466141E+02
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.13222080E+02          4.01758872E+02          1.59350744E+04          2.39089143E+02
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.09504927E+02          4.02339276E+02          1.61473027E+04          2.38773457E+02
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.05832567E+02          4.00771010E+02          1.63655732E+04          2.37703853E+02
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.08325398E+02          3.99214922E+02          1.65895881E+04          2.37583177E+02
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.05938162E+02          3.97670871E+02          1.67548923E+04          2.36705451E+02
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.03569590E+02          3.99193038E+02          1.69698471E+04          2.36922385E+02
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.01219462E+02          3.98346763E+02          1.71819917E+04          2.36302589E+02
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.04341285E+02          3.97504068E+02          1.74062284E+04          2.36527266E+02
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.03144884E+02          3.96664932E+02          1.76481287E+04          2.36090766E+02
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.01953211E+02          3.95829330E+02          1.78690117E+04          2.35651041E+02
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.00766237E+02          3.97982399E+02          1.81114724E+04          2.36270973E+02
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.99583935E+02          3.97724534E+02          1.82793518E+04          2.36025365E+02
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.03588316E+02          3.97467002E+02          1.85126092E+04          2.36590761E+02
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.03365006E+02          3.97209804E+02          1.87518965E+04          2.36503864E+02
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.03141861E+02          3.96952938E+02          1.89974507E+04          2.36417032E+02
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.02918882E+02          3.96696405E+02          1.92344076E+04          2.36327983E+02
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.02696067E+02          3.99997636E+02          1.94819758E+04          2.37498362E+02
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.02473416E+02          4.00277144E+02          1.97424221E+04          2.37600482E+02
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.06661139E+02          4.00557042E+02          1.99879853E+04          2.38383566E+02
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.07176321E+02          4.00837332E+02          2.01412790E+04          2.38584055E+02
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.07692378E+02          4.01118015E+02          2.03925011E+04          2.38798046E+02
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.08209313E+02          4.04196563E+02          2.06500694E+04          2.40001502E+02
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.08727129E+02          4.04960614E+02          2.09142273E+04          2.40386783E+02
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.13067901E+02          4.05727559E+02          2.11311410E+04          2.41360949E+02
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.14248257E+02          4.06497414E+02          2.13964797E+04          2.41850651E+02
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.15433167E+02          4.07270197E+02          2.16638388E+04          2.42341754E+02
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.16622657E+02          4.10485995E+02          2.19422826E+04          2.43697485E+02
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.17816754E+02          4.11699395E+02          2.22279771E+04          2.44346556E+02
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.22837447E+02          4.12919989E+02          2.23529349E+04          2.45575413E+02
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.24736838E+02          4.14147843E+02          2.26175475E+04          2.46336721E+02
        106.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.43750616E+02          4.27209043E+02          2.44324433E+04          2.54123137E+02
        107.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.65502021E+03          6.43756021E+02          4.27212491E+02          2.44329943E+04          2.43196496E+02
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.88334733E+03          6.51963558E+02          4.35654030E+02          2.52830624E+04          2.47601307E+02
        110.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.96341901E+03          6.58441717E+02          4.37877400E+02          2.55803388E+04          2.49422392E+02
        111.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.24284788E+04          5.96358150E+03          6.58448554E+02          4.37881874E+02          2.55809410E+04          2.44517974E+02
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.43184696E+04          6.61176449E+03          6.95589270E+02          4.63330914E+02          2.79595327E+04          2.59553782E+02
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.48351735E+04          6.39898490E+03          7.47617579E+02          5.00641296E+02          3.09109015E+04          2.78469810E+02
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.37875408E+04          5.86351468E+03          8.10549397E+02          5.43351224E+02          3.37358163E+04          2.98785841E+02
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.25619732E+04          5.33098181E+03          8.79740491E+02          5.90394416E+02          3.68516433E+04          3.20019901E+02
        160.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.13618548E+04          4.85314477E+03          9.56390431E+02          6.42099400E+02          3.99599712E+04          3.42221961E+02
        161.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.11599831E+04          4.77319871E+03          9.73067444E+02          6.53726460E+02          4.05609643E+04          3.47085676E+02
        162.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.88877889E+03          1.11597848E+04          4.77312004E+03          9.73084421E+02          6.53738196E+02          4.05616317E+04          3.32462879E+02
        170.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.07171174E+03          1.04230257E+04          4.53447018E+03          1.03996836E+03          6.99183562E+02          4.32226864E+04          3.50225023E+02
        180.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.31269568E+03          9.73426058E+03          4.29912357E+03          1.13213585E+03          7.61166534E+02          4.66453173E+04          3.73953263E+02
        190.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.51788944E+03          9.30628558E+03          4.16773352E+03          1.23263771E+03          8.29657269E+02          4.98575732E+04          3.99770484E+02
        200.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.75595994E+03          8.99009024E+03          4.07609185E+03          1.34698317E+03          9.08227525E+02          5.32760708E+04          4.28634468E+02
        210.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.93970146E+03          8.84518656E+03          4.03371615E+03          1.46545857E+03          9.87590911E+02          5.67682980E+04          4.57584756E+02
        220.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.20619898E+03          8.75109569E+03          4.02590353E+03          1.59562589E+03          1.07634327E+03          6.03551545E+04          4.89323247E+02
