#Energy      C-K-shell   Si-K-shell   Si-L1-shell   Si-L2-shell   Si-L3-shell   Valence  Total
         23.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.00592766E+03          3.00592766E+03
         24.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.13198492E+03          3.13198492E+03
         25.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.26146433E+03          3.26146433E+03
         26.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.39259782E+03          3.39259782E+03
         27.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.53581986E+03          3.53581986E+03
         28.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.67372626E+03          3.67372626E+03
         29.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.81527926E+03          3.81527926E+03
         30.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.96107756E+03          3.96107756E+03
         31.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.11970538E+03          4.11970538E+03
         32.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.26844763E+03          4.26844763E+03
         33.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.42814265E+03          4.42814265E+03
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.58381031E+03          4.58381031E+03
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.75462385E+03          4.75462385E+03
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.93490213E+03          4.93490213E+03
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.09665403E+03          5.09665403E+03
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.28415056E+03          5.28415056E+03
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.46186262E+03          5.46186262E+03
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.64900345E+03          5.64900345E+03
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.84663781E+03          5.84663781E+03
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.05061319E+03          6.05061319E+03
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.24006788E+03          6.24006788E+03
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.45366413E+03          6.45366413E+03
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.66734347E+03          6.66734347E+03
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.87137489E+03          6.87137489E+03
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.09496909E+03          7.09496909E+03
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.31540761E+03          7.31540761E+03
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.54139661E+03          7.54139661E+03
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.77232512E+03          7.77232512E+03
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.00572569E+03          8.00572569E+03
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.24377817E+03          8.24377817E+03
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.49758145E+03          8.49758145E+03
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.75069233E+03          8.75069233E+03
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.99566643E+03          8.99566643E+03
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.25955026E+03          9.25955026E+03
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.52410044E+03          9.52410044E+03
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.80219930E+03          9.80219930E+03
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00586642E+04          1.00586642E+04
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.03380720E+04          1.03380720E+04
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.06268318E+04          1.06268318E+04
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.09163418E+04          1.09163418E+04
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.12205283E+04          1.12205283E+04
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.15058227E+04          1.15058227E+04
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.18012951E+04          1.18012951E+04
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.21269416E+04          1.21269416E+04
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.24377357E+04          1.24377357E+04
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.27574376E+04          1.27574376E+04
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.30868737E+04          1.30868737E+04
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.33943356E+04          1.33943356E+04
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.37377892E+04          1.37377892E+04
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.40827388E+04          1.40827388E+04
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.44380520E+04          1.44380520E+04
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.47798265E+04          1.47798265E+04
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.51022851E+04          1.51022851E+04
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.54646969E+04          1.54646969E+04
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.58405421E+04          1.58405421E+04
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.62373685E+04          1.62373685E+04
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.65869394E+04          1.65869394E+04
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.69821285E+04          1.69821285E+04
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.73873248E+04          1.73873248E+04
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.77195310E+04          1.77195310E+04
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.81364842E+04          1.81364842E+04
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.85513114E+04          1.85513114E+04
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.89467853E+04          1.89467853E+04
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.93684276E+04          1.93684276E+04
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.97949328E+04          1.97949328E+04
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.02360121E+04          2.02360121E+04
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.06065867E+04          2.06065867E+04
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.10570847E+04          2.10570847E+04
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.15096391E+04          2.15096391E+04
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.19629212E+04          2.19629212E+04
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.24209299E+04          2.24209299E+04
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.28205766E+04          2.28205766E+04
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.33037667E+04          2.33037667E+04
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.37818634E+04          2.37818634E+04
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.42073596E+04          2.42073596E+04
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.47090829E+04          2.47090829E+04
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.51647280E+04          2.51647280E+04
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.56681469E+04          2.56681469E+04
        103.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.76914075E+04          2.76914075E+04
        104.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.59116829E+05          5.87855605E+04          2.76925144E+04          1.68331714E+04
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.28992307E+04          9.80057497E+03          3.08603921E+04          5.61455787E+03
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.30916381E+04          6.45374226E+03          3.66618500E+04          3.86682941E+03
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.28936988E+04          6.56320052E+03          4.30104986E+04          3.94988248E+03
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.37125529E+04          6.84058317E+03          4.99233565E+04          4.18159930E+03
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.44265246E+04          7.20685243E+03          5.74799265E+04          4.43516073E+03
        153.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.48330502E+04          7.38529775E+03          6.07010630E+04          4.56006025E+03
        154.0010          1.00000000E+30          1.00000000E+30          4.56624584E+04          1.48332495E+04          7.41820698E+03          6.07028144E+04          4.15639509E+03
        160.0000          1.00000000E+30          1.00000000E+30          4.62862712E+04          1.55792867E+04          7.80256439E+03          6.57600500E+04          4.36372022E+03
        170.0000          1.00000000E+30          1.00000000E+30          4.73649018E+04          1.71833309E+04          8.61560053E+03          7.45285165E+04          4.78939092E+03
        180.0000          1.00000000E+30          1.00000000E+30          4.83376732E+04          1.90029753E+04          9.53765652E+03          8.39222085E+04          5.26109523E+03
        190.0000          1.00000000E+30          1.00000000E+30          4.98524148E+04          2.10118107E+04          1.05566142E+04          9.38021225E+04          5.77902496E+03
        200.0000          1.00000000E+30          1.00000000E+30          5.22000548E+04          2.31322681E+04          1.16232267E+04          1.04508529E+05          6.32951651E+03
        210.0000          1.00000000E+30          1.00000000E+30          5.50865916E+04          2.54895626E+04          1.28191155E+04          1.15670534E+05          6.94257726E+03
        220.0000          1.00000000E+30          1.00000000E+30          5.79312077E+04          2.82252057E+04          1.42054463E+04          1.27725139E+05          7.63848421E+03
        230.0000          1.00000000E+30          1.00000000E+30          6.07041211E+04          3.10483655E+04          1.56225887E+04          1.40375936E+05          8.34621663E+03
        240.0000          1.00000000E+30          1.00000000E+30          6.34666257E+04          3.42330059E+04          1.72185987E+04          1.53774344E+05          9.12844710E+03
        250.0000          1.00000000E+30          1.00000000E+30          6.65201038E+04          3.77024916E+04          1.89568068E+04          1.68170290E+05          9.97462960E+03
        260.0000          1.00000000E+30          1.00000000E+30          6.95924831E+04          4.12208283E+04          2.08657058E+04          1.83285588E+05          1.08683314E+04
        270.0000          1.00000000E+30          1.00000000E+30          7.31181435E+04          4.52411888E+04          2.27972664E+04          1.99126545E+05          1.18109648E+04
        280.0000          1.00000000E+30          1.00000000E+30          7.65893232E+04          4.92499924E+04          2.48201488E+04          2.15418497E+05          1.27725020E+04
        287.9990          1.00000000E+30          1.00000000E+30          7.97298695E+04          5.27416883E+04          2.65522577E+04          2.28705040E+05          1.35986504E+04
        288.0010          2.19366688E+04          1.00000000E+30          7.97306869E+04          5.27426631E+04          2.65527360E+04          2.28708811E+05          8.39480762E+03
        290.0000          2.26152013E+04          1.00000000E+30          8.05561561E+04          5.34326492E+04          2.70395433E+04          2.32206176E+05          8.57366120E+03
        300.0000          2.57452726E+04          1.00000000E+30          8.43026397E+04          5.81610369E+04          2.93544492E+04          2.49889267E+05          9.43699751E+03
        310.0000          2.76135818E+04          1.00000000E+30          8.84773208E+04          6.32439820E+04          3.19743543E+04          2.68855831E+05          1.01705907E+04
        320.0000          2.90894510E+04          1.00000000E+30          9.24709783E+04          6.80724323E+04          3.43570361E+04          2.88105059E+05          1.08156940E+04
        330.0000          3.05943776E+04          1.00000000E+30          9.71064205E+04          7.36862914E+04          3.71906541E+04          3.08437994E+05          1.15359696E+04
        340.0000          3.23806563E+04          1.00000000E+30          1.01033519E+05          7.96913318E+04          4.02092824E+04          3.29897384E+05          1.23107406E+04
        350.0000          3.45357298E+04          1.00000000E+30          1.05955722E+05          8.59482134E+04          4.33284664E+04          3.52112107E+05          1.31669284E+04
        360.0000          3.68270039E+04          1.00000000E+30          1.10422968E+05          9.20518024E+04          4.65464822E+04          3.74298356E+05          1.40392081E+04
        370.0000          3.95474890E+04          1.00000000E+30          1.14717455E+05          9.91211357E+04          4.99472392E+04          3.97839774E+05          1.50090448E+04
        380.0000          4.21818821E+04          1.00000000E+30          1.19758992E+05          1.05858392E+05          5.35818875E+04          4.22333943E+05          1.59912076E+04
        390.0000          4.48758915E+04          1.00000000E+30          1.24726644E+05          1.13435977E+05          5.72469884E+04          4.48719700E+05          1.70029022E+04
        400.0000          4.74982640E+04          1.00000000E+30          1.30311703E+05          1.21312341E+05          6.11867448E+04          4.73529193E+05          1.80421703E+04
        410.0000          5.04474252E+04          1.00000000E+30          1.35284099E+05          1.29452003E+05          6.52873980E+04          5.01773806E+05          1.91390632E+04
        420.0000          5.34173476E+04          1.00000000E+30          1.40823760E+05          1.38149929E+05          6.96553961E+04          5.30184271E+05          2.02828963E+04
        430.0000          5.65239517E+04          1.00000000E+30          1.46391591E+05          1.46642495E+05          7.42248974E+04          5.58130362E+05          2.14563826E+04
        440.0000          5.97725416E+04          1.00000000E+30          1.52632777E+05          1.55946498E+05          7.90608301E+04          5.89089342E+05          2.27065055E+04
        450.0000          6.30717211E+04          1.00000000E+30          1.58130814E+05          1.65567810E+05          8.40366380E+04          6.19815186E+05          2.39626442E+04
        460.0000          6.64583585E+04          1.00000000E+30          1.63671560E+05          1.76125126E+05          8.89414471E+04          6.51353988E+05          2.52441040E+04
        470.0000          7.01448670E+04          1.00000000E+30          1.69794984E+05          1.86780720E+05          9.48370790E+04          6.85035883E+05          2.66640257E+04
        480.0000          7.42643831E+04          1.00000000E+30          1.76496209E+05          1.97890371E+05          9.99588710E+04          7.18211787E+05          2.81048767E+04
        490.0000          7.80870078E+04          1.00000000E+30          1.82430321E+05          2.09658679E+05          1.05867284E+05          7.53661429E+05          2.95594977E+04
        500.0000          8.19686201E+04          1.00000000E+30          1.89511370E+05          2.21684025E+05          1.11920741E+05          7.89302929E+05          3.10662443E+04
        510.0000          8.63189150E+04          1.00000000E+30          1.95401044E+05          2.33342710E+05          1.18144617E+05          8.25533605E+05          3.26118410E+04
        520.0000          9.07874703E+04          1.00000000E+30          2.02701668E+05          2.46505271E+05          1.24843871E+05          8.62893767E+05          3.42774501E+04
        530.0000          9.54348793E+04          1.00000000E+30          2.09678092E+05          2.59826544E+05          1.31799049E+05          9.03386126E+05          3.59834667E+04
        540.0000          1.00056676E+05          1.00000000E+30          2.17691164E+05          2.73742405E+05          1.38760467E+05          9.43156756E+05          3.77244586E+04
        550.0000          1.04864031E+05          1.00000000E+30          2.24063509E+05          2.89378069E+05          1.46034912E+05          9.83806932E+05          3.94960263E+04
        560.0000          1.09897191E+05          1.00000000E+30          2.32418315E+05          3.03671330E+05          1.53669241E+05          1.02872574E+06          4.13657411E+04
        570.0000          1.14986839E+05          1.00000000E+30          2.38663670E+05          3.18350795E+05          1.61421509E+05          1.07119402E+06          4.31847322E+04
        580.0000          1.20196465E+05          1.00000000E+30          2.47157079E+05          3.34680063E+05          1.69386045E+05          1.11658434E+06          4.51407906E+04
        590.0000          1.25712752E+05          1.00000000E+30          2.54567069E+05          3.52903934E+05          1.77963256E+05          1.16207108E+06          4.71783062E+04
        600.0000          1.31759721E+05          1.00000000E+30          2.62215741E+05          3.69651409E+05          1.87455449E+05          1.21020849E+06          4.93354938E+04
        610.0000          1.37313058E+05          1.00000000E+30          2.71052219E+05          3.87076636E+05          1.96268714E+05          1.25553724E+06          5.14219462E+04
        620.0000          1.43163140E+05          1.00000000E+30          2.78495115E+05          4.05538937E+05          2.05453913E+05          1.30824110E+06          5.35524653E+04
        630.0000          1.49292188E+05          1.00000000E+30          2.87650482E+05          4.24177394E+05          2.15151678E+05          1.35573430E+06          5.58107002E+04
        640.0000          1.55985994E+05          1.00000000E+30          2.95105587E+05          4.43235240E+05          2.24951751E+05          1.40842245E+06          5.81023767E+04
        650.0000          1.62226277E+05          1.00000000E+30          3.04383842E+05          4.63680329E+05          2.35000696E+05          1.46060641E+06          6.04369582E+04
        660.0000          1.69581162E+05          1.00000000E+30          3.13005252E+05          4.84786878E+05          2.46344904E+05          1.51404278E+06          6.29948615E+04
        670.0000          1.75893339E+05          1.00000000E+30          3.22848120E+05          5.08005062E+05          2.57448082E+05          1.57216731E+06          6.54813556E+04
        680.0000          1.83053302E+05          1.00000000E+30          3.31576259E+05          5.29254421E+05          2.68838184E+05          1.63009858E+06          6.80206997E+04
        690.0000          1.90342960E+05          1.00000000E+30          3.41837748E+05          5.54777089E+05          2.80058123E+05          1.68388715E+06          7.06907801E+04
        700.0000          1.98652987E+05          1.00000000E+30          3.50332120E+05          5.77039428E+05          2.93333935E+05          1.74748492E+06          7.35150510E+04
        710.0000          2.05812919E+05          1.00000000E+30          3.60917513E+05          6.01042655E+05          3.05089057E+05          1.80323686E+06          7.61872088E+04
        720.0000          2.13339728E+05          1.00000000E+30          3.69408481E+05          6.25167438E+05          3.17695528E+05          1.86580576E+06          7.88793408E+04
        730.0000          2.21329544E+05          1.00000000E+30          3.80109273E+05          6.53336935E+05          3.30367856E+05          1.92977458E+06          8.18015985E+04
        740.0000          2.30263034E+05          1.00000000E+30          3.89766142E+05          6.77917982E+05          3.45144078E+05          1.99492301E+06          8.48736601E+04
        750.0000          2.38318915E+05          1.00000000E+30          4.00953461E+05          7.05419350E+05          3.58051380E+05          2.05955037E+06          8.78260168E+04
        760.0000          2.46555629E+05          1.00000000E+30          4.10808788E+05          7.36533718E+05          3.72393639E+05          2.12691489E+06          9.08817563E+04
        770.0000          2.56072571E+05          1.00000000E+30          4.22247065E+05          7.63464662E+05          3.87103909E+05          2.19102874E+06          9.41359397E+04
        780.0000          2.64876137E+05          1.00000000E+30          4.34340544E+05          7.92006224E+05          4.03748617E+05          2.26481865E+06          9.74788850E+04
        790.0000          2.74000097E+05          1.00000000E+30          4.43510679E+05          8.22301979E+05          4.18275558E+05          2.33230898E+06          1.00603650E+05
        800.0000          2.84177630E+05          1.00000000E+30          4.55717221E+05          8.55728092E+05          4.33623182E+05          2.40535956E+06          1.04125964E+05
        810.0000          2.93685216E+05          1.00000000E+30          4.68614689E+05          8.86391903E+05          4.49877862E+05          2.47781212E+06          1.07601716E+05
        820.0000          3.03555781E+05          1.00000000E+30          4.77304634E+05          9.22605070E+05          4.67796746E+05          2.55421043E+06          1.11080702E+05
        830.0000          3.14583222E+05          1.00000000E+30          4.90015091E+05          9.53673091E+05          4.84260869E+05          2.63657810E+06          1.14778645E+05
        840.0000          3.24241153E+05          1.00000000E+30          5.00952424E+05          9.88032491E+05          5.03666347E+05          2.70617040E+06          1.18379599E+05
        850.0000          3.35921239E+05          1.00000000E+30          5.14018362E+05          1.02690739E+06          5.20333977E+05          2.78505401E+06          1.22293585E+05
        860.0000          3.45976890E+05          1.00000000E+30          5.25369311E+05          1.06243811E+06          5.38664425E+05          2.87159256E+06          1.25949297E+05
        870.0000          3.56822011E+05          1.00000000E+30          5.38677743E+05          1.09954329E+06          5.59480119E+05          2.94644849E+06          1.29952001E+05
        880.0000          3.69041180E+05          1.00000000E+30          5.52677945E+05          1.14188010E+06          5.78355258E+05          3.03735592E+06          1.34171994E+05
        890.0000          3.79869711E+05          1.00000000E+30          5.63293192E+05          1.17803345E+06          5.98128101E+05          3.11300494E+06          1.37935905E+05
        900.0000          3.92828290E+05          1.00000000E+30          5.77392605E+05          1.21677767E+06          6.20574766E+05          3.20588491E+06          1.42394485E+05
        910.0000          4.03703052E+05          1.00000000E+30          5.92215964E+05          1.26078788E+06          6.39820371E+05          3.28581393E+06          1.46497104E+05
        920.0000          4.15758909E+05          1.00000000E+30          6.02345837E+05          1.30195264E+06          6.63533560E+05          3.37768431E+06          1.50678733E+05
        930.0000          4.29260704E+05          1.00000000E+30          6.16955866E+05          1.34922600E+06          6.83809494E+05          3.46649879E+06          1.55219611E+05
        940.0000          4.41614881E+05          1.00000000E+30          6.32292252E+05          1.39037032E+06          7.05885644E+05          3.56527668E+06          1.59684728E+05
        950.0000          4.55791900E+05          1.00000000E+30          6.43992000E+05          1.43286382E+06          7.30548319E+05          3.65838315E+06          1.64287761E+05
        960.0000          4.68673279E+05          1.00000000E+30          6.59506458E+05          1.48202687E+06          7.52649762E+05          3.74955385E+06          1.68917288E+05
