#Energy      Si-K-shell   Si-L1-shell   Si-L2-shell   Si-L3-shell   Al-K-shell   Al-L1-shell   Al-L2-shell   Al-L3-shell   Valence  Total
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.83536131E+03          2.83536131E+03
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.82569796E+03          2.82569796E+03
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.82340334E+03          2.82340334E+03
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.82371091E+03          2.82371091E+03
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.83078419E+03          2.83078419E+03
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.84052772E+03          2.84052772E+03
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.85553301E+03          2.85553301E+03
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.87195650E+03          2.87195650E+03
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.89481795E+03          2.89481795E+03
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.92013408E+03          2.92013408E+03
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.94136782E+03          2.94136782E+03
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.97971225E+03          2.97971225E+03
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.00820908E+03          3.00820908E+03
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.05113564E+03          3.05113564E+03
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.08483491E+03          3.08483491E+03
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.12795563E+03          3.12795563E+03
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.17097604E+03          3.17097604E+03
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.22062076E+03          3.22062076E+03
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.26436240E+03          3.26436240E+03
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.31056251E+03          3.31056251E+03
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.36942152E+03          3.36942152E+03
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.42360700E+03          3.42360700E+03
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.48085854E+03          3.48085854E+03
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.53639726E+03          3.53639726E+03
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.59481136E+03          3.59481136E+03
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.66076503E+03          3.66076503E+03
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.72721164E+03          3.72721164E+03
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.78896658E+03          3.78896658E+03
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.85683793E+03          3.85683793E+03
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.92666376E+03          3.92666376E+03
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.99587763E+03          3.99587763E+03
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.06982603E+03          4.06982603E+03
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.15061787E+03          4.15061787E+03
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.21452186E+03          4.21452186E+03
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.29179629E+03          4.29179629E+03
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.37230245E+03          4.37230245E+03
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.45346413E+03          4.45346413E+03
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.53371764E+03          4.53371764E+03
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.61987137E+03          4.61987137E+03
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.71006655E+03          4.71006655E+03
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.78200739E+03          4.78200739E+03
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.86659560E+03          4.86659560E+03
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.95471650E+03          4.95471650E+03
         76.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.04917636E+03          5.04917636E+03
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.04927231E+03          5.04927231E+03
         77.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.82478889E+04          7.83758169E+03          5.04936827E+03          2.62856431E+03
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.36706931E+04          5.89536975E+03          5.14423391E+03          2.28745939E+03
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.02650723E+04          4.44829953E+03          5.23318806E+03          1.94813732E+03
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.74596354E+03          3.35472579E+03          5.31810081E+03          1.62542554E+03
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.85914063E+03          2.54035062E+03          5.41577670E+03          1.33517469E+03
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.47667824E+03          1.98516754E+03          5.50728922E+03          1.10048136E+03
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.60502176E+03          1.63785047E+03          5.59876935E+03          9.37595639E+02
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.04362829E+03          1.41095534E+03          5.69603242E+03          8.24500403E+02
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.67849940E+03          1.25805055E+03          5.79784759E+03          7.45878020E+02
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.43018924E+03          1.15622273E+03          5.90076880E+03          6.91636930E+02
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.25134002E+03          1.08739009E+03          5.99955549E+03          6.53384621E+02
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.13942790E+03          1.03513556E+03          6.09403113E+03          6.25951951E+02
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.05165342E+03          9.98581866E+02          6.19804868E+03          6.05997065E+02
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.98837673E+03          9.73837376E+02          6.30720430E+03          5.92298759E+02
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.94628700E+03          9.56960271E+02          6.41857514E+03          5.83235893E+02
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.91863276E+03          9.45436261E+02          6.52281148E+03          5.77292086E+02
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.89923209E+03          9.37362948E+02          6.61795685E+03          5.73244855E+02
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.88752821E+03          9.32488803E+02          6.72358097E+03          5.71127469E+02
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.86980850E+03          9.25045641E+02          6.84193608E+03          5.67537107E+02
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.86616695E+03          9.17720362E+02          6.93769905E+03          5.65082121E+02
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.85566662E+03          9.20364753E+02          7.05270446E+03          5.65865234E+02
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.84528378E+03          9.16393161E+02          7.17442636E+03          5.64161935E+02
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.85071472E+03          9.12455698E+02          7.28157934E+03          5.63822364E+02
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.84529271E+03          9.15887479E+02          7.38857674E+03          5.65258952E+02
        103.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.82392396E+03          9.08856069E+02          7.86573355E+03          5.63162497E+02
        104.0010          1.00000000E+30          1.00000000E+30          2.48787522E+04          9.19143126E+03          1.00000000E+30          1.00000000E+30          1.84160973E+03          9.08852580E+02          7.86599279E+03          5.20992581E+02
        110.0000          1.00000000E+30          1.00000000E+30          3.58041504E+03          1.53237139E+03          1.00000000E+30          1.00000000E+30          1.84768345E+03          9.18826070E+02          8.59470880E+03          3.73441622E+02
        120.0000          1.00000000E+30          1.00000000E+30          2.04694640E+03          1.00907651E+03          1.00000000E+30          1.00000000E+30          1.92954926E+03          9.62818817E+02          9.93649855E+03          3.18770866E+02
        120.9990          1.00000000E+30          1.00000000E+30          2.04381195E+03          1.00666508E+03          1.00000000E+30          1.00000000E+30          1.94023558E+03          9.68508885E+02          1.00544373E+04          3.19485163E+02
        121.0010          1.00000000E+30          1.00000000E+30          2.04380569E+03          1.00666027E+03          1.00000000E+30          6.20039784E+03          1.94025710E+03          9.68520344E+02          1.00547364E+04          3.03831207E+02
        130.0000          1.00000000E+30          1.00000000E+30          2.01599756E+03          1.02619089E+03          1.00000000E+30          6.41833812E+03          2.09772953E+03          1.04990963E+03          1.13498526E+04          3.18107726E+02
        140.0000          1.00000000E+30          1.00000000E+30          2.14402970E+03          1.06956112E+03          1.00000000E+30          6.67922345E+03          2.35105652E+03          1.17860094E+03          1.28786034E+04          3.44525254E+02
        150.0000          1.00000000E+30          1.00000000E+30          2.25566293E+03          1.12682924E+03          1.00000000E+30          6.89600375E+03          2.65493107E+03          1.33204672E+03          1.45142741E+04          3.74242281E+02
        153.9990          1.00000000E+30          1.00000000E+30          2.31922533E+03          1.15473011E+03          1.00000000E+30          7.00110247E+03          2.78027378E+03          1.39540465E+03          1.52038576E+04          3.87281081E+02
        154.0010          1.00000000E+30          7.13956530E+03          2.31925650E+03          1.15987564E+03          1.00000000E+30          6.95699573E+03          2.78034353E+03          1.39543993E+03          1.52042287E+04          3.67755539E+02
        160.0000          1.00000000E+30          7.23710170E+03          2.43590333E+03          1.21997194E+03          1.00000000E+30          7.09808608E+03          2.99415412E+03          1.50378605E+03          1.62540722E+04          3.89139639E+02
        170.0000          1.00000000E+30          7.40575127E+03          2.68670407E+03          1.34709441E+03          1.00000000E+30          7.49424997E+03          3.36312706E+03          1.68994437E+03          1.81086386E+04          4.29681064E+02
        180.0000          1.00000000E+30          7.55784918E+03          2.97121504E+03          1.49126271E+03          1.00000000E+30          7.92309620E+03          3.77055152E+03          1.89578602E+03          1.99767718E+04          4.74289167E+02
        190.0000          1.00000000E+30          7.79468700E+03          3.28530700E+03          1.65058210E+03          1.00000000E+30          8.38042049E+03          4.22754212E+03          2.12807381E+03          2.19887230E+04          5.23620211E+02
        200.0000          1.00000000E+30          8.16175284E+03          3.61685166E+03          1.81735257E+03          1.00000000E+30          8.83725583E+03          4.72795310E+03          2.38130090E+03          2.40648256E+04          5.76230883E+02
        210.0000          1.00000000E+30          8.61307804E+03          3.98542705E+03          2.00433606E+03          1.00000000E+30          9.33500741E+03          5.31675549E+03          2.66958589E+03          2.62764348E+04          6.35408749E+02
        220.0000          1.00000000E+30          9.05784871E+03          4.41315921E+03          2.22109618E+03          1.00000000E+30          9.83623240E+03          5.88718029E+03          2.96897924E+03          2.85929386E+04          6.99036734E+02
        230.0000          1.00000000E+30          9.49140829E+03          4.85457509E+03          2.44267384E+03          1.00000000E+30          1.04107641E+04          6.55967659E+03          3.29756812E+03          3.09960256E+04          7.66427948E+02
        240.0000          1.00000000E+30          9.92334040E+03          5.35251034E+03          2.69221838E+03          1.00000000E+30          1.09742203E+04          7.23704283E+03          3.64839876E+03          3.35672237E+04          8.38767090E+02
        250.0000          1.00000000E+30          1.04007677E+04          5.89498266E+03          2.96399634E+03          1.00000000E+30          1.15848621E+04          7.98663868E+03          4.01840352E+03          3.62177042E+04          9.16456402E+02
        260.0000          1.00000000E+30          1.08811504E+04          6.44509310E+03          3.26246273E+03          1.00000000E+30          1.22534514E+04          8.77379259E+03          4.43646289E+03          3.90893507E+04          9.99851602E+02
        270.0000          1.00000000E+30          1.14324059E+04          7.07369759E+03          3.56447239E+03          1.00000000E+30          1.29225285E+04          9.63936784E+03          4.84104263E+03          4.20219703E+04          1.08592314E+03
        280.0000          1.00000000E+30          1.19751431E+04          7.70049509E+03          3.88076068E+03          1.00000000E+30          1.35964638E+04          1.05097205E+04          5.31609148E+03          4.50974057E+04          1.17642848E+03
        290.0000          1.00000000E+30          1.25953783E+04          8.35447545E+03          4.22777467E+03          1.00000000E+30          1.43288101E+04          1.15109095E+04          5.79298966E+03          4.80752246E+04          1.27273693E+03
        300.0000          1.00000000E+30          1.31811607E+04          9.09378372E+03          4.58972237E+03          1.00000000E+30          1.50522826E+04          1.24902104E+04          6.31664762E+03          5.13925265E+04          1.37366997E+03
        310.0000          1.00000000E+30          1.38338940E+04          9.88852890E+03          4.99935830E+03          1.00000000E+30          1.58790326E+04          1.36030547E+04          6.86206771E+03          5.47425514E+04          1.48384640E+03
        320.0000          1.00000000E+30          1.44583233E+04          1.06434825E+04          5.37190312E+03          1.00000000E+30          1.65802244E+04          1.47520078E+04          7.45118294E+03          5.82860422E+04          1.59049233E+03
        330.0000          1.00000000E+30          1.51830991E+04          1.15212388E+04          5.81495418E+03          1.00000000E+30          1.74507048E+04          1.59889630E+04          8.06787058E+03          6.19026953E+04          1.71063109E+03
        340.0000          1.00000000E+30          1.57971216E+04          1.24601585E+04          6.28693257E+03          1.00000000E+30          1.82736987E+04          1.72940459E+04          8.75579403E+03          6.56870702E+04          1.83621288E+03
        350.0000          1.00000000E+30          1.65667339E+04          1.34384548E+04          6.77463338E+03          1.00000000E+30          1.90941229E+04          1.86937174E+04          9.41210343E+03          6.96173384E+04          1.96517255E+03
        360.0000          1.00000000E+30          1.72652112E+04          1.43927830E+04          7.27778707E+03          1.00000000E+30          2.00257838E+04          2.00781235E+04          1.01568997E+04          7.36437289E+04          2.09828882E+03
        370.0000          1.00000000E+30          1.79366768E+04          1.54981104E+04          7.80951329E+03          1.00000000E+30          2.09130388E+04          2.15991045E+04          1.09360636E+04          7.77535568E+04          2.23843026E+03
