#Energy      Si-K-shell   Si-L1-shell   Si-L2-shell   Si-L3-shell   Al-K-shell   Al-L1-shell   Al-L2-shell   Al-L3-shell   Valence  Total
         10.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.82964560E+01          1.82964560E+01
         11.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.71589353E+01          1.71589353E+01
         12.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.61822753E+01          1.61822753E+01
         13.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.53312270E+01          1.53312270E+01
         14.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.45802372E+01          1.45802372E+01
         15.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.39104064E+01          1.39104064E+01
         16.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.33074627E+01          1.33074627E+01
         17.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.27603711E+01          1.27603711E+01
         18.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.22605172E+01          1.22605172E+01
         19.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.18010640E+01          1.18010640E+01
         20.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.13765232E+01          1.13765232E+01
         21.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.09824486E+01          1.09824486E+01
         22.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.06152189E+01          1.06152189E+01
         23.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.02718551E+01          1.02718551E+01
         24.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.94989074E+00          9.94989074E+00
         25.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.64728148E+00          9.64728148E+00
         26.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.36232379E+00          9.36232379E+00
         27.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.09359435E+00          9.09359435E+00
         28.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.83990134E+00          8.83990134E+00
         29.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.60024227E+00          8.60024227E+00
         30.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.37377227E+00          8.37377227E+00
         31.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.15977389E+00          8.15977389E+00
         32.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.95763464E+00          7.95763464E+00
         33.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.76682365E+00          7.76682365E+00
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.58687471E+00          7.58687471E+00
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.41736987E+00          7.41736987E+00
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.25792591E+00          7.25792591E+00
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.10818288E+00          7.10818288E+00
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.96779483E+00          6.96779483E+00
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.83642260E+00          6.83642260E+00
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.71372881E+00          6.71372881E+00
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.59937431E+00          6.59937431E+00
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.49301663E+00          6.49301663E+00
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.39430961E+00          6.39430961E+00
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.30290428E+00          6.30290428E+00
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.21845016E+00          6.21845016E+00
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.14059749E+00          6.14059749E+00
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.06899945E+00          6.06899945E+00
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.00331449E+00          6.00331449E+00
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.94320851E+00          5.94320851E+00
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.88835684E+00          5.88835684E+00
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.83844585E+00          5.83844585E+00
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.79317429E+00          5.79317429E+00
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.75225427E+00          5.75225427E+00
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.71541188E+00          5.71541188E+00
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.68238758E+00          5.68238758E+00
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.65293627E+00          5.65293627E+00
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.62682734E+00          5.62682734E+00
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.60384411E+00          5.60384411E+00
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.58378354E+00          5.58378354E+00
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.56645596E+00          5.56645596E+00
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.55168409E+00          5.55168409E+00
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.53930264E+00          5.53930264E+00
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.52915762E+00          5.52915762E+00
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.52110566E+00          5.52110566E+00
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.51501339E+00          5.51501339E+00
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.51075672E+00          5.51075672E+00
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.50822028E+00          5.50822028E+00
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.50729679E+00          5.50729679E+00
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.50788650E+00          5.50788650E+00
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.50989663E+00          5.50989663E+00
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.51324089E+00          5.51324089E+00
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.51783898E+00          5.51783898E+00
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.52361618E+00          5.52361618E+00
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.53050287E+00          5.53050287E+00
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.53843421E+00          5.53843421E+00
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.54734980E+00          5.54734980E+00
         76.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.55718297E+00          5.55718297E+00
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.87182802E+09          3.43591401E+09          5.55719326E+00          5.55719324E+00
         77.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.87214644E+09          3.43607322E+09          5.55720355E+00          5.55720353E+00
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.71168956E+05          2.35584478E+05          5.56791199E+00          5.56771460E+00
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.66383171E+05          8.31915857E+04          5.57945690E+00          5.57889565E+00
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.02209451E+04          4.51104725E+04          5.59178210E+00          5.59074258E+00
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.83470175E+04          2.91735087E+04          5.60484472E+00          5.60322997E+00
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.15906020E+04          2.07953010E+04          5.61860463E+00          5.61632845E+00
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.15147576E+04          1.57573788E+04          5.63302429E+00          5.63000532E+00
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.49213373E+04          1.24606687E+04          5.64806852E+00          5.64423096E+00
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.03340959E+04          1.01670480E+04          5.66370436E+00          5.65897574E+00
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.69917755E+04          8.49588773E+03          5.67990090E+00          5.67421069E+00
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.44704891E+04          7.23524453E+03          5.69662913E+00          5.68990925E+00
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.25150809E+04          6.25754046E+03          5.71386180E+00          5.70604637E+00
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.09623078E+04          5.48115392E+03          5.73157330E+00          5.72259723E+00
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.70583986E+03          4.85291993E+03          5.74973958E+00          5.73953927E+00
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.67243077E+03          4.33621539E+03          5.76833798E+00          5.75685072E+00
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.81084462E+03          3.90542231E+03          5.78734716E+00          5.77451151E+00
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.08360056E+03          3.54180028E+03          5.80674705E+00          5.79250193E+00
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.46341889E+03          3.23170944E+03          5.82651871E+00          5.81080408E+00
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.92944112E+03          2.96472056E+03          5.84664428E+00          5.82940028E+00
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.46600854E+03          2.73300427E+03          5.86710689E+00          5.84827462E+00
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.06089075E+03          2.53044538E+03          5.88789063E+00          5.86741201E+00
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.70426947E+03          2.35213474E+03          5.90898045E+00          5.88679742E+00
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.38844970E+03          2.19422485E+03          5.93036213E+00          5.90641709E+00
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.10704777E+03          2.05352388E+03          5.95202221E+00          5.92625683E+00
        103.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.23967895E+03          1.61983947E+03          6.04117894E+00          6.00757116E+00
        104.0010          1.00000000E+30          1.00000000E+30          1.58123065E+10          7.90615323E+09          1.00000000E+30          1.00000000E+30          3.23932666E+03          1.61966333E+03          6.04122447E+00          6.00761254E+00
        110.0000          1.00000000E+30          1.00000000E+30          8.41518564E+04          4.20759282E+04          1.00000000E+30          1.00000000E+30          2.41811395E+03          1.20905698E+03          6.18143637E+00          6.13305101E+00
        120.0000          1.00000000E+30          1.00000000E+30          1.87635700E+04          9.38178502E+03          1.00000000E+30          1.00000000E+30          1.66140020E+03          8.30700099E+02          6.42809068E+00          6.34788521E+00
        120.9990          1.00000000E+30          1.00000000E+30          1.71020601E+04          8.55103006E+03          1.00000000E+30          1.00000000E+30          1.60928539E+03          8.04642695E+02          6.45342523E+00          6.36958619E+00
        121.0010          1.00000000E+30          1.00000000E+30          1.70988045E+04          8.54940226E+03          1.00000000E+30          2.42093139E+10          1.60918461E+03          8.04592306E+02          6.45347606E+00          6.36962961E+00
        130.0000          1.00000000E+30          1.00000000E+30          8.94998958E+03          4.47499479E+03          1.00000000E+30          7.48560451E+04          1.24916626E+03          6.24583131E+02          6.68599079E+00          6.56527171E+00
        140.0000          1.00000000E+30          1.00000000E+30          5.49354980E+03          2.74677490E+03          1.00000000E+30          2.37764006E+04          9.96722924E+02          4.98361462E+02          6.95134338E+00          6.78172529E+00
        150.0000          1.00000000E+30          1.00000000E+30          3.83542914E+03          1.91771457E+03          1.00000000E+30          1.24513292E+04          8.29771153E+02          4.14885576E+02          7.22166084E+00          6.99544070E+00
        153.9990          1.00000000E+30          1.00000000E+30          3.40203000E+03          1.70101500E+03          1.00000000E+30          1.02364339E+04          7.78409058E+02          3.89204529E+02          7.33075469E+00          7.07988988E+00
        154.0010          1.00000000E+30          4.80609672E+10          3.40183673E+03          1.70091837E+03          1.00000000E+30          1.02355136E+04          7.78385146E+02          3.89192573E+02          7.33080936E+00          7.07993199E+00
        160.0000          1.00000000E+30          3.11795087E+05          2.89687237E+03          1.44843619E+03          1.00000000E+30          7.96152139E+03          7.13283792E+02          3.56641896E+02          7.49526334E+00          7.20523884E+00
        170.0000          1.00000000E+30          6.94771506E+04          2.30753502E+03          1.15376751E+03          1.00000000E+30          5.67741164E+03          6.28800239E+02          3.14400119E+02          7.77098890E+00          7.41040671E+00
        180.0000          1.00000000E+30          3.28756601E+04          1.91028129E+03          9.55140643E+02          1.00000000E+30          4.33835862E+03          5.65736383E+02          2.82868192E+02          8.04801783E+00          7.61102256E+00
        190.0000          1.00000000E+30          1.99485158E+04          1.62844287E+03          8.14221437E+02          1.00000000E+30          3.47765128E+03          5.17614272E+02          2.58807136E+02          8.32576266E+00          7.80732347E+00
        200.0000          1.00000000E+30          1.37443517E+04          1.42067748E+03          7.10338742E+02          1.00000000E+30          2.88753110E+03          4.80259268E+02          2.40129634E+02          8.60379702E+00          7.99967221E+00
        210.0000          1.00000000E+30          1.02351814E+04          1.26293984E+03          6.31469921E+02          1.00000000E+30          2.46328469E+03          4.50867460E+02          2.25433730E+02          8.87862673E+00          8.18578825E+00
        220.0000          1.00000000E+30          8.03398259E+03          1.14038540E+03          5.70192702E+02          1.00000000E+30          2.14703183E+03          4.27491905E+02          2.13745952E+02          9.15463174E+00          8.37009760E+00
        230.0000          1.00000000E+30          6.55121547E+03          1.04339192E+03          5.21695961E+02          1.00000000E+30          1.90453110E+03          4.08744784E+02          2.04372392E+02          9.43468623E+00          8.55546498E+00
        240.0000          1.00000000E+30          5.49883451E+03          9.65470503E+02          4.82735251E+02          1.00000000E+30          1.71434272E+03          3.93614448E+02          1.96807224E+02          9.71299352E+00          8.73751575E+00
        250.0000          1.00000000E+30          4.72165623E+03          9.02095330E+02          4.51047665E+02          1.00000000E+30          1.56243745E+03          3.81349616E+02          1.90674808E+02          9.98965293E+00          8.91680591E+00
        260.0000          1.00000000E+30          4.12949821E+03          8.50020405E+02          4.25010202E+02          1.00000000E+30          1.43927768E+03          3.71383686E+02          1.85691843E+02          1.02647564E+01          9.09381058E+00
        270.0000          1.00000000E+30          3.66687618E+03          8.06862884E+02          4.03431442E+02          1.00000000E+30          1.33817586E+03          3.63282649E+02          1.81641325E+02          1.05383891E+01          9.26893175E+00
        280.0000          1.00000000E+30          3.29800600E+03          7.70837160E+02          3.85418580E+02          1.00000000E+30          1.25430872E+03          3.56710189E+02          1.78355094E+02          1.08106293E+01          9.44250685E+00
        290.0000          1.00000000E+30          2.99887081E+03          7.40583013E+02          3.70291506E+02          1.00000000E+30          1.18411928E+03          3.51402528E+02          1.75701264E+02          1.10861449E+01          9.61827652E+00
        300.0000          1.00000000E+30          2.75282964E+03          7.15048845E+02          3.57524423E+02          1.00000000E+30          1.12493040E+03          3.47150568E+02          1.73575284E+02          1.13556661E+01          9.78940323E+00
        310.0000          1.00000000E+30          2.54802336E+03          6.93411190E+02          3.46705595E+02          1.00000000E+30          1.07469213E+03          3.43786742E+02          1.71893371E+02          1.16283642E+01          9.96290257E+00
        320.0000          1.00000000E+30          2.37579021E+03          6.75017791E+02          3.37508895E+02          1.00000000E+30          1.03181326E+03          3.41175619E+02          1.70587809E+02          1.18997071E+01          1.01354897E+01
        330.0000          1.00000000E+30          2.22967391E+03          6.59347070E+02          3.29673535E+02          1.00000000E+30          9.95038948E+02          3.39206951E+02          1.69603476E+02          1.21697536E+01          1.03073095E+01
        340.0000          1.00000000E+30          2.10476560E+03          6.45977917E+02          3.22988959E+02          1.00000000E+30          9.63371547E+02          3.37789979E+02          1.68894989E+02          1.24385590E+01          1.04784812E+01
        350.0000          1.00000000E+30          1.99727538E+03          6.34567445E+02          3.17283723E+02          1.00000000E+30          9.36008062E+02          3.36849590E+02          1.68424795E+02          1.27061749E+01          1.06491030E+01
        360.0000          1.00000000E+30          1.90423293E+03          6.24834160E+02          3.12417080E+02          1.00000000E+30          9.12297369E+02          3.36323133E+02          1.68161566E+02          1.29726500E+01          1.08192558E+01
        370.0000          1.00000000E+30          1.82328053E+03          6.16546009E+02          3.08273004E+02          1.00000000E+30          8.91706163E+02          3.36158050E+02          1.68079025E+02          1.32380296E+01          1.09890061E+01
