#Energy      Ti-K-shell   Ti-L1-shell   Ti-L2-shell   Ti-L3-shell   Ti-M1-shell   Ti-M2-shell   Ti-M3-shell   Valence  Total
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.47347880E+02          3.47347880E+02
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.54596342E+02          3.54596342E+02
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.63277936E+02          3.63277936E+02
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.71737619E+02          3.71737619E+02
         37.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.80583713E+02          3.80583713E+02
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.80592779E+02          3.80592779E+02
         38.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.16525999E+02          3.80601846E+02          2.35326828E+02
         38.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.70558652E+02          3.90442954E+02          2.46762022E+02
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.70617543E+02          3.90452675E+02          2.46773879E+02
         39.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.33952607E+03          6.70676445E+02          3.90462396E+02          2.08392781E+02
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.44486820E+03          7.28695965E+02          4.00710373E+02          2.19298864E+02
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.55263185E+03          7.87445020E+02          4.10675534E+02          2.29937390E+02
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.66715933E+03          8.51529788E+02          4.20813799E+02          2.40933222E+02
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.78841578E+03          9.15840814E+02          4.32271262E+02          2.52244401E+02
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.91762648E+03          9.86845616E+02          4.44073419E+02          2.64083047E+02
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.05193404E+03          1.05829816E+03          4.54195831E+02          2.75182510E+02
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.18251820E+03          1.14982652E+03          4.66365222E+02          2.88008068E+02
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.38985559E+03          1.26745148E+03          4.79160419E+02          3.03545052E+02
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.63026717E+03          1.40456091E+03          4.90349035E+02          3.19333798E+02
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.90866742E+03          1.55009864E+03          5.03394311E+02          3.36085358E+02
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.22088726E+03          1.70787441E+03          5.16904353E+02          3.53283177E+02
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.54968924E+03          1.88349974E+03          5.31316471E+02          3.71090728E+02
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.90154596E+03          2.05337852E+03          5.43144680E+02          3.86930869E+02
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.27140754E+03          2.22983881E+03          5.57699354E+02          4.03932922E+02
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.62503939E+03          2.39583700E+03          5.72593440E+02          4.20160143E+02
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.96723068E+03          2.55233892E+03          5.87163679E+02          4.35498428E+02
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.29578472E+03          2.69028816E+03          6.01761420E+02          4.49979193E+02
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.59620731E+03          2.78704824E+03          6.17703882E+02          4.63737216E+02
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.85406106E+03          2.88110244E+03          6.34515352E+02          4.77573862E+02
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.05084242E+03          2.94888571E+03          6.49668928E+02          4.89327061E+02
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.15616376E+03          2.99049236E+03          6.66935539E+02          5.00944982E+02
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.25542629E+03          3.01410643E+03          6.85145017E+02          5.12510505E+02
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.35794231E+03          3.02096418E+03          7.03450939E+02          5.23596675E+02
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.36537744E+03          3.00820700E+03          7.23415411E+02          5.34229291E+02
         63.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.33981013E+03          2.97982440E+03          7.39307118E+02          5.41728972E+02
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.31158933E+03          2.97980962E+03          7.39326827E+02          5.41532161E+02
         64.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.82098136E+03          6.31157334E+03          2.97979484E+03          7.39346536E+02          4.74317763E+02
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.85026867E+03          6.29564383E+03          2.94499602E+03          7.58929334E+02          4.81749662E+02
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.88003841E+03          6.22499193E+03          2.91683574E+03          7.79942609E+02          4.89391204E+02
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.91027209E+03          6.13859206E+03          2.86733661E+03          7.98748442E+02          4.95207674E+02
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.94098063E+03          6.07190795E+03          2.83002282E+03          8.20320729E+02          5.02304003E+02
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.97217533E+03          5.95944556E+03          2.79366772E+03          8.42425456E+02          5.09021620E+02
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.00386780E+03          5.87547740E+03          2.73320672E+03          8.64966525E+02          5.14948400E+02
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.03607006E+03          5.79384258E+03          2.69166194E+03          8.87881927E+02          5.21333934E+02
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.05970287E+03          5.71444516E+03          2.65136122E+03          9.09036838E+02          5.26718106E+02
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.09009532E+03          5.57429293E+03          2.61224949E+03          9.33947516E+02          5.32644777E+02
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.12094626E+03          5.48565984E+03          2.57427491E+03          9.57754171E+02          5.38350951E+02
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.11623512E+03          5.39980123E+03          2.53738859E+03          9.84502039E+02          5.44075457E+02
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.13680007E+03          5.31658883E+03          2.50154441E+03          1.00674674E+03          5.48584033E+02
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.15757153E+03          5.23590215E+03          2.43614905E+03          1.03350667E+03          5.52615145E+02
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.17855265E+03          5.15762793E+03          2.39933962E+03          1.06111272E+03          5.57913300E+02
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.19974659E+03          5.05644717E+03          2.36362599E+03          1.08894421E+03          5.62658684E+02
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.17949136E+03          4.97968821E+03          2.32895994E+03          1.11590513E+03          5.66383200E+02
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.19237662E+03          4.90522486E+03          2.30590338E+03          1.14659181E+03          5.72013034E+02
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.20534159E+03          4.83295566E+03          2.27532881E+03          1.17427922E+03          5.76106999E+02
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.21838699E+03          4.76278505E+03          2.24555442E+03          1.20045964E+03          5.79590125E+02
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.23151358E+03          4.72783313E+03          2.21654920E+03          1.23129681E+03          5.84406046E+02
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.24472212E+03          4.66717008E+03          2.20395239E+03          1.26417601E+03          5.90106736E+02
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.25801337E+03          4.60804405E+03          2.17932037E+03          1.29529178E+03          5.94265837E+02
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.27138813E+03          4.55039735E+03          2.15523285E+03          1.32551838E+03          5.97983918E+02
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.28484717E+03          4.53166786E+03          2.13167197E+03          1.36074619E+03          6.03115904E+02
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.29839130E+03          4.48356366E+03          2.12702867E+03          1.39317452E+03          6.08418092E+02
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.31202132E+03          4.43646999E+03          2.10782212E+03          1.42296719E+03          6.11809967E+02
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.32573806E+03          4.39035535E+03          2.08895932E+03          1.45625465E+03          6.15632093E+02
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.33954234E+03          4.38421338E+03          2.07043114E+03          1.49154903E+03          6.20360764E+02
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.28780853E+03          4.34705294E+03          2.07161084E+03          1.52942225E+03          6.25071066E+02
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.29637363E+03          4.31051716E+03          2.05732217E+03          1.56320091E+03          6.28722456E+02
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.30497302E+03          4.30423538E+03          2.04322926E+03          1.59930816E+03          6.33187711E+02
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.31360690E+03          4.27615424E+03          2.02932812E+03          1.63968130E+03          6.37621685E+02
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.32227548E+03          4.24843712E+03          2.03412720E+03          1.67031169E+03          6.42243314E+02
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.35041004E+03          4.22107701E+03          2.02424257E+03          1.71047863E+03          6.47076061E+02
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.36264249E+03          4.22369314E+03          2.01445355E+03          1.75091871E+03          6.52094622E+02
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.37494392E+03          4.20402636E+03          2.01647187E+03          1.78937335E+03          6.57370528E+02
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.58337169E+03          4.14102751E+03          2.00207032E+03          2.21527428E+03          7.08938155E+02
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.86424221E+03          4.20231287E+03          2.03205973E+03          2.70647489E+03          7.66200218E+02
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.22183177E+03          4.32024690E+03          2.11461070E+03          3.27966463E+03          8.32791018E+02
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.62774252E+03          4.52235026E+03          2.21108624E+03          3.93016584E+03          9.04548689E+02
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.03560426E+03          4.74400441E+03          2.32844629E+03          4.67852248E+03          9.80690686E+02
        160.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.45150157E+03          5.00278662E+03          2.46342302E+03          5.52291210E+03          1.06169016E+03
        170.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.91628882E+03          5.29688782E+03          2.61694314E+03          6.46223690E+03          1.14909941E+03
        180.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.38147507E+03          5.62501283E+03          2.78375583E+03          7.49671316E+03          1.24089440E+03
        190.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.87012451E+03          5.99832053E+03          2.97234174E+03          8.67073488E+03          1.34130665E+03
        200.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.40719531E+03          6.37762563E+03          3.16556832E+03          9.91764467E+03          1.44409893E+03
        210.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.95052001E+03          6.78444554E+03          3.37259908E+03          1.13358954E+04          1.55317148E+03
        220.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.54822309E+03          7.24745870E+03          3.60002711E+03          1.28737639E+04          1.67178239E+03
        230.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.01414332E+04          7.69247203E+03          3.82944626E+03          1.45105218E+04          1.79002157E+03
        240.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.07358906E+04          8.15847929E+03          4.08404644E+03          1.63072008E+04          1.91609360E+03
        250.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.13900740E+04          8.67749598E+03          4.33669580E+03          1.82716101E+04          2.04768494E+03
        260.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.20313194E+04          9.26703552E+03          4.61780436E+03          2.03847890E+04          2.18993242E+03
        270.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.26757606E+04          9.80453441E+03          4.89563515E+03          2.26534240E+04          2.32942018E+03
        280.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.33877121E+04          1.04264378E+04          5.20413634E+03          2.50898188E+04          2.48374980E+03
        290.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.40964139E+04          1.10162797E+04          5.51133135E+03          2.76122576E+04          2.63591477E+03
        300.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.48121485E+04          1.16827457E+04          5.85429993E+03          3.03976062E+04          2.80253026E+03
        310.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.56222160E+04          1.23310087E+04          6.19860467E+03          3.33670755E+04          2.97261569E+03
        320.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.63697116E+04          1.30678026E+04          6.54720206E+03          3.65658805E+04          3.14765039E+03
        330.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.72421218E+04          1.37967409E+04          6.93580059E+03          3.98896711E+04          3.33636947E+03
        340.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.80423062E+04          1.45311212E+04          7.32010105E+03          4.33188428E+04          3.52189712E+03
        350.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.88375955E+04          1.53561697E+04          7.70872386E+03          4.70830279E+04          3.71515228E+03
        360.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.97020766E+04          1.61656495E+04          8.14009914E+03          5.11419241E+04          3.92129661E+03
        370.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.05784610E+04          1.69842183E+04          8.56724480E+03          5.52455748E+04          4.12716072E+03
        380.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.14473706E+04          1.78947445E+04          9.06533999E+03          5.96317959E+04          4.35562973E+03
        390.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.24465165E+04          1.87970569E+04          9.47735307E+03          6.41571150E+04          4.56930656E+03
        400.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.33092674E+04          1.98351415E+04          9.96946295E+03          6.90809112E+04          4.80540401E+03
        410.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.42742556E+04          2.07502839E+04          1.04667195E+04          7.39883634E+04          5.03919034E+03
        420.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.52548376E+04          2.17962685E+04          1.09737497E+04          7.93987102E+04          5.28549594E+03
        430.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.63509622E+04          2.28596961E+04          1.15407002E+04          8.48497242E+04          5.55155260E+03
        440.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.73214497E+04          2.39245767E+04          1.20765019E+04          9.05794680E+04          5.80569163E+03
        450.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.82978283E+04          2.50016194E+04          1.26933856E+04          9.65643840E+04          6.08003332E+03
        458.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.93327710E+04          2.60504789E+04          1.32066001E+04          1.02314176E+05          6.33023153E+03
        459.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.98438801E+03          2.93330094E+04          2.60507261E+04          1.32067311E+04          1.02315581E+05          2.44528581E+03
        460.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.56225861E+03          2.94525902E+04          2.61748010E+04          1.32725216E+04          1.02665475E+05          2.28330136E+03
        464.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.03068409E+03          3.00659241E+04          2.68138600E+04          1.35299035E+04          1.06124319E+05          1.54719115E+03
        465.0010          1.00000000E+30          1.00000000E+30          8.26517682E+03          2.03026486E+03          3.00661746E+04          2.68141219E+04          1.35300301E+04          1.06125749E+05          1.30306348E+03
        470.0000          1.00000000E+30          1.00000000E+30          4.65360170E+03          1.40884766E+03          3.04961951E+04          2.74851805E+04          1.38542061E+04          1.09352124E+05          9.30071197E+02
        480.0000          1.00000000E+30          1.00000000E+30          2.64489616E+03          1.27518043E+03          3.15691878E+04          2.86410858E+04          1.44897863E+04          1.16154540E+05          7.65401341E+02
        490.0000          1.00000000E+30          1.00000000E+30          2.62335848E+03          1.32646590E+03          3.27826239E+04          2.98235433E+04          1.51356088E+04          1.22954971E+05          7.85354320E+02
        500.0000          1.00000000E+30          1.00000000E+30          2.68239830E+03          1.39396720E+03          3.38999528E+04          3.12195678E+04          1.57820941E+04          1.30494429E+05          8.17839651E+02
