#Energy      Fe-K-shell   Fe-L1-shell   Fe-L2-shell   Fe-L3-shell   Fe-M1-shell   Fe-M2-shell   Fe-M3-shell   O-K-shell   Valence  Total
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.92152558E+01          9.92152558E+01
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.99627542E+01          9.99627542E+01
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00538895E+02          1.00538895E+02
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.01536569E+02          1.01536569E+02
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.02201073E+02          1.02201073E+02
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.03422971E+02          1.03422971E+02
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.04600702E+02          1.04600702E+02
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.05719161E+02          1.05719161E+02
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.06886714E+02          1.06886714E+02
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.08502733E+02          1.08502733E+02
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.09832146E+02          1.09832146E+02
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.11657753E+02          1.11657753E+02
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.13128674E+02          1.13128674E+02
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.15061066E+02          1.15061066E+02
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.16892623E+02          1.16892623E+02
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.18705625E+02          1.18705625E+02
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.20958529E+02          1.20958529E+02
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.22904753E+02          1.22904753E+02
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.24951858E+02          1.24951858E+02
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.27426616E+02          1.27426616E+02
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.29602736E+02          1.29602736E+02
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.31885632E+02          1.31885632E+02
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.34437322E+02          1.34437322E+02
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.36886710E+02          1.36886710E+02
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.39434458E+02          1.39434458E+02
         58.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.41805469E+02          1.41805469E+02
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.42087248E+02          1.42087248E+02
         59.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.99275903E+03          1.00000000E+30          1.42089908E+02          1.32632778E+02
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.06828469E+03          1.00000000E+30          1.44829593E+02          1.35351722E+02
         60.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.14976072E+03          1.00000000E+30          1.47485123E+02          1.38016453E+02
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.14984549E+03          1.00000000E+30          1.47487925E+02          1.38019256E+02
         61.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.38593782E+03          2.14993027E+03          1.00000000E+30          1.47490727E+02          1.33811127E+02
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.52668816E+03          2.23810292E+03          1.00000000E+30          1.50129586E+02          1.36451127E+02
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.67692695E+03          2.31599256E+03          1.00000000E+30          1.52928448E+02          1.39186561E+02
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.82256622E+03          2.39891845E+03          1.00000000E+30          1.55970082E+02          1.42132288E+02
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.98133166E+03          2.48187200E+03          1.00000000E+30          1.58993015E+02          1.45069332E+02
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.12513816E+03          2.57629553E+03          1.00000000E+30          1.62196140E+02          1.48177877E+02
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.29122046E+03          2.66003002E+03          1.00000000E+30          1.65031749E+02          1.50957796E+02
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.46842719E+03          2.76506445E+03          1.00000000E+30          1.68201015E+02          1.54088179E+02
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.59682981E+03          2.90079450E+03          1.00000000E+30          1.71153656E+02          1.57081826E+02
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.82779841E+03          3.05662911E+03          1.00000000E+30          1.74440684E+02          1.60478694E+02
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.11635057E+03          3.23015754E+03          1.00000000E+30          1.77644502E+02          1.63872673E+02
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.45374436E+03          3.41575375E+03          1.00000000E+30          1.81059156E+02          1.67482677E+02
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.83927326E+03          3.62060180E+03          1.00000000E+30          1.84528061E+02          1.71184760E+02
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.22089065E+03          3.81663561E+03          1.00000000E+30          1.87524067E+02          1.74424280E+02
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.64748688E+03          4.01783014E+03          1.00000000E+30          1.91021234E+02          1.78104776E+02
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.07060659E+03          4.20543884E+03          1.00000000E+30          1.94580883E+02          1.81786955E+02
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.50576377E+03          4.41128722E+03          1.00000000E+30          1.98228734E+02          1.85565392E+02
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.90527517E+03          4.57161737E+03          1.00000000E+30          2.01962885E+02          1.89306501E+02
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.38753455E+03          4.72800223E+03          1.00000000E+30          2.05393904E+02          1.92799936E+02
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.72767817E+03          4.86677077E+03          1.00000000E+30          2.09018305E+02          1.96365492E+02
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00574810E+04          4.97682250E+03          1.00000000E+30          2.12881028E+02          2.00087264E+02
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.03649263E+04          5.06867357E+03          1.00000000E+30          2.17006626E+02          2.04001542E+02
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.07085593E+04          5.17109165E+03          1.00000000E+30          2.20574640E+02          2.07452578E+02
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.09071342E+04          5.21059848E+03          1.00000000E+30          2.24589685E+02          2.11141342E+02
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.10571313E+04          5.23038689E+03          1.00000000E+30          2.28617035E+02          2.14787840E+02
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.11737829E+04          5.23705811E+03          1.00000000E+30          2.32753913E+02          2.18492063E+02
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.13285692E+04          5.25655778E+03          1.00000000E+30          2.36886018E+02          2.22224667E+02
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.13384681E+04          5.22168979E+03          1.00000000E+30          2.41267735E+02          2.26015401E+02
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.13192835E+04          5.21754995E+03          1.00000000E+30          2.45434256E+02          2.29651894E+02
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.13533991E+04          5.15210059E+03          1.00000000E+30          2.49374514E+02          2.32980332E+02
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.12547817E+04          5.12575996E+03          1.00000000E+30          2.53897946E+02          2.36824590E+02
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.11593858E+04          5.04603294E+03          1.00000000E+30          2.58404742E+02          2.40518509E+02
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.10998683E+04          5.00254725E+03          1.00000000E+30          2.63283779E+02          2.44608078E+02
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.09542695E+04          4.91761047E+03          1.00000000E+30          2.67514574E+02          2.47969533E+02
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.08629670E+04          4.86164830E+03          1.00000000E+30          2.72086606E+02          2.51695940E+02
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.06988106E+04          4.80694549E+03          1.00000000E+30          2.76947300E+02          2.55604387E+02
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.05827184E+04          4.75346001E+03          1.00000000E+30          2.81702709E+02          2.59422998E+02
         97.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.04692310E+04          4.70120339E+03          1.00000000E+30          2.86782703E+02          2.63491410E+02
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.04691186E+04          4.65903952E+03          1.00000000E+30          2.86787931E+02          2.63362165E+02
         98.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.14285489E+03          1.04690062E+04          4.65897827E+03          1.00000000E+30          2.86793160E+02          2.52539049E+02
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.15642282E+03          1.02735608E+04          4.59859035E+03          1.00000000E+30          2.91406886E+02          2.55829388E+02
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.17006450E+03          1.01431127E+04          4.53968969E+03          1.00000000E+30          2.96550764E+02          2.59534975E+02
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.30306197E+03          8.84933245E+03          3.98602272E+03          1.00000000E+30          3.50936161E+02          2.96555184E+02
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.51405218E+03          7.91321353E+03          3.62652713E+03          1.00000000E+30          4.13657528E+02          3.36350418E+02
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.83676389E+03          7.35820902E+03          3.41388462E+03          1.00000000E+30          4.82471804E+02          3.77678864E+02
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.07711789E+03          7.05025043E+03          3.30461987E+03          1.00000000E+30          5.61405905E+02          4.22477768E+02
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.37142430E+03          6.90372280E+03          3.27140163E+03          1.00000000E+30          6.48035575E+02          4.69635062E+02
        160.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.65599794E+03          6.89764234E+03          3.27622648E+03          1.00000000E+30          7.41760026E+02          5.18411991E+02
        170.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.99683872E+03          6.95303747E+03          3.34156520E+03          1.00000000E+30          8.47669055E+02          5.72135375E+02
        180.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.39828050E+03          7.07486457E+03          3.42061794E+03          1.00000000E+30          9.63465407E+02          6.28661055E+02
        190.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.85022377E+03          7.25251175E+03          3.50309038E+03          1.00000000E+30          1.09268479E+03          6.88935826E+02
        200.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.28322280E+03          7.47082828E+03          3.62502669E+03          1.00000000E+30          1.22964564E+03          7.51496810E+02
        210.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.78549783E+03          7.72053684E+03          3.75934807E+03          1.00000000E+30          1.38208644E+03          8.18823759E+02
        220.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.02364011E+04          7.99668024E+03          3.90780842E+03          1.00000000E+30          1.54596091E+03          8.88504052E+02
        230.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.07508348E+04          8.28656723E+03          4.06819267E+03          1.00000000E+30          1.72708357E+03          9.62914835E+02
        240.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.12313571E+04          8.62479220E+03          4.24676105E+03          1.00000000E+30          1.91553187E+03          1.03895775E+03
        250.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.17843049E+04          8.98536831E+03          4.42395108E+03          1.00000000E+30          2.12212810E+03          1.11929684E+03
        260.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.23185230E+04          9.37312427E+03          4.63316329E+03          1.00000000E+30          2.34057397E+03          1.20344552E+03
        270.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.29188572E+04          9.78290036E+03          4.83133827E+03          1.00000000E+30          2.57527348E+03          1.29046301E+03
        280.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.34962788E+04          1.02001435E+04          5.06454954E+03          1.00000000E+30          2.82958794E+03          1.38314192E+03
        290.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.41632752E+04          1.06552599E+04          5.28417292E+03          1.00000000E+30          3.10293904E+03          1.47934470E+03
        300.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.48182549E+04          1.11495106E+04          5.53405764E+03          1.00000000E+30          3.38901423E+03          1.57991696E+03
        310.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.54108530E+04          1.16051946E+04          5.76930998E+03          1.00000000E+30          3.69280143E+03          1.68014784E+03
        320.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.60936469E+04          1.21265715E+04          6.03157144E+03          1.00000000E+30          4.01965207E+03          1.78835888E+03
        330.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.68585308E+04          1.26215482E+04          6.32295158E+03          1.00000000E+30          4.36113464E+03          1.90114486E+03
        340.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.75083626E+04          1.31903104E+04          6.57679262E+03          1.00000000E+30          4.72348470E+03          2.01334162E+03
        350.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.81582621E+04          1.37720595E+04          6.87223872E+03          1.00000000E+30          5.10919745E+03          2.13255731E+03
        360.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.89013959E+04          1.43140782E+04          7.15500950E+03          1.00000000E+30          5.51675663E+03          2.25328967E+03
        370.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.97206203E+04          1.49296637E+04          7.48080797E+03          1.00000000E+30          5.94511885E+03          2.38339419E+03
        380.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.04452112E+04          1.56119289E+04          7.80584465E+03          1.00000000E+30          6.38962008E+03          2.51523127E+03
        390.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.11671023E+04          1.62125932E+04          8.11638598E+03          1.00000000E+30          6.86536074E+03          2.64697399E+03
