#Energy      K-K-shell   K-L1-shell   K-L2-shell   K-L3-shell   K-M1-shell   K-M2-shell   K-M3-shell   Ta-K-shell   Ta-L1-shell   Ta-L2-shell   Ta-L3-shell   Ta-M1-shell   Ta-M2-shell   Ta-M3-shell   Ta-M4-shell   Ta-M5-shell   Ta-N1-shell   Ta-N2-shell   Ta-N3-shell   Ta-N4-shell   Ta-N5-shell   Ta-N6-shell   Ta-N7-shell   Ta-O1-shell   Ta-O2-shell   Ta-O3-shell   O-K-shell   Valence  Total
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.35379108E+02          5.48130193E+01          2.63045915E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.31601825E+01          4.69810395E+01          1.00000000E+30          7.53588436E+03          4.37183387E+02          1.00000000E+30          8.09892153E+00          4.61204989E+00
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.71598493E+02          5.31959278E+01          2.55431211E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.85520426E+01          4.46602648E+01          1.00000000E+30          5.72709306E+03          3.96369371E+02          1.00000000E+30          7.83106178E+00          4.44537906E+00
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.17067289E+02          5.16932421E+01          2.48352671E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.44117087E+01          4.25558641E+01          1.00000000E+30          4.54262893E+03          3.61848234E+02          1.00000000E+30          7.58214656E+00          4.29109877E+00
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.70028036E+02          5.02948543E+01          2.41763499E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.06749628E+01          4.06404932E+01          1.00000000E+30          3.71818763E+03          3.32351189E+02          1.00000000E+30          7.35179432E+00          4.14844637E+00
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.29090376E+02          4.89918490E+01          2.35621934E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.72882700E+01          3.88913595E+01          1.00000000E+30          3.11782246E+03          3.06904504E+02          1.00000000E+30          7.13939643E+00          4.01665319E+00
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.93217959E+02          4.77762178E+01          2.29891308E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.42072337E+01          3.72887578E+01          1.00000000E+30          2.66477750E+03          2.84767415E+02          1.00000000E+30          6.94416198E+00          3.89495616E+00
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.61551777E+02          4.66408878E+01          2.24538448E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.13945620E+01          3.58159921E+01          1.00000000E+30          2.31311651E+03          2.65366574E+02          1.00000000E+30          6.76516693E+00          3.78260463E+00
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.33441828E+02          4.55794741E+01          2.19533587E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.88184713E+01          3.44590404E+01          1.00000000E+30          2.03382478E+03          2.48250868E+02          1.00000000E+30          6.60140309E+00          3.67887579E+00
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.08350491E+02          4.45863000E+01          2.14850237E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.64519056E+01          3.32055659E+01          1.00000000E+30          1.80766352E+03          2.33057600E+02          1.00000000E+30          6.45182159E+00          3.58307435E+00
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.85838791E+02          4.36561928E+01          2.10464264E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.42721538E+01          3.20450038E+01          1.00000000E+30          1.62153583E+03          2.19496448E+02          1.00000000E+30          6.31536807E+00          3.49454525E+00
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.65548482E+02          4.27844936E+01          2.06353844E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.22588552E+01          3.09681365E+01          1.00000000E+30          1.46620527E+03          2.07332066E+02          1.00000000E+30          6.19101045E+00          3.41267203E+00
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.47184129E+02          4.19669770E+01          2.02499163E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.03952185E+01          2.99669683E+01          1.00000000E+30          1.33500398E+03          1.96369432E+02          1.00000000E+30          6.07775851E+00          3.33688635E+00
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.30497260E+02          4.11997914E+01          1.98882190E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.86662607E+01          2.90343611E+01          1.00000000E+30          1.22300360E+03          1.86448937E+02          1.00000000E+30          5.97467675E+00          3.26666153E+00
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.15279835E+02          4.04794343E+01          1.95486418E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.70589270E+01          2.81641961E+01          1.00000000E+30          1.12647866E+03          1.77435816E+02          1.00000000E+30          5.88089187E+00          3.20151663E+00
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.01358610E+02          3.98026864E+01          1.92296764E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.55618310E+01          2.73509561E+01          1.00000000E+30          1.04261808E+03          1.69218259E+02          1.00000000E+30          5.79559609E+00          3.14101289E+00
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.88582347E+02          3.91666106E+01          1.89299576E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.41648317E+01          2.65897662E+01          1.00000000E+30          9.69200658E+02          1.61701044E+02          1.00000000E+30          5.71804749E+00          3.08475082E+00
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.76823930E+02          3.85685498E+01          1.86481883E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.28591976E+01          2.58763098E+01          1.00000000E+30          9.04498868E+02          1.54803031E+02          1.00000000E+30          5.64756814E+00          3.03236919E+00
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.65972712E+02          3.80059487E+01          1.83832154E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.16369821E+01          2.52067391E+01          1.00000000E+30          8.47131196E+02          1.48455018E+02          1.00000000E+30          5.58354109E+00          2.98354048E+00
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.55934938E+02          3.74765724E+01          1.81339500E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.04912643E+01          2.45775794E+01          1.00000000E+30          7.95982415E+02          1.42597924E+02          1.00000000E+30          5.52540640E+00          2.93796947E+00
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.46627561E+02          3.69782928E+01          1.78994050E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.94157557E+01          2.39857226E+01          1.00000000E+30          7.50150850E+02          1.37180024E+02          1.00000000E+30          5.47265686E+00          2.89538877E+00
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.37978887E+02          3.65091478E+01          1.76786497E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.84048739E+01          2.34283473E+01          1.00000000E+30          7.08895428E+02          1.32156767E+02          1.00000000E+30          5.42483359E+00          2.85555664E+00
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.29926163E+02          3.60673264E+01          1.74708475E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.74536246E+01          2.29029566E+01          1.00000000E+30          6.71593234E+02          1.27489404E+02          1.00000000E+30          5.38152171E+00          2.81825609E+00
         73.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.22420928E+02          3.56516072E+01          1.72753752E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.65583634E+01          2.24077340E+01          1.00000000E+30          6.37774354E+02          1.23148127E+02          1.00000000E+30          5.34238341E+00          2.78332381E+00
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.22413684E+02          3.56512035E+01          1.72751854E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.65574942E+01          2.24072527E+01          5.30392570E+09          6.37742280E+02          1.23143942E+02          1.00000000E+30          5.34234618E+00          2.78328997E+00
         74.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.22406440E+02          3.56507997E+01          1.72749957E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.65566250E+01          2.24067715E+01          5.30418079E+09          6.37710208E+02          1.23139709E+02          1.00000000E+30          5.34230896E+00          2.78325611E+00
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.15393162E+02          3.52591631E+01          1.70909489E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.57123946E+01          2.19391236E+01          3.56592727E+05          6.06906742E+02          1.19090179E+02          1.00000000E+30          5.30696790E+00          2.75045833E+00
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.08821036E+02          3.48898121E+01          1.69174397E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.49146628E+01          2.14966962E+01          1.25935075E+05          5.78724724E+02          1.15301933E+02          1.00000000E+30          5.27508020E+00          2.71960523E+00
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.02659401E+02          3.45417664E+01          1.67540398E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.41609595E+01          2.10782389E+01          6.82896939E+04          5.52887776E+02          1.11756214E+02          1.00000000E+30          5.24640547E+00          2.69059147E+00
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.96873764E+02          3.42138202E+01          1.66001454E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.34481978E+01          2.06821712E+01          4.41725965E+04          5.29131421E+02          1.08431231E+02          1.00000000E+30          5.22069221E+00          2.66328584E+00
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.91433825E+02          3.39047848E+01          1.64552198E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.27736440E+01          2.03070409E+01          3.14807169E+04          5.07228551E+02          1.05309495E+02          1.00000000E+30          5.19771236E+00          2.63757018E+00
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.86311870E+02          3.36135901E+01          1.63187446E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.21347576E+01          1.99515117E+01          2.38587038E+04          4.86981924E+02          1.02374192E+02          1.00000000E+30          5.17725890E+00          2.61333528E+00
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.81483669E+02          3.33392215E+01          1.61902393E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.15292072E+01          1.96143623E+01          1.88705304E+04          4.68223437E+02          9.96105517E+01          1.00000000E+30          5.15914365E+00          2.59048190E+00
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.76926875E+02          3.30807299E+01          1.60692619E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.09548782E+01          1.92944749E+01          1.53973036E+04          4.50803481E+02          9.70051412E+01          1.00000000E+30          5.14319536E+00          2.56891938E+00
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.72621681E+02          3.28372502E+01          1.59553927E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.04098148E+01          1.89907947E+01          1.28685982E+04          4.34593193E+02          9.45461527E+01          1.00000000E+30          5.12925798E+00          2.54856475E+00
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.68549758E+02          3.26079494E+01          1.58482481E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.98921917E+01          1.87023601E+01          1.09610235E+04          4.19480128E+02          9.22227607E+01          1.00000000E+30          5.11718912E+00          2.52934187E+00
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.64694794E+02          3.23920607E+01          1.57474580E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.94003883E+01          1.84282772E+01          9.48134204E+03          4.05361962E+02          9.00251174E+01          1.00000000E+30          5.10685869E+00          2.51118101E+00
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.61041704E+02          3.21888635E+01          1.56526820E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.89328463E+01          1.81677190E+01          8.30656309E+03          3.92150005E+02          8.79442786E+01          1.00000000E+30          5.09814767E+00          2.49401779E+00
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.57577083E+02          3.19976844E+01          1.55636052E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.84881389E+01          1.79199136E+01          7.35622638E+03          3.79765706E+02          8.59723377E+01          1.00000000E+30          5.09094701E+00          2.47779343E+00
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.54288186E+02          3.18178910E+01          1.54799252E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.80649465E+01          1.76841591E+01          6.57398383E+03          3.68139517E+02          8.41017928E+01          1.00000000E+30          5.08515669E+00          2.46245340E+00
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.51163811E+02          3.16488907E+01          1.54013601E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.76620508E+01          1.74597687E+01          5.92219614E+03          3.57209042E+02          8.23259975E+01          1.00000000E+30          5.08068483E+00          2.44794734E+00
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.48193466E+02          3.14901275E+01          1.53276518E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.72783215E+01          1.72461314E+01          5.37203081E+03          3.46917432E+02          8.06386912E+01          1.00000000E+30          5.07744690E+00          2.43422895E+00
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.45367535E+02          3.13410801E+01          1.52585482E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.69126892E+01          1.70426630E+01          4.90282280E+03          3.37214538E+02          7.90343290E+01          1.00000000E+30          5.07536506E+00          2.42125503E+00
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.42677177E+02          3.12012590E+01          1.51938194E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.65641708E+01          1.68488261E+01          4.49878178E+03          3.28055873E+02          7.75077373E+01          1.00000000E+30          5.07436753E+00          2.40898588E+00
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.40114210E+02          3.10702034E+01          1.51332472E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.62318593E+01          1.66641102E+01          4.14821737E+03          3.19399575E+02          7.60540987E+01          1.00000000E+30          5.07438803E+00          2.39738447E+00
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.37671130E+02          3.09474783E+01          1.50766278E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.59148736E+01          1.64880395E+01          3.84154694E+03          3.11208849E+02          7.46690421E+01          1.00000000E+30          5.07536528E+00          2.38641612E+00
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.35341010E+02          3.08326814E+01          1.50237657E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.56124175E+01          1.63201734E+01          3.57159866E+03          3.03450862E+02          7.33484994E+01          1.00000000E+30          5.07724256E+00          2.37604895E+00
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.33117352E+02          3.07254241E+01          1.49744811E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.53237344E+01          1.61600880E+01          3.33263037E+03          2.96095578E+02          7.20887417E+01          1.00000000E+30          5.07996732E+00          2.36625297E+00
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.30994167E+02          3.06253459E+01          1.49286030E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.50481361E+01          1.60073916E+01          3.11978729E+03          2.89113248E+02          7.08862053E+01          1.00000000E+30          5.08349080E+00          2.35700012E+00
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.28965872E+02          3.05321096E+01          1.48859698E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.47849309E+01          1.58617278E+01          2.92924066E+03          2.82480638E+02          6.97377994E+01          1.00000000E+30          5.08776769E+00          2.34826451E+00
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.27027415E+02          3.04453911E+01          1.48464292E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.45335222E+01          1.57227337E+01          2.75797430E+03          2.76173960E+02          6.86404695E+01          1.00000000E+30          5.09275588E+00          2.34002152E+00
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.25173876E+02          3.03648909E+01          1.48098383E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.42933234E+01          1.55900974E+01          2.60334470E+03          2.70172223E+02          6.75914178E+01          1.00000000E+30          5.09841617E+00          2.33224848E+00
