#Energy      Mg-K-shell   Mg-L1-shell   Mg-L2-shell   Mg-L3-shell   O-K-shell   Valence  Total
          5.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.50000000E+29          1.00000000E+30
          6.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.50000000E+29          1.00000000E+30
          7.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.50000000E+29          1.00000000E+30
          8.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.50035210E+04          1.50035210E+04
          9.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.66343258E+05          2.66343258E+05
         10.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.89286773E+05          1.89286773E+05
         11.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.73570751E+04          3.73570751E+04
         12.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.93311748E+04          1.93311748E+04
         13.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.34331146E+04          1.34331146E+04
         14.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.13941472E+02          2.13941472E+02
         15.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.95915003E+02          1.95915003E+02
         16.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.84813161E+02          1.84813161E+02
         17.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.79237159E+02          1.79237159E+02
         18.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.76118609E+02          1.76118609E+02
         19.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.74663721E+02          1.74663721E+02
         20.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.74682825E+02          1.74682825E+02
         21.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.75439468E+02          1.75439468E+02
         22.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.77439067E+02          1.77439067E+02
         23.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.79930760E+02          1.79930760E+02
         24.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.82454995E+02          1.82454995E+02
         25.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.85775188E+02          1.85775188E+02
         26.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.89176287E+02          1.89176287E+02
         27.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.93256445E+02          1.93256445E+02
         28.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.97390849E+02          1.97390849E+02
         29.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.92779427E+02          1.92779427E+02
         30.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.96042721E+02          1.96042721E+02
         31.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.99586882E+02          1.99586882E+02
         32.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.03341417E+02          2.03341417E+02
         33.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.07425080E+02          2.07425080E+02
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.11535547E+02          2.11535547E+02
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.15967580E+02          2.15967580E+02
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.20775505E+02          2.20775505E+02
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.25714028E+02          2.25714028E+02
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.30578339E+02          2.30578339E+02
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.36045688E+02          2.36045688E+02
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.41870449E+02          2.41870449E+02
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.47356908E+02          2.47356908E+02
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.53622293E+02          2.53622293E+02
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.59856258E+02          2.59856258E+02
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.66427980E+02          2.66427980E+02
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.73419085E+02          2.73419085E+02
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.80227843E+02          2.80227843E+02
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.87297317E+02          2.87297317E+02
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.95345211E+02          2.95345211E+02
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.02787575E+02          3.02787575E+02
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.11381242E+02          3.11381242E+02
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.19634186E+02          3.19634186E+02
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.27673026E+02          3.27673026E+02
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.37118596E+02          3.37118596E+02
         53.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.46119604E+02          3.46119604E+02
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.46129263E+02          3.46129263E+02
         54.0010          1.00000000E+30          1.00000000E+30          5.22010624E+03          2.41344913E+03          1.00000000E+30          3.46138924E+02          2.86129159E+02
         55.0000          1.00000000E+30          1.00000000E+30          4.27889983E+03          1.98170904E+03          1.00000000E+30          3.54999435E+02          2.81276089E+02
         56.0000          1.00000000E+30          1.00000000E+30          3.51527996E+03          1.63282313E+03          1.00000000E+30          3.64835285E+02          2.74886013E+02
         57.0000          1.00000000E+30          1.00000000E+30          2.89773789E+03          1.34877016E+03          1.00000000E+30          3.74855680E+02          2.66367889E+02
         58.0000          1.00000000E+30          1.00000000E+30          2.42395656E+03          1.13889579E+03          1.00000000E+30          3.85535585E+02          2.57440918E+02
         59.0000          1.00000000E+30          1.00000000E+30          2.07092976E+03          9.78822344E+02          1.00000000E+30          3.95287253E+02          2.47873457E+02
         60.0000          1.00000000E+30          1.00000000E+30          1.80346656E+03          8.59079357E+02          1.00000000E+30          4.06671535E+02          2.39376962E+02
         61.0000          1.00000000E+30          1.00000000E+30          1.60366611E+03          7.67183292E+02          1.00000000E+30          4.17600355E+02          2.31391782E+02
         62.0000          1.00000000E+30          1.00000000E+30          1.44617931E+03          6.95142365E+02          1.00000000E+30          4.28421317E+02          2.24005188E+02
         63.0000          1.00000000E+30          1.00000000E+30          1.32194057E+03          6.38178351E+02          1.00000000E+30          4.40108566E+02          2.17599898E+02
         64.0000          1.00000000E+30          1.00000000E+30          1.22729066E+03          5.94956980E+02          1.00000000E+30          4.51927454E+02          2.12389024E+02
         65.0000          1.00000000E+30          1.00000000E+30          1.14888103E+03          5.58997976E+02          1.00000000E+30          4.64719900E+02          2.07850030E+02
         66.0000          1.00000000E+30          1.00000000E+30          1.08634387E+03          5.30174482E+02          1.00000000E+30          4.78214019E+02          2.04173124E+02
         67.0000          1.00000000E+30          1.00000000E+30          1.03936101E+03          5.08580661E+02          1.00000000E+30          4.89534945E+02          2.01161056E+02
         68.0000          1.00000000E+30          1.00000000E+30          9.99759762E+02          4.90329591E+02          1.00000000E+30          5.03534258E+02          1.98979355E+02
         69.0000          1.00000000E+30          1.00000000E+30          9.62594478E+02          4.73116262E+02          1.00000000E+30          5.15603948E+02          1.96387354E+02
         70.0000          1.00000000E+30          1.00000000E+30          9.38315556E+02          4.61930129E+02          1.00000000E+30          5.29964517E+02          1.95408376E+02
         71.0000          1.00000000E+30          1.00000000E+30          9.18539829E+02          4.52867027E+02          1.00000000E+30          5.42647475E+02          1.94565584E+02
         72.0000          1.00000000E+30          1.00000000E+30          9.03036363E+02          4.45833236E+02          1.00000000E+30          5.57286247E+02          1.94371913E+02
         73.0000          1.00000000E+30          1.00000000E+30          8.90789967E+02          4.40276764E+02          1.00000000E+30          5.72097354E+02          1.94482457E+02
         74.0000          1.00000000E+30          1.00000000E+30          8.77361784E+02          4.34141946E+02          1.00000000E+30          5.85853317E+02          1.94171489E+02
         75.0000          1.00000000E+30          1.00000000E+30          8.71305069E+02          4.31474355E+02          1.00000000E+30          6.01396118E+02          1.95002627E+02
         76.0000          1.00000000E+30          1.00000000E+30          8.61878817E+02          4.27203834E+02          1.00000000E+30          6.16106450E+02          1.95154127E+02
         77.0000          1.00000000E+30          1.00000000E+30          8.60983923E+02          4.27028780E+02          1.00000000E+30          6.31961545E+02          1.96633664E+02
         78.0000          1.00000000E+30          1.00000000E+30          8.55084092E+02          4.24439707E+02          1.00000000E+30          6.48246478E+02          1.97310813E+02
         79.0000          1.00000000E+30          1.00000000E+30          8.56848696E+02          4.25503079E+02          1.00000000E+30          6.64674238E+02          1.99134845E+02
         80.0000          1.00000000E+30          1.00000000E+30          8.54035097E+02          4.24380691E+02          1.00000000E+30          6.80590414E+02          2.00136115E+02
         81.0000          1.00000000E+30          1.00000000E+30          8.57406868E+02          4.26204776E+02          1.00000000E+30          6.98138977E+02          2.02225411E+02
         82.0000          1.00000000E+30          1.00000000E+30          8.57088728E+02          4.26271382E+02          1.00000000E+30          7.16762009E+02          2.03756165E+02
         83.0000          1.00000000E+30          1.00000000E+30          8.56770825E+02          4.26338009E+02          1.00000000E+30          7.31091375E+02          2.04895020E+02
         84.0000          1.00000000E+30          1.00000000E+30          8.62948895E+02          4.29550280E+02          1.00000000E+30          7.48979956E+02          2.07383579E+02
         85.0000          1.00000000E+30          1.00000000E+30          8.64675271E+02          4.30610796E+02          1.00000000E+30          7.68169695E+02          2.09179556E+02
         86.0000          1.00000000E+30          1.00000000E+30          8.66408568E+02          4.31676562E+02          1.00000000E+30          7.86549680E+02          2.10876388E+02
         87.0000          1.00000000E+30          1.00000000E+30          8.75530435E+02          4.36239013E+02          1.00000000E+30          8.04095039E+02          2.13761075E+02
         88.0000          1.00000000E+30          1.00000000E+30          8.79266791E+02          4.38259918E+02          1.00000000E+30          8.23704136E+02          2.15838657E+02
         89.0000          1.00000000E+30          1.00000000E+30          8.83035173E+02          4.40299635E+02          1.00000000E+30          8.43303103E+02          2.17890956E+02
         90.0000          1.00000000E+30          1.00000000E+30          8.86835995E+02          4.42358426E+02          1.00000000E+30          8.60500404E+02          2.19764330E+02
         91.0000          1.00000000E+30          1.00000000E+30          8.98525096E+02          4.48267422E+02          1.00000000E+30          8.80547668E+02          2.23244032E+02
         91.9990          1.00000000E+30          1.00000000E+30          9.04234987E+02          4.51267065E+02          1.00000000E+30          9.00328743E+02          2.25601466E+02
         92.0000          1.00000000E+30          1.00000000E+30          9.04240739E+02          4.51270088E+02          1.00000000E+30          9.00350206E+02          2.25603928E+02
         92.0010          1.00000000E+30          3.30738852E+03          9.04246491E+02          4.51273111E+02          1.00000000E+30          9.00371670E+02          2.11199846E+02
         93.0000          1.00000000E+30          3.31372765E+03          9.10029565E+02          4.54313251E+02          1.00000000E+30          9.22338115E+02          2.13403175E+02
         94.0000          1.00000000E+30          3.32009751E+03          9.21443735E+02          4.60062217E+02          1.00000000E+30          9.41233785E+02          2.16332976E+02
         95.0000          1.00000000E+30          3.32649190E+03          9.28930189E+02          4.63933628E+02          1.00000000E+30          9.62511987E+02          2.18744046E+02
         96.0000          1.00000000E+30          3.33291098E+03          9.36539290E+02          4.67870747E+02          1.00000000E+30          9.84687893E+02          2.21205095E+02
         97.0000          1.00000000E+30          3.33935487E+03          9.44274077E+02          4.71875262E+02          1.00000000E+30          1.00443069E+03          2.23550281E+02
         98.0000          1.00000000E+30          3.34582373E+03          9.56839906E+02          4.78196862E+02          1.00000000E+30          1.02692894E+03          2.26811210E+02
         99.0000          1.00000000E+30          3.35231770E+03          9.66117975E+02          4.82956131E+02          1.00000000E+30          1.04721775E+03          2.29417571E+02
        100.0000          1.00000000E+30          3.35883693E+03          9.75577738E+02          4.87811085E+02          1.00000000E+30          1.07016956E+03          2.32171492E+02
        110.0000          1.00000000E+30          3.42545143E+03          1.10126343E+03          5.51433184E+02          1.00000000E+30          1.30953647E+03          2.64755794E+02
        120.0000          1.00000000E+30          3.48036142E+03          1.26528631E+03          6.35671187E+02          1.00000000E+30          1.57879188E+03          3.04488387E+02
        130.0000          1.00000000E+30          3.60781696E+03          1.46859296E+03          7.35225696E+02          1.00000000E+30          1.88084614E+03          3.50889264E+02
        140.0000          1.00000000E+30          3.79049499E+03          1.70203001E+03          8.51676541E+02          1.00000000E+30          2.21124493E+03          4.03593579E+02
        150.0000          1.00000000E+30          4.01175835E+03          1.95325925E+03          9.85220905E+02          1.00000000E+30          2.58174317E+03          4.62199466E+02
        160.0000          1.00000000E+30          4.27507245E+03          2.24225501E+03          1.13081633E+03          1.00000000E+30          2.98355183E+03          5.26487130E+02
        170.0000          1.00000000E+30          4.56365397E+03          2.54824085E+03          1.28064629E+03          1.00000000E+30          3.43035147E+03          5.93851982E+02
        180.0000          1.00000000E+30          4.88573628E+03          2.89787378E+03          1.45607012E+03          1.00000000E+30          3.90347803E+03          6.69918030E+02
        190.0000          1.00000000E+30          5.20393756E+03          3.27774853E+03          1.64964827E+03          1.00000000E+30          4.41581616E+03          7.51937264E+02
        200.0000          1.00000000E+30          5.55794682E+03          3.68015635E+03          1.85278185E+03          1.00000000E+30          4.97322392E+03          8.38605435E+02
        210.0000          1.00000000E+30          5.89717699E+03          4.14186901E+03          2.08552372E+03          1.00000000E+30          5.57636264E+03          9.34724636E+02
        220.0000          1.00000000E+30          6.28390494E+03          4.62189633E+03          2.32762562E+03          1.00000000E+30          6.20536842E+03          1.03490607E+03
        230.0000          1.00000000E+30          6.66189937E+03          5.15559374E+03          2.59543472E+03          1.00000000E+30          6.88290963E+03          1.14331352E+03
        240.0000          1.00000000E+30          7.09115155E+03          5.70631837E+03          2.88284335E+03          1.00000000E+30          7.61339623E+03          1.25866537E+03
        250.0000          1.00000000E+30          7.49956857E+03          6.33650732E+03          3.18708562E+03          1.00000000E+30          8.37850473E+03          1.38068919E+03
        260.0000          1.00000000E+30          7.95800304E+03          6.98901602E+03          3.53282525E+03          1.00000000E+30          9.20713004E+03          1.51420543E+03
        270.0000          1.00000000E+30          8.40115083E+03          7.67175795E+03          3.86775039E+03          1.00000000E+30          1.00375044E+04          1.64594392E+03
        280.0000          1.00000000E+30          8.90103032E+03          8.44716542E+03          4.25934207E+03          1.00000000E+30          1.09650029E+04          1.79627787E+03
        290.0000          1.00000000E+30          9.39000305E+03          9.22353371E+03          4.65175712E+03          1.00000000E+30          1.19266421E+04          1.94653650E+03
        300.0000          1.00000000E+30          9.88246522E+03          1.00744839E+04          5.08198839E+03          1.00000000E+30          1.29490203E+04          2.10770682E+03
        310.0000          1.00000000E+30          1.04233096E+04          1.10114524E+04          5.55526088E+03          1.00000000E+30          1.39955864E+04          2.28199006E+03
        320.0000          1.00000000E+30          1.10317426E+04          1.19668627E+04          6.03796059E+03          1.00000000E+30          1.50725580E+04          2.46198586E+03
        330.0000          1.00000000E+30          1.15695500E+04          1.30209418E+04          6.57060037E+03          1.00000000E+30          1.62337867E+04          2.65233584E+03
        340.0000          1.00000000E+30          1.21064660E+04          1.40883952E+04          7.10916209E+03          1.00000000E+30          1.74359796E+04          2.84416439E+03
        350.0000          1.00000000E+30          1.27245793E+04          1.52716056E+04          7.70177634E+03          1.00000000E+30          1.87349977E+04          3.05543839E+03
        360.0000          1.00000000E+30          1.33276747E+04          1.64535907E+04          8.29858717E+03          1.00000000E+30          2.00421299E+04          3.26577333E+03
        370.0000          1.00000000E+30          1.40324360E+04          1.77631552E+04          8.95019399E+03          1.00000000E+30          2.14194667E+04          3.49680067E+03
        380.0000          1.00000000E+30          1.46332699E+04          1.90719923E+04          9.63230095E+03          1.00000000E+30          2.28666890E+04          3.72690128E+03
        390.0000          1.00000000E+30          1.53261850E+04          2.05516581E+04          1.03504451E+04          1.00000000E+30          2.43435413E+04          3.97458579E+03
        400.0000          1.00000000E+30          1.60258633E+04          2.19771374E+04          1.11147647E+04          1.00000000E+30          2.58663093E+04          4.22776296E+03
        410.0000          1.00000000E+30          1.67220888E+04          2.36905366E+04          1.19214716E+04          1.00000000E+30          2.74969894E+04          4.49919528E+03
        420.0000          1.00000000E+30          1.74231527E+04          2.53297743E+04          1.27473620E+04          1.00000000E+30          2.91532345E+04          4.77046344E+03
        430.0000          1.00000000E+30          1.82363220E+04          2.69089761E+04          1.35979832E+04          1.00000000E+30          3.08469833E+04          5.05161901E+03
        440.0000          1.00000000E+30          1.90138775E+04          2.87232720E+04          1.45162026E+04          1.00000000E+30          3.26410973E+04          5.34951297E+03
        450.0000          1.00000000E+30          1.97904966E+04          3.06322764E+04          1.54820863E+04          1.00000000E+30          3.45146507E+04          5.65807389E+03
        460.0000          1.00000000E+30          2.05607060E+04          3.26527480E+04          1.65062406E+04          1.00000000E+30          3.63370291E+04          5.97496350E+03
        470.0000          1.00000000E+30          2.14706017E+04          3.47346921E+04          1.75595047E+04          1.00000000E+30          3.84414125E+04          6.31601017E+03
        480.0000          1.00000000E+30          2.22349503E+04          3.68745521E+04          1.86406177E+04          1.00000000E+30          4.04482904E+04          6.64617745E+03
        490.0000          1.00000000E+30          2.31035392E+04          3.90783161E+04          1.97587996E+04          1.00000000E+30          4.25305316E+04          6.99320587E+03
        500.0000          1.00000000E+30          2.39908599E+04          4.16466328E+04          2.09446038E+04          1.00000000E+30          4.46944316E+04          7.36305278E+03
        510.0000          1.00000000E+30          2.49723401E+04          4.40634230E+04          2.21884193E+04          1.00000000E+30          4.69080840E+04          7.74439128E+03
        520.0000          1.00000000E+30          2.58530672E+04          4.64279315E+04          2.34943420E+04          1.00000000E+30          4.91691308E+04          8.12213802E+03
        530.0000          1.00000000E+30          2.69076089E+04          4.92699863E+04          2.48322810E+04          1.00000000E+30          5.16647422E+04          8.54071152E+03
        537.9990          1.00000000E+30          2.75666277E+04          5.13798946E+04          2.59118616E+04          1.00000000E+30          5.35510078E+04          8.84918464E+03
        538.0010          1.00000000E+30          2.75668376E+04          5.13805047E+04          2.59121550E+04          4.04687942E+03          5.35515402E+04          2.77694771E+03
        540.0000          1.00000000E+30          2.77782396E+04          5.19976454E+04          2.62087455E+04          4.01441813E+03          5.40890899E+04          2.77026448E+03
        550.0000          1.00000000E+30          2.87606939E+04          5.47745113E+04          2.76890314E+04          4.06291985E+03          5.65711339E+04          2.83328662E+03
        560.0000          1.00000000E+30          2.98794700E+04          5.76743876E+04          2.92288048E+04          4.19242701E+03          5.93397265E+04          2.93774813E+03
        570.0000          1.00000000E+30          3.08730497E+04          6.09998060E+04          3.07728118E+04          4.29625883E+03          6.19085353E+04          3.02852322E+03
        580.0000          1.00000000E+30          3.20607047E+04          6.41516149E+04          3.23870342E+04          4.39117746E+03          6.49081948E+04          3.11729265E+03
        590.0000          1.00000000E+30          3.30245677E+04          6.74345100E+04          3.40827046E+04          4.52530610E+03          6.74778947E+04          3.22321458E+03
        600.0000          1.00000000E+30          3.42689995E+04          7.09081120E+04          3.58070055E+04          4.68508700E+03          7.06336316E+04          3.34658674E+03
        610.0000          1.00000000E+30          3.52193691E+04          7.44295778E+04          3.75793151E+04          4.86538179E+03          7.34877489E+04          3.47728364E+03
        620.0000          1.00000000E+30          3.64919411E+04          7.80294124E+04          3.95861339E+04          5.05537566E+03          7.65152201E+04          3.61848315E+03
        630.0000          1.00000000E+30          3.75953804E+04          8.19145242E+04          4.14304091E+04          5.27985851E+03          7.96804724E+04          3.77511117E+03
        640.0000          1.00000000E+30          3.87453694E+04          8.59296964E+04          4.34622716E+04          5.48754113E+03          8.30914008E+04          3.92585878E+03
        650.0000          1.00000000E+30          4.00629236E+04          9.04634049E+04          4.57088450E+04          5.71189945E+03          8.62661427E+04          4.08901499E+03
        660.0000          1.00000000E+30          4.11879489E+04          9.45395514E+04          4.77964670E+04          5.92845532E+03          8.99432531E+04          4.24493798E+03
        670.0000          1.00000000E+30          4.25488374E+04          9.87907132E+04          4.99719058E+04          6.17866828E+03          9.31630389E+04          4.42053227E+03
        680.0000          1.00000000E+30          4.40027287E+04          1.03310073E+05          5.22679694E+04          6.39860452E+03          9.67603548E+04          4.58386471E+03
        690.0000          1.00000000E+30          4.50742594E+04          1.07870430E+05          5.45899300E+04          6.61660591E+03          1.00693315E+05          4.74292349E+03
        700.0000          1.00000000E+30          4.65380737E+04          1.12548635E+05          5.69716541E+04          6.86432920E+03          1.04251985E+05          4.92130293E+03
        710.0000          1.00000000E+30          4.78269208E+04          1.17560013E+05          5.96522671E+04          7.13132332E+03          1.08045416E+05          5.11089001E+03
        720.0000          1.00000000E+30          4.91775208E+04          1.23043511E+05          6.22662185E+04          7.34456845E+03          1.12134961E+05          5.27441079E+03
        730.0000          1.00000000E+30          5.06826217E+04          1.28094237E+05          6.49401494E+04          7.57452083E+03          1.16064430E+05          5.44740542E+03
        740.0000          1.00000000E+30          5.22827598E+04          1.34102872E+05          6.77192062E+04          7.82171217E+03          1.20036015E+05          5.63282972E+03
        750.0000          1.00000000E+30          5.35617384E+04          1.39411544E+05          7.04758732E+04          8.09163305E+03          1.24563595E+05          5.82598553E+03
        760.0000          1.00000000E+30          5.52058629E+04          1.45120865E+05          7.36546037E+04          8.33780277E+03          1.28569468E+05          6.01339975E+03
        770.0000          1.00000000E+30          5.64967069E+04          1.50872389E+05          7.65524429E+04          8.62237286E+03          1.33136953E+05          6.21582759E+03
        780.0000          1.00000000E+30          5.81510294E+04          1.57480793E+05          7.96351957E+04          8.87248026E+03          1.37609481E+05          6.40701842E+03
        790.0000          1.00000000E+30          5.99051573E+04          1.63374826E+05          8.27424160E+04          9.16683454E+03          1.42214337E+05          6.62163081E+03
        800.0000          1.00000000E+30          6.13300160E+04          1.69879684E+05          8.62834870E+04          9.45942801E+03          1.47173473E+05          6.83570023E+03
        810.0000          1.00000000E+30          6.31427177E+04          1.76587231E+05          8.94685976E+04          9.78301968E+03          1.51757433E+05          7.06790905E+03
        820.0000          1.00000000E+30          6.46106106E+04          1.83995518E+05          9.29374324E+04          1.00585148E+04          1.56884372E+05          7.27460260E+03
        830.0000          1.00000000E+30          6.62298389E+04          1.90714720E+05          9.65085569E+04          1.03950728E+04          1.61645609E+05          7.51371595E+03
        840.0000          1.00000000E+30          6.80433718E+04          1.97785477E+05          1.00435315E+05          1.07549329E+04          1.66662366E+05          7.77061804E+03
        850.0000          1.00000000E+30          6.96393907E+04          2.05765456E+05          1.04190306E+05          1.10202001E+04          1.72043222E+05          7.97623974E+03
        860.0000          1.00000000E+30          7.15092329E+04          2.12842500E+05          1.08509175E+05          1.13858358E+04          1.77104009E+05          8.23905444E+03
        870.0000          1.00000000E+30          7.34822575E+04          2.21326193E+05          1.12182869E+05          1.17002172E+04          1.82741098E+05          8.47589193E+03
        880.0000          1.00000000E+30          7.50233161E+04          2.30514265E+05          1.16079754E+05          1.20848582E+04          1.87968805E+05          8.74505855E+03
        890.0000          1.00000000E+30          7.70196738E+04          2.37447818E+05          1.20231698E+05          1.24037334E+04          1.93820004E+05          8.98531244E+03
        900.0000          1.00000000E+30          7.87369869E+04          2.45751521E+05          1.24822584E+05          1.27478047E+04          1.99402913E+05          9.23865329E+03
        910.0000          1.00000000E+30          8.07984395E+04          2.54397370E+05          1.29018843E+05          1.31386692E+04          2.05517328E+05          9.52062515E+03
        920.0000          1.00000000E+30          8.29707381E+04          2.63984578E+05          1.33961609E+05          1.34960976E+04          2.11201992E+05          9.79089934E+03
        930.0000          1.00000000E+30          8.46517247E+04          2.72498504E+05          1.38216967E+05          1.39075437E+04          2.17269035E+05          1.00782204E+04
        940.0000          1.00000000E+30          8.65562197E+04          2.82655387E+05          1.42924059E+05          1.42495028E+04          2.23596525E+05          1.03371981E+04
        950.0000          1.00000000E+30          8.86885719E+04          2.91669820E+05          1.48201160E+05          1.46724995E+04          2.30343795E+05          1.06442337E+04
        960.0000          1.00000000E+30          9.09286407E+04          3.01386349E+05          1.53077801E+05          1.50383540E+04          2.36172606E+05          1.09195230E+04
