#Energy      Al-K-shell   Al-L1-shell   Al-L2-shell   Al-L3-shell   Si-K-shell   Si-L1-shell   Si-L2-shell   Si-L3-shell   Valence  Total
          5.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.98636664E+01          2.98636664E+01
          6.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.62554466E+01          2.62554466E+01
          7.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.35912559E+01          2.35912559E+01
          8.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.15280874E+01          2.15280874E+01
          9.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.98726991E+01          1.98726991E+01
         10.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.85074016E+01          1.85074016E+01
         11.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.73564416E+01          1.73564416E+01
         12.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.63686698E+01          1.63686698E+01
         13.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.55083095E+01          1.55083095E+01
         14.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.47494211E+01          1.47494211E+01
         15.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.40728201E+01          1.40728201E+01
         16.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.34640196E+01          1.34640196E+01
         17.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.29118138E+01          1.29118138E+01
         18.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.24074542E+01          1.24074542E+01
         19.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.19439939E+01          1.19439939E+01
         20.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.15158533E+01          1.15158533E+01
         21.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.11185087E+01          1.11185087E+01
         22.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.07482730E+01          1.07482730E+01
         23.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.04021091E+01          1.04021091E+01
         24.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00774993E+01          1.00774993E+01
         25.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.77235336E+00          9.77235336E+00
         26.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.48492646E+00          9.48492646E+00
         27.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.21375813E+00          9.21375813E+00
         28.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.95762325E+00          8.95762325E+00
         29.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.71548970E+00          8.71548970E+00
         30.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.48648683E+00          8.48648683E+00
         31.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.26987544E+00          8.26987544E+00
         32.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.06502564E+00          8.06502564E+00
         33.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.87139360E+00          7.87139360E+00
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.68850493E+00          7.68850493E+00
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.51593830E+00          7.51593830E+00
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.35331183E+00          7.35331183E+00
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.20027143E+00          7.20027143E+00
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.05648110E+00          7.05648110E+00
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.92161510E+00          6.92161510E+00
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.79535225E+00          6.79535225E+00
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.67737152E+00          6.67737152E+00
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.56734969E+00          6.56734969E+00
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.46496020E+00          6.46496020E+00
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.36987324E+00          6.36987324E+00
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.28175648E+00          6.28175648E+00
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.20027682E+00          6.20027682E+00
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.12510231E+00          6.12510231E+00
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.05590420E+00          6.05590420E+00
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.99235915E+00          5.99235915E+00
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.93415113E+00          5.93415113E+00
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.88097322E+00          5.88097322E+00
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.83252905E+00          5.83252905E+00
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.78853394E+00          5.78853394E+00
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.74871582E+00          5.74871582E+00
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.71281570E+00          5.71281570E+00
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.68058805E+00          5.68058805E+00
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.65180096E+00          5.65180096E+00
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.62623578E+00          5.62623578E+00
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.60368699E+00          5.60368699E+00
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.58396205E+00          5.58396205E+00
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.56688048E+00          5.56688048E+00
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.55227365E+00          5.55227365E+00
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.53998410E+00          5.53998410E+00
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.52986495E+00          5.52986495E+00
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.52177928E+00          5.52177928E+00
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.51559955E+00          5.51559955E+00
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.51120695E+00          5.51120695E+00
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.50849090E+00          5.50849090E+00
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.50734842E+00          5.50734842E+00
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.50768367E+00          5.50768367E+00
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.50940738E+00          5.50940738E+00
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.51243644E+00          5.51243644E+00
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.51669341E+00          5.51669341E+00
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.52210615E+00          5.52210615E+00
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.52860737E+00          5.52860737E+00
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.53613439E+00          5.53613439E+00
         76.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.54461968E+00          5.54461968E+00
         77.0000          1.00000000E+30          1.00000000E+30          6.70343781E+09          3.35171891E+09          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.54462864E+00          5.54462862E+00
         77.0010          1.00000000E+30          1.00000000E+30          6.70374843E+09          3.35187422E+09          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.54463760E+00          5.54463758E+00
         78.0000          1.00000000E+30          1.00000000E+30          4.59623231E+05          2.29811616E+05          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.55403549E+00          5.55383415E+00
         79.0000          1.00000000E+30          1.00000000E+30          1.62306047E+05          8.11530236E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.56430389E+00          5.56373167E+00
         80.0000          1.00000000E+30          1.00000000E+30          8.80101326E+04          4.40050663E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.57538615E+00          5.57432676E+00
         81.0000          1.00000000E+30          1.00000000E+30          5.69172573E+04          2.84586287E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.58723766E+00          5.58559274E+00
         82.0000          1.00000000E+30          1.00000000E+30          4.05714482E+04          2.02857241E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.59981668E+00          5.59749892E+00
         83.0000          1.00000000E+30          1.00000000E+30          3.07425065E+04          1.53712533E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.61308413E+00          5.61001124E+00
         84.0000          1.00000000E+30          1.00000000E+30          2.43106543E+04          1.21553271E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.62700340E+00          5.62309879E+00
         85.0000          1.00000000E+30          1.00000000E+30          1.98358206E+04          9.91791028E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.64154018E+00          5.63673072E+00
         86.0000          1.00000000E+30          1.00000000E+30          1.65754018E+04          8.28770088E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.65666227E+00          5.65087687E+00
         87.0000          1.00000000E+30          1.00000000E+30          1.41158980E+04          7.05794901E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.67233945E+00          5.66550956E+00
         88.0000          1.00000000E+30          1.00000000E+30          1.22084060E+04          6.10420302E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.68854336E+00          5.68060267E+00
         89.0000          1.00000000E+30          1.00000000E+30          1.06936828E+04          5.34684139E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.70524731E+00          5.69613039E+00
         90.0000          1.00000000E+30          1.00000000E+30          9.46800382E+03          4.73400191E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.72242623E+00          5.71206917E+00
         91.0000          1.00000000E+30          1.00000000E+30          8.45991783E+03          4.22995892E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.74005653E+00          5.72839637E+00
         92.0000          1.00000000E+30          1.00000000E+30          7.61944435E+03          3.80972218E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.75811598E+00          5.74509105E+00
         93.0000          1.00000000E+30          1.00000000E+30          6.91002099E+03          3.45501050E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.77658364E+00          5.76213270E+00
         94.0000          1.00000000E+30          1.00000000E+30          6.30503652E+03          3.15251826E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.79543979E+00          5.77950265E+00
         95.0000          1.00000000E+30          1.00000000E+30          5.78414357E+03          2.89207178E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.81466581E+00          5.79718249E+00
         96.0000          1.00000000E+30          1.00000000E+30          5.33206714E+03          2.66603357E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.83424412E+00          5.81515563E+00
         97.0000          1.00000000E+30          1.00000000E+30          4.93687653E+03          2.46843826E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.85415815E+00          5.83340635E+00
         98.0000          1.00000000E+30          1.00000000E+30          4.58899405E+03          2.29449702E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.87439220E+00          5.85191899E+00
         99.0000          1.00000000E+30          1.00000000E+30          4.28091326E+03          2.14045663E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.89493145E+00          5.87067921E+00
        100.0000          1.00000000E+30          1.00000000E+30          4.00640692E+03          2.00320346E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.91576188E+00          5.88967225E+00
        103.9990          1.00000000E+30          1.00000000E+30          3.16029247E+03          1.58014624E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.00171824E+00          5.96771832E+00
        104.0010          1.00000000E+30          1.00000000E+30          3.15994882E+03          1.57997441E+03          1.00000000E+30          1.00000000E+30          1.54248350E+10          7.71241748E+09          6.00176221E+00          5.96775811E+00
        110.0000          1.00000000E+30          1.00000000E+30          2.35885946E+03          1.17942973E+03          1.00000000E+30          1.00000000E+30          8.20897634E+04          4.10448817E+04          6.13747683E+00          6.08858581E+00
        120.0000          1.00000000E+30          1.00000000E+30          1.62068854E+03          8.10344269E+02          1.00000000E+30          1.00000000E+30          1.83037795E+04          9.15188976E+03          6.37726250E+00          6.29635456E+00
        120.9990          1.00000000E+30          1.00000000E+30          1.56985078E+03          7.84925388E+02          1.00000000E+30          1.00000000E+30          1.66829839E+04          8.34149197E+03          6.40194584E+00          6.31738509E+00
        121.0010          1.00000000E+30          2.36160786E+10          1.56975247E+03          7.84876233E+02          1.00000000E+30          1.00000000E+30          1.66798081E+04          8.33990406E+03          6.40199537E+00          6.31742717E+00
        130.0000          1.00000000E+30          7.30217407E+04          1.21855616E+03          6.09278080E+02          1.00000000E+30          1.00000000E+30          8.73067522E+03          4.36533761E+03          6.62887248E+00          6.50726225E+00
        140.0000          1.00000000E+30          2.31937736E+04          9.72298800E+02          4.86149400E+02          1.00000000E+30          1.00000000E+30          5.35893351E+03          2.67946676E+03          6.88835413E+00          6.71767809E+00
        150.0000          1.00000000E+30          1.21462165E+04          8.09438087E+02          4.04719043E+02          1.00000000E+30          1.00000000E+30          3.74144415E+03          1.87072207E+03          7.15311498E+00          6.92570324E+00
        153.9990          1.00000000E+30          9.98559591E+03          7.59334591E+02          3.79667295E+02          1.00000000E+30          1.00000000E+30          3.31866521E+03          1.65933260E+03          7.26005787E+00          7.00795901E+00
        154.0010          1.00000000E+30          9.98469817E+03          7.59311264E+02          3.79655632E+02          1.00000000E+30          4.68832607E+10          3.31847668E+03          1.65923834E+03          7.26011148E+00          7.00800004E+00
        160.0000          1.00000000E+30          7.76642888E+03          6.95805182E+02          3.47902591E+02          1.00000000E+30          3.04154727E+05          2.82588618E+03          1.41294309E+03          7.42140356E+00          7.13009357E+00
        170.0000          1.00000000E+30          5.53828992E+03          6.13391850E+02          3.06695925E+02          1.00000000E+30          6.77746529E+04          2.25099020E+03          1.12549510E+03          7.69200746E+00          7.33008991E+00
        180.0000          1.00000000E+30          4.23204963E+03          5.51873338E+02          2.75936669E+02          1.00000000E+30          3.20700609E+04          1.86347094E+03          9.31735469E+02          7.96407041E+00          7.52573791E+00
        190.0000          1.00000000E+30          3.39243343E+03          5.04930431E+02          2.52465216E+02          1.00000000E+30          1.94596888E+04          1.58853882E+03          7.94269408E+02          8.23697778E+00          7.71724904E+00
        200.0000          1.00000000E+30          2.81677381E+03          4.68490790E+02          2.34245395E+02          1.00000000E+30          1.34075543E+04          1.38586460E+03          6.92932299E+02          8.51028257E+00          7.90496543E+00
        210.0000          1.00000000E+30          2.40292331E+03          4.39819212E+02          2.19909606E+02          1.00000000E+30          9.98437416E+03          1.23199223E+03          6.15996113E+02          8.78222416E+00          8.08807901E+00
        220.0000          1.00000000E+30          2.09442005E+03          4.17016461E+02          2.08508230E+02          1.00000000E+30          7.83711445E+03          1.11244091E+03          5.56220457E+02          9.05356922E+00          8.26791579E+00
        230.0000          1.00000000E+30          1.85786166E+03          3.98728728E+02          1.99364364E+02          1.00000000E+30          6.39068169E+03          1.01782420E+03          5.08912101E+02          9.32912468E+00          8.44899302E+00
        240.0000          1.00000000E+30          1.67233373E+03          3.83969152E+02          1.91984576E+02          1.00000000E+30          5.36408873E+03          9.41812202E+02          4.70906101E+02          9.59757029E+00          8.62248067E+00
        250.0000          1.00000000E+30          1.52415082E+03          3.72004862E+02          1.86002431E+02          1.00000000E+30          4.60595476E+03          8.79990001E+02          4.39995001E+02          9.86998302E+00          8.79785645E+00
        260.0000          1.00000000E+30          1.40400901E+03          3.62283142E+02          1.81141571E+02          1.00000000E+30          4.02830723E+03          8.29191143E+02          4.14595571E+02          1.01408746E+01          8.97101449E+00
        270.0000          1.00000000E+30          1.30538463E+03          3.54380617E+02          1.77190308E+02          1.00000000E+30          3.57702148E+03          7.87091172E+02          3.93545586E+02          1.04103277E+01          9.14235123E+00
        280.0000          1.00000000E+30          1.22357260E+03          3.47969210E+02          1.73984605E+02          1.00000000E+30          3.21719025E+03          7.51948237E+02          3.75974119E+02          1.06831791E+01          9.31581891E+00
        290.0000          1.00000000E+30          1.15510311E+03          3.42791610E+02          1.71395805E+02          1.00000000E+30          2.92538521E+03          7.22435451E+02          3.61217725E+02          1.09498275E+01          9.48429243E+00
        300.0000          1.00000000E+30          1.09736462E+03          3.38643843E+02          1.69321921E+02          1.00000000E+30          2.68537313E+03          6.97526984E+02          3.48763492E+02          1.12197754E+01          9.65513972E+00
        310.0000          1.00000000E+30          1.04835742E+03          3.35362445E+02          1.67681223E+02          1.00000000E+30          2.48558551E+03          6.76419547E+02          3.38209773E+02          1.14883287E+01          9.82494709E+00
        320.0000          1.00000000E+30          1.00652927E+03          3.32815306E+02          1.66407653E+02          1.00000000E+30          2.31757283E+03          6.58476867E+02          3.29238433E+02          1.17512022E+01          9.99074333E+00
        330.0000          1.00000000E+30          9.70656089E+02          3.30894879E+02          1.65447440E+02          1.00000000E+30          2.17503703E+03          6.43190148E+02          3.21595074E+02          1.20172349E+01          1.01590516E+01
        340.0000          1.00000000E+30          9.39764680E+02          3.29512629E+02          1.64756314E+02          1.00000000E+30          2.05318952E+03          6.30148599E+02          3.15074299E+02          1.22820468E+01          1.03267450E+01
        350.0000          1.00000000E+30          9.13071721E+02          3.28595284E+02          1.64297642E+02          1.00000000E+30          1.94833329E+03          6.19017734E+02          3.09508867E+02          1.25456887E+01          1.04939194E+01
        360.0000          1.00000000E+30          8.89942045E+02          3.28081727E+02          1.64040864E+02          1.00000000E+30          1.85757079E+03          6.09522957E+02          3.04761479E+02          1.28122143E+01          1.06634282E+01
        370.0000          1.00000000E+30          8.69855415E+02          3.27920689E+02          1.63960345E+02          1.00000000E+30          1.77860209E+03          6.01437903E+02          3.00718951E+02          1.30735732E+01          1.08297027E+01
