#Energy      I-K-shell   I-L1-shell   I-L2-shell   I-L3-shell   I-M1-shell   I-M2-shell   I-M3-shell   I-M4-shell   I-M5-shell   I-N1-shell   I-N2-shell   I-N3-shell   I-N4-shell   I-N5-shell   Valence  Total
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.54760803E+03          1.34034731E+03          5.75174428E+00          5.71432154E+00
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.38130881E+03          1.26111136E+03          5.77304555E+00          5.73290342E+00
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.23319589E+03          1.18983227E+03          5.79487457E+00          5.75193517E+00
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.10054685E+03          1.12543009E+03          5.81720208E+00          5.77138739E+00
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.98123374E+03          1.06701261E+03          5.84000072E+00          5.79123342E+00
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.87345646E+03          1.01384279E+03          5.86324491E+00          5.81144846E+00
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.77570078E+03          9.65274734E+02          5.88691066E+00          5.83200843E+00
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.68672567E+03          9.20771096E+02          5.91097550E+00          5.85289140E+00
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.60546172E+03          8.79873908E+02          5.93541835E+00          5.87407668E+00
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.53102051E+03          8.42191827E+02          5.96021943E+00          5.89554527E+00
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.46259515E+03          8.07378774E+02          5.98536014E+00          5.91727824E+00
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.39957114E+03          7.75139053E+02          6.01082301E+00          5.93925927E+00
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.34134065E+03          7.45215617E+02          6.03659160E+00          5.96147181E+00
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.28742382E+03          7.17378026E+02          6.06265044E+00          5.98390077E+00
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.23738759E+03          6.91435563E+02          6.08898494E+00          6.00653247E+00
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.19083615E+03          6.67210550E+02          6.11558138E+00          6.02935301E+00
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.14746919E+03          6.44550039E+02          6.14242678E+00          6.05235079E+00
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.10697210E+03          6.23316202E+02          6.16950892E+00          6.07551344E+00
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.06909079E+03          6.03387170E+02          6.19681624E+00          6.09883005E+00
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.03359547E+03          5.84653116E+02          6.22433782E+00          6.12229007E+00
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00028607E+03          5.67019704E+02          6.25206335E+00          6.14588423E+00
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.68976094E+02          5.50396483E+02          6.27998305E+00          6.16960283E+00
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.36966553E+02          4.25727120E+02          6.56804524E+00          6.41197708E+00
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.96172644E+02          3.48745323E+02          6.86782598E+00          6.65995018E+00
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.04043176E+02          2.97839746E+02          7.17496993E+00          6.91013974E+00
        130.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.96641286E+02          2.93733053E+02          7.20594251E+00          6.93518169E+00
        131.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.94400425E+10          4.96626753E+02          2.93724987E+02          7.20600456E+00          6.93523183E+00
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.26966912E+05          4.40636522E+02          2.62591350E+02          7.48672449E+00          7.16048832E+00
        140.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.08069228E+05          4.35427226E+02          2.59689252E+02          7.51804692E+00          7.18546315E+00
        141.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.72293549E+10          1.08038810E+05          4.35416945E+02          2.59683542E+02          7.51810966E+00          7.18551315E+00
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.24944137E+05          4.02998091E+04          3.95433056E+02          2.37384900E+02          7.80129139E+00          7.40997411E+00
        160.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.03107073E+05          2.10646854E+04          3.62377328E+02          2.18935340E+02          8.11746449E+00          7.65840681E+00
        170.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.38188857E+04          1.34357608E+04          3.37748628E+02          2.05200654E+02          8.43441792E+00          7.90583224E+00
        180.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.42592704E+04          9.55481389E+03          3.19146058E+02          1.94852303E+02          8.74672980E+00          8.14811676E+00
        190.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.43077693E+04          7.27999687E+03          3.04961527E+02          1.86995332E+02          9.06639244E+00          8.39610931E+00
        192.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.22530375E+04          6.77734785E+03          3.01393299E+02          1.85026647E+02          9.15895283E+00          8.46755636E+00
        193.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.39253195E+11          2.22517825E+04          6.77703564E+03          3.01391013E+02          1.85025388E+02          9.15902211E+00          8.46761047E+00
        200.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.37680229E+06          1.84751208E+04          5.81811501E+03          2.94085560E+02          1.81009697E+02          9.38378916E+00          8.64166609E+00
        210.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.54099537E+05          1.47275574E+04          4.81599491E+03          2.85733791E+02          1.76455622E+02          9.69907391E+00          8.88510575E+00
        220.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.73349226E+05          1.21587237E+04          4.09543805E+03          2.79340020E+02          1.73014880E+02          1.00123874E+01          9.12673700E+00
        230.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.06564899E+05          1.03116823E+04          3.55808618E+03          2.74487846E+02          1.70452663E+02          1.03288052E+01          9.37084955E+00
        240.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.37874295E+04          8.93390386E+03          3.14572585E+03          2.70865833E+02          1.68593042E+02          1.06383444E+01          9.60926113E+00
        250.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.49995167E+04          7.87606615E+03          2.82193149E+03          2.68237501E+02          1.67302118E+02          1.09508788E+01          9.85011681E+00
        260.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.31132358E+04          7.04475867E+03          2.56290592E+03          2.66420829E+02          1.66476565E+02          1.12615703E+01          1.00894734E+01
        270.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.50576268E+04          6.37899533E+03          2.35248248E+03          2.65273788E+02          1.66035618E+02          1.15749244E+01          1.03309501E+01
        280.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.93149608E+04          5.83736329E+03          2.17933884E+03          2.64684300E+02          1.65915414E+02          1.18820955E+01          1.05674990E+01
        290.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.50586635E+04          5.39091329E+03          2.03532388E+03          2.64562940E+02          1.66064891E+02          1.21877059E+01          1.08028479E+01
        300.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.18055427E+04          5.01881056E+03          1.91443355E+03          2.64837643E+02          1.66442817E+02          1.24959102E+01          1.10402561E+01
        310.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.92565464E+04          4.70573002E+03          1.81215068E+03          2.65449771E+02          1.67015596E+02          1.28025100E+01          1.12764226E+01
        320.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.72177145E+04          4.44015821E+03          1.72502206E+03          2.66351218E+02          1.67755609E+02          1.31036452E+01          1.15083889E+01
        330.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.55589518E+04          4.21329444E+03          1.65036242E+03          2.67502185E+02          1.68639979E+02          1.34073169E+01          1.17423593E+01
        340.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.41895700E+04          4.01830317E+03          1.58605980E+03          2.68869507E+02          1.69649607E+02          1.37095834E+01          1.19752901E+01
        350.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.30450710E+04          3.84980424E+03          1.53042900E+03          2.70425353E+02          1.70768455E+02          1.40105029E+01          1.22072386E+01
        360.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.20782555E+04          3.70351220E+03          1.48211615E+03          2.72146235E+02          1.71982947E+02          1.43137726E+01          1.24410099E+01
        370.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.12539358E+04          3.57597371E+03          1.44001954E+03          2.74012178E+02          1.73281551E+02          1.46120864E+01          1.26710816E+01
        380.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.05454247E+04          3.46438029E+03          1.40323682E+03          2.76006132E+02          1.74654393E+02          1.49092066E+01          1.29003179E+01
        390.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.93209699E+03          3.36643270E+03          1.37102344E+03          2.78113441E+02          1.76092990E+02          1.52086525E+01          1.31313498E+01
        400.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.39783685E+03          3.28022718E+03          1.34276067E+03          2.80321475E+02          1.77590013E+02          1.55034478E+01          1.33589718E+01
        410.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.92984525E+03          3.20418236E+03          1.31793035E+03          2.82619272E+02          1.79139098E+02          1.58005530E+01          1.35883691E+01
        420.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.51786032E+03          3.13697248E+03          1.29609716E+03          2.84997287E+02          1.80734705E+02          1.60931850E+01          1.38145194E+01
        430.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.15355476E+03          3.07748115E+03          1.27689219E+03          2.87447183E+02          1.82371986E+02          1.63881020E+01          1.40424163E+01
        440.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.83012140E+03          3.02476313E+03          1.26000190E+03          2.89961638E+02          1.84046681E+02          1.66787151E+01          1.42672160E+01
        450.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.54193089E+03          2.97801270E+03          1.24515821E+03          2.92534208E+02          1.85755039E+02          1.69715808E+01          1.44937272E+01
        460.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.28429907E+03          2.93654166E+03          1.23213111E+03          2.95159200E+02          1.87493744E+02          1.72634527E+01          1.47195686E+01
        470.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.05330032E+03          2.89975730E+03          1.22072182E+03          2.97831558E+02          1.89259850E+02          1.75543598E+01          1.49447633E+01
        480.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.84562353E+03          2.86714816E+03          1.21075844E+03          3.00546797E+02          1.91050741E+02          1.78443298E+01          1.51693329E+01
        490.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.65845356E+03          2.83827248E+03          1.20209163E+03          3.03300916E+02          1.92864084E+02          1.81333892E+01          1.53932976E+01
        500.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.48939244E+03          2.81274427E+03          1.19459080E+03          3.06090332E+02          1.94697787E+02          1.84215632E+01          1.56166760E+01
        510.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.33638020E+03          2.79022665E+03          1.18814142E+03          3.08911840E+02          1.96549980E+02          1.87088759E+01          1.58394857E+01
        520.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.19763858E+03          2.77042518E+03          1.18264318E+03          3.11762554E+02          1.98418979E+02          1.89953503E+01          1.60617432E+01
        530.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.07163681E+03          2.75307963E+03          1.17800709E+03          3.14639884E+02          2.00303268E+02          1.92810085E+01          1.62834640E+01
        540.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.95703705E+03          2.73796229E+03          1.17415543E+03          3.17541485E+02          2.02201479E+02          1.95658715E+01          1.65046626E+01
        550.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.85267265E+03          2.72487005E+03          1.17101786E+03          3.20465236E+02          2.04112374E+02          1.98499596E+01          1.67253527E+01
        560.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.75752423E+03          2.71362260E+03          1.16853272E+03          3.23409221E+02          2.06034830E+02          2.01332921E+01          1.69455472E+01
        570.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.67069674E+03          2.70406000E+03          1.16664467E+03          3.26371693E+02          2.07967830E+02          2.04158877E+01          1.71652584E+01
        580.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.59139915E+03          2.69604078E+03          1.16530416E+03          3.29351067E+02          2.09910445E+02          2.07005639E+01          1.73864730E+01
        590.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.51893342E+03          2.68943559E+03          1.16446691E+03          3.32345901E+02          2.11861831E+02          2.09817058E+01          1.76052248E+01
        600.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.45267940E+03          2.68413051E+03          1.16409289E+03          3.35354874E+02          2.13821221E+02          2.12621620E+01          1.78235264E+01
        610.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.39208965E+03          2.68002195E+03          1.16414619E+03          3.38376782E+02          2.15787907E+02          2.15446816E+01          1.80433048E+01
        620.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.33667141E+03          2.67701723E+03          1.16459419E+03          3.41410524E+02          2.17761245E+02          2.18237811E+01          1.82607093E+01
        625.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.30572275E+03          2.67570887E+03          1.16504002E+03          3.43235719E+02          2.18947995E+02          2.19914441E+01          1.83913044E+01
        626.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.51306580E+12          5.30571271E+03          2.67570850E+03          1.16504019E+03          3.43236328E+02          2.18948391E+02          2.19915008E+01          1.83913486E+01
        630.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.06399502E+07          5.28598662E+03          2.67503213E+03          1.16540750E+03          3.44455086E+02          2.19740644E+02          2.21022406E+01          1.84776864E+01
        637.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.16369504E+07          5.24858636E+03          2.67412701E+03          1.16630297E+03          3.46897594E+02          2.21327966E+02          2.23261282E+01          1.86520451E+01
        638.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.98787939E+12          1.16345139E+07          5.24857734E+03          2.67412686E+03          1.16630322E+03          3.46898205E+02          2.21328364E+02          2.23261848E+01          1.86520891E+01
        640.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.72126390E+08          9.21677232E+06          5.23964317E+03          2.67399076E+03          1.16655934E+03          3.47509540E+02          2.21725566E+02          2.23827394E+01          1.86960821E+01
        650.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.86417236E+07          4.06171223E+06          5.19728806E+03          2.67382408E+03          1.16802543E+03          3.50573036E+02          2.23715508E+02          2.26599287E+01          1.89121537E+01
        660.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.43211869E+06          2.38269575E+06          5.15860467E+03          2.67446939E+03          1.16978366E+03          3.53644787E+02          2.25710014E+02          2.29391473E+01          1.91296290E+01
        670.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.19180700E+06          1.60184867E+06          5.12330661E+03          2.67586942E+03          1.17181380E+03          3.56724069E+02          2.27708662E+02          2.32151190E+01          1.93448376E+01
        680.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.75909952E+06          1.16701481E+06          5.09113547E+03          2.67797220E+03          1.17409740E+03          3.59810221E+02          2.29711062E+02          2.34931079E+01          1.95614376E+01
        690.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.98365962E+06          8.96691683E+05          5.06185823E+03          2.68072994E+03          1.17661750E+03          3.62902619E+02          2.31716857E+02          2.37679109E+01          1.97758183E+01
        700.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.51032166E+06          7.15525081E+05          5.03526075E+03          2.68409905E+03          1.17935862E+03          3.66000699E+02          2.33725712E+02          2.40447169E+01          1.99915738E+01
