#Energy      Ni-K-shell   Ni-L1-shell   Ni-L2-shell   Ni-L3-shell   Ni-M1-shell   Ni-M2-shell   Ni-M3-shell   Valence  Total
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.36298685E+02          1.36298685E+02
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.32106784E+02          1.32106784E+02
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.28766806E+02          1.28766806E+02
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.25673244E+02          1.25673244E+02
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.22458293E+02          1.22458293E+02
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.20526847E+02          1.20526847E+02
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.17924243E+02          1.17924243E+02
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.16462226E+02          1.16462226E+02
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.14383504E+02          1.14383504E+02
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.13352399E+02          1.13352399E+02
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.11756586E+02          1.11756586E+02
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.10746731E+02          1.10746731E+02
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.09855872E+02          1.09855872E+02
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.08712022E+02          1.08712022E+02
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.08537508E+02          1.08537508E+02
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.07745538E+02          1.07745538E+02
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.07832258E+02          1.07832258E+02
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.07370412E+02          1.07370412E+02
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.06912506E+02          1.06912506E+02
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.07336195E+02          1.07336195E+02
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.07175642E+02          1.07175642E+02
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.07261586E+02          1.07261586E+02
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.07737624E+02          1.07737624E+02
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.07826967E+02          1.07826967E+02
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.07917952E+02          1.07917952E+02
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.08884143E+02          1.08884143E+02
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.09220459E+02          1.09220459E+02
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.09558338E+02          1.09558338E+02
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.10207581E+02          1.10207581E+02
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.11105734E+02          1.11105734E+02
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.11658415E+02          1.11658415E+02
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.12217951E+02          1.12217951E+02
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.13059702E+02          1.13059702E+02
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.14101718E+02          1.14101718E+02
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.14836628E+02          1.14836628E+02
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.15583343E+02          1.15583343E+02
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.16579413E+02          1.16579413E+02
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.17401913E+02          1.17401913E+02
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.18578492E+02          1.18578492E+02
         72.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.19495531E+02          1.19495531E+02
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.19496456E+02          1.19496456E+02
         73.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.32579516E+03          1.19497382E+02          1.09617289E+02
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.36136678E+03          1.20424468E+02          1.10637629E+02
         74.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.39889981E+03          1.21369194E+02          1.11679803E+02
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.39893842E+03          1.21531170E+02          1.11817181E+02
         75.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.88892009E+03          1.39897703E+03          1.21532158E+02          1.07651514E+02
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.94853519E+03          1.43864277E+03          1.22527149E+02          1.08746390E+02
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.01072604E+03          1.48066670E+03          1.23749742E+02          1.10031068E+02
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.07559690E+03          1.52521962E+03          1.24822360E+02          1.11207880E+02
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.14332480E+03          1.55616712E+03          1.25913735E+02          1.12325672E+02
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.21410275E+03          1.60379584E+03          1.27019597E+02          1.13540235E+02
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.26642632E+03          1.65804725E+03          1.28240914E+02          1.14848966E+02
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.35149910E+03          1.73295111E+03          1.29407416E+02          1.16239107E+02
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.46560244E+03          1.81288604E+03          1.30651717E+02          1.17728864E+02
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.58774901E+03          1.89989801E+03          1.31871117E+02          1.19214633E+02
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.74773878E+03          1.98579941E+03          1.33114070E+02          1.20732746E+02
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.92294951E+03          2.07295848E+03          1.34380676E+02          1.22266447E+02
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.10659023E+03          2.17196190E+03          1.35715684E+02          1.23880901E+02
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.30839559E+03          2.26256907E+03          1.37032619E+02          1.25445126E+02
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.49281871E+03          2.37164186E+03          1.38380661E+02          1.27053994E+02
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.71647851E+03          2.44145529E+03          1.39770610E+02          1.28597610E+02
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.90545492E+03          2.51099126E+03          1.41175540E+02          1.30115426E+02
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.08879089E+03          2.58123640E+03          1.42606814E+02          1.31644610E+02
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.26548071E+03          2.66085350E+03          1.44091369E+02          1.33230721E+02
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.47268320E+03          2.70826456E+03          1.45594372E+02          1.34764293E+02
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.61698884E+03          2.74981419E+03          1.47129062E+02          1.36268632E+02
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.75509908E+03          2.80211602E+03          1.48458234E+02          1.37617204E+02
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.91961535E+03          2.82278094E+03          1.49989830E+02          1.39076079E+02
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.01316565E+03          2.83853427E+03          1.51515396E+02          1.40477344E+02
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.09304569E+03          2.86190957E+03          1.53104312E+02          1.41943971E+02
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.15413653E+03          2.85966657E+03          1.54726907E+02          1.43365405E+02
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.03869575E+03          2.66199786E+03          1.72757649E+02          1.57985069E+02
        116.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.60716759E+03          2.44813656E+03          1.87137345E+02          1.68620246E+02
        117.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.36657423E+03          5.60705310E+03          2.44808346E+03          1.87141781E+02          1.60580411E+02
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.39914548E+03          5.36734361E+03          2.37096143E+03          1.93808864E+02          1.64962166E+02
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.50390741E+03          4.75465184E+03          2.10173272E+03          2.18417077E+02          1.80183086E+02
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.61641981E+03          4.33057835E+03          1.94298700E+03          2.45372399E+02          1.96172975E+02
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.70192768E+03          4.02480409E+03          1.84236106E+03          2.75647447E+02          2.13256308E+02
        160.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.81056822E+03          3.85955774E+03          1.77233727E+03          3.10253320E+02          2.32076479E+02
        170.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.88129451E+03          3.74583640E+03          1.75205238E+03          3.46744881E+02          2.51298398E+02
        180.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.98032718E+03          3.72026681E+03          1.74412213E+03          3.85969257E+02          2.71424350E+02
        190.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.12356989E+03          3.71769988E+03          1.75513797E+03          4.31195213E+02          2.94084535E+02
        200.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.29251144E+03          3.75002818E+03          1.78062405E+03          4.78850159E+02          3.17504131E+02
        210.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.47742670E+03          3.80737958E+03          1.81722235E+03          5.30827566E+02          3.42450306E+02
        220.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.67577928E+03          3.86141148E+03          1.86373531E+03          5.87652005E+02          3.68856010E+02
        230.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.87087513E+03          3.95903145E+03          1.91608902E+03          6.49272303E+02          3.96829932E+02
        240.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.08549642E+03          4.06860583E+03          1.97330804E+03          7.15768223E+02          4.26205568E+02
        250.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.30996593E+03          4.18795486E+03          2.03226282E+03          7.88300585E+02          4.57097066E+02
        260.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.51294034E+03          4.30796356E+03          2.10240573E+03          8.65910019E+02          4.89232091E+02
        270.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.74468052E+03          4.45142342E+03          2.17620191E+03          9.49019877E+02          5.23024527E+02
        280.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.96764032E+03          4.59599273E+03          2.25429042E+03          1.03546838E+03          5.57259416E+02
        290.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.21885785E+03          4.76079025E+03          2.33888330E+03          1.13045418E+03          5.94175277E+02
        300.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.48244890E+03          4.93037208E+03          2.43065176E+03          1.23512925E+03          6.33660839E+02
        310.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.72480228E+03          5.11294015E+03          2.51893721E+03          1.33869468E+03          6.71919020E+02
        320.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.99966726E+03          5.29593908E+03          2.61916182E+03          1.45237912E+03          7.13259207E+02
        330.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.30433868E+03          5.49275566E+03          2.71589070E+03          1.57755205E+03          7.56968033E+02
        340.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.55683600E+03          5.70602132E+03          2.82315163E+03          1.70808270E+03          8.01764019E+02
        350.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.85809034E+03          5.90187165E+03          2.93670813E+03          1.84353638E+03          8.47710351E+02
        360.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.14084550E+03          6.12646565E+03          3.04042982E+03          1.98471338E+03          8.93802365E+02
        370.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.47198713E+03          6.36031547E+03          3.15727674E+03          2.14087426E+03          9.44208145E+02
        380.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.74642447E+03          6.57324147E+03          3.28529196E+03          2.30423110E+03          9.95187695E+02
        390.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.06501178E+03          6.82352761E+03          3.39711686E+03          2.47971136E+03          1.04766233E+03
        400.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.42104720E+03          7.07901461E+03          3.53152571E+03          2.65042903E+03          1.10148044E+03
        410.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.71384580E+03          7.31303015E+03          3.66568825E+03          2.84141639E+03          1.15683798E+03
        420.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00123442E+04          7.58814125E+03          3.78932846E+03          3.04002963E+03          1.21284973E+03
        430.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.03669990E+04          7.86344753E+03          3.93629462E+03          3.25543786E+03          1.27412073E+03
        440.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.07183155E+04          8.17227090E+03          4.08117419E+03          3.47169548E+03          1.33558697E+03
        450.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.11099990E+04          8.42129057E+03          4.24564789E+03          3.69536373E+03          1.39879640E+03
        460.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.14319217E+04          8.71595599E+03          4.37710549E+03          3.93655744E+03          1.46050003E+03
        470.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.17611397E+04          9.04440125E+03          4.53833898E+03          4.18524210E+03          1.52701795E+03
        480.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.21506448E+04          9.32538763E+03          4.69258443E+03          4.45198635E+03          1.59424711E+03
        490.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.25294113E+04          9.65031145E+03          4.86866351E+03          4.72992536E+03          1.66597026E+03
        500.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.29524573E+04          1.00004307E+04          5.02193825E+03          5.01267925E+03          1.73664918E+03
        510.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.32978417E+04          1.03190153E+04          5.19814982E+03          5.32467820E+03          1.81064440E+03
        520.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.37306828E+04          1.06897051E+04          5.38975448E+03          5.62515422E+03          1.88790506E+03
        530.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.41926496E+04          1.10051481E+04          5.55908277E+03          5.96765901E+03          1.96548120E+03
        540.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.45080952E+04          1.13893659E+04          5.76159795E+03          6.30968489E+03          2.04591978E+03
