#Energy      Ti-K-shell   Ti-L1-shell   Ti-L2-shell   Ti-L3-shell   Ti-M1-shell   Ti-M2-shell   Ti-M3-shell   O-K-shell   Valence  Total
          4.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.72586146E+01          9.72586146E+01
          5.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.19138386E+01          8.19138386E+01
          6.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.14277719E+01          7.14277719E+01
          7.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.37549140E+01          6.37549140E+01
          8.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.78612678E+01          5.78612678E+01
          9.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.31678070E+01          5.31678070E+01
         10.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.93232818E+01          4.93232818E+01
         11.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.61031198E+01          4.61031198E+01
         12.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.33562469E+01          4.33562469E+01
         13.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.09776460E+01          4.09776460E+01
         14.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.88909442E+01          3.88909442E+01
         15.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.70398816E+01          3.70398816E+01
         16.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.53821519E+01          3.53821519E+01
         17.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.38848417E+01          3.38848417E+01
         18.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.25223297E+01          3.25223297E+01
         19.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.12741828E+01          3.12741828E+01
         20.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.01238957E+01          3.01238957E+01
         21.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.90579887E+01          2.90579887E+01
         22.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.80654279E+01          2.80654279E+01
         23.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.71370059E+01          2.71370059E+01
         24.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.62649613E+01          2.62649613E+01
         25.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.54427532E+01          2.54427532E+01
         26.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.46648075E+01          2.46648075E+01
         27.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.39263459E+01          2.39263459E+01
         28.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.32232544E+01          2.32232544E+01
         29.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.25519562E+01          2.25519562E+01
         30.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.19093428E+01          2.19093428E+01
         31.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.12926863E+01          2.12926863E+01
         32.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.06996004E+01          2.06996004E+01
         33.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.01279716E+01          2.01279716E+01
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.95759346E+01          1.95759346E+01
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.90418343E+01          1.90418343E+01
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.85242009E+01          1.85242009E+01
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.80217266E+01          1.80217266E+01
         37.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.75337297E+01          1.75337297E+01
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.66133786E+08          1.00000000E+30          1.75332478E+01          1.75332467E+01
         38.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.66159176E+08          1.00000000E+30          1.75327660E+01          1.75327648E+01
         38.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.60124293E+04          1.00000000E+30          1.70581979E+01          1.70400450E+01
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.68862629E+08          1.59875438E+04          1.00000000E+30          1.70577286E+01          1.70395479E+01
         39.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.68915656E+08          1.59639429E+04          1.00000000E+30          1.70572592E+01          1.70390527E+01
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.46142937E+04          5.65799195E+03          1.00000000E+30          1.65942502E+01          1.65378183E+01
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.22409631E+04          3.07921864E+03          1.00000000E+30          1.61419982E+01          1.60367821E+01
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.65959709E+03          2.00073876E+03          1.00000000E+30          1.57002557E+01          1.55416567E+01
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.32497901E+03          1.43285503E+03          1.00000000E+30          1.52683965E+01          1.50548256E+01
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.09645885E+03          1.09177722E+03          1.00000000E+30          1.48458805E+01          1.45777609E+01
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.35842747E+03          8.68396682E+02          1.00000000E+30          1.44322490E+01          1.41113725E+01
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.87510879E+03          7.12768667E+02          1.00000000E+30          1.40271229E+01          1.36562138E+01
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.53850530E+03          5.99371047E+02          1.00000000E+30          1.36302015E+01          1.32126780E+01
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.29319592E+03          5.13713441E+02          1.00000000E+30          1.32412620E+01          1.27809589E+01
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.10798352E+03          4.47170347E+02          1.00000000E+30          1.28601594E+01          1.23611903E+01
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.64089643E+02          3.94276470E+02          1.00000000E+30          1.24868275E+01          1.19534392E+01
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.49700817E+02          3.51395651E+02          1.00000000E+30          1.21212791E+01          1.15577241E+01
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.57018479E+02          3.16076463E+02          1.00000000E+30          1.17636063E+01          1.11740947E+01
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.80671874E+02          2.86568595E+02          1.00000000E+30          1.14139801E+01          1.08025705E+01
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.16909330E+02          2.61610375E+02          1.00000000E+30          1.10726477E+01          1.04431991E+01
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.62989027E+02          2.40284492E+02          1.00000000E+30          1.07399275E+01          1.00960676E+01
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.16919318E+02          2.21886954E+02          1.00000000E+30          1.04162019E+01          9.76127616E+00
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.77173455E+02          2.05882199E+02          1.00000000E+30          1.01019059E+01          9.43894518E+00
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.42609157E+02          1.91855708E+02          1.00000000E+30          9.79751078E+00          9.12922514E+00
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.12322921E+02          1.79481331E+02          1.00000000E+30          9.50350522E+00          8.83226607E+00
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.85606389E+02          1.68496846E+02          1.00000000E+30          9.22037381E+00          8.54820530E+00
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.61892689E+02          1.58692354E+02          1.00000000E+30          8.94857064E+00          8.27715617E+00
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.40732865E+02          1.49897704E+02          1.00000000E+30          8.68849582E+00          8.01919556E+00
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.21753075E+02          1.41971899E+02          1.00000000E+30          8.44047235E+00          7.77433273E+00
         63.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.04670627E+02          1.34806584E+02          1.00000000E+30          8.20495690E+00          7.54274021E+00
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.58481873E+09          3.04654230E+02          1.34799543E+02          1.00000000E+30          8.20472733E+00          7.54251409E+00
         64.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.58496107E+09          3.04638071E+02          1.34792622E+02          1.00000000E+30          8.20449778E+00          7.54228852E+00
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.62016312E+05          2.89181185E+02          1.28283203E+02          1.00000000E+30          7.98137896E+00          7.32326594E+00
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.71699588E+04          2.75124884E+02          1.22342043E+02          1.00000000E+30          7.77043024E+00          7.11647472E+00
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.10026788E+04          2.62311371E+02          1.16907220E+02          1.00000000E+30          7.57176967E+00          6.92195616E+00
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.00602076E+04          2.50590895E+02          1.11920068E+02          1.00000000E+30          7.38517819E+00          6.73937495E+00
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.43028599E+04          2.39836831E+02          1.07330558E+02          1.00000000E+30          7.21034100E+00          6.56831170E+00
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.08448221E+04          2.29942273E+02          1.03095975E+02          1.00000000E+30          7.04686289E+00          6.40828690E+00
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.58180411E+03          2.20812854E+02          9.91789218E+01          1.00000000E+30          6.89428512E+00          6.25877378E+00
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.00684081E+03          2.12369579E+02          9.55471886E+01          1.00000000E+30          6.75210253E+00          6.11921931E+00
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.86059677E+03          2.04541333E+02          9.21727609E+01          1.00000000E+30          6.61977970E+00          5.98905537E+00
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.99551411E+03          1.97268431E+02          8.90310627E+01          1.00000000E+30          6.49676538E+00          5.86771127E+00
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.32466565E+03          1.90497416E+02          8.61002587E+01          1.00000000E+30          6.38250472E+00          5.75462347E+00
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.79189757E+03          1.84181447E+02          8.33614184E+01          1.00000000E+30          6.27644932E+00          5.64924334E+00
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.36078030E+03          1.78279348E+02          8.07979209E+01          1.00000000E+30          6.17806481E+00          5.55104491E+00
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.00636932E+03          1.72754799E+02          7.83940124E+01          1.00000000E+30          6.08683664E+00          5.45952242E+00
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.71076872E+03          1.67575762E+02          7.61370482E+01          1.00000000E+30          6.00227404E+00          5.37420359E+00
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.46120654E+03          1.62711989E+02          7.40148726E+01          1.00000000E+30          5.92391249E+00          5.29463907E+00
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.24833545E+03          1.58138762E+02          7.20168053E+01          1.00000000E+30          5.85131503E+00          5.22041273E+00
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.06508110E+03          1.53832906E+02          7.01331360E+01          1.00000000E+30          5.78407274E+00          5.15113544E+00
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.90599842E+03          1.49773805E+02          6.83553274E+01          1.00000000E+30          5.72180442E+00          5.08644737E+00
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.76684312E+03          1.45942524E+02          6.66755529E+01          1.00000000E+30          5.66415586E+00          5.02601444E+00
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.64435391E+03          1.42322212E+02          6.50866926E+01          1.00000000E+30          5.61079876E+00          4.96952887E+00
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.53581634E+03          1.38897575E+02          6.35822801E+01          1.00000000E+30          5.56142938E+00          4.91670582E+00
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.43915993E+03          1.35654852E+02          6.21565989E+01          1.00000000E+30          5.51576712E+00          4.86728519E+00
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.35262735E+03          1.32581416E+02          6.08042254E+01          1.00000000E+30          5.47355303E+00          4.82102549E+00
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.27482897E+03          1.29665871E+02          5.95203544E+01          1.00000000E+30          5.43454830E+00          4.77770630E+00
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.20454170E+03          1.26897495E+02          5.83004594E+01          1.00000000E+30          5.39853274E+00          4.73712267E+00
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.14081855E+03          1.24266904E+02          5.71405317E+01          1.00000000E+30          5.36530340E+00          4.69908868E+00
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.08283068E+03          1.21765202E+02          5.60368308E+01          1.00000000E+30          5.33467320E+00          4.66343205E+00
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.02987658E+03          1.19384356E+02          5.49858738E+01          1.00000000E+30          5.30646966E+00          4.62999417E+00
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.81378651E+02          1.17117003E+02          5.39845004E+01          1.00000000E+30          5.28053367E+00          4.59862979E+00
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.36827040E+02          1.14956212E+02          5.30297696E+01          1.00000000E+30          5.25671844E+00          4.56920446E+00
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.95788025E+02          1.12895680E+02          5.21189853E+01          1.00000000E+30          5.23488844E+00          4.54159470E+00
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.57885298E+02          1.10929575E+02          5.12495711E+01          1.00000000E+30          5.21491843E+00          4.51568597E+00
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.22799280E+02          1.09052484E+02          5.04192923E+01          1.00000000E+30          5.19669267E+00          4.49137391E+00
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.90241669E+02          1.07259391E+02          4.96259407E+01          1.00000000E+30          5.18010405E+00          4.46856086E+00
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.59968178E+02          1.05545654E+02          4.88674934E+01          1.00000000E+30          5.16505340E+00          4.44715703E+00
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.45414937E+02          9.19494528E+01          4.28456895E+01          1.00000000E+30          5.08182527E+00          4.29501113E+00
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.23420102E+02          8.29304998E+01          3.88521899E+01          1.00000000E+30          5.08276539E+00          4.22115691E+00
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.46749545E+02          7.67902443E+01          3.61399755E+01          1.00000000E+30          5.13445723E+00          4.19570167E+00
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.95283020E+02          7.25455224E+01          3.42739452E+01          1.00000000E+30          5.21858365E+00          4.20220001E+00
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.59127510E+02          6.95952019E+01          3.29870770E+01          1.00000000E+30          5.32439647E+00          4.23087860E+00
        160.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.32887780E+02          6.75563830E+01          3.21088633E+01          1.00000000E+30          5.44522777E+00          4.27556057E+00
        170.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.13381048E+02          6.61767659E+01          3.15267405E+01          1.00000000E+30          5.57674867E+00          4.33214460E+00
        180.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.98614866E+02          6.52852545E+01          3.11642399E+01          1.00000000E+30          5.71604171E+00          4.39779723E+00
        190.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.87283075E+02          6.47627666E+01          3.09680397E+01          1.00000000E+30          5.85729538E+00          4.46829323E+00
        200.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.78498330E+02          6.45244358E+01          3.09000801E+01          1.00000000E+30          6.00814125E+00          4.54744921E+00
        210.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.71640609E+02          6.45085184E+01          3.09326202E+01          1.00000000E+30          6.16010461E+00          4.62981841E+00
        220.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.66266348E+02          6.46692090E+01          3.10450507E+01          1.00000000E+30          6.31293944E+00          4.71489449E+00
        230.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.62051920E+02          6.49719424E+01          3.12217939E+01          1.00000000E+30          6.47329840E+00          4.80603373E+00
        240.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.58757054E+02          6.53902246E+01          3.14508948E+01          1.00000000E+30          6.62694741E+00          4.89508904E+00
        250.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.56200511E+02          6.59034590E+01          3.17230456E+01          1.00000000E+30          6.78721301E+00          4.98916248E+00
        260.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.54243465E+02          6.64954279E+01          3.20309096E+01          1.00000000E+30          6.94721766E+00          5.08429129E+00
        270.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.52778520E+02          6.71532134E+01          3.23686360E+01          1.00000000E+30          7.11269907E+00          5.18337615E+00
        280.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.51721287E+02          6.78664123E+01          3.27315081E+01          1.00000000E+30          7.27188388E+00          5.28001473E+00
        290.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.51004847E+02          6.86265706E+01          3.31156907E+01          1.00000000E+30          7.43076988E+00          5.37730845E+00
        300.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.50575556E+02          6.94267539E+01          3.35180327E+01          1.00000000E+30          7.59451550E+00          5.47784594E+00
        310.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.50390000E+02          7.02612274E+01          3.39359293E+01          1.00000000E+30          7.75761217E+00          5.57864750E+00
        320.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.50412732E+02          7.11252152E+01          3.43672077E+01          1.00000000E+30          7.92007853E+00          5.67965719E+00
        330.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.50614563E+02          7.20147132E+01          3.48100456E+01          1.00000000E+30          8.07715900E+00          5.77838409E+00
        340.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.50971287E+02          7.29263390E+01          3.52629041E+01          1.00000000E+30          8.23854435E+00          5.87974780E+00
        350.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.51462670E+02          7.38572227E+01          3.57244748E+01          1.00000000E+30          8.40388406E+00          5.98349024E+00
        360.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.52071696E+02          7.48049151E+01          3.61936419E+01          1.00000000E+30          8.56401652E+00          6.08491794E+00
        370.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.52783959E+02          7.57673129E+01          3.66694475E+01          1.00000000E+30          8.72361081E+00          6.18637375E+00
        380.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.53587204E+02          7.67426061E+01          3.71510650E+01          1.00000000E+30          8.88268402E+00          6.28783531E+00
        390.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.54470933E+02          7.77292249E+01          3.76377802E+01          1.00000000E+30          9.04539268E+00          6.39135063E+00
