#Energy      Na-K-shell   Na-L1-shell   Na-L2-shell   Na-L3-shell   F-K-shell   Valence  Total
          5.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.50000000E+29          1.00000000E+30
          6.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.68343888E+06          1.68343888E+06
          7.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.19428298E+05          2.19428298E+05
          8.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.01149328E+04          7.01149328E+04
          9.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.45707303E+04          4.45707303E+04
         10.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.58090582E+04          3.58090582E+04
         11.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.19937565E+04          3.19937565E+04
         12.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.02414279E+04          3.02414279E+04
         13.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.96503377E+04          2.96503377E+04
         14.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.97684937E+04          2.97684937E+04
         15.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.01806769E+04          3.01806769E+04
         16.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.09354700E+04          3.09354700E+04
         17.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.19423721E+04          3.19423721E+04
         18.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.65399089E+02          4.65399089E+02
         19.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.34108304E+02          4.34108304E+02
         20.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.12217662E+02          4.12217662E+02
         21.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.98348054E+02          3.98348054E+02
         22.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.87940385E+02          3.87940385E+02
         23.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.81399495E+02          3.81399495E+02
         24.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.77247902E+02          3.77247902E+02
         25.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.73382053E+02          3.73382053E+02
         26.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.72686723E+02          3.72686723E+02
         27.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.73991801E+02          3.73991801E+02
         28.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.73425045E+02          3.73425045E+02
         29.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.76864120E+02          3.76864120E+02
         30.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.79558893E+02          3.79558893E+02
         31.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.82967913E+02          3.82967913E+02
         32.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.86982145E+02          3.86982145E+02
         33.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.91416319E+02          3.91416319E+02
         33.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.95223459E+02          3.95223459E+02
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.95227309E+02          3.95227309E+02
         34.0010          1.00000000E+30          1.00000000E+30          6.31359780E+03          3.00570319E+03          1.00000000E+30          3.95231159E+02          3.30988388E+02
         35.0000          1.00000000E+30          1.00000000E+30          5.43985204E+03          2.59000095E+03          1.00000000E+30          4.01799905E+02          3.26933099E+02
         36.0000          1.00000000E+30          1.00000000E+30          4.67517164E+03          2.24779610E+03          1.00000000E+30          4.06763425E+02          3.20799941E+02
         37.0000          1.00000000E+30          1.00000000E+30          4.04855147E+03          1.94934818E+03          1.00000000E+30          4.13156986E+02          3.14427697E+02
         38.0000          1.00000000E+30          1.00000000E+30          3.54706844E+03          1.71282199E+03          1.00000000E+30          4.00666407E+02          2.97477687E+02
         39.0000          1.00000000E+30          1.00000000E+30          3.16167601E+03          1.53145110E+03          1.00000000E+30          4.04845762E+02          2.90753467E+02
         40.0000          1.00000000E+30          1.00000000E+30          2.85730462E+03          1.38711278E+03          1.00000000E+30          4.10725644E+02          2.85256459E+02
         41.0000          1.00000000E+30          1.00000000E+30          2.61097071E+03          1.27005492E+03          1.00000000E+30          4.15834797E+02          2.79707135E+02
         42.0000          1.00000000E+30          1.00000000E+30          2.40915273E+03          1.17401501E+03          1.00000000E+30          4.21203412E+02          2.74648964E+02
         43.0000          1.00000000E+30          1.00000000E+30          2.24161566E+03          1.09448792E+03          1.00000000E+30          4.27964044E+02          2.70531956E+02
         44.0000          1.00000000E+30          1.00000000E+30          2.10131875E+03          1.02818417E+03          1.00000000E+30          4.34088335E+02          2.66513254E+02
         45.0000          1.00000000E+30          1.00000000E+30          1.98341922E+03          9.72499298E+02          1.00000000E+30          4.40625253E+02          2.63022198E+02
         46.0000          1.00000000E+30          1.00000000E+30          1.88354154E+03          9.25263337E+02          1.00000000E+30          4.48105263E+02          2.60192612E+02
         47.0000          1.00000000E+30          1.00000000E+30          1.79872052E+03          8.84707611E+02          1.00000000E+30          4.55260530E+02          2.57545295E+02
         48.0000          1.00000000E+30          1.00000000E+30          1.72631030E+03          8.50072858E+02          1.00000000E+30          4.63320884E+02          2.55494977E+02
         49.0000          1.00000000E+30          1.00000000E+30          1.65848867E+03          8.17552251E+02          1.00000000E+30          4.71203096E+02          2.53270408E+02
         50.0000          1.00000000E+30          1.00000000E+30          1.60778928E+03          7.93391872E+02          1.00000000E+30          4.79674157E+02          2.52071283E+02
         51.0000          1.00000000E+30          1.00000000E+30          1.56339948E+03          7.72092228E+02          1.00000000E+30          4.88614647E+02          2.51166894E+02
         52.0000          1.00000000E+30          1.00000000E+30          1.51855232E+03          7.50626781E+02          1.00000000E+30          4.96888554E+02          2.49796065E+02
         53.0000          1.00000000E+30          1.00000000E+30          1.48811920E+03          7.36191095E+02          1.00000000E+30          5.06408128E+02          2.49686394E+02
         54.0000          1.00000000E+30          1.00000000E+30          1.46284833E+03          7.24262102E+02          1.00000000E+30          5.16706350E+02          2.50021957E+02
         55.0000          1.00000000E+30          1.00000000E+30          1.43432960E+03          7.10689617E+02          1.00000000E+30          5.25671472E+02          2.49588013E+02
         56.0000          1.00000000E+30          1.00000000E+30          1.41903544E+03          7.03602924E+02          1.00000000E+30          5.36503492E+02          2.50634043E+02
         57.0000          1.00000000E+30          1.00000000E+30          1.39809864E+03          6.93709089E+02          1.00000000E+30          5.47505483E+02          2.51051322E+02
         58.0000          1.00000000E+30          1.00000000E+30          1.39016978E+03          6.90212203E+02          1.00000000E+30          5.57793596E+02          2.52465054E+02
         59.0000          1.00000000E+30          1.00000000E+30          1.37561585E+03          6.83430767E+02          1.00000000E+30          5.69060066E+02          2.53328940E+02
         60.0000          1.00000000E+30          1.00000000E+30          1.37456104E+03          6.83298828E+02          1.00000000E+30          5.81240563E+02          2.55659564E+02
         61.0000          1.00000000E+30          1.00000000E+30          1.36566516E+03          6.79289542E+02          1.00000000E+30          5.93113119E+02          2.57043689E+02
         62.0000          1.00000000E+30          1.00000000E+30          1.37004215E+03          6.81743665E+02          1.00000000E+30          6.05006391E+02          2.59766801E+02
         63.0000          1.00000000E+30          1.00000000E+30          1.36647086E+03          6.80323059E+02          1.00000000E+30          6.17945946E+02          2.61782394E+02
         64.0000          1.00000000E+30          1.00000000E+30          1.37455798E+03          6.84728697E+02          1.00000000E+30          6.31944622E+02          2.65226932E+02
         65.0000          1.00000000E+30          1.00000000E+30          1.37565028E+03          6.85641941E+02          1.00000000E+30          6.44644566E+02          2.67618778E+02
         65.9990          1.00000000E+30          1.00000000E+30          1.38821146E+03          6.92030872E+02          1.00000000E+30          6.57870169E+02          2.71338732E+02
         66.0000          1.00000000E+30          1.00000000E+30          1.38821720E+03          6.92034011E+02          1.00000000E+30          6.57884208E+02          2.71341823E+02
         66.0010          1.00000000E+30          8.82797588E+03          1.38822294E+03          6.92037151E+02          1.00000000E+30          6.57898248E+02          2.63253313E+02
         67.0000          1.00000000E+30          8.42108244E+03          1.39398167E+03          6.95187940E+02          1.00000000E+30          6.72234689E+02          2.65805119E+02
         68.0000          1.00000000E+30          8.09548688E+03          1.40837969E+03          7.02642419E+02          1.00000000E+30          6.87963451E+02          2.69518095E+02
         69.0000          1.00000000E+30          7.77815511E+03          1.41828387E+03          7.07871202E+02          1.00000000E+30          7.01893920E+02          2.72401945E+02
         70.0000          1.00000000E+30          7.54899441E+03          1.42832834E+03          7.13178388E+02          1.00000000E+30          7.16542926E+02          2.75455486E+02
         71.0000          1.00000000E+30          7.34678316E+03          1.44907814E+03          7.23832031E+02          1.00000000E+30          7.32313604E+02          2.79854995E+02
         72.0000          1.00000000E+30          7.13471837E+03          1.46317208E+03          7.31182126E+02          1.00000000E+30          7.49597361E+02          2.83663468E+02
         73.0000          1.00000000E+30          6.98823900E+03          1.47754286E+03          7.38683024E+02          1.00000000E+30          7.64883865E+02          2.87270014E+02
         74.0000          1.00000000E+30          6.81937764E+03          1.50252004E+03          7.51282120E+02          1.00000000E+30          7.80997407E+02          2.92084963E+02
         75.0000          1.00000000E+30          6.71191402E+03          1.52089813E+03          7.60746114E+02          1.00000000E+30          7.98206035E+02          2.96401385E+02
         76.0000          1.00000000E+30          6.61185717E+03          1.54594944E+03          7.70451588E+02          1.00000000E+30          8.16859271E+02          3.01183384E+02
         77.0000          1.00000000E+30          6.49857727E+03          1.56777129E+03          7.84723401E+02          1.00000000E+30          8.33638613E+02          3.06220293E+02
         78.0000          1.00000000E+30          6.42928337E+03          1.59021802E+03          7.96254477E+02          1.00000000E+30          8.51281849E+02          3.11045676E+02
         79.0000          1.00000000E+30          6.34042064E+03          1.61836899E+03          8.08129491E+02          1.00000000E+30          8.69730899E+02          3.16172474E+02
         80.0000          1.00000000E+30          6.25398086E+03          1.64396161E+03          8.23092386E+02          1.00000000E+30          8.89439964E+02          3.21810554E+02
         81.0000          1.00000000E+30          6.22534760E+03          1.67037667E+03          8.36594976E+02          1.00000000E+30          9.10244193E+02          3.27522129E+02
         82.0000          1.00000000E+30          6.16021395E+03          1.69765447E+03          8.50547967E+02          1.00000000E+30          9.28333089E+02          3.32857098E+02
         83.0000          1.00000000E+30          6.14280409E+03          1.72911731E+03          8.64974277E+02          1.00000000E+30          9.49574518E+02          3.38945267E+02
         84.0000          1.00000000E+30          6.09671462E+03          1.75921396E+03          8.80937334E+02          1.00000000E+30          9.69490511E+02          3.44936706E+02
         85.0000          1.00000000E+30          6.05131162E+03          1.79037689E+03          8.96691666E+02          1.00000000E+30          9.89712315E+02          3.50951052E+02
         86.0000          1.00000000E+30          6.00657986E+03          1.82420614E+03          9.13019747E+02          1.00000000E+30          1.01327960E+03          3.57547811E+02
         87.0000          1.00000000E+30          6.02892351E+03          1.85826990E+03          9.30408590E+02          1.00000000E+30          1.03602751E+03          3.64428299E+02
         88.0000          1.00000000E+30          6.00111008E+03          1.88741678E+03          9.48157310E+02          1.00000000E+30          1.05464982E+03          3.70463693E+02
         89.0000          1.00000000E+30          5.97355209E+03          1.92174636E+03          9.63329736E+02          1.00000000E+30          1.07869974E+03          3.76949848E+02
         90.0000          1.00000000E+30          6.00312433E+03          1.95939584E+03          9.81231741E+02          1.00000000E+30          1.10061585E+03          3.83928626E+02
         91.0000          1.00000000E+30          5.99016997E+03          1.99715267E+03          1.00031239E+03          1.00000000E+30          1.12270300E+03          3.90923042E+02
         92.0000          1.00000000E+30          5.97727140E+03          2.03639321E+03          1.01980890E+03          1.00000000E+30          1.14802148E+03          3.98405672E+02
         93.0000          1.00000000E+30          6.01232715E+03          2.06709151E+03          1.04008050E+03          1.00000000E+30          1.17450825E+03          4.06012119E+02
         94.0000          1.00000000E+30          6.01176556E+03          2.10604345E+03          1.05593379E+03          1.00000000E+30          1.19341741E+03          4.12180195E+02
         95.0000          1.00000000E+30          6.01120407E+03          2.14649160E+03          1.07604992E+03          1.00000000E+30          1.21959992E+03          4.19903693E+02
         96.0000          1.00000000E+30          6.01064269E+03          2.18744537E+03          1.09694737E+03          1.00000000E+30          1.24306377E+03          4.27421563E+02
         97.0000          1.00000000E+30          6.06275624E+03          2.23081355E+03          1.11711370E+03          1.00000000E+30          1.27050821E+03          4.35642704E+02
         98.0000          1.00000000E+30          6.07376151E+03          2.26532258E+03          1.13921252E+03          1.00000000E+30          1.29809626E+03          4.43608667E+02
         99.0000          1.00000000E+30          6.08480680E+03          2.30809794E+03          1.16220330E+03          1.00000000E+30          1.32189647E+03          4.51564209E+02
        100.0000          1.00000000E+30          6.12811846E+03          2.35251982E+03          1.17861508E+03          1.00000000E+30          1.35102864E+03          4.59371249E+02
        110.0000          1.00000000E+30          6.45349644E+03          2.81719128E+03          1.41218012E+03          1.00000000E+30          1.63464683E+03          5.46508968E+02
        120.0000          1.00000000E+30          6.89623164E+03          3.34003559E+03          1.67617814E+03          1.00000000E+30          1.96258416E+03          6.44939794E+02
        130.0000          1.00000000E+30          7.44727337E+03          3.93437695E+03          1.97649108E+03          1.00000000E+30          2.32760706E+03          7.55275544E+02
        140.0000          1.00000000E+30          8.04078591E+03          4.58139463E+03          2.31011327E+03          1.00000000E+30          2.74290573E+03          8.77118981E+02
        150.0000          1.00000000E+30          8.66844345E+03          5.32965900E+03          2.67845141E+03          1.00000000E+30          3.18919017E+03          1.01020354E+03
        160.0000          1.00000000E+30          9.34002490E+03          6.16086441E+03          3.08677967E+03          1.00000000E+30          3.68987410E+03          1.15693183E+03
        170.0000          1.00000000E+30          1.00832733E+04          7.04536863E+03          3.55548149E+03          1.00000000E+30          4.22782719E+03          1.31770477E+03
        180.0000          1.00000000E+30          1.08142635E+04          8.04271020E+03          4.05383137E+03          1.00000000E+30          4.82011825E+03          1.49042254E+03
        190.0000          1.00000000E+30          1.16395854E+04          9.16483913E+03          4.61115263E+03          1.00000000E+30          5.45283078E+03          1.67987362E+03
        200.0000          1.00000000E+30          1.24022602E+04          1.03835185E+04          5.24450518E+03          1.00000000E+30          6.14761340E+03          1.88580528E+03
        210.0000          1.00000000E+30          1.32544496E+04          1.17260264E+04          5.91149408E+03          1.00000000E+30          6.88236153E+03          2.10443167E+03
        220.0000          1.00000000E+30          1.41789125E+04          1.32258578E+04          6.63953552E+03          1.00000000E+30          7.67777432E+03          2.34194364E+03
        230.0000          1.00000000E+30          1.51126707E+04          1.47699789E+04          7.43100922E+03          1.00000000E+30          8.54252824E+03          2.59398573E+03
        240.0000          1.00000000E+30          1.61571772E+04          1.64635953E+04          8.32497782E+03          1.00000000E+30          9.45327146E+03          2.86914409E+03
        250.0000          1.00000000E+30          1.72207503E+04          1.84185912E+04          9.25556035E+03          1.00000000E+30          1.04351483E+04          3.16219948E+03
        260.0000          1.00000000E+30          1.82685389E+04          2.03073315E+04          1.02331980E+04          1.00000000E+30          1.14843461E+04          3.46286257E+03
        270.0000          1.00000000E+30          1.94073953E+04          2.24822732E+04          1.13097926E+04          1.00000000E+30          1.25563503E+04          3.78692968E+03
        280.0000          1.00000000E+30          2.05640171E+04          2.47449497E+04          1.24575277E+04          1.00000000E+30          1.37274513E+04          4.12949431E+03
        290.0000          1.00000000E+30          2.18243735E+04          2.72718561E+04          1.37156395E+04          1.00000000E+30          1.49313735E+04          4.49699507E+03
        300.0000          1.00000000E+30          2.31283314E+04          2.98071501E+04          1.50140447E+04          1.00000000E+30          1.62307690E+04          4.87800853E+03
        310.0000          1.00000000E+30          2.44463836E+04          3.24652850E+04          1.63846016E+04          1.00000000E+30          1.75996270E+04          5.27536678E+03
        320.0000          1.00000000E+30          2.57734467E+04          3.55555157E+04          1.79212229E+04          1.00000000E+30          1.90439663E+04          5.70663923E+03
        330.0000          1.00000000E+30          2.72204887E+04          3.85794680E+04          1.94382933E+04          1.00000000E+30          2.05191975E+04          6.14110093E+03
        340.0000          1.00000000E+30          2.86835262E+04          4.18432754E+04          2.12172941E+04          1.00000000E+30          2.20758456E+04          6.61412139E+03
        350.0000          1.00000000E+30          3.01408125E+04          4.53728943E+04          2.29155804E+04          1.00000000E+30          2.37267251E+04          7.09208817E+03
        360.0000          1.00000000E+30          3.16027008E+04          4.93282541E+04          2.47593944E+04          1.00000000E+30          2.54609603E+04          7.59995370E+03
        370.0000          1.00000000E+30          3.32042912E+04          5.30719756E+04          2.67510972E+04          1.00000000E+30          2.72823671E+04          8.13045935E+03
        380.0000          1.00000000E+30          3.48393746E+04          5.73699606E+04          2.89641305E+04          1.00000000E+30          2.91712609E+04          8.70021731E+03
        390.0000          1.00000000E+30          3.64722189E+04          6.15277613E+04          3.10790786E+04          1.00000000E+30          3.11166706E+04          9.26062646E+03
        400.0000          1.00000000E+30          3.81285394E+04          6.63231623E+04          3.34705374E+04          1.00000000E+30          3.31275481E+04          9.86503236E+03
        410.0000          1.00000000E+30          4.00057100E+04          7.12717314E+04          3.59738590E+04          1.00000000E+30          3.51968341E+04          1.05001374E+04
        420.0000          1.00000000E+30          4.17439790E+04          7.62107413E+04          3.84606262E+04          1.00000000E+30          3.73926227E+04          1.11332638E+04
        430.0000          1.00000000E+30          4.37379324E+04          8.16108301E+04          4.12655132E+04          1.00000000E+30          3.96431769E+04          1.18238170E+04
        440.0000          1.00000000E+30          4.56028813E+04          8.72380738E+04          4.41501644E+04          1.00000000E+30          4.19924205E+04          1.25226790E+04
        450.0000          1.00000000E+30          4.74830396E+04          9.31207375E+04          4.70352042E+04          1.00000000E+30          4.44164966E+04          1.32321118E+04
        460.0000          1.00000000E+30          4.95252491E+04          9.98480219E+04          5.01686059E+04          1.00000000E+30          4.71109544E+04          1.40122332E+04
        470.0000          1.00000000E+30          5.16185571E+04          1.05842188E+05          5.34289899E+04          1.00000000E+30          4.96216055E+04          1.47732638E+04
        480.0000          1.00000000E+30          5.39016119E+04          1.12722317E+05          5.69575077E+04          1.00000000E+30          5.22915520E+04          1.55996081E+04
        490.0000          1.00000000E+30          5.59981116E+04          1.19821895E+05          6.05298363E+04          1.00000000E+30          5.51413991E+04          1.64313052E+04
        500.0000          1.00000000E+30          5.84814875E+04          1.27150060E+05          6.42762802E+04          1.00000000E+30          5.79529736E+04          1.73078175E+04
        510.0000          1.00000000E+30          6.05657943E+04          1.35124031E+05          6.82442787E+04          1.00000000E+30          6.09438256E+04          1.81906244E+04
        520.0000          1.00000000E+30          6.28962939E+04          1.43105390E+05          7.23053805E+04          1.00000000E+30          6.42227554E+04          1.91248180E+04
        530.0000          1.00000000E+30          6.52898574E+04          1.51458979E+05          7.64714692E+04          1.00000000E+30          6.71774242E+04          2.00475174E+04
        540.0000          1.00000000E+30          6.79367932E+04          1.60306605E+05          8.10231666E+04          1.00000000E+30          7.06654829E+04          2.10743981E+04
        550.0000          1.00000000E+30          7.02968490E+04          1.69326325E+05          8.55593006E+04          1.00000000E+30          7.38395300E+04          2.20449677E+04
        560.0000          1.00000000E+30          7.31033342E+04          1.78572152E+05          9.03119269E+04          1.00000000E+30          7.72456142E+04          2.30959164E+04
        570.0000          1.00000000E+30          7.54757771E+04          1.88659643E+05          9.53301521E+04          1.00000000E+30          8.10058414E+04          2.41636455E+04
        580.0000          1.00000000E+30          7.83801656E+04          1.98756506E+05          1.00436692E+05          1.00000000E+30          8.45975991E+04          2.52737151E+04
        590.0000          1.00000000E+30          8.10341009E+04          2.09328920E+05          1.05688915E+05          1.00000000E+30          8.87047932E+04          2.64181719E+04
        600.0000          1.00000000E+30          8.41460387E+04          2.20437918E+05          1.11353900E+05          1.00000000E+30          9.23688687E+04          2.76036747E+04
        610.0000          1.00000000E+30          8.68644327E+04          2.31746914E+05          1.17703036E+05          1.00000000E+30          9.61656536E+04          2.88002470E+04
        620.0000          1.00000000E+30          9.01487304E+04          2.43390335E+05          1.23510459E+05          1.00000000E+30          1.00410414E+05          3.00688461E+04
        630.0000          1.00000000E+30          9.27858473E+04          2.55812503E+05          1.29591366E+05          1.00000000E+30          1.04701858E+05          3.12948777E+04
        640.0000          1.00000000E+30          9.62063108E+04          2.68708045E+05          1.36052444E+05          1.00000000E+30          1.09191182E+05          3.26539193E+04
        650.0000          1.00000000E+30          9.88403960E+04          2.83020137E+05          1.42589941E+05          1.00000000E+30          1.13503606E+05          3.39281520E+04
        660.0000          1.00000000E+30          1.02316903E+05          2.96286119E+05          1.50194230E+05          1.00000000E+30          1.18466363E+05          3.54008214E+04
        670.0000          1.00000000E+30          1.05413125E+05          3.10130760E+05          1.56949884E+05          1.00000000E+30          1.22823716E+05          3.67321037E+04
        680.0000          1.00000000E+30          1.08655456E+05          3.24773245E+05          1.64408784E+05          1.00000000E+30          1.27889979E+05          3.81911220E+04
        690.0000          1.00000000E+30          1.12270436E+05          3.39591078E+05          1.72115913E+05          1.00000000E+30          1.32359257E+05          3.96557634E+04
        693.9990          1.00000000E+30          1.13784305E+05          3.46225671E+05          1.75601237E+05          1.00000000E+30          1.34523141E+05          4.03140726E+04
        694.0010          1.00000000E+30          1.13785072E+05          3.46229054E+05          1.75603015E+05          1.01117228E+04          1.34524241E+05          8.08406494E+03
        700.0000          1.00000000E+30          1.16134237E+05          3.54806959E+05          1.79727514E+05          1.00378603E+04          1.37710645E+05          8.07248669E+03
        710.0000          1.00000000E+30          1.19215354E+05          3.71990959E+05          1.88770318E+05          1.00921766E+04          1.42783007E+05          8.16565507E+03
        720.0000          1.00000000E+30          1.23218670E+05          3.88602022E+05          1.96190372E+05          1.02541605E+04          1.48452659E+05          8.33030554E+03
        730.0000          1.00000000E+30          1.26296888E+05          4.05684904E+05          2.05399433E+05          1.04377229E+04          1.53527116E+05          8.50548249E+03
        740.0000          1.00000000E+30          1.30354134E+05          4.23460250E+05          2.14073697E+05          1.06088349E+04          1.58985635E+05          8.67640340E+03
        750.0000          1.00000000E+30          1.33897378E+05          4.41097204E+05          2.22985125E+05          1.09175535E+04          1.64941375E+05          8.93827130E+03
        760.0000          1.00000000E+30          1.38141459E+05          4.61497641E+05          2.33158617E+05          1.11962875E+04          1.70570490E+05          9.18503571E+03
        770.0000          1.00000000E+30          1.41794222E+05          4.80071426E+05          2.42878555E+05          1.15594434E+04          1.76931311E+05          9.48640171E+03
        780.0000          1.00000000E+30          1.45741182E+05          4.99862177E+05          2.52908475E+05          1.19095502E+04          1.82517128E+05          9.77888048E+03
        790.0000          1.00000000E+30          1.50043574E+05          5.19821162E+05          2.63330665E+05          1.23415569E+04          1.89076412E+05          1.01315175E+04
        800.0000          1.00000000E+30          1.54607713E+05          5.42632130E+05          2.75047185E+05          1.27533565E+04          1.95379090E+05          1.04738828E+04
        810.0000          1.00000000E+30          1.58425211E+05          5.63117594E+05          2.85423570E+05          1.31983745E+04          2.01869634E+05          1.08328140E+04
        820.0000          1.00000000E+30          1.63164857E+05          5.85429202E+05          2.96389444E+05          1.35981129E+04          2.08817734E+05          1.11682754E+04
        830.0000          1.00000000E+30          1.66966532E+05          6.08430122E+05          3.07987447E+05          1.40660170E+04          2.15381435E+05          1.15452190E+04
        840.0000          1.00000000E+30          1.71416656E+05          6.33937096E+05          3.20760256E+05          1.45672692E+04          2.22654755E+05          1.19521322E+04
        850.0000          1.00000000E+30          1.76286607E+05          6.56760024E+05          3.32564997E+05          1.49572747E+04          2.29275309E+05          1.22818730E+04
        860.0000          1.00000000E+30          1.81441359E+05          6.84192743E+05          3.46484899E+05          1.54729976E+04          2.36522086E+05          1.27039330E+04
        870.0000          1.00000000E+30          1.85530428E+05          7.08226531E+05          3.58475212E+05          1.58048734E+04          2.44024189E+05          1.29935772E+04
        880.0000          1.00000000E+30          1.90815536E+05          7.34175286E+05          3.71751768E+05          1.63004935E+04          2.52009073E+05          1.34032716E+04
        890.0000          1.00000000E+30          1.95110578E+05          7.63443921E+05          3.85417474E+05          1.67084315E+04          2.59130361E+05          1.37478161E+04
        900.0000          1.00000000E+30          1.99858931E+05          7.89584517E+05          3.99560996E+05          1.72196794E+04          2.67525609E+05          1.41675538E+04
        910.0000          1.00000000E+30          2.05129915E+05          8.21100516E+05          4.15061583E+05          1.76059918E+04          2.74859395E+05          1.45055380E+04
        920.0000          1.00000000E+30          2.10686459E+05          8.47555069E+05          4.29187975E+05          1.80535520E+04          2.82801111E+05          1.48847065E+04
        930.0000          1.00000000E+30          2.15247954E+05          8.77251487E+05          4.45854972E+05          1.85551503E+04          2.91602999E+05          1.53019090E+04
        940.0000          1.00000000E+30          2.20958002E+05          9.07958607E+05          4.60625350E+05          1.90854179E+04          3.00552887E+05          1.57427496E+04
        950.0000          1.00000000E+30          2.25537282E+05          9.41677513E+05          4.78363679E+05          1.95144309E+04          3.08381885E+05          1.61100349E+04
        960.0000          1.00000000E+30          2.31305838E+05          9.73849551E+05          4.93010377E+05          2.00592426E+04          3.17762809E+05          1.65623733E+04
