#Energy      Re-K-shell   Re-L1-shell   Re-L2-shell   Re-L3-shell   Re-M1-shell   Re-M2-shell   Re-M3-shell   Re-M4-shell   Re-M5-shell   Re-N1-shell   Re-N2-shell   Re-N3-shell   Re-N4-shell   Re-N5-shell   Re-N6-shell   Re-N7-shell   Re-O1-shell   Re-O2-shell   Re-O3-shell   Valence  Total
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.21888364E+03          2.82251340E+03          1.00000000E+30          1.39972835E+03          1.52203489E+03          1.15590546E+03          3.53621065E+02
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.13335897E+03          2.76083276E+03          1.00000000E+30          1.46732196E+03          1.59638030E+03          1.21273646E+03          3.65409485E+02
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.04387869E+03          2.67652623E+03          1.00000000E+30          1.53431570E+03          1.66340757E+03          1.27596368E+03          3.76285121E+02
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.96568051E+03          2.60905299E+03          1.00000000E+30          1.61086900E+03          1.74532835E+03          1.33850430E+03          3.88155366E+02
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.85763399E+03          2.52216661E+03          1.00000000E+30          1.68057208E+03          1.81367568E+03          1.40436024E+03          3.97743880E+02
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.77221380E+03          2.45244410E+03          1.00000000E+30          1.75855961E+03          1.88430445E+03          1.47668855E+03          4.08264801E+02
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.64856815E+03          2.36276213E+03          1.00000000E+30          1.83866666E+03          1.95880563E+03          1.54577180E+03          4.16905144E+02
         85.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.55749842E+03          2.29331489E+03          1.00000000E+30          1.92876777E+03          2.04397992E+03          1.62310782E+03          4.27175948E+02
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.55740954E+03          2.29324742E+03          1.00000000E+30          1.92886238E+03          2.04406889E+03          1.62319151E+03          4.27186649E+02
         86.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.55732066E+03          2.29317995E+03          1.74359309E+04          1.92895701E+03          2.04415787E+03          1.62327522E+03          4.16980911E+02
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.42696400E+03          2.20235985E+03          1.80519518E+04          2.01092789E+03          2.12068808E+03          1.69879541E+03          4.23955541E+02
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.33208789E+03          2.13358898E+03          1.87137816E+04          2.11082587E+03          2.21263186E+03          1.77974037E+03          4.32933996E+02
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.20381545E+03          2.04915854E+03          1.94259870E+04          2.19472641E+03          2.28258998E+03          1.86283937E+03          4.38181009E+02
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.10834587E+03          1.98211738E+03          2.00356537E+04          2.28757344E+03          2.37641786E+03          1.95390726E+03          4.45260279E+02
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.98770174E+03          1.91199094E+03          2.07897385E+04          2.38498225E+03          2.45445820E+03          2.04164732E+03          4.49977387E+02
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.89462439E+03          1.85094842E+03          2.14087992E+04          2.48638571E+03          2.55375177E+03          2.13912504E+03          4.55852278E+02
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.78038743E+03          1.78064272E+03          2.21910229E+04          2.59999470E+03          2.62211477E+03          2.23512501E+03          4.58776554E+02
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.68281798E+03          1.71890448E+03          2.27222249E+04          2.70203325E+03          2.72100343E+03          2.33553955E+03          4.62045758E+02
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.59548744E+03          1.66300756E+03          2.33620056E+04          2.80994985E+03          2.80044088E+03          2.44532821E+03          4.64831600E+02
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.51366319E+03          1.61063155E+03          2.37017498E+04          2.92416005E+03          2.90293476E+03          2.55524048E+03          4.67573468E+02
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.42010344E+03          1.55412588E+03          2.39807086E+04          3.05018816E+03          2.97345308E+03          2.67245382E+03          4.68011402E+02
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.34360441E+03          1.50605898E+03          2.43487572E+04          3.16740889E+03          3.07302172E+03          2.78598100E+03          4.69083697E+02
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.27179343E+03          1.45410589E+03          2.44844996E+04          3.28814020E+03          3.15668279E+03          2.90927766E+03          4.68741872E+02
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.18775213E+03          1.40947616E+03          2.46058133E+04          3.42574608E+03          3.25871736E+03          3.03470541E+03          4.68271752E+02
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.60897163E+03          1.05445723E+03          2.44527129E+04          4.86815812E+03          4.20873572E+03          4.57787136E+03          4.40097234E+02
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.24215313E+03          8.30245550E+02          2.32943498E+04          6.65462330E+03          5.10258993E+03          6.70597777E+03          3.92492931E+02
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00455026E+03          6.81584491E+02          2.18701705E+04          8.80589985E+03          5.99600803E+03          9.51226512E+03          3.45562855E+02
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.48784648E+02          5.86169444E+02          2.13503703E+04          1.12106736E+04          6.74515831E+03          1.30797038E+04          3.08176513E+02
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.48577312E+02          5.24141830E+02          2.11115623E+04          1.38096349E+04          7.46900142E+03          1.71495188E+04          2.81236526E+02
        160.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.82580979E+02          4.81342591E+02          2.11484484E+04          1.66264250E+04          8.12909684E+03          2.14932639E+04          2.61812926E+02
        170.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.34534744E+02          4.54473940E+02          2.15675335E+04          1.94556920E+04          8.72232201E+03          2.56557885E+04          2.48280978E+02
        180.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.05180581E+02          4.33919904E+02          2.18375802E+04          2.24137768E+04          9.30094325E+03          2.91725170E+04          2.38710487E+02
        190.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.82146060E+02          4.19559822E+02          2.23196714E+04          2.53662088E+04          9.89899458E+03          3.18959755E+04          2.31597783E+02
        200.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.66834917E+02          4.13044000E+02          2.28481910E+04          2.81354049E+04          1.03512608E+04          3.35522957E+04          2.27741045E+02
        210.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.57162483E+02          4.08858106E+02          2.34402099E+04          3.08839279E+04          1.08502986E+04          3.45199696E+04          2.25386752E+02
        220.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.52746431E+02          4.08427070E+02          2.40283641E+04          3.34846378E+04          1.13506977E+04          3.49589735E+04          2.24933797E+02
        230.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.53793167E+02          4.10807653E+02          2.47867338E+04          3.59201827E+04          1.18537188E+04          3.50143696E+04          2.26189965E+02
        240.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.58982180E+02          4.15304828E+02          2.55855818E+04          3.82571455E+04          1.23375054E+04          3.47643893E+04          2.28734661E+02
        250.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.66845980E+02          4.19901555E+02          2.64420240E+04          4.03774698E+04          1.28274125E+04          3.45316091E+04          2.31741111E+02
        260.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.72364027E+02          4.28716585E+02          2.73577885E+04          4.25403271E+04          1.33229177E+04          3.43477128E+04          2.35631454E+02
        263.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.79987537E+02          4.31502859E+02          2.76458611E+04          4.34731931E+04          1.35328891E+04          3.42188809E+04          2.37871589E+02
        264.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.80785276E+03          5.79989269E+02          4.31504261E+02          2.76460411E+04          4.34736699E+04          1.35329957E+04          3.42188381E+04          2.28513147E+02
        270.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.17815316E+03          5.85228775E+02          4.38477674E+02          2.81967275E+04          4.44717120E+04          1.38606959E+04          3.38889996E+04          2.31974543E+02
        277.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.72136839E+03          5.96564947E+02          4.45768450E+02          2.89972305E+04          4.60492433E+04          1.42294847E+04          3.36713387E+04          2.36712321E+02
        278.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.30725272E+03          6.72152075E+03          5.96567249E+02          4.45770303E+02          2.89974320E+04          4.60496704E+04          1.42295934E+04          3.36712846E+04          2.30842381E+02
        280.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.33246773E+03          6.87733563E+03          5.98877054E+02          4.47630354E+02          2.92002450E+04          4.64805104E+04          1.43390373E+04          3.35931159E+04          2.31932233E+02
        290.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.45845887E+03          7.53556507E+03          6.13900403E+02          4.60252624E+02          3.00978335E+04          4.81553197E+04          1.48084267E+04          3.33069433E+04          2.38571126E+02
        300.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.02815731E+04          8.09423332E+03          6.30775614E+02          4.74054889E+02          3.11031533E+04          4.99512140E+04          1.53269920E+04          3.29781052E+04          2.46102085E+02
        310.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.12104841E+04          8.28254322E+03          6.47745002E+02          4.87835682E+02          3.21863072E+04          5.14953696E+04          1.58954366E+04          3.29237740E+04          2.53331391E+02
        320.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.18751842E+04          8.19364882E+03          6.68404068E+02          5.04439385E+02          3.31266881E+04          5.33122246E+04          1.63720394E+04          3.27424135E+04          2.61416008E+02
        330.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.22276190E+04          7.85357090E+03          6.88953577E+02          5.21067723E+02          3.42166618E+04          5.48911324E+04          1.69619852E+04          3.28255942E+04          2.69063960E+02
        340.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.21208826E+04          7.44262444E+03          7.12782410E+02          5.39458232E+02          3.53952636E+04          5.67718010E+04          1.74094298E+04          3.27505266E+04          2.77210381E+02
        350.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.18467493E+04          6.97690907E+03          7.38155996E+02          5.59379502E+02          3.63952571E+04          5.78811224E+04          1.79603104E+04          3.29261514E+04          2.85635466E+02
        360.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.12784776E+04          6.49615738E+03          7.62476948E+02          5.78565536E+02          3.76083450E+04          5.96161082E+04          1.85692853E+04          3.29487351E+04          2.93246901E+02
        370.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.06922763E+04          6.04758108E+03          7.90620229E+02          6.00708044E+02          3.88156618E+04          6.09116072E+04          1.90659735E+04          3.31956169E+04          3.01826042E+02
        380.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00603636E+04          5.65422918E+03          8.17569992E+02          6.21962799E+02          4.01634205E+04          6.26085360E+04          1.96932380E+04          3.33055219E+04          3.09704600E+02
        390.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.47464356E+03          5.33398095E+03          8.48244107E+02          6.45896869E+02          4.11627675E+04          6.39042812E+04          2.01618219E+04          3.36097262E+04          3.18526421E+02
        400.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.94571402E+03          5.06148470E+03          8.78640797E+02          6.69682861E+02          4.24282992E+04          6.55447782E+04          2.07395302E+04          3.37811847E+04          3.27078843E+02
        410.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.47659072E+03          4.81420680E+03          9.11573853E+02          6.95508656E+02          4.38218457E+04          6.68095052E+04          2.13784318E+04          3.41646893E+04          3.36210777E+02
        420.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.08909912E+03          4.62111090E+03          9.48244970E+02          7.24281016E+02          4.49624355E+04          6.84396367E+04          2.18974970E+04          3.44130641E+04          3.46397246E+02
        430.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.75101206E+03          4.45913375E+03          9.82324300E+02          7.51035289E+02          4.63969404E+04          6.97263906E+04          2.25469347E+04          3.46634369E+04          3.55636608E+02
        440.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.43034751E+03          4.29543951E+03          1.02137208E+03          7.81424226E+02          4.74879285E+04          7.13231897E+04          2.30496588E+04          3.51713251E+04          3.65888439E+02
        449.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.18325070E+03          4.18301621E+03          1.05862301E+03          8.14620282E+02          4.88296372E+04          7.26742955E+04          2.36934921E+04          3.55061469E+04          3.76637474E+02
        450.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.18322417E+03          4.18300296E+03          1.05862707E+03          8.14623743E+02          4.88297797E+04          7.26744523E+04          2.36935583E+04          3.55061810E+04          3.76638580E+02
        450.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.21696099E+03          7.18319764E+03          4.18298972E+03          1.05863112E+03          8.14627204E+02          4.88299222E+04          7.26746091E+04          2.36936244E+04          3.55062150E+04          3.55125272E+02
        460.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.26332714E+03          6.96744109E+03          4.08706724E+03          1.10012981E+03          8.43017773E+02          5.02977057E+04          7.42768330E+04          2.43090759E+04          3.60236845E+04          3.64259190E+02
        470.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.31039483E+03          6.74864118E+03          3.98119101E+03          1.14518910E+03          8.76812754E+02          5.15374534E+04          7.55448284E+04          2.49969587E+04          3.64226885E+04          3.74301760E+02
        480.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.35817529E+03          6.60045385E+03          3.92131416E+03          1.18631618E+03          9.09657065E+02          5.30452580E+04          7.71350254E+04          2.55448807E+04          3.68405197E+04          3.83999951E+02
        490.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.40668482E+03          6.47434204E+03          3.86950824E+03          1.23218239E+03          9.46646388E+02          5.42488089E+04          7.83800010E+04          2.62413467E+04          3.74114784E+04          3.94799400E+02
        500.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.45594025E+03          6.33458571E+03          3.80766477E+03          1.28285977E+03          9.83855264E+02          5.57638774E+04          7.99254265E+04          2.67747556E+04          3.78947597E+04          4.05599252E+02
