#Energy      V-K-shell   V-L1-shell   V-L2-shell   V-L3-shell   V-M1-shell   V-M2-shell   V-M3-shell   Valence  Total
         19.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.87365217E+01          2.87365217E+01
         20.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.76513189E+01          2.76513189E+01
         21.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.66423331E+01          2.66423331E+01
         22.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.56995491E+01          2.56995491E+01
         23.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.48146131E+01          2.48146131E+01
         24.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.39804899E+01          2.39804899E+01
         25.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.31912448E+01          2.31912448E+01
         26.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.24418220E+01          2.24418220E+01
         27.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.17278890E+01          2.17278890E+01
         28.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.10457168E+01          2.10457168E+01
         29.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.03920704E+01          2.03920704E+01
         30.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.97641412E+01          1.97641412E+01
         31.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.91594736E+01          1.91594736E+01
         32.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.85759255E+01          1.85759255E+01
         33.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.80116127E+01          1.80116127E+01
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.74648844E+01          1.74648844E+01
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.69342925E+01          1.69342925E+01
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.64185701E+01          1.64185701E+01
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.59166136E+01          1.59166136E+01
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.54274693E+01          1.54274693E+01
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.49503224E+01          1.49503224E+01
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.44844906E+01          1.44844906E+01
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.40294178E+01          1.40294178E+01
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.35846723E+01          1.35846723E+01
         42.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.31503752E+01          1.31503752E+01
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.31942103E+08          1.31499454E+01          1.31499451E+01
         43.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.31984261E+08          1.31495156E+01          1.31495153E+01
         43.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.75500166E+04          1.27254726E+01          1.27195974E+01
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.12930258E+09          2.75010365E+04          1.27250526E+01          1.27191672E+01
         44.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.12939024E+09          2.74652739E+04          1.27246326E+01          1.27187399E+01
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.90491400E+04          9.72042814E+03          1.23099334E+01          1.22918046E+01
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.08643282E+04          5.28270712E+03          1.19046531E+01          1.18711280E+01
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.13353385E+04          3.42679711E+03          1.15094022E+01          1.14592793E+01
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.35098981E+03          2.45047074E+03          1.11244940E+01          1.10575618E+01
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.25517666E+03          1.86395388E+03          1.07503570E+01          1.06670138E+01
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.99618517E+03          1.47992924E+03          1.03875227E+01          1.02885643E+01
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.17194739E+03          1.21265030E+03          1.00366058E+01          9.92307820E+00
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.59838157E+03          1.01789766E+03          9.69827663E+00          9.57135867E+00
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.18053656E+03          8.70947843E+02          9.37322580E+00          9.23415313E+00
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.86516033E+03          7.56801257E+02          9.06212317E+00          8.91210680E+00
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.62024361E+03          6.66136151E+02          8.76557381E+00          8.60577433E+00
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.42574744E+03          5.92696935E+02          8.48407557E+00          8.31556096E+00
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.26817031E+03          5.32232118E+02          8.21798329E+00          8.04170282E+00
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.13847646E+03          4.81754298E+02          7.96748226E+00          7.78426519E+00
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.03022140E+03          4.39104157E+02          7.73257621E+00          7.54312583E+00
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.38738311E+02          4.02667914E+02          7.51308879E+00          7.31797928E+00
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.60619538E+02          3.71262690E+02          7.30867617E+00          7.10837399E+00
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.93287805E+02          3.43963868E+02          7.11885027E+00          6.91371776E+00
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.34760056E+02          3.20058469E+02          6.94300706E+00          6.73331620E+00
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.83512748E+02          2.98978571E+02          6.78045685E+00          6.56640038E+00
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.38335707E+02          2.80280703E+02          6.63045386E+00          6.41216100E+00
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.98263833E+02          2.63604167E+02          6.49222262E+00          6.26976841E+00
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.62527886E+02          2.48654470E+02          6.36498036E+00          6.13839590E+00
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.30494648E+02          2.35191621E+02          6.24795478E+00          6.01723601E+00
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.01653168E+02          2.23015168E+02          6.14039741E+00          5.90551235E+00
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.75570802E+02          2.11960342E+02          6.04159307E+00          5.80248826E+00
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.51895707E+02          2.01886531E+02          5.95086595E+00          5.70747106E+00
         71.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.30337578E+02          1.92685189E+02          5.86766280E+00          5.61989784E+00
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.19776330E+09          4.30316574E+02          1.92676417E+02          5.86758304E+00          5.61981362E+00
         72.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.19797044E+09          4.30295871E+02          1.92667645E+02          5.86750328E+00          5.61972947E+00
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.78527322E+05          4.10591954E+02          1.84229416E+02          5.79115554E+00          5.53880919E+00
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.83564197E+04          3.92504656E+02          1.76459963E+02          5.72103872E+00          5.46393302E+00
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.33301117E+04          3.75869179E+02          1.69294081E+02          5.65673068E+00          5.39471253E+00
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.44948524E+04          3.60528420E+02          1.62669035E+02          5.59777057E+00          5.33069795E+00
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.45859921E+04          3.46345026E+02          1.56528844E+02          5.54373609E+00          5.27147201E+00
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.86338492E+04          3.33202006E+02          1.50825307E+02          5.49424098E+00          5.21665288E+00
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.47382230E+04          3.20993822E+02          1.45516700E+02          5.44893235E+00          5.16589152E+00
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.20277085E+04          3.09631488E+02          1.40566015E+02          5.40748802E+00          5.11886957E+00
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00533205E+04          2.99036154E+02          1.35940592E+02          5.36961391E+00          5.07529633E+00
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.56459586E+03          2.89136880E+02          1.31611403E+02          5.33504164E+00          5.03490659E+00
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.40902516E+03          2.79872793E+02          1.27553084E+02          5.30352619E+00          4.99745898E+00
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.49197097E+03          2.71187703E+02          1.23742600E+02          5.27484378E+00          4.96273274E+00
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.74980670E+03          2.63034004E+02          1.20160085E+02          5.24878994E+00          4.93052781E+00
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.13964191E+03          2.55366889E+02          1.16786565E+02          5.22517766E+00          4.90065919E+00
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.63068653E+03          2.48148760E+02          1.13606093E+02          5.20383580E+00          4.87296007E+00
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.20098215E+03          2.41342594E+02          1.10603860E+02          5.18460759E+00          4.84727612E+00
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.83473725E+03          2.34917935E+02          1.07766739E+02          5.16734926E+00          4.82346829E+00
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.51931842E+03          2.28846358E+02          1.05082448E+02          5.15192888E+00          4.80140696E+00
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.24555157E+03          2.23102299E+02          1.02540133E+02          5.13822521E+00          4.78097467E+00
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.00620459E+03          2.17661359E+02          1.00129845E+02          5.12612673E+00          4.76206274E+00
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.79542895E+03          2.12503070E+02          9.78426924E+01          5.11553077E+00          4.74457204E+00
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.60884707E+03          2.07607734E+02          9.56702533E+01          5.10634265E+00          4.72841102E+00
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.44262550E+03          2.02957911E+02          9.36051603E+01          5.09847505E+00          4.71349547E+00
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.29385389E+03          1.98537314E+02          9.16403792E+01          5.09184724E+00          4.69974758E+00
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.16014569E+03          1.94331363E+02          8.97696744E+01          5.08638459E+00          4.68709643E+00
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.03936712E+03          1.90326188E+02          8.79871284E+01          5.08201798E+00          4.67547499E+00
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.92987662E+03          1.86509618E+02          8.62875381E+01          5.07868337E+00          4.66482297E+00
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.83030024E+03          1.82869972E+02          8.46657797E+01          5.07632130E+00          4.65508347E+00
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.18281351E+03          1.54229800E+02          7.18760905E+01          5.09573332E+00          4.59802430E+00
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.58100482E+02          1.35361576E+02          6.34301058E+01          5.16998863E+00          4.59258294E+00
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.69193439E+02          1.22468468E+02          5.76573664E+01          5.27812036E+00          4.61968603E+00
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.48545163E+02          1.13439984E+02          5.36207080E+01          5.40827350E+00          4.66875987E+00
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.66486575E+02          1.07016951E+02          5.07577988E+01          5.55330413E+00          4.73345041E+00
        160.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.08140985E+02          1.02409568E+02          4.87145721E+01          5.70868248E+00          4.80967277E+00
        170.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.65291113E+02          9.91031442E+01          4.72597846E+01          5.87088859E+00          4.89429196E+00
        180.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.33047810E+02          9.67517970E+01          4.62377357E+01          6.03689284E+00          4.98470239E+00
        190.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.08329715E+02          9.51167757E+01          4.55407660E+01          6.20471762E+00          5.07916614E+00
        200.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.89103850E+02          9.40293836E+01          4.50926664E+01          6.38095489E+00          5.18170022E+00
        210.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.73979961E+02          9.33677782E+01          4.48383409E+01          6.55742357E+00          5.28648815E+00
        220.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.61979769E+02          9.30423042E+01          4.47371681E+01          6.74033068E+00          5.39728498E+00
        230.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.52398503E+02          9.29857849E+01          4.47586745E+01          6.91657863E+00          5.50544039E+00
        240.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.44718453E+02          9.31470895E+01          4.48796315E+01          7.09854999E+00          5.61868143E+00
        250.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.38552304E+02          9.34867317E+01          4.50820775E+01          7.27991064E+00          5.73280282E+00
        260.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.33606545E+02          9.39737998E+01          4.53519364E+01          7.46066428E+00          5.84767749E+00
        270.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.29655111E+02          9.45838165E+01          4.56780462E+01          7.64081928E+00          5.96319416E+00
        280.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.26522248E+02          9.52971719E+01          4.60514571E+01          7.82038704E+00          6.07925586E+00
        290.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.24069249E+02          9.60980024E+01          4.64649211E+01          8.00418700E+00          6.19866061E+00
        300.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.22185710E+02          9.69733575E+01          4.69125157E+01          8.18244235E+00          6.31544290E+00
        310.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.20783073E+02          9.79125655E+01          4.73893582E+01          8.36467796E+00          6.43522843E+00
        320.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.19789304E+02          9.89067775E+01          4.78913932E+01          8.54611748E+00          6.55509372E+00
        330.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.19145514E+02          9.99485877E+01          4.84152296E+01          8.72678969E+00          6.67500351E+00
        340.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.18803146E+02          1.01031769E+02          4.89580094E+01          8.90672234E+00          6.79492729E+00
        350.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.18721822E+02          1.02151048E+02          4.95173133E+01          9.08594203E+00          6.91483869E+00
        360.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.18867793E+02          1.03301929E+02          5.00910778E+01          9.26447422E+00          7.03471490E+00
        370.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.19212618E+02          1.04480571E+02          5.06775376E+01          9.44234320E+00          7.15453629E+00
        380.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.19732216E+02          1.05683663E+02          5.12751715E+01          9.62343475E+00          7.27649446E+00
        390.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.20406056E+02          1.06908342E+02          5.18826655E+01          9.79995283E+00          7.39609657E+00
        400.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.21216547E+02          1.08152128E+02          5.24988771E+01          9.97960221E+00          7.51771660E+00
        410.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.22148558E+02          1.09412857E+02          5.31228116E+01          1.01548605E+01          7.63705643E+00
        420.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.23188998E+02          1.10688633E+02          5.37535973E+01          1.03331583E+01          7.75830717E+00
        430.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.24326481E+02          1.11977795E+02          5.43904703E+01          1.05072396E+01          7.87735403E+00
        440.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.25551083E+02          1.13278880E+02          5.50327562E+01          1.06842683E+01          7.99821444E+00
        450.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.26854117E+02          1.14590593E+02          5.56798602E+01          1.08606699E+01          8.11885970E+00
        460.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.28227925E+02          1.15911787E+02          5.63312537E+01          1.10364625E+01          8.23928783E+00
        470.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.29665775E+02          1.17241443E+02          5.69864684E+01          1.12083255E+01          8.35764159E+00
        480.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.31161687E+02          1.18578653E+02          5.76450865E+01          1.13829937E+01          8.47765976E+00
        490.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.32710361E+02          1.19922608E+02          5.83067350E+01          1.15571031E+01          8.59745801E+00
        500.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.34307079E+02          1.21272580E+02          5.89710795E+01          1.17306689E+01          8.71703651E+00
        510.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.35947614E+02          1.22627918E+02          5.96378208E+01          1.19037060E+01          8.83639574E+00
        517.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.37288869E+02          1.23715522E+02          6.01726909E+01          1.20436266E+01          8.93274783E+00
        518.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.06956501E+11          2.37289208E+02          1.23715795E+02          6.01728248E+01          1.20436623E+01          8.93277233E+00
        520.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.74853913E+07          2.37628189E+02          1.23988039E+02          6.03066901E+01          1.20762282E+01          8.95553430E+00
