#Energy      V-K-shell   V-L1-shell   V-L2-shell   V-L3-shell   V-M1-shell   V-M2-shell   V-M3-shell   Valence  Total
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.87918770E+02          1.87918770E+02
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.90265995E+02          1.90265995E+02
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.92736271E+02          1.92736271E+02
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.95740812E+02          1.95740812E+02
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.98870943E+02          1.98870943E+02
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.02386337E+02          2.02386337E+02
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.06056745E+02          2.06056745E+02
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.09627480E+02          2.09627480E+02
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.13800068E+02          2.13800068E+02
         42.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.18092560E+02          2.18092560E+02
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.18096753E+02          2.18096753E+02
         43.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.32764189E+02          2.18100946E+02          1.62195467E+02
         43.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.75896983E+02          2.22367482E+02          1.67319888E+02
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.75943152E+02          2.22371840E+02          1.67325185E+02
         44.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.34453990E+03          6.75989327E+02          2.22376199E+02          1.48810714E+02
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.42854738E+03          7.21422324E+02          2.27021726E+02          1.54058822E+02
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.51659763E+03          7.69513349E+02          2.31762656E+02          1.59396785E+02
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.60550066E+03          8.18220385E+02          2.36782674E+02          1.64790655E+02
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.69838825E+03          8.65924823E+02          2.41628143E+02          1.70003873E+02
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.79611151E+03          9.18455150E+02          2.46583378E+02          1.75408854E+02
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.89565423E+03          9.72761162E+02          2.51956601E+02          1.81013120E+02
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.99756897E+03          1.03025335E+03          2.57486361E+02          1.86743303E+02
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.12190576E+03          1.11608004E+03          2.62848505E+02          1.93358507E+02
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.28582923E+03          1.21098360E+03          2.68652461E+02          2.00580311E+02
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.48052299E+03          1.31888821E+03          2.74206621E+02          2.07976303E+02
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.69785402E+03          1.43230498E+03          2.80378299E+02          2.15728779E+02
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.93907550E+03          1.55582756E+03          2.86149071E+02          2.23330449E+02
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.19457675E+03          1.68830181E+03          2.92175090E+02          2.31056437E+02
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.46497766E+03          1.81166707E+03          2.98656521E+02          2.38725703E+02
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.71858171E+03          1.93627451E+03          3.05464959E+02          2.46361648E+02
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.97534459E+03          2.04940529E+03          3.11782108E+02          2.53365640E+02
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.27687299E+03          2.15595707E+03          3.18322586E+02          2.60476757E+02
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.45068622E+03          2.23232651E+03          3.25430700E+02          2.66987162E+02
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.65618335E+03          2.30874415E+03          3.32860943E+02          2.73810445E+02
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.82761839E+03          2.36731769E+03          3.39910744E+02          2.79993673E+02
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.96097843E+03          2.40607006E+03          3.47656849E+02          2.86238661E+02
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.06176573E+03          2.43166870E+03          3.54999930E+02          2.91910996E+02
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.12449332E+03          2.44131472E+03          3.63109968E+02          2.97730409E+02
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.15580180E+03          2.43773032E+03          3.71647163E+02          3.03499526E+02
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.16593993E+03          2.42481043E+03          3.79391524E+02          3.08472647E+02
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.15278395E+03          2.41582756E+03          3.87550663E+02          3.13645346E+02
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.11683565E+03          2.38400862E+03          3.96434359E+02          3.18737234E+02
         71.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.09265177E+03          2.36413806E+03          4.05765895E+02          3.24272749E+02
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.09262768E+03          2.36411834E+03          4.05775482E+02          3.24278404E+02
         72.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.93147933E+03          5.09260359E+03          2.36409861E+03          4.05785070E+02          2.91984367E+02
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.96253841E+03          5.01974293E+03          2.32395286E+03          4.14480080E+02          2.95882126E+02
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.99429478E+03          4.97477973E+03          2.29634527E+03          4.23315745E+02          3.00051624E+02
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.02673934E+03          4.88642559E+03          2.25249976E+03          4.33164949E+02          3.04175320E+02
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.05989470E+03          4.82703383E+03          2.22016652E+03          4.43129252E+02          3.08540102E+02
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.09378449E+03          4.73070582E+03          2.18874839E+03          4.53803739E+02          3.12980077E+02
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.12843337E+03          4.66209981E+03          2.15820706E+03          4.62621271E+02          3.16547116E+02
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.15649190E+03          4.59545524E+03          2.12850634E+03          4.73279876E+02          3.20806748E+02
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.18965293E+03          4.53068918E+03          2.09961199E+03          4.84441204E+02          3.25230415E+02
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.22351812E+03          4.46772331E+03          2.07149161E+03          4.95269119E+02          3.29392056E+02
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.22892007E+03          4.40648361E+03          2.04411451E+03          5.07062526E+02          3.33556577E+02
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.25380712E+03          4.34690005E+03          2.01745162E+03          5.19545955E+02          3.38087557E+02
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.27908078E+03          4.28890634E+03          1.99147533E+03          5.28766622E+02          3.41127298E+02
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.30475014E+03          4.23243969E+03          1.93063211E+03          5.41129894E+02          3.44255968E+02
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.29434475E+03          4.17744057E+03          1.90343328E+03          5.54124438E+02          3.48074669E+02
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.31213006E+03          4.04621226E+03          1.87699016E+03          5.65795166E+02          3.50968672E+02
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.33010845E+03          3.98869226E+03          1.85127168E+03          5.79474805E+02          3.55004077E+02
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.34828308E+03          3.93278473E+03          1.83598377E+03          5.93832319E+02          3.59508233E+02
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.36665719E+03          3.87842279E+03          1.81333151E+03          6.03235511E+02          3.61785889E+02
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.34402574E+03          3.84542141E+03          1.79123140E+03          6.16771086E+02          3.65135074E+02
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.35537590E+03          3.79740386E+03          1.76966349E+03          6.31183108E+02          3.68898535E+02
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.36680337E+03          3.75057072E+03          1.76121087E+03          6.45097040E+02          3.72913184E+02
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.37830894E+03          3.70487868E+03          1.74289126E+03          6.58358751E+02          3.76136627E+02
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.38989343E+03          3.68681384E+03          1.72494884E+03          6.73730949E+02          3.80194772E+02
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.40155763E+03          3.64804678E+03          1.70737208E+03          6.87379687E+02          3.83347725E+02
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.41330238E+03          3.61008652E+03          1.70372954E+03          7.00678045E+02          3.86980475E+02
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.42512851E+03          3.57290811E+03          1.68941352E+03          7.15690513E+02          3.90469836E+02
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.43703688E+03          3.56411814E+03          1.67533609E+03          7.31116834E+02          3.94292504E+02
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.44902835E+03          3.53382471E+03          1.67034693E+03          7.47694959E+02          3.98559115E+02
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.48639271E+03          3.34481015E+03          1.60190559E+03          9.13808255E+02          4.33956574E+02
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.64280990E+03          3.29133079E+03          1.59216015E+03          1.10519211E+03          4.73655422E+02
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.83956821E+03          3.33422307E+03          1.60984225E+03          1.32546767E+03          5.16530136E+02
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.09889253E+03          3.42811104E+03          1.66738596E+03          1.57458790E+03          5.64811515E+02
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.37281854E+03          3.54815080E+03          1.73297659E+03          1.85722910E+03          6.15005855E+02
        160.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.67153237E+03          3.69886881E+03          1.81239813E+03          2.18214184E+03          6.69148787E+02
        170.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.97102711E+03          3.87434192E+03          1.90423952E+03          2.54174885E+03          7.25769492E+02
        180.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.30010025E+03          4.07343684E+03          2.00719295E+03          2.94392587E+03          7.86126878E+02
        190.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.61958103E+03          4.29414904E+03          2.12105691E+03          3.39532020E+03          8.49754615E+02
        200.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.95902531E+03          4.53611400E+03          2.24393754E+03          3.87265014E+03          9.15640233E+02
        210.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.33219569E+03          4.80739708E+03          2.38168042E+03          4.41470166E+03          9.87826652E+02
        220.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.70886142E+03          5.08104736E+03          2.52108366E+03          5.00598249E+03          1.06125318E+03
        230.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.12701927E+03          5.37300485E+03          2.68172598E+03          5.65243343E+03          1.14124526E+03
        240.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.54577720E+03          5.69675490E+03          2.83483759E+03          6.34961238E+03          1.22203553E+03
        250.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.96483871E+03          6.01474128E+03          3.01047930E+03          7.11624200E+03          1.30803312E+03
        260.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.43085238E+03          6.36943492E+03          3.17760049E+03          7.92927633E+03          1.39581065E+03
        270.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.87192430E+03          6.71737172E+03          3.36944004E+03          8.80632855E+03          1.48826624E+03
        280.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.30998368E+03          7.10397044E+03          3.55202019E+03          9.76140340E+03          1.58189767E+03
        290.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.80408303E+03          7.48645904E+03          3.76003659E+03          1.07861219E+04          1.68282344E+03
        300.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.02851853E+04          7.92729895E+03          3.96066564E+03          1.18831375E+04          1.78568474E+03
        310.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.07685376E+04          8.37781998E+03          4.18387917E+03          1.30555974E+04          1.89453484E+03
        320.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.12997548E+04          8.78872918E+03          4.40548586E+03          1.43187355E+04          2.00357487E+03
        330.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.18886335E+04          9.29713713E+03          4.65055082E+03          1.56649857E+04          2.12522290E+03
        340.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.24132522E+04          9.77793001E+03          4.89709722E+03          1.70350536E+04          2.24348402E+03
        350.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.29384933E+04          1.02586526E+04          5.17747388E+03          1.85714976E+04          2.37102919E+03
        360.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.35145185E+04          1.08087839E+04          5.41915864E+03          2.01565907E+04          2.49591981E+03
        370.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.41590570E+04          1.13395740E+04          5.71954912E+03          2.18770258E+04          2.63600525E+03
        380.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.47490100E+04          1.18734887E+04          5.99712722E+03          2.36916120E+04          2.77025237E+03
        390.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.53302426E+04          1.24720271E+04          6.27585087E+03          2.55179472E+04          2.90749218E+03
        400.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.60258278E+04          1.30617477E+04          6.59177955E+03          2.74849678E+04          3.05767073E+03
        410.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.65949861E+04          1.36606101E+04          6.90089650E+03          2.95416420E+04          3.20285369E+03
        420.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.72481906E+04          1.43389283E+04          7.26029265E+03          3.17490724E+04          3.36757265E+03
        430.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.79130549E+04          1.50310270E+04          7.57121403E+03          3.40062224E+04          3.52311338E+03
        440.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.86563976E+04          1.56841442E+04          7.93234691E+03          3.64200184E+04          3.69162938E+03
        450.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.93121468E+04          1.64727953E+04          8.27960981E+03          3.89636455E+04          3.86203839E+03
        460.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.99724842E+04          1.71211554E+04          8.69132298E+03          4.15759180E+04          4.03900344E+03
        470.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.07495569E+04          1.78831294E+04          9.03831849E+03          4.43378384E+04          4.21395829E+03
        480.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.14712062E+04          1.86586294E+04          9.43615738E+03          4.72014945E+04          4.39889888E+03
        490.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.22027831E+04          1.94337260E+04          9.84248767E+03          5.02315647E+04          4.58706198E+03
        500.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.30289202E+04          2.02215839E+04          1.02488697E+04          5.33225728E+04          4.78008526E+03
        510.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.37384859E+04          2.11095063E+04          1.07132200E+04          5.65588259E+04          4.98700803E+03
        517.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.44206821E+04          2.17966407E+04          1.10285200E+04          5.92916722E+04          5.14489835E+03
        518.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.27912231E+03          2.44208575E+04          2.17968293E+04          1.10286141E+04          5.92923950E+04          2.33612977E+03
        520.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.30942981E+03          2.45975133E+04          2.19870317E+04          1.11235091E+04          5.99874398E+04          2.02072222E+03
