#Energy      Li-K-shell   Cl-K-shell   Cl-L1-shell   Cl-L2-shell   Cl-L3-shell   Valence  Total
          5.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.50000000E+29          1.00000000E+30
          6.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.44663583E+03          2.44663583E+03
          7.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.26986430E+03          2.26986430E+03
          8.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.29713092E+03          2.29713092E+03
          9.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.41935982E+03          2.41935982E+03
         10.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.60900079E+03          2.60900079E+03
         11.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.84376996E+03          2.84376996E+03
         12.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.10237245E+03          3.10237245E+03
         13.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.34863364E+01          5.34863364E+01
         14.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.11897309E+01          5.11897309E+01
         15.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.32761068E+01          5.32761068E+01
         16.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.00666305E+01          6.00666305E+01
         17.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.23941376E+01          7.23941376E+01
         18.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.17662468E+01          9.17662468E+01
         19.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.20171449E+02          1.20171449E+02
         20.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.59120179E+02          1.59120179E+02
         21.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.13529027E+02          2.13529027E+02
         22.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.84532840E+02          2.84532840E+02
         23.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.77575921E+02          3.77575921E+02
         24.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.98024452E+02          4.98024452E+02
         25.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.43435126E+02          6.43435126E+02
         26.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.21794068E+02          8.21794068E+02
         27.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.03111500E+03          1.03111500E+03
         28.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.26807978E+03          1.26807978E+03
         29.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.52237141E+03          1.52237141E+03
         30.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.78554867E+03          1.78554867E+03
         31.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.04348712E+03          2.04348712E+03
         32.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.27459952E+03          2.27459952E+03
         33.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.47490156E+03          2.47490156E+03
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.63605119E+03          2.63605119E+03
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.76348092E+03          2.76348092E+03
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.83331874E+03          2.83331874E+03
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.87594538E+03          2.87594538E+03
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.89572889E+03          2.89572889E+03
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.88303247E+03          2.88303247E+03
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.86396362E+03          2.86396362E+03
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.83009580E+03          2.83009580E+03
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.79307209E+03          2.79307209E+03
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.75511996E+03          2.75511996E+03
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.71051013E+03          2.71051013E+03
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.67637806E+03          2.67637806E+03
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.63912905E+03          2.63912905E+03
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.60833235E+03          2.60833235E+03
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.57511363E+03          2.57511363E+03
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.52145361E+03          2.52145361E+03
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.48691204E+03          2.48691204E+03
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.45791362E+03          2.45791362E+03
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.43624823E+03          2.43624823E+03
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.40878658E+03          2.40878658E+03
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.39775937E+03          2.39775937E+03
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.37613961E+03          2.37613961E+03
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.36370519E+03          2.36370519E+03
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.35463854E+03          2.35463854E+03
         57.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.33905133E+03          2.33905133E+03
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.34662598E+03          2.34662598E+03
         58.0010          1.03555200E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.34661374E+03          7.18486536E+02
         59.0000          1.02528500E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.33825159E+03          7.12754038E+02
         60.0000          1.01520962E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.33172808E+03          7.07271240E+02
         61.0000          1.00543577E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.33124416E+03          7.02469615E+02
         62.0000          1.00177579E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.32930479E+03          7.00505763E+02
         63.0000          9.96775049E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.32361109E+03          6.97544641E+02
         64.0000          1.00248896E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.33533389E+03          7.01399250E+02
         65.0000          1.00235583E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.33525416E+03          7.01326888E+02
         66.0000          1.01489311E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.33469842E+03          7.07390536E+02
         67.0000          1.01991359E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.35206210E+03          7.11422715E+02
         68.0000          1.03629942E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.35653192E+03          7.19774260E+02
         69.0000          1.04585319E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.36042472E+03          7.24737613E+02
         70.0000          1.06485379E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.37949060E+03          7.35643508E+02
         71.0000          1.07848456E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.39038989E+03          7.43180136E+02
         72.0000          1.10018603E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.39905279E+03          7.54279574E+02
         73.0000          1.11758220E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.41763735E+03          7.64283077E+02
         74.0000          1.13553735E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.43369526E+03          7.74270600E+02
         75.0000          1.16135190E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.44766685E+03          7.87638618E+02
         76.0000          1.18299200E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.46850190E+03          7.99732407E+02
         77.0000          1.20545388E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.48812233E+03          8.12035965E+02
         78.0000          1.23387301E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.50459052E+03          8.26635495E+02
         79.0000          1.25970343E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.52158788E+03          8.40044483E+02
         80.0000          1.28663846E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.54588430E+03          8.54693594E+02
         81.0000          1.31626251E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.56942481E+03          8.70383352E+02
         82.0000          1.34609958E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.58992144E+03          8.85740228E+02
         83.0000          1.37801676E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.61049034E+03          9.01916269E+02
         84.0000          1.41102976E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.63870865E+03          9.19391838E+02
         85.0000          1.43947896E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.66543138E+03          9.34693346E+02
         86.0000          1.47321369E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.68975331E+03          9.51864714E+02
         87.0000          1.50970007E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.71185392E+03          9.69805448E+02
         88.0000          1.54726494E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.73629910E+03          9.88377815E+02
         89.0000          1.57900508E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.76833000E+03          1.00549119E+03
         90.0000          1.61735367E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.79847968E+03          1.02497785E+03
         91.0000          1.65617206E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.82638838E+03          1.04426600E+03
         92.0000          1.69788841E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.85485934E+03          1.06468288E+03
         93.0000          1.74176059E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.88357220E+03          1.08586617E+03
         94.0000          1.77455646E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.91458186E+03          1.10299371E+03
         95.0000          1.81832238E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.94444513E+03          1.12412594E+03
         96.0000          1.86430170E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.97735635E+03          1.14644414E+03
         97.0000          1.90630182E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.00908810E+03          1.16699392E+03
         98.0000          1.95508256E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.04079910E+03          1.18998281E+03
         99.0000          1.99269738E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.07638334E+03          1.20935163E+03
        100.0000          2.04108146E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.11065733E+03          1.23241982E+03
        110.0000          2.56596489E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.46675952E+03          1.47455488E+03
        120.0000          3.18411939E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.86632608E+03          1.74610865E+03
        130.0000          3.88656079E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.30148223E+03          2.04175431E+03
        140.0000          4.70300627E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.78083506E+03          2.37080066E+03
        150.0000          5.62454625E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.29830642E+03          2.72827716E+03
        160.0000          6.66807125E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.85415243E+03          3.11733016E+03
        170.0000          7.81024760E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.46483015E+03          3.53706824E+03
        180.0000          9.08985878E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.12087475E+03          3.99289432E+03
        190.0000          1.04804551E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.82168678E+03          4.47897506E+03
        200.0000          1.20336204E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.58123746E+03          5.00917129E+03
        205.9990          1.29935681E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.04068359E+03          5.33127876E+03
        206.0010          1.29939187E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.61729417E+03          9.04085320E+03          2.95257622E+03
        207.9990          1.33538500E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.82772953E+03          9.20663920E+03          1.86170284E+03
        208.0010          1.33542203E+04          1.00000000E+30          1.00000000E+30          1.25158008E+04          2.82530816E+03          9.20681286E+03          1.61985132E+03
        210.0000          1.37348771E+04          1.00000000E+30          1.00000000E+30          5.19237520E+03          1.42213494E+03          9.38372382E+03          9.30117404E+02
        220.0000          1.54918526E+04          1.00000000E+30          1.00000000E+30          2.35629748E+03          9.94184437E+02          1.01954334E+04          6.27794707E+02
        230.0000          1.75092182E+04          1.00000000E+30          1.00000000E+30          2.37213305E+03          1.05838555E+03          1.10788514E+04          6.60601627E+02
        240.0000          1.96372052E+04          1.00000000E+30          1.00000000E+30          2.59660271E+03          1.21640766E+03          1.19997592E+04          7.45450794E+02
        250.0000          2.19590166E+04          1.00000000E+30          1.00000000E+30          2.87167441E+03          1.38202856E+03          1.29581564E+04          8.37160698E+02
        260.0000          2.43766559E+04          1.00000000E+30          1.00000000E+30          3.17946105E+03          1.56328939E+03          1.39883659E+04          9.37465102E+02
        270.0000          2.71234037E+04          1.00000000E+30          1.00000000E+30          3.47609039E+03          1.75776266E+03          1.50007327E+04          1.04154030E+03
        276.9990          2.90332943E+04          1.00000000E+30          1.00000000E+30          3.61002397E+03          1.82270502E+03          1.57680897E+04          1.08283230E+03
        277.0010          2.90338985E+04          1.00000000E+30          1.01006061E+04          3.61007318E+03          1.82273465E+03          1.57683260E+04          9.78001198E+02
        280.0000          2.99690022E+04          1.00000000E+30          1.00182390E+04          3.68541160E+03          1.85277392E+03          1.61121216E+04          9.93717522E+02
        290.0000          3.29589889E+04          1.00000000E+30          9.87923254E+03          3.95387005E+03          1.99372597E+03          1.72732336E+04          1.05938217E+03
        300.0000          3.62631891E+04          1.00000000E+30          9.95960897E+03          4.24805217E+03          2.14346938E+03          1.84751620E+04          1.13116564E+03
        310.0000          3.98476613E+04          1.00000000E+30          1.01808507E+04          4.54641508E+03          2.28256500E+03          1.97297121E+04          1.20183451E+03
        320.0000          4.34960924E+04          1.00000000E+30          1.05339491E+04          4.83688308E+03          2.44013838E+03          2.10435252E+04          1.27877267E+03
        330.0000          4.75644265E+04          1.00000000E+30          1.09851148E+04          5.15429570E+03          2.60241797E+03          2.24018165E+04          1.36060608E+03
        340.0000          5.15870604E+04          1.00000000E+30          1.14200522E+04          5.48008117E+03          2.76815530E+03          2.38228576E+04          1.44371616E+03
        350.0000          5.61420490E+04          1.00000000E+30          1.18927229E+04          5.84628117E+03          2.95705288E+03          2.53248995E+04          1.53702555E+03
        360.0000          6.07661824E+04          1.00000000E+30          1.23030484E+04          6.21217078E+03          3.14140081E+03          2.68609580E+04          1.62794970E+03
        370.0000          6.59377583E+04          1.00000000E+30          1.26956549E+04          6.63058904E+03          3.35776894E+03          2.85101377E+04          1.73117867E+03
        380.0000          7.09147515E+04          1.00000000E+30          1.31500890E+04          7.04756245E+03          3.56090379E+03          3.01432278E+04          1.83136058E+03
        390.0000          7.63943016E+04          1.00000000E+30          1.35397787E+04          7.51682428E+03          3.81376401E+03          3.18719761E+04          1.94717315E+03
        400.0000          8.21031635E+04          1.00000000E+30          1.40132886E+04          8.00327717E+03          4.05200289E+03          3.37036005E+04          2.06206229E+03
        410.0000          8.81245950E+04          1.00000000E+30          1.43877204E+04          8.49937122E+03          4.28202200E+03          3.55101196E+04          2.17295617E+03
        420.0000          9.50225319E+04          1.00000000E+30          1.48724975E+04          9.00393229E+03          4.56727023E+03          3.73914796E+04          2.30140152E+03
        430.0000          1.01772691E+05          1.00000000E+30          1.53359080E+04          9.54410788E+03          4.83783332E+03          3.93262362E+04          2.42752993E+03
        440.0000          1.08108578E+05          1.00000000E+30          1.58493564E+04          1.01014167E+04          5.10154083E+03          4.14203600E+04          2.55426572E+03
        450.0000          1.15445125E+05          1.00000000E+30          1.64043629E+04          1.06914952E+04          5.41749274E+03          4.34528703E+04          2.69720276E+03
        460.0000          1.23169156E+05          1.00000000E+30          1.69048068E+04          1.12905002E+04          5.71976335E+03          4.55404520E+04          2.83579635E+03
        470.0000          1.31341645E+05          1.00000000E+30          1.74766420E+04          1.18983852E+04          6.02589977E+03          4.78924820E+04          2.97877559E+03
        480.0000          1.39621138E+05          1.00000000E+30          1.80320951E+04          1.25638569E+04          6.34823345E+03          5.01407127E+04          3.12812504E+03
        490.0000          1.47697736E+05          1.00000000E+30          1.85900486E+04          1.32471343E+04          6.69068682E+03          5.23822412E+04          3.28296438E+03
        500.0000          1.56629643E+05          1.00000000E+30          1.92001929E+04          1.39361547E+04          7.07508559E+03          5.48535733E+04          3.45072109E+03
        510.0000          1.65855985E+05          1.00000000E+30          1.97424643E+04          1.46388298E+04          7.43599103E+03          5.72937418E+04          3.61104671E+03
        520.0000          1.75486209E+05          1.00000000E+30          2.03746345E+04          1.54662497E+04          7.82385973E+03          5.98403637E+04          3.78843436E+03
        530.0000          1.85506210E+05          1.00000000E+30          2.10486291E+04          1.62616843E+04          8.22113958E+03          6.24852228E+04          3.96769732E+03
        540.0000          1.95954677E+05          1.00000000E+30          2.15557333E+04          1.70153802E+04          8.63888936E+03          6.51064223E+04          4.14284465E+03
        550.0000          2.06836454E+05          1.00000000E+30          2.22367338E+04          1.79237856E+04          9.06135584E+03          6.79255665E+04          4.33504874E+03
        560.0000          2.18186622E+05          1.00000000E+30          2.28442960E+04          1.87874680E+04          9.54400127E+03          7.06944222E+04          4.53498182E+03
        570.0000          2.29614489E+05          1.00000000E+30          2.35676500E+04          1.96615083E+04          9.98048193E+03          7.35318434E+04          4.72942754E+03
        580.0000          2.41554128E+05          1.00000000E+30          2.41261235E+04          2.06049065E+04          1.04615127E+04          7.66804712E+04          4.93217187E+03
        590.0000          2.54055823E+05          1.00000000E+30          2.48203432E+04          2.15720631E+04          1.09572507E+04          7.96003379E+04          5.14380916E+03
        600.0000          2.66780640E+05          1.00000000E+30          2.55663007E+04          2.25765412E+04          1.14468301E+04          8.26438435E+04          5.35857735E+03
        610.0000          2.79856954E+05          1.00000000E+30          2.62317950E+04          2.35708693E+04          1.19589863E+04          8.57931926E+04          5.57428381E+03
        620.0000          2.94595318E+05          1.00000000E+30          2.70031320E+04          2.46066493E+04          1.24947843E+04          8.91851571E+04          5.80340369E+03
        630.0000          3.08776048E+05          1.00000000E+30          2.78212050E+04          2.57809101E+04          1.30875838E+04          9.24932912E+04          6.05361020E+03
        640.0000          3.23324721E+05          1.00000000E+30          2.84526450E+04          2.68203791E+04          1.36380803E+04          9.58460125E+04          6.27819029E+03
        650.0000          3.38505234E+05          1.00000000E+30          2.92801861E+04          2.80998931E+04          1.41971729E+04          9.91166026E+04          6.52656472E+03
        660.0000          3.54297022E+05          1.00000000E+30          3.00125187E+04          2.91470636E+04          1.48546153E+04          1.02843006E+05          6.77996453E+03
        670.0000          3.69965311E+05          1.00000000E+30          3.08821344E+04          3.05078060E+04          1.54588325E+04          1.06278447E+05          7.04424688E+03
        680.0000          3.86376521E+05          1.00000000E+30          3.16034988E+04          3.17008680E+04          1.60811003E+04          1.10087796E+05          7.29695041E+03
        690.0000          4.03527023E+05          1.00000000E+30          3.24908148E+04          3.29449726E+04          1.67380552E+04          1.13803594E+05          7.56768027E+03
        700.0000          4.22386435E+05          1.00000000E+30          3.31891638E+04          3.42660880E+04          1.74732319E+04          1.17751101E+05          7.84904248E+03
        710.0000          4.40092812E+05          1.00000000E+30          3.40843127E+04          3.55952302E+04          1.81412114E+04          1.21504563E+05          8.12623859E+03
        720.0000          4.58123280E+05          1.00000000E+30          3.50290864E+04          3.71043018E+04          1.88206727E+04          1.25709442E+05          8.41967065E+03
        730.0000          4.79134440E+05          1.00000000E+30          3.56890625E+04          3.84623667E+04          1.95599639E+04          1.29607625E+05          8.69967972E+03
        740.0000          4.98404593E+05          1.00000000E+30          3.66194636E+04          3.99379659E+04          2.03196668E+04          1.34140247E+05          9.00727204E+03
        750.0000          5.18215866E+05          1.00000000E+30          3.74752801E+04          4.15881184E+04          2.11483565E+04          1.38006502E+05          9.32920083E+03
        760.0000          5.38988500E+05          1.00000000E+30          3.84513583E+04          4.31122237E+04          2.19038445E+04          1.42612658E+05          9.64100980E+03
        770.0000          5.60530667E+05          1.00000000E+30          3.94796420E+04          4.47014482E+04          2.27934189E+04          1.46743300E+05          9.98291845E+03
        780.0000          5.84158453E+05          1.00000000E+30          4.02157746E+04          4.65080066E+04          2.35855889E+04          1.51326380E+05          1.03001030E+04
        790.0000          6.05621308E+05          1.00000000E+30          4.12422807E+04          4.80570182E+04          2.44337426E+04          1.55850352E+05          1.06326203E+04
        800.0000          6.31089596E+05          1.00000000E+30          4.23225624E+04          4.99837716E+04          2.53804851E+04          1.60903804E+05          1.10090502E+04
        810.0000          6.53643876E+05          1.00000000E+30          4.30198815E+04          5.15997948E+04          2.62326413E+04          1.65346847E+05          1.13220519E+04
        820.0000          6.77873093E+05          1.00000000E+30          4.40727517E+04          5.33617889E+04          2.72493244E+04          1.70629691E+05          1.17008656E+04
        830.0000          7.05133900E+05          1.00000000E+30          4.51784507E+04          5.53893358E+04          2.81086068E+04          1.75142328E+05          1.20638078E+04
        840.0000          7.29536097E+05          1.00000000E+30          4.60653459E+04          5.71470391E+04          2.90814764E+04          1.80426155E+05          1.24213836E+04
        850.0000          7.58939900E+05          1.00000000E+30          4.71956509E+04          5.89616000E+04          3.01702216E+04          1.86113232E+05          1.28230528E+04
        860.0000          7.83560483E+05          1.00000000E+30          4.80998488E+04          6.10711907E+04          3.11136893E+04          1.90629733E+05          1.31879825E+04
        870.0000          8.14677649E+05          1.00000000E+30          4.92289533E+04          6.31210872E+04          3.22678778E+04          1.96319435E+05          1.36114412E+04
        880.0000          8.40640417E+05          1.00000000E+30          5.02122290E+04          6.54289528E+04          3.32536994E+04          2.01906516E+05          1.40029704E+04
        890.0000          8.73684873E+05          1.00000000E+30          5.13648528E+04          6.73993587E+04          3.43222803E+04          2.07610076E+05          1.44087247E+04
        900.0000          9.00351920E+05          1.00000000E+30          5.23271823E+04          6.95052129E+04          3.55298228E+04          2.12835842E+05          1.48252606E+04
        910.0000          9.29600730E+05          1.00000000E+30          5.34942949E+04          7.18927685E+04          3.65976558E+04          2.18238160E+05          1.52473372E+04
        920.0000          9.63453952E+05          1.00000000E+30          5.47146581E+04          7.41237746E+04          3.78796503E+04          2.24361020E+05          1.57079528E+04
        930.0000          9.94174695E+05          1.00000000E+30          5.56396995E+04          7.66762762E+04          3.89554631E+04          2.30329236E+05          1.61205993E+04
        940.0000          1.02639931E+06          1.00000000E+30          5.68531761E+04          7.89018619E+04          4.01642877E+04          2.35922325E+05          1.65634647E+04
