#Energy      Cu-K-shell   Cu-L1-shell   Cu-L2-shell   Cu-L3-shell   Cu-M1-shell   Cu-M2-shell   Cu-M3-shell   O-K-shell   Valence  Total
          6.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.46170899E+01          7.46170899E+01
          7.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.65506507E+01          6.65506507E+01
          8.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.03631662E+01          6.03631662E+01
          9.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.54422988E+01          5.54422988E+01
         10.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.14167264E+01          5.14167264E+01
         11.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.80492718E+01          4.80492718E+01
         12.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.51804591E+01          4.51804591E+01
         13.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.26995602E+01          4.26995602E+01
         14.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.05259985E+01          4.05259985E+01
         15.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.86004734E+01          3.86004734E+01
         16.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.68784438E+01          3.68784438E+01
         17.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.53252316E+01          3.53252316E+01
         18.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.39138780E+01          3.39138780E+01
         19.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.26228842E+01          3.26228842E+01
         20.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.14348848E+01          3.14348848E+01
         21.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.03356989E+01          3.03356989E+01
         22.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.93137335E+01          2.93137335E+01
         23.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.83593129E+01          2.83593129E+01
         24.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.74642767E+01          2.74642767E+01
         25.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.66217528E+01          2.66217528E+01
         26.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.58258845E+01          2.58258845E+01
         27.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.50716517E+01          2.50716517E+01
         28.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.43547329E+01          2.43547329E+01
         29.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.36713691E+01          2.36713691E+01
         30.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.30182934E+01          2.30182934E+01
         31.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.23926365E+01          2.23926365E+01
         32.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.17918885E+01          2.17918885E+01
         33.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.12138227E+01          2.12138227E+01
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.06564714E+01          2.06564714E+01
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.01180855E+01          2.01180855E+01
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.95971074E+01          1.95971074E+01
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.90921464E+01          1.90921464E+01
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.86019587E+01          1.86019587E+01
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.81254300E+01          1.81254300E+01
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.76615635E+01          1.76615635E+01
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.72094648E+01          1.72094648E+01
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.67683343E+01          1.67683343E+01
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.63374584E+01          1.63374584E+01
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.59162035E+01          1.59162035E+01
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.55040087E+01          1.55040087E+01
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.51003834E+01          1.51003834E+01
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.47049031E+01          1.47049031E+01
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.43172076E+01          1.43172076E+01
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.39369991E+01          1.39369991E+01
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.35640418E+01          1.35640418E+01
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.31981613E+01          1.31981613E+01
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.28392452E+01          1.28392452E+01
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.24872434E+01          1.24872434E+01
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.21421683E+01          1.21421683E+01
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.18040954E+01          1.18040954E+01
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.14731623E+01          1.14731623E+01
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.11495685E+01          1.11495685E+01
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.08335696E+01          1.08335696E+01
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.05254733E+01          1.05254733E+01
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.02256331E+01          1.02256331E+01
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.93443501E+00          9.93443501E+00
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.65228561E+00          9.65228561E+00
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.37959612E+00          9.37959612E+00
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.11676432E+00          9.11676432E+00
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.86415602E+00          8.86415602E+00
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.62208688E+00          8.62208688E+00
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.39080625E+00          8.39080625E+00
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.17048423E+00          8.17048423E+00
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.96120309E+00          7.96120309E+00
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.76295349E+00          7.76295349E+00
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.57563562E+00          7.57563562E+00
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.39906466E+00          7.39906466E+00
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.23297975E+00          7.23297975E+00
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.07705527E+00          7.07705527E+00
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.93091344E+00          6.93091344E+00
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.79413732E+00          6.79413732E+00
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.66628286E+00          6.66628286E+00
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.54689024E+00          6.54689024E+00
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.43549355E+00          6.43549355E+00
         79.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.33172918E+00          6.33172918E+00
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.69783321E+09          1.00000000E+30          6.33162892E+00          6.33162891E+00
         80.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.69799851E+09          1.00000000E+30          6.33152868E+00          6.33152866E+00
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.58247140E+05          1.00000000E+30          6.23484101E+00          6.23469048E+00
         81.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.12865483E+04          1.00000000E+30          6.14477494E+00          6.14436135E+00
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.91584038E+09          9.12183290E+04          1.00000000E+30          6.14468796E+00          6.14427406E+00
         82.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.91618611E+09          9.11485835E+04          1.00000000E+30          6.14460098E+00          6.14418678E+00
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.59653753E+05          4.94719152E+04          1.00000000E+30          6.06074510E+00          6.05993708E+00
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.97632767E+05          3.19980413E+04          1.00000000E+30          5.98260743E+00          5.98130806E+00
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.07184805E+05          2.28022361E+04          1.00000000E+30          5.90989115E+00          5.90803415E+00
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.93370880E+04          1.72779299E+04          1.00000000E+30          5.84223446E+00          5.83976779E+00
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.94109056E+04          1.36622808E+04          1.00000000E+30          5.77929776E+00          5.77617876E+00
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.74374479E+04          1.11458373E+04          1.00000000E+30          5.72076337E+00          5.71695546E+00
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.96023698E+04          9.31299588E+03          1.00000000E+30          5.66633492E+00          5.66180634E+00
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.41469956E+04          7.93002703E+03          1.00000000E+30          5.61573657E+00          5.61045866E+00
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.01751824E+04          6.85730034E+03          1.00000000E+30          5.56871195E+00          5.56265920E+00
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.71790341E+04          6.00565156E+03          1.00000000E+30          5.52502316E+00          5.51817188E+00
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.48528241E+04          5.31649924E+03          1.00000000E+30          5.48444962E+00          5.47677751E+00
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.30071114E+04          4.74946166E+03          1.00000000E+30          5.44678693E+00          5.43827290E+00
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.15134400E+04          4.27676923E+03          1.00000000E+30          5.41184577E+00          5.40247005E+00
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.02842710E+04          3.87789738E+03          1.00000000E+30          5.37945084E+00          5.36919415E+00
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.25978177E+03          3.53764233E+03          1.00000000E+30          5.34943978E+00          5.33828354E+00
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.39484526E+03          3.24470901E+03          1.00000000E+30          5.32166224E+00          5.30958810E+00
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.65771022E+03          2.99053741E+03          1.00000000E+30          5.29597892E+00          5.28296961E+00
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.02263428E+03          2.76826471E+03          1.00000000E+30          5.27226074E+00          5.25829844E+00
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.62435246E+03          1.51531657E+03          1.00000000E+30          5.12062259E+00          5.09620119E+00
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.32384768E+03          1.00101473E+03          1.00000000E+30          5.07500560E+00          5.03845793E+00
        126.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.82969188E+03          7.98983589E+02          1.00000000E+30          5.08220886E+00          5.03618581E+00
        127.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.69014216E+10          1.82957900E+03          7.98936932E+02          1.00000000E+30          5.08221439E+00          5.03618853E+00
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.52597820E+05          1.67282595E+03          7.33973382E+02          1.00000000E+30          5.09242961E+00          5.04204133E+00
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.84996392E+04          1.29451234E+03          5.75283075E+02          1.00000000E+30          5.14968779E+00          5.08342111E+00
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.01818319E+04          1.05288604E+03          4.72415703E+02          1.00000000E+30          5.23336023E+00          5.14938573E+00
        160.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.16304201E+04          8.88267069E+02          4.01617349E+02          1.00000000E+30          5.33522666E+00          5.23189970E+00
        170.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.80879703E+03          7.70818792E+02          3.50749213E+02          1.00000000E+30          5.45000684E+00          5.32587907E+00
        180.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.73398620E+03          6.84121987E+02          3.13017167E+02          1.00000000E+30          5.57417310E+00          5.42800805E+00
        190.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.46671094E+03          6.18450608E+02          2.84342462E+02          1.00000000E+30          5.70529030E+00          5.53606776E+00
        200.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.62883454E+03          5.67700103E+02          2.62137060E+02          1.00000000E+30          5.84044863E+00          5.64743347E+00
        210.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.04241722E+03          5.27855402E+02          2.44683490E+02          1.00000000E+30          5.98002447E+00          5.76257767E+00
        220.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.61412034E+03          4.96175388E+02          2.30801193E+02          1.00000000E+30          6.12094692E+00          5.87875299E+00
        230.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.29084013E+03          4.70729603E+02          2.19654280E+02          1.00000000E+30          6.27030869E+00          6.00257127E+00
        240.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.04040488E+03          4.50125306E+02          2.10637052E+02          1.00000000E+30          6.41276084E+00          6.12001542E+00
        250.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.84229450E+03          4.33336314E+02          2.03301879E+02          1.00000000E+30          6.56257065E+00          6.24420135E+00
        260.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.68287580E+03          4.19593127E+02          1.97312088E+02          1.00000000E+30          6.71232957E+00          6.36840581E+00
        270.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.55277244E+03          4.08309829E+02          1.92410922E+02          1.00000000E+30          6.86199320E+00          6.49263832E+00
        280.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.44533100E+03          3.99034660E+02          1.88399833E+02          1.00000000E+30          7.01740235E+00          6.62213655E+00
        290.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.35571204E+03          3.91414391E+02          1.85123447E+02          1.00000000E+30          7.16653580E+00          6.74619579E+00
        300.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.28032244E+03          3.85170373E+02          1.82458888E+02          1.00000000E+30          7.32098266E+00          6.87513550E+00
        310.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.21643691E+03          3.80080148E+02          1.80308130E+02          1.00000000E+30          7.47487870E+00          7.00375291E+00
        320.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.16195797E+03          3.75964700E+02          1.78591884E+02          1.00000000E+30          7.62305420E+00          7.12754231E+00
        330.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.11524560E+03          3.72678499E+02          1.77245800E+02          1.00000000E+30          7.77602501E+00          7.25572337E+00
        340.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.07500352E+03          3.70102398E+02          1.76217046E+02          1.00000000E+30          7.92847915E+00          7.38363765E+00
        350.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.04019419E+03          3.68138078E+02          1.75461988E+02          1.00000000E+30          8.08043064E+00          7.51129972E+00
        360.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00997940E+03          3.66703788E+02          1.74944291E+02          1.00000000E+30          8.23654230E+00          7.64272457E+00
        370.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.83676452E+02          3.65731101E+02          1.74633514E+02          1.00000000E+30          8.38740735E+00          7.76979794E+00
        380.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.60723922E+02          3.65162406E+02          1.74503987E+02          1.00000000E+30          8.53781518E+00          7.89665484E+00
        390.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.40658384E+02          3.64948865E+02          1.74533944E+02          1.00000000E+30          8.69212676E+00          8.02701043E+00
