#Energy      Na-K-shell   Na-L1-shell   Na-L2-shell   Na-L3-shell   I-K-shell   I-L1-shell   I-L2-shell   I-L3-shell   I-M1-shell   I-M2-shell   I-M3-shell   I-M4-shell   I-M5-shell   I-N1-shell   I-N2-shell   I-N3-shell   I-N4-shell   I-N5-shell   Valence  Total
         76.0000          1.00000000E+30          1.84635805E+04          3.76534799E+02          1.88267399E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.55955610E+03          1.31524672E+03          6.01156395E+00          5.69740116E+00
         77.0000          1.00000000E+30          1.59805815E+04          3.66754804E+02          1.83377402E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.36421129E+03          1.22537278E+03          6.04213350E+00          5.71474508E+00
         78.0000          1.00000000E+30          1.40094237E+04          3.57537090E+02          1.78768545E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.19336447E+03          1.14575147E+03          6.07310585E+00          5.73226135E+00
         79.0000          1.00000000E+30          1.24143917E+04          3.48839641E+02          1.74419821E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.04288744E+03          1.07480376E+03          6.10445718E+00          5.74993113E+00
         80.0000          1.00000000E+30          1.11024474E+04          3.40624317E+02          1.70312159E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.90953467E+03          1.01126568E+03          6.13616532E+00          5.76773765E+00
         81.0000          1.00000000E+30          1.00089813E+04          3.32857047E+02          1.66428524E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.79076521E+03          9.54108078E+02          6.16820953E+00          5.78566735E+00
         82.0000          1.00000000E+30          9.08516846E+03          3.25506082E+02          1.62753041E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.68439600E+03          9.02464967E+02          6.20057047E+00          5.80370484E+00
         83.0000          1.00000000E+30          8.29764357E+03          3.18543221E+02          1.59271611E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.58872067E+03          8.55620897E+02          6.23323002E+00          5.82183883E+00
         84.0000          1.00000000E+30          7.61982787E+03          3.11942282E+02          1.55971141E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.50229573E+03          8.12984837E+02          6.26617125E+00          5.84005828E+00
         85.0000          1.00000000E+30          7.03109110E+03          3.05679535E+02          1.52839767E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.42390697E+03          7.74038866E+02          6.29937828E+00          5.85835204E+00
         86.0000          1.00000000E+30          6.51640163E+03          2.99733201E+02          1.49866600E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.35255920E+03          7.38352087E+02          6.33283624E+00          5.87671138E+00
         87.0000          1.00000000E+30          6.06316989E+03          2.94083409E+02          1.47041705E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.28739490E+03          7.05557266E+02          6.36653117E+00          5.89512785E+00
         88.0000          1.00000000E+30          5.66168435E+03          2.88711506E+02          1.44355753E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.22770164E+03          6.75340588E+02          6.40044996E+00          5.91359406E+00
         89.0000          1.00000000E+30          5.30418719E+03          2.83600959E+02          1.41800480E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.17283241E+03          6.47424540E+02          6.43458032E+00          5.93210294E+00
         90.0000          1.00000000E+30          4.98418240E+03          2.78735735E+02          1.39367867E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.12229443E+03          6.21572007E+02          6.46891065E+00          5.95064868E+00
         91.0000          1.00000000E+30          4.69637729E+03          2.74101694E+02          1.37050847E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.07560030E+03          5.97576866E+02          6.50343008E+00          5.96922544E+00
         92.0000          1.00000000E+30          4.43644864E+03          2.69685281E+02          1.34842641E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.03236523E+03          5.75254333E+02          6.53812834E+00          5.98782801E+00
         93.0000          1.00000000E+30          4.20081400E+03          2.65474225E+02          1.32737112E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.92241954E+02          5.54451474E+02          6.57299578E+00          6.00645282E+00
         94.0000          1.00000000E+30          3.98635825E+03          2.61456976E+02          1.30728488E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.54913077E+02          5.35025811E+02          6.60802329E+00          6.02509492E+00
         95.0000          1.00000000E+30          3.79061432E+03          2.57622765E+02          1.28811383E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.20137778E+02          5.16854698E+02          6.64320228E+00          6.04375205E+00
         96.0000          1.00000000E+30          3.61131030E+03          2.53961668E+02          1.26980834E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.87663789E+02          4.99827613E+02          6.67852464E+00          6.06242016E+00
         97.0000          1.00000000E+30          3.44661397E+03          2.50464443E+02          1.25232222E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.57287352E+02          4.83846830E+02          6.71398271E+00          6.08109679E+00
         98.0000          1.00000000E+30          3.29487929E+03          2.47122399E+02          1.23561199E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.28824207E+02          4.68824282E+02          6.74956925E+00          6.09977917E+00
         99.0000          1.00000000E+30          3.15478883E+03          2.43927323E+02          1.21963662E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.02113911E+02          4.54684323E+02          6.78527742E+00          6.11846574E+00
        100.0000          1.00000000E+30          3.02509726E+03          2.40871828E+02          1.20435914E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.77006929E+02          4.41354419E+02          6.82110075E+00          6.13715419E+00
        110.0000          1.00000000E+30          2.12253210E+03          2.16622571E+02          1.08311285E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.90962070E+02          3.41383987E+02          7.18446532E+00          6.32388194E+00
        120.0000          1.00000000E+30          1.62280364E+03          2.00667322E+02          1.00333661E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.78061614E+02          2.79653476E+02          7.55424819E+00          6.51000064E+00
        130.0000          1.00000000E+30          1.31390939E+03          1.90029039E+02          9.50145193E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.04184420E+02          2.38833081E+02          7.92757971E+00          6.69562770E+00
        130.9990          1.00000000E+30          1.28966630E+03          1.89183344E+02          9.45916718E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.98248959E+02          2.35539988E+02          7.96499487E+00          6.71416077E+00
        131.0010          1.00000000E+30          1.28961881E+03          1.89181685E+02          9.45908425E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.16263595E+10          3.98237305E+02          2.35533520E+02          7.96506980E+00          6.71419788E+00
        140.0000          1.00000000E+30          1.10874652E+03          1.82938999E+02          9.14694996E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.01812801E+05          3.53339606E+02          2.10567939E+02          8.30266418E+00          6.88074418E+00
        140.9990          1.00000000E+30          1.09212931E+03          1.82379392E+02          9.11896962E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.66590412E+04          3.49162352E+02          2.08240791E+02          8.34018299E+00          6.89921696E+00
        141.0010          1.00000000E+30          1.09209667E+03          1.82378296E+02          9.11891480E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.79667145E+10          8.66346493E+04          3.49154107E+02          2.08236212E+02          8.34025811E+00          6.89925395E+00
        150.0000          1.00000000E+30          9.65581727E+02          1.78299053E+02          8.91495263E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.60567673E+05          3.23157930E+04          3.17091646E+02          1.90355276E+02          8.67777297E+00          7.06513916E+00
        160.0000          1.00000000E+30          8.62097183E+02          1.75401811E+02          8.77009055E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.26799655E+04          1.68914451E+04          2.90584769E+02          1.75560860E+02          9.05030749E+00          7.24817861E+00
        170.0000          1.00000000E+30          7.85328943E+02          1.73776743E+02          8.68883717E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.31565312E+04          1.07739286E+04          2.70835396E+02          1.64547228E+02          9.42582170E+00          7.43417162E+00
        180.0000          1.00000000E+30          7.27254668E+02          1.73101770E+02          8.65508849E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.74719786E+04          7.66185734E+03          2.55918283E+02          1.56249045E+02          9.79843850E+00          7.61977848E+00
        190.0000          1.00000000E+30          6.82661603E+02          1.73150660E+02          8.65753302E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.94920239E+04          5.83771679E+03          2.44543927E+02          1.49948662E+02          1.01734031E+01          7.80840493E+00
        192.9990          1.00000000E+30          6.71357838E+02          1.73280847E+02          8.66404237E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.78443663E+04          5.43465032E+03          2.41682621E+02          1.48370004E+02          1.02827872E+01          7.86349227E+00
        193.0010          1.00000000E+30          6.71350583E+02          1.73280950E+02          8.66404751E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.91853433E+11          1.78433599E+04          5.43439996E+03          2.41680788E+02          1.48368994E+02          1.02828667E+01          7.86353291E+00
        200.0000          1.00000000E+30          6.48030589E+02          1.73760791E+02          8.68803955E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.10403644E+06          1.48149133E+04          4.66545636E+03          2.35822658E+02          1.45148874E+02          1.05454672E+01          7.99690211E+00
        210.0000          1.00000000E+30          6.20914398E+02          1.74812798E+02          8.74063992E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.83946937E+05          1.18098003E+04          3.86187176E+03          2.29125504E+02          1.41497031E+02          1.09148339E+01          8.18538101E+00
        220.0000          1.00000000E+30          5.99568213E+02          1.76217426E+02          8.81087132E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.39006061E+05          9.74989227E+03          3.28406837E+03          2.23998437E+02          1.38737954E+02          1.12816863E+01          8.37395183E+00
        230.0000          1.00000000E+30          5.82722653E+02          1.77906824E+02          8.89534121E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.54527430E+04          8.26877837E+03          2.85317422E+03          2.20107554E+02          1.36683352E+02          1.16505607E+01          8.56500531E+00
        240.0000          1.00000000E+30          5.69437568E+02          1.79828597E+02          8.99142985E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.91689974E+04          7.16395920E+03          2.52250886E+03          2.17203118E+02          1.35192150E+02          1.20126971E+01          8.75367709E+00
        250.0000          1.00000000E+30          5.59005327E+02          1.81941768E+02          9.09708838E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.41032610E+04          6.31569551E+03          2.26286317E+03          2.15095500E+02          1.34156978E+02          1.23768689E+01          8.94458041E+00
        260.0000          1.00000000E+30          5.50885413E+02          1.84213868E+02          9.21069340E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.45718363E+04          5.64908292E+03          2.05515458E+03          2.13638738E+02          1.33494980E+02          1.27388357E+01          9.13533740E+00
        270.0000          1.00000000E+30          5.44660243E+02          1.86618900E+02          9.33094498E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.81121682E+04          5.11521760E+03          1.88641928E+03          2.12718944E+02          1.33141392E+02          1.31026475E+01          9.32792094E+00
        280.0000          1.00000000E+30          5.40002022E+02          1.89135827E+02          9.45679135E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.35072133E+04          4.68089126E+03          1.74757808E+03          2.12246242E+02          1.33045002E+02          1.34604477E+01          9.51824785E+00
        290.0000          1.00000000E+30          5.36651688E+02          1.91747480E+02          9.58737400E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.00941543E+04          4.32288991E+03          1.63209471E+03          2.12148926E+02          1.33164865E+02          1.38163761E+01          9.70837758E+00
        300.0000          1.00000000E+30          5.34401773E+02          1.94439714E+02          9.72198571E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.74855271E+04          4.02450649E+03          1.53515463E+03          2.12369206E+02          1.33467918E+02          1.41741849E+01          9.90008065E+00
        310.0000          1.00000000E+30          5.33084674E+02          1.97200807E+02          9.86004034E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.54415265E+04          3.77345206E+03          1.45313557E+03          2.12860062E+02          1.33927221E+02          1.45301388E+01          1.00914424E+01
        320.0000          1.00000000E+30          5.32563763E+02          2.00020951E+02          1.00010475E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.38066187E+04          3.56049413E+03          1.38326849E+03          2.13582918E+02          1.34520626E+02          1.48807799E+01          1.02807722E+01
        330.0000          1.00000000E+30          5.32726773E+02          2.02891909E+02          1.01445954E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.24764826E+04          3.37857559E+03          1.32340008E+03          2.14505861E+02          1.35229788E+02          1.52333234E+01          1.04714947E+01
        340.0000          1.00000000E+30          5.33480620E+02          2.05806708E+02          1.02903354E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.13783965E+04          3.22221511E+03          1.27183680E+03          2.15602295E+02          1.36039394E+02          1.55842409E+01          1.06618754E+01
        350.0000          1.00000000E+30          5.34747697E+02          2.08759421E+02          1.04379710E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.04606405E+04          3.08709842E+03          1.22722733E+03          2.16849904E+02          1.36936581E+02          1.59335985E+01          1.08519171E+01
        360.0000          1.00000000E+30          5.36462795E+02          2.11744977E+02          1.05872488E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.68536612E+03          2.96978910E+03          1.18848600E+03          2.18229852E+02          1.37910463E+02          1.62847575E+01          1.10431405E+01
        370.0000          1.00000000E+30          5.38570799E+02          2.14759025E+02          1.07379512E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.02435691E+03          2.86751796E+03          1.15472938E+03          2.19726124E+02          1.38951793E+02          1.66311178E+01          1.12324755E+01
        380.0000          1.00000000E+30          5.41024831E+02          2.17797808E+02          1.08898904E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.45621284E+03          2.77803292E+03          1.12523388E+03          2.21325044E+02          1.40052654E+02          1.69760932E+01          1.14214841E+01
        390.0000          1.00000000E+30          5.43784822E+02          2.20858075E+02          1.10429038E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.96439482E+03          2.69949027E+03          1.09940248E+03          2.23014863E+02          1.41206243E+02          1.73228922E+01          1.16115890E+01
        400.0000          1.00000000E+30          5.46816329E+02          2.23936999E+02          1.11968499E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.53597989E+03          2.63036340E+03          1.07673899E+03          2.24785451E+02          1.42406682E+02          1.76651889E+01          1.17999206E+01
        410.0000          1.00000000E+30          5.50089623E+02          2.27032113E+02          1.13516056E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.16070466E+03          2.56938423E+03          1.05682795E+03          2.26628019E+02          1.43648870E+02          1.80093201E+01          1.19893017E+01
        420.0000          1.00000000E+30          5.53578889E+02          2.30141259E+02          1.15070629E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.83034032E+03          2.51548967E+03          1.03932024E+03          2.28534913E+02          1.44928362E+02          1.83491212E+01          1.21769765E+01
        430.0000          1.00000000E+30          5.57261653E+02          2.33262543E+02          1.16631272E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.53820933E+03          2.46778449E+03          1.02392008E+03          2.30499446E+02          1.46241273E+02          1.86907566E+01          1.23656559E+01
        440.0000          1.00000000E+30          5.61118255E+02          2.36394297E+02          1.18197148E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.27885313E+03          2.42551073E+03          1.01037602E+03          2.32515749E+02          1.47584184E+02          1.90282257E+01          1.25526928E+01
        450.0000          1.00000000E+30          5.65131435E+02          2.39535049E+02          1.19767525E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.04775763E+03          2.38802228E+03          9.98473092E+02          2.34578653E+02          1.48954090E+02          1.93675198E+01          1.27406912E+01
        460.0000          1.00000000E+30          5.69285964E+02          2.42683496E+02          1.21341748E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.84116666E+03          2.35476729E+03          9.88026864E+02          2.36683593E+02          1.50348330E+02          1.97056836E+01          1.29283476E+01
        470.0000          1.00000000E+30          5.73568401E+02          2.45838485E+02          1.22919242E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.65593234E+03          2.32527049E+03          9.78877927E+02          2.38826516E+02          1.51764543E+02          2.00427497E+01          1.31156668E+01
        480.0000          1.00000000E+30          5.77966811E+02          2.48998990E+02          1.24499495E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.48939953E+03          2.29912172E+03          9.70888448E+02          2.41003824E+02          1.53200631E+02          2.03787493E+01          1.33026535E+01
        490.0000          1.00000000E+30          5.82470566E+02          2.52164097E+02          1.26082049E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.33931083E+03          2.27596676E+03          9.63938667E+02          2.43212309E+02          1.54654723E+02          2.07137120E+01          1.34893123E+01
        500.0000          1.00000000E+30          5.87070202E+02          2.55114195E+02          1.27557097E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.20374334E+03          2.25549609E+03          9.57923872E+02          2.45449098E+02          1.56125141E+02          2.10476664E+01          1.36737632E+01
        510.0000          1.00000000E+30          5.91757244E+02          2.58504999E+02          1.29252499E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.08104519E+03          2.23743955E+03          9.52752211E+02          2.47711622E+02          1.57610386E+02          2.13806394E+01          1.38616639E+01
        520.0000          1.00000000E+30          5.96524080E+02          2.61637672E+02          1.30818836E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.96979043E+03          2.22156106E+03          9.48343258E+02          2.49997565E+02          1.59109107E+02          2.17126571E+01          1.40470041E+01
        530.0000          1.00000000E+30          6.01363874E+02          2.64765684E+02          1.32382842E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.86875156E+03          2.20765193E+03          9.44625646E+02          2.52304852E+02          1.60620090E+02          2.20437443E+01          1.42319750E+01
