#Energy      C  Total
          0.1000          1.50175413E+01          1.50175413E+01
          0.2000          8.29610555E+00          8.29610555E+00
          0.3000          5.95518727E+00          5.95518727E+00
          0.4000          4.74645450E+00          4.74645450E+00
          0.5000          4.00203972E+00          4.00203972E+00
          0.6000          3.49465888E+00          3.49465888E+00
          0.7000          3.12520026E+00          3.12520026E+00
          0.8000          2.84334913E+00          2.84334913E+00
          0.9000          2.62076838E+00          2.62076838E+00
          1.0000          2.44024217E+00          2.44024217E+00
          2.0000          1.59094022E+00          1.59094022E+00
          3.0000          1.29001322E+00          1.29001322E+00
          4.0000          1.13717100E+00          1.13717100E+00
          5.0000          1.04684531E+00          1.04684531E+00
          6.0000          9.89130420E-01          9.89130420E-01
          7.0000          9.50713724E-01          9.50713724E-01
          8.0000          9.24722380E-01          9.24722380E-01
          9.0000          9.07230568E-01          9.07230568E-01
         10.0000          8.95824223E-01          8.95824223E-01
         11.0000          8.88932943E-01          8.88932943E-01
         12.0000          8.85488746E-01          8.85488746E-01
         13.0000          8.84738728E-01          8.84738728E-01
         14.0000          8.86136080E-01          8.86136080E-01
         15.0000          8.89273614E-01          8.89273614E-01
         16.0000          8.93841583E-01          8.93841583E-01
         17.0000          8.99599983E-01          8.99599983E-01
         18.0000          9.06359845E-01          9.06359845E-01
         19.0000          9.13970269E-01          9.13970269E-01
         20.0000          9.22309240E-01          9.22309240E-01
         21.0000          9.31276993E-01          9.31276993E-01
         22.0000          9.40791134E-01          9.40791134E-01
         23.0000          9.50782997E-01          9.50782997E-01
         24.0000          9.61194887E-01          9.61194887E-01
         25.0000          9.71977963E-01          9.71977963E-01
         26.0000          9.83090594E-01          9.83090594E-01
         27.0000          9.94497076E-01          9.94497076E-01
         28.0000          1.00616661E+00          1.00616661E+00
         29.0000          1.01807247E+00          1.01807247E+00
         30.0000          1.03019137E+00          1.03019137E+00
         31.0000          1.04250294E+00          1.04250294E+00
         32.0000          1.05498923E+00          1.05498923E+00
         33.0000          1.06763441E+00          1.06763441E+00
         34.0000          1.08042445E+00          1.08042445E+00
         35.0000          1.09334688E+00          1.09334688E+00
         36.0000          1.10639056E+00          1.10639056E+00
         37.0000          1.11954551E+00          1.11954551E+00
         38.0000          1.13280280E+00          1.13280280E+00
         39.0000          1.14615436E+00          1.14615436E+00
         40.0000          1.15959293E+00          1.15959293E+00
         41.0000          1.17311193E+00          1.17311193E+00
         42.0000          1.18670538E+00          1.18670538E+00
         43.0000          1.20036787E+00          1.20036787E+00
         44.0000          1.21409445E+00          1.21409445E+00
         45.0000          1.22788062E+00          1.22788062E+00
         46.0000          1.24172225E+00          1.24172225E+00
         47.0000          1.25561556E+00          1.25561556E+00
         48.0000          1.26955708E+00          1.26955708E+00
         49.0000          1.28354362E+00          1.28354362E+00
         50.0000          1.29757224E+00          1.29757224E+00
         51.0000          1.31164024E+00          1.31164024E+00
         52.0000          1.32574512E+00          1.32574512E+00
         53.0000          1.33988455E+00          1.33988455E+00
         54.0000          1.35405641E+00          1.35405641E+00
         55.0000          1.36825869E+00          1.36825869E+00
         56.0000          1.38248955E+00          1.38248955E+00
         57.0000          1.39674729E+00          1.39674729E+00
         58.0000          1.41103029E+00          1.41103029E+00
         59.0000          1.42533707E+00          1.42533707E+00
         60.0000          1.43966625E+00          1.43966625E+00
         61.0000          1.45401653E+00          1.45401653E+00
         62.0000          1.46838669E+00          1.46838669E+00
         63.0000          1.48277560E+00          1.48277560E+00
         64.0000          1.49718220E+00          1.49718220E+00
         65.0000          1.51160550E+00          1.51160550E+00
         66.0000          1.52604456E+00          1.52604456E+00
         67.0000          1.54049850E+00          1.54049850E+00
         68.0000          1.55496651E+00          1.55496651E+00
