#Energy      Ga-K-shell   Ga-L1-shell   Ga-L2-shell   Ga-L3-shell   Ga-M1-shell   Ga-M2-shell   Ga-M3-shell   Ga-M4-shell   Ga-M5-shell   O-K-shell   Valence  Total
          2.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.66666667E+29          1.00000000E+30
          3.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.66666667E+29          1.00000000E+30
          4.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.66666667E+29          1.00000000E+30
          5.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.66666667E+29          1.00000000E+30
          6.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.66666667E+29          1.00000000E+30
          7.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.57320471E+02          2.57320471E+02
          8.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.50410218E+02          3.50410218E+02
          9.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.63844054E+02          4.63844054E+02
         10.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.14085704E+02          3.14085704E+02
         11.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.82717263E+02          4.82717263E+02
         12.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.95785257E+02          6.95785257E+02
         13.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.62482384E+02          9.62482384E+02
         14.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.60308144E+02          1.60308144E+02
         15.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.52665244E+02          1.52665244E+02
         16.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.47603477E+02          1.47603477E+02
         17.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.45474015E+02          1.45474015E+02
         18.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.44553765E+02          1.44553765E+02
         19.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.44516504E+02          1.44516504E+02
         19.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.45342739E+02          1.45342739E+02
         20.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.45343040E+02          1.45343040E+02
         20.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.93785895E+02          1.00000000E+30          1.45343341E+02          1.25014121E+02
         20.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.77694433E+02          1.00000000E+30          1.46610172E+02          1.27492094E+02
         21.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.77786412E+02          1.00000000E+30          1.46610666E+02          1.27494032E+02
         21.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.70808467E+03          9.77878408E+02          1.00000000E+30          1.46611461E+02          1.21763587E+02
         22.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.69859716E+03          1.06651040E+03          1.00000000E+30          1.48761029E+02          1.24526939E+02
         23.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.68916649E+03          1.15341778E+03          1.00000000E+30          1.51241263E+02          1.27375503E+02
         24.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.67980150E+03          1.24344904E+03          1.00000000E+30          1.53636079E+02          1.30102211E+02
         25.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.67050152E+03          1.34070495E+03          1.00000000E+30          1.56649515E+02          1.33261987E+02
         26.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.66126586E+03          1.44368135E+03          1.00000000E+30          1.59705080E+02          1.36426090E+02
         27.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.65209387E+03          1.53973027E+03          1.00000000E+30          1.63272793E+02          1.39835808E+02
         28.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.64298488E+03          1.63163990E+03          1.00000000E+30          1.66885611E+02          1.43197364E+02
         29.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.63393824E+03          1.69828966E+03          1.00000000E+30          1.62985574E+02          1.40765772E+02
         30.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.62495333E+03          1.71672598E+03          1.00000000E+30          1.65797218E+02          1.42960737E+02
         31.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.61602951E+03          1.70558526E+03          1.00000000E+30          1.68817594E+02          1.45093218E+02
         32.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.59212009E+03          1.67402811E+03          1.00000000E+30          1.72016378E+02          1.47133557E+02
         33.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.52903932E+03          1.62319248E+03          1.00000000E+30          1.75476838E+02          1.49026083E+02
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.42556783E+03          1.54468432E+03          1.00000000E+30          1.78960678E+02          1.50433042E+02
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.31581845E+03          1.46675701E+03          1.00000000E+30          1.82705908E+02          1.51817274E+02
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.19422885E+03          1.39631476E+03          1.00000000E+30          1.86756462E+02          1.53221976E+02
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.06723607E+03          1.31187655E+03          1.00000000E+30          1.90924212E+02          1.54233281E+02
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.95858270E+03          1.22836009E+03          1.00000000E+30          1.95023636E+02          1.54984685E+02
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.83094808E+03          1.15058142E+03          1.00000000E+30          1.99625950E+02          1.55650267E+02
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.71618438E+03          1.08211128E+03          1.00000000E+30          2.04539815E+02          1.56351848E+02
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.61976996E+03          1.02156143E+03          1.00000000E+30          2.09136874E+02          1.56793318E+02
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.52271851E+03          9.62428862E+02          1.00000000E+30          2.14417682E+02          1.57243768E+02
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.44205054E+03          9.12075385E+02          1.00000000E+30          2.19661560E+02          1.57671123E+02
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.35804952E+03          8.60674868E+02          1.00000000E+30          2.25201610E+02          1.57761187E+02
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.28915895E+03          8.17997581E+02          1.00000000E+30          2.31067412E+02          1.58079313E+02
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.22534024E+03          7.78976317E+02          1.00000000E+30          2.36794255E+02          1.58154993E+02
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.16836524E+03          7.44795553E+02          1.00000000E+30          2.42743507E+02          1.58274887E+02
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.11813814E+03          7.13049440E+02          1.00000000E+30          2.49525538E+02          1.58619956E+02
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.07395457E+03          6.86260536E+02          1.00000000E+30          2.55765691E+02          1.58777057E+02
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.03208402E+03          6.60201294E+02          1.00000000E+30          2.62979026E+02          1.59078932E+02
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.97564774E+02          6.39360194E+02          1.00000000E+30          2.69923045E+02          1.59457478E+02
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.63305094E+02          6.20840442E+02          1.00000000E+30          2.76694165E+02          1.59670156E+02
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.36518260E+02          6.02069462E+02          1.00000000E+30          2.84624219E+02          1.60201797E+02
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.08490020E+02          5.87901423E+02          1.00000000E+30          2.92209112E+02          1.60670968E+02
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.88418225E+02          5.72614158E+02          1.00000000E+30          2.99655059E+02          1.61052820E+02
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.65550803E+02          5.62091845E+02          1.00000000E+30          3.07894303E+02          1.61752878E+02
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.50295055E+02          5.49770090E+02          1.00000000E+30          3.16377084E+02          1.62448694E+02
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.31810823E+02          5.41856648E+02          1.00000000E+30          3.25340860E+02          1.63361259E+02
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.19989476E+02          5.32104396E+02          1.00000000E+30          3.33514701E+02          1.64008986E+02
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.05061674E+02          5.22696978E+02          1.00000000E+30          3.43075314E+02          1.64741739E+02
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.96391411E+02          5.18318266E+02          1.00000000E+30          3.52269186E+02          1.66010408E+02
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.84534613E+02          5.10920103E+02          1.00000000E+30          3.61325211E+02          1.66680999E+02
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.73025687E+02          5.07377760E+02          1.00000000E+30          3.71188157E+02          1.67825005E+02
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.69036370E+02          5.01591617E+02          1.00000000E+30          3.81093641E+02          1.68975739E+02
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.60116074E+02          4.95935958E+02          1.00000000E+30          3.91845497E+02          1.69952292E+02
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.51400343E+02          4.94978414E+02          1.00000000E+30          4.03200852E+02          1.71488580E+02
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.50934405E+02          4.90717559E+02          1.00000000E+30          4.12666299E+02          1.72628929E+02
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.44470181E+02          4.86529434E+02          1.00000000E+30          4.24400141E+02          1.73765626E+02
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.38116299E+02          4.86877844E+02          1.00000000E+30          4.34587873E+02          1.75139509E+02
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.38792898E+02          4.83959532E+02          1.00000000E+30          4.46635092E+02          1.76715536E+02
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.34287264E+02          4.81075996E+02          1.00000000E+30          4.57271985E+02          1.77701303E+02
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.29836253E+02          4.81770986E+02          1.00000000E+30          4.69545194E+02          1.79353994E+02
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.25438879E+02          4.79893106E+02          1.00000000E+30          4.82014859E+02          1.80606538E+02
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.28423857E+02          4.78029808E+02          1.00000000E+30          4.93545533E+02          1.82119429E+02
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.25565321E+02          4.76180923E+02          1.00000000E+30          5.06530697E+02          1.83402385E+02
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.22729134E+02          4.78003603E+02          1.00000000E+30          5.18916654E+02          1.85090226E+02
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.19915033E+02          4.76990253E+02          1.00000000E+30          5.32202376E+02          1.86410100E+02
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.23653181E+02          4.75981189E+02          1.00000000E+30          5.45846925E+02          1.88153260E+02
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.22220581E+02          4.74976386E+02          1.00000000E+30          5.59642250E+02          1.89507279E+02
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.20793642E+02          4.73975817E+02          1.00000000E+30          5.72952363E+02          1.90748044E+02
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.19372330E+02          4.76553955E+02          1.00000000E+30          5.87644653E+02          1.92670518E+02
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.17956613E+02          4.76245180E+02          1.00000000E+30          6.03283512E+02          1.94167366E+02
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.22751557E+02          4.75936805E+02          1.00000000E+30          6.15248713E+02          1.95691670E+02
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.22484160E+02          4.75628830E+02          1.00000000E+30          6.30210343E+02          1.97107838E+02
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.22216961E+02          4.75321252E+02          1.00000000E+30          6.46258710E+02          1.98576852E+02
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.21949960E+02          4.75014073E+02          1.00000000E+30          6.61781246E+02          1.99943549E+02
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.21683156E+02          4.78967049E+02          1.00000000E+30          6.76455674E+02          2.01948015E+02
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.21416549E+02          4.79301738E+02          1.00000000E+30          6.92868348E+02          2.03425451E+02
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.26431031E+02          4.79636895E+02          1.00000000E+30          7.09326021E+02          2.05284320E+02
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.27047923E+02          4.79972522E+02          1.00000000E+30          7.23578246E+02          2.06573230E+02
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.27665862E+02          4.80308618E+02          1.00000000E+30          7.40412672E+02          2.08036448E+02
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.28284853E+02          4.83994948E+02          1.00000000E+30          7.56973061E+02          2.10071793E+02
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.28904899E+02          4.84909841E+02          1.00000000E+30          7.75365365E+02          2.11690629E+02
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.34102646E+02          4.85828200E+02          1.00000000E+30          7.91076644E+02          2.13463204E+02
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.35516034E+02          4.86750044E+02          1.00000000E+30          8.09005060E+02          2.15048287E+02
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.36934874E+02          4.87675393E+02          1.00000000E+30          8.27544960E+02          2.16642011E+02
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.38359199E+02          4.91526069E+02          1.00000000E+30          8.44029405E+02          2.18644838E+02
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.39789041E+02          4.92979024E+02          1.00000000E+30          8.63008989E+02          2.20314928E+02
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.45800942E+02          4.94440594E+02          1.00000000E+30          8.79773355E+02          2.22222993E+02
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.48075320E+02          4.95910856E+02          1.00000000E+30          8.98937822E+02          2.23930101E+02
        106.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.70842887E+02          5.11550659E+02          1.00000000E+30          1.03631728E+03          2.37131059E+02
        107.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.77146088E+03          7.70849359E+02          5.11554789E+02          1.00000000E+30          1.03636102E+03          2.29111425E+02
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.04486541E+03          7.80677267E+02          5.21662895E+02          1.00000000E+30          1.09886426E+03          2.35301665E+02
        110.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.14074521E+03          7.88434375E+02          5.24325214E+02          1.00000000E+30          1.11859543E+03          2.37553994E+02
        111.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.48821675E+04          7.14093977E+03          7.88442562E+02          5.24330571E+02          1.00000000E+30          1.11863987E+03          2.33825592E+02
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.71452891E+04          7.91709010E+03          8.32915771E+02          5.54803880E+02          1.00000000E+30          1.32317751E+03          2.53586286E+02
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.77640032E+04          7.66230256E+03          8.95215754E+02          5.99480253E+02          1.00000000E+30          1.57474775E+03          2.77239791E+02
