#Energy      C-K-shell   N-K-shell   O-K-shell   P-K-shell   P-L1-shell   P-L2-shell   P-L3-shell   Valence  Total
         17.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.39262551E+03          1.39262551E+03
         18.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.43388288E+03          1.43388288E+03
         19.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.47389789E+03          1.47389789E+03
         20.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.52153374E+03          1.52153374E+03
         21.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.55201696E+03          1.55201696E+03
         22.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.59975789E+03          1.59975789E+03
         23.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.65120132E+03          1.65120132E+03
         24.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.70188123E+03          1.70188123E+03
         25.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.75676486E+03          1.75676486E+03
         26.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.81275665E+03          1.81275665E+03
         27.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.87475990E+03          1.87475990E+03
         28.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.93598693E+03          1.93598693E+03
         29.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.96196175E+03          1.96196175E+03
         30.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.02161961E+03          2.02161961E+03
         31.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.08469771E+03          2.08469771E+03
         32.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.14886110E+03          2.14886110E+03
         33.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.21633880E+03          2.21633880E+03
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.28448903E+03          2.28448903E+03
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.35604135E+03          2.35604135E+03
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.43306375E+03          2.43306375E+03
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.50841440E+03          2.50841440E+03
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.58629482E+03          2.58629482E+03
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.66775251E+03          2.66775251E+03
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.75248250E+03          2.75248250E+03
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.83847427E+03          2.83847427E+03
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.92994580E+03          2.92994580E+03
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.02035810E+03          3.02035810E+03
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.11802584E+03          3.11802584E+03
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.21569448E+03          3.21569448E+03
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.31386461E+03          3.31386461E+03
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.41689617E+03          3.41689617E+03
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.52551876E+03          3.52551876E+03
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.63207852E+03          3.63207852E+03
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.74836146E+03          3.74836146E+03
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.86103641E+03          3.86103641E+03
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.97607207E+03          3.97607207E+03
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.10308992E+03          4.10308992E+03
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.22685056E+03          4.22685056E+03
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.34854813E+03          4.34854813E+03
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.48083976E+03          4.48083976E+03
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.61604227E+03          4.61604227E+03
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.75912106E+03          4.75912106E+03
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.88913661E+03          4.88913661E+03
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.03731677E+03          5.03731677E+03
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.18651529E+03          5.18651529E+03
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.33125649E+03          5.33125649E+03
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.49017294E+03          5.49017294E+03
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.64055740E+03          5.64055740E+03
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.80375482E+03          5.80375482E+03
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.97843537E+03          5.97843537E+03
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.13581127E+03          6.13581127E+03
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.31263286E+03          6.31263286E+03
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.47740136E+03          6.47740136E+03
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.65363172E+03          6.65363172E+03
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.82909334E+03          6.82909334E+03
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.01678890E+03          7.01678890E+03
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.20943168E+03          7.20943168E+03
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.39037837E+03          7.39037837E+03
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.58142642E+03          7.58142642E+03
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.77634242E+03          7.77634242E+03
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.98059166E+03          7.98059166E+03
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.19358890E+03          8.19358890E+03
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.39845900E+03          8.39845900E+03
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.61049715E+03          8.61049715E+03
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.83260073E+03          8.83260073E+03
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.05391605E+03          9.05391605E+03
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.26343642E+03          9.26343642E+03
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.49094819E+03          9.49094819E+03
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.72113043E+03          9.72113043E+03
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.95853275E+03          9.95853275E+03
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.01906890E+04          1.01906890E+04
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.04444110E+04          1.04444110E+04
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.06781099E+04          1.06781099E+04
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.09144076E+04          1.09144076E+04
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.11688510E+04          1.11688510E+04
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.14221572E+04          1.14221572E+04
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.16960883E+04          1.16960883E+04
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.19406069E+04          1.19406069E+04
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.22101666E+04          1.22101666E+04
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.24919014E+04          1.24919014E+04
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.27432073E+04          1.27432073E+04
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.30305605E+04          1.30305605E+04
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.32930378E+04          1.32930378E+04
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.35902730E+04          1.35902730E+04
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.66417392E+04          1.66417392E+04
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.00744526E+04          2.00744526E+04
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.39395873E+04          2.39395873E+04
        133.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.55917350E+04          2.55917350E+04
        134.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.04337092E+06          2.55926490E+04          2.49799212E+04
        134.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.09739895E+05          2.60360021E+04          2.51146979E+04
        135.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.84150480E+06          7.09226312E+05          2.60369335E+04          2.47770058E+04
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.16249138E+05          1.21265315E+05          2.81674858E+04          2.13172476E+04
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.82342634E+05          8.59610927E+04          3.28806777E+04          2.10391889E+04
        160.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.84230551E+05          9.05646419E+04          3.80711470E+04          2.33992410E+04
        170.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.92395322E+05          9.60118646E+04          4.37420806E+04          2.59913814E+04
        180.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.02383424E+05          1.02504927E+05          4.98589120E+04          2.87742131E+04
        190.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.17726032E+05          1.09192060E+05          5.64104676E+04          3.17679068E+04
        190.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.19258260E+05          1.09975362E+05          5.71437877E+04          3.20991300E+04
        191.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.61524618E+05          2.19261349E+05          1.09976942E+05          5.71452974E+04          3.06142804E+04
        200.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.62998755E+05          2.36483491E+05          1.18801113E+05          6.35794853E+04          3.34641819E+04
        210.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.64644592E+05          2.58115340E+05          1.29755483E+05          7.12104417E+04          3.68616190E+04
        220.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.74823436E+05          2.81942057E+05          1.41907809E+05          7.93665722E+04          4.05263748E+04
        230.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.03405878E+05          3.07063229E+05          1.54101308E+05          8.81470356E+04          4.44202972E+04
        240.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.36546131E+05          3.32853566E+05          1.67565302E+05          9.75191662E+04          4.85808809E+04
        250.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.72489414E+05          3.62681268E+05          1.82903997E+05          1.07500797E+05          5.31311129E+04
        260.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.06943282E+05          3.94144181E+05          1.98407387E+05          1.18135330E+05          5.78657149E+04
        270.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.42042686E+05          4.27746374E+05          2.15775500E+05          1.29137659E+05          6.28790698E+04
        280.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.76582334E+05          4.66907557E+05          2.34791734E+05          1.40921030E+05          6.83162193E+04
        287.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.07304902E+05          4.99053079E+05          2.50653808E+05          1.50829093E+05          7.28568403E+04
        288.0010          2.81057028E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.07312853E+05          4.99062189E+05          2.50658148E+05          1.50831826E+05          2.02818037E+04
        290.0000          2.89750524E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.15330066E+05          5.04876618E+05          2.55072686E+05          1.53456082E+05          2.08235263E+04
        300.0000          3.29853629E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.49062525E+05          5.49657421E+05          2.76259250E+05          1.66408704E+05          2.33543624E+04
        310.0000          3.53790784E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.88150808E+05          5.92544593E+05          2.99539938E+05          1.80152079E+05          2.50914337E+04
        320.0000          3.72699918E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.03013225E+06          6.40892395E+05          3.22429469E+05          1.94264787E+05          2.65876993E+04
        330.0000          3.91981342E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.07782225E+06          6.91515811E+05          3.47944399E+05          2.09428961E+05          2.81418830E+04
        340.0000          4.14867504E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.12129084E+06          7.40997574E+05          3.75029486E+05          2.25060120E+05          2.98907582E+04
        350.0000          4.42478741E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.17189885E+06          7.97267840E+05          4.02944299E+05          2.41849376E+05          3.19243083E+04
        360.0000          4.71835007E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.21829699E+06          8.55596899E+05          4.31673731E+05          2.58696329E+05          3.40535172E+04
        370.0000          5.06690412E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.27334279E+06          9.15725908E+05          4.62026274E+05          2.76651508E+05          3.65065876E+04
        380.0000          5.40442788E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.31856087E+06          9.78590701E+05          4.94428652E+05          2.95542009E+05          3.89259903E+04
        390.0000          5.74958980E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.37142419E+06          1.04587482E+06          5.28089737E+05          3.14815159E+05          4.14114065E+04
        400.0000          6.08557346E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.42225977E+06          1.11554206E+06          5.64948798E+05          3.34732686E+05          4.38801127E+04
        402.9990          6.20243750E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.43952440E+06          1.13875432E+06          5.75402617E+05          3.40764876E+05          4.47067071E+04
        403.0010          6.20251694E+04          1.10419931E+05          1.00000000E+30          1.00000000E+30          1.43953605E+06          1.13877013E+06          5.75410368E+05          3.40769315E+05          3.18227514E+04
        410.0000          6.46342595E+04          1.14341562E+05          1.00000000E+30          1.00000000E+30          1.48150663E+06          1.19155401E+06          6.03878839E+05          3.56202519E+05          3.31180889E+04
        420.0000          6.84393839E+04          1.21254359E+05          1.00000000E+30          1.00000000E+30          1.53141857E+06          1.27166267E+06          6.43397668E+05          3.78014633E+05          3.50906663E+04
        430.0000          7.24196278E+04          1.26305993E+05          1.00000000E+30          1.00000000E+30          1.58843946E+06          1.35268259E+06          6.81970359E+05          4.00074581E+05          3.69543883E+04
        440.0000          7.65817869E+04          1.29971983E+05          1.00000000E+30          1.00000000E+30          1.65238045E+06          1.43151738E+06          7.24464305E+05          4.24028393E+05          3.87682387E+04
        450.0000          8.08087622E+04          1.34534474E+05          1.00000000E+30          1.00000000E+30          1.70692193E+06          1.51852798E+06          7.68309096E+05          4.48526033E+05          4.06778532E+04
        460.0000          8.51477904E+04          1.40479568E+05          1.00000000E+30          1.00000000E+30          1.76986526E+06          1.60821844E+06          8.15888682E+05          4.72652626E+05          4.27515663E+04
        470.0000          8.98710195E+04          1.47407380E+05          1.00000000E+30          1.00000000E+30          1.83385119E+06          1.70269854E+06          8.63873262E+05          5.00037612E+05          4.50429986E+04
        480.0000          9.51490267E+04          1.55193977E+05          1.00000000E+30          1.00000000E+30          1.90277212E+06          1.80130205E+06          9.13804901E+05          5.27044392E+05          4.75606615E+04
        490.0000          1.00046651E+05          1.63033272E+05          1.00000000E+30          1.00000000E+30          1.96634827E+06          1.90460557E+06          9.64202108E+05          5.54650984E+05          4.99932085E+04
        500.0000          1.05019851E+05          1.71547906E+05          1.00000000E+30          1.00000000E+30          2.04011407E+06          2.01011434E+06          1.02416014E+06          5.83212344E+05          5.25486384E+04
