#Energy      Al-K-shell   Al-L1-shell   Al-L2-shell   Al-L3-shell   P-K-shell   P-L1-shell   P-L2-shell   P-L3-shell   Valence  Total
         10.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.80809972E+01          1.80809972E+01
         11.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.69571138E+01          1.69571138E+01
         12.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.59917242E+01          1.59917242E+01
         13.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.51501172E+01          1.51501172E+01
         14.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.44071325E+01          1.44071325E+01
         15.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.37441611E+01          1.37441611E+01
         16.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.31471514E+01          1.31471514E+01
         17.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.26052419E+01          1.26052419E+01
         18.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.21099564E+01          1.21099564E+01
         19.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.16545704E+01          1.16545704E+01
         20.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.12336897E+01          1.12336897E+01
         21.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.08429480E+01          1.08429480E+01
         22.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.04787925E+01          1.04787925E+01
         23.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.01383040E+01          1.01383040E+01
         24.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.81906998E+00          9.81906998E+00
         25.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.51909361E+00          9.51909361E+00
         26.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.23671438E+00          9.23671438E+00
         27.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.97054758E+00          8.97054758E+00
         28.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.71943578E+00          8.71943578E+00
         29.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.48240680E+00          8.48240680E+00
         30.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.25864162E+00          8.25864162E+00
         31.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.04744416E+00          8.04744416E+00
         32.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.84821828E+00          7.84821828E+00
         33.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.66044439E+00          7.66044439E+00
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.48366227E+00          7.48366227E+00
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.31745460E+00          7.31745460E+00
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.16143370E+00          7.16143370E+00
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.01523043E+00          7.01523043E+00
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.87848553E+00          6.87848553E+00
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.75084317E+00          6.75084317E+00
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.63194683E+00          6.63194683E+00
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.52143669E+00          6.52143669E+00
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.41894898E+00          6.41894898E+00
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.32411648E+00          6.32411648E+00
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.23657010E+00          6.23657010E+00
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.15594080E+00          6.15594080E+00
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.08186218E+00          6.08186218E+00
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.01397299E+00          6.01397299E+00
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.95191955E+00          5.95191955E+00
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.89535794E+00          5.89535794E+00
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.84395589E+00          5.84395589E+00
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.79739419E+00          5.79739419E+00
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.75536786E+00          5.75536786E+00
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.71758689E+00          5.71758689E+00
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.68377664E+00          5.68377664E+00
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.65367797E+00          5.65367797E+00
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.62704716E+00          5.62704716E+00
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.60365571E+00          5.60365571E+00
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.58328962E+00          5.58328962E+00
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.56574903E+00          5.56574903E+00
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.55084769E+00          5.55084769E+00
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.53841198E+00          5.53841198E+00
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.52828041E+00          5.52828041E+00
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.52030282E+00          5.52030282E+00
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.51433967E+00          5.51433967E+00
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.51026137E+00          5.51026137E+00
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.50794753E+00          5.50794753E+00
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.50728640E+00          5.50728640E+00
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.50817415E+00          5.50817415E+00
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.51051437E+00          5.51051437E+00
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.51421748E+00          5.51421748E+00
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.51920024E+00          5.51920024E+00
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.52538524E+00          5.52538524E+00
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.53270051E+00          5.53270051E+00
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.54107904E+00          5.54107904E+00
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.55045845E+00          5.55045845E+00
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.56078065E+00          5.56078065E+00
         76.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.57197983E+00          5.57197983E+00
         77.0000          1.00000000E+30          1.00000000E+30          8.13378354E+09          4.06689177E+09          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.57199147E+00          5.57199146E+00
         77.0010          1.00000000E+30          1.00000000E+30          8.13416044E+09          4.06708022E+09          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.57200311E+00          5.57200310E+00
         78.0000          1.00000000E+30          1.00000000E+30          5.57695317E+05          2.78847658E+05          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.58404037E+00          5.58387264E+00
         79.0000          1.00000000E+30          1.00000000E+30          1.96938092E+05          9.84690462E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.59688021E+00          5.59640307E+00
         80.0000          1.00000000E+30          1.00000000E+30          1.06789290E+05          5.33946452E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.61046693E+00          5.60958279E+00
         81.0000          1.00000000E+30          1.00000000E+30          6.90619744E+04          3.45309872E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.62475939E+00          5.62338539E+00
         82.0000          1.00000000E+30          1.00000000E+30          4.92283790E+04          2.46141895E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.63971908E+00          5.63778145E+00
         83.0000          1.00000000E+30          1.00000000E+30          3.73021874E+04          1.86510937E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.65530999E+00          5.65273898E+00
         84.0000          1.00000000E+30          1.00000000E+30          2.94979390E+04          1.47489695E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.67149838E+00          5.66822893E+00
         85.0000          1.00000000E+30          1.00000000E+30          2.40682878E+04          1.20341439E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.68825265E+00          5.68422245E+00
         86.0000          1.00000000E+30          1.00000000E+30          2.01121773E+04          1.00560887E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.70554315E+00          5.70069153E+00
         87.0000          1.00000000E+30          1.00000000E+30          1.71278771E+04          8.56393855E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.72334207E+00          5.71761039E+00
         88.0000          1.00000000E+30          1.00000000E+30          1.48133741E+04          7.40668705E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.74162329E+00          5.73495474E+00
         89.0000          1.00000000E+30          1.00000000E+30          1.29754468E+04          6.48772342E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.76036229E+00          5.75270067E+00
         90.0000          1.00000000E+30          1.00000000E+30          1.14882387E+04          5.74411935E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.77953598E+00          5.77082637E+00
         91.0000          1.00000000E+30          1.00000000E+30          1.02650524E+04          5.13252620E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.79912266E+00          5.78931085E+00
         92.0000          1.00000000E+30          1.00000000E+30          9.24524294E+03          4.62262147E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.81910190E+00          5.80813470E+00
         93.0000          1.00000000E+30          1.00000000E+30          8.38444640E+03          4.19222320E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.83945444E+00          5.82727899E+00
         94.0000          1.00000000E+30          1.00000000E+30          7.65037339E+03          3.82518669E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.86016214E+00          5.84672642E+00
         95.0000          1.00000000E+30          1.00000000E+30          7.01833493E+03          3.50916747E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.88120788E+00          5.86646000E+00
         96.0000          1.00000000E+30          1.00000000E+30          6.46979672E+03          3.23489836E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.90257552E+00          5.88646437E+00
         97.0000          1.00000000E+30          1.00000000E+30          5.99028233E+03          2.99514116E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.92424979E+00          5.90672495E+00
         98.0000          1.00000000E+30          1.00000000E+30          5.56817044E+03          2.78408522E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.94621629E+00          5.92722734E+00
         99.0000          1.00000000E+30          1.00000000E+30          5.19435292E+03          2.59717646E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.96846138E+00          5.94795825E+00
        100.0000          1.00000000E+30          1.00000000E+30          4.86127381E+03          2.43063690E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.99097217E+00          5.96890417E+00
        110.0000          1.00000000E+30          1.00000000E+30          2.86218098E+03          1.43109049E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.22829942E+00          6.18790353E+00
        120.0000          1.00000000E+30          1.00000000E+30          1.96650288E+03          9.83251440E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.48203972E+00          6.41856855E+00
        120.9990          1.00000000E+30          1.00000000E+30          1.90481761E+03          9.52408806E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.50804728E+00          6.44201741E+00
        121.0010          1.00000000E+30          2.86551582E+10          1.90469832E+03          9.52349162E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.50809945E+00          6.44206443E+00
        130.0000          1.00000000E+30          8.86027512E+04          1.47856552E+03          7.39282761E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.74644853E+00          6.65484693E+00
        133.9990          1.00000000E+30          5.04193598E+04          1.34287691E+03          6.71438453E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.85430939E+00          6.75003127E+00
        134.0010          1.00000000E+30          5.04068084E+04          1.34281452E+03          6.71407258E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.91316187E+10          6.85436359E+00          6.75007887E+00
        134.9990          1.00000000E+30          4.49968945E+04          1.31266134E+03          6.56330669E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.72111132E+06          6.88143465E+00          6.77383906E+00
        135.0010          1.00000000E+30          4.49865599E+04          1.31260242E+03          6.56301210E+02          1.00000000E+30          1.00000000E+30          3.90802353E+10          1.71587932E+06          6.88148896E+00          6.77388666E+00
        140.0000          1.00000000E+30          2.81427439E+04          1.17976301E+03          5.89881506E+02          1.00000000E+30          1.00000000E+30          3.12853234E+05          1.15672059E+05          7.01789052E+00          6.89259589E+00
        150.0000          1.00000000E+30          1.47379149E+04          9.82151901E+02          4.91075950E+02          1.00000000E+30          1.00000000E+30          5.83284543E+04          2.57584677E+04          7.29398228E+00          7.12871913E+00
        160.0000          1.00000000E+30          9.42359027E+03          8.44272580E+02          4.22136290E+02          1.00000000E+30          1.00000000E+30          2.65860370E+04          1.22102069E+04          7.57311517E+00          7.36241264E+00
        170.0000          1.00000000E+30          6.72002227E+03          7.44274307E+02          3.72137153E+02          1.00000000E+30          1.00000000E+30          1.58996929E+04          7.43211036E+03          7.85417750E+00          7.59314093E+00
        180.0000          1.00000000E+30          5.13506302E+03          6.69629285E+02          3.34814643E+02          1.00000000E+30          1.00000000E+30          1.08853860E+04          5.14021132E+03          8.13638606E+00          7.82069154E+00
        190.0000          1.00000000E+30          4.11629376E+03          6.12669938E+02          3.06334969E+02          1.00000000E+30          1.00000000E+30          8.08629231E+03          3.84401050E+03          8.41918050E+00          8.04506819E+00
        190.9990          1.00000000E+30          4.03480194E+03          6.07744788E+02          3.03872394E+02          1.00000000E+30          1.00000000E+30          7.87582736E+03          3.74602220E+03          8.44744719E+00          8.06731332E+00
        191.0010          1.00000000E+30          4.03463745E+03          6.07735057E+02          3.03867529E+02          1.00000000E+30          1.05607311E+11          7.87541940E+03          3.74582427E+03          8.44750378E+00          8.06735779E+00
        200.0000          1.00000000E+30          3.41780279E+03          5.68454990E+02          2.84227495E+02          1.00000000E+30          4.12304527E+05          6.34536121E+03          3.03084318E+03          8.69803830E+00          8.26251924E+00
        210.0000          1.00000000E+30          2.91564696E+03          5.33665615E+02          2.66832808E+02          1.00000000E+30          1.30959752E+05          5.17961134E+03          2.48296722E+03          8.98047895E+00          8.48028574E+00
        220.0000          1.00000000E+30          2.54131682E+03          5.05997329E+02          2.52998664E+02          1.00000000E+30          6.81497223E+04          4.35589812E+03          2.09409631E+03          9.26695752E+00          8.69909821E+00
        230.0000          1.00000000E+30          2.25428281E+03          4.83807452E+02          2.41903726E+02          1.00000000E+30          4.31454321E+04          3.74984356E+03          1.80696598E+03          9.54608044E+00          8.90926386E+00
        240.0000          1.00000000E+30          2.02916787E+03          4.65898552E+02          2.32949276E+02          1.00000000E+30          3.04036933E+04          3.28960188E+03          1.58832829E+03          9.82903591E+00          9.12093915E+00
        250.0000          1.00000000E+30          1.84936642E+03          4.51381382E+02          2.25690691E+02          1.00000000E+30          2.29295395E+04          2.93119508E+03          1.41769901E+03          1.01103017E+01          9.32956401E+00
        260.0000          1.00000000E+30          1.70358936E+03          4.39585291E+02          2.19792645E+02          1.00000000E+30          1.81266312E+04          2.64635561E+03          1.28186267E+03          1.03899722E+01          9.53548653E+00
        270.0000          1.00000000E+30          1.58392101E+03          4.29996564E+02          2.14998282E+02          1.00000000E+30          1.48346498E+04          2.41617037E+03          1.17193916E+03          1.06681347E+01          9.73901219E+00
        280.0000          1.00000000E+30          1.48465235E+03          4.22217124E+02          2.11108562E+02          1.00000000E+30          1.24676330E+04          2.22754937E+03          1.08176461E+03          1.09448697E+01          9.94041091E+00
        290.0000          1.00000000E+30          1.40157319E+03          4.15934754E+02          2.07967377E+02          1.00000000E+30          1.07014492E+04          2.07117168E+03          1.00694244E+03          1.12247744E+01          1.01436161E+01
        300.0000          1.00000000E+30          1.33151475E+03          4.10901957E+02          2.05450978E+02          1.00000000E+30          9.34434189E+03          1.94023746E+03          9.44251362E+02          1.14987288E+01          1.03413013E+01
        310.0000          1.00000000E+30          1.27205064E+03          4.06920391E+02          2.03460196E+02          1.00000000E+30          8.27614867E+03          1.82967232E+03          8.91285310E+02          1.17757634E+01          1.05409492E+01
        320.0000          1.00000000E+30          1.22129741E+03          4.03829757E+02          2.01914878E+02          1.00000000E+30          7.41874183E+03          1.73562345E+03          8.46214040E+02          1.20514191E+01          1.07390457E+01
        330.0000          1.00000000E+30          1.17776979E+03          4.01499559E+02          2.00749779E+02          1.00000000E+30          6.71900646E+03          1.65511400E+03          8.07620215E+02          1.23257559E+01          1.09357499E+01
        340.0000          1.00000000E+30          1.14028692E+03          3.99822371E+02          1.99911185E+02          1.00000000E+30          6.13989283E+03          1.58581389E+03          7.74393813E+02          1.25988298E+01          1.11312032E+01
        350.0000          1.00000000E+30          1.10789836E+03          3.98709287E+02          1.99354644E+02          1.00000000E+30          5.65481013E+03          1.52587297E+03          7.45652616E+02          1.28706935E+01          1.13255298E+01
