#Energy      Al-K-shell   Al-L1-shell   Al-L2-shell   Al-L3-shell   P-K-shell   P-L1-shell   P-L2-shell   P-L3-shell   Valence  Total
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.05371769E+03          3.05371769E+03
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.01931119E+03          3.01931119E+03
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.99053395E+03          2.99053395E+03
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.96406890E+03          2.96406890E+03
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.94546229E+03          2.94546229E+03
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.91788159E+03          2.91788159E+03
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.90930063E+03          2.90930063E+03
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.89575365E+03          2.89575365E+03
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.89720555E+03          2.89720555E+03
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.89266460E+03          2.89266460E+03
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.89948146E+03          2.89948146E+03
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.90384686E+03          2.90384686E+03
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.91224647E+03          2.91224647E+03
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.92891879E+03          2.92891879E+03
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.94341146E+03          2.94341146E+03
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.96344536E+03          2.96344536E+03
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.97909108E+03          2.97909108E+03
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.00781080E+03          3.00781080E+03
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.03081273E+03          3.03081273E+03
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.05996046E+03          3.05996046E+03
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.09023611E+03          3.09023611E+03
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.12740384E+03          3.12740384E+03
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.15975066E+03          3.15975066E+03
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.19264412E+03          3.19264412E+03
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.23304034E+03          3.23304034E+03
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.27595405E+03          3.27595405E+03
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.31555715E+03          3.31555715E+03
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.36406753E+03          3.36406753E+03
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.40834596E+03          3.40834596E+03
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.45093226E+03          3.45093226E+03
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.50403883E+03          3.50403883E+03
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.55486730E+03          3.55486730E+03
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.60610292E+03          3.60610292E+03
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.65593226E+03          3.65593226E+03
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.71146215E+03          3.71146215E+03
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.76649118E+03          3.76649118E+03
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.82763580E+03          3.82763580E+03
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.88402689E+03          3.88402689E+03
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.94632746E+03          3.94632746E+03
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.00351412E+03          4.00351412E+03
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.06185332E+03          4.06185332E+03
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.12814011E+03          4.12814011E+03
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.19300068E+03          4.19300068E+03
         76.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.26058199E+03          4.26058199E+03
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.26065073E+03          4.26065073E+03
         77.0010          1.00000000E+30          1.00000000E+30          2.15989658E+04          9.27689005E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.26071947E+03          2.57204687E+03
         78.0000          1.00000000E+30          1.00000000E+30          1.61812051E+04          6.97800663E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.32881243E+03          2.29295880E+03
         79.0000          1.00000000E+30          1.00000000E+30          1.21501697E+04          5.26519369E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.40123230E+03          2.00224649E+03
         80.0000          1.00000000E+30          1.00000000E+30          9.16844697E+03          3.97079400E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.46010119E+03          1.70905497E+03
         81.0000          1.00000000E+30          1.00000000E+30          6.93512433E+03          3.00686543E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.53115545E+03          1.43377392E+03
         82.0000          1.00000000E+30          1.00000000E+30          5.29878392E+03          2.34972747E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.60562846E+03          1.20274787E+03
         83.0000          1.00000000E+30          1.00000000E+30          4.26705479E+03          1.93862844E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.67602871E+03          1.03730247E+03
         84.0000          1.00000000E+30          1.00000000E+30          3.60256596E+03          1.67006586E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.74351999E+03          9.19817130E+02
         85.0000          1.00000000E+30          1.00000000E+30          3.17038411E+03          1.48908134E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.82114631E+03          8.37244848E+02
         86.0000          1.00000000E+30          1.00000000E+30          2.87647380E+03          1.36855367E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.89831132E+03          7.79728140E+02
         87.0000          1.00000000E+30          1.00000000E+30          2.66478037E+03          1.28708046E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.97483411E+03          7.38973020E+02
         88.0000          1.00000000E+30          1.00000000E+30          2.53231649E+03          1.22522982E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.05671638E+03          7.09811093E+02
         89.0000          1.00000000E+30          1.00000000E+30          2.42842294E+03          1.18196333E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.12296461E+03          6.88212635E+02
         90.0000          1.00000000E+30          1.00000000E+30          2.35352600E+03          1.15267472E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.19922148E+03          6.73501214E+02
         91.0000          1.00000000E+30          1.00000000E+30          2.30370684E+03          1.13269827E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.27821474E+03          6.63839307E+02
         92.0000          1.00000000E+30          1.00000000E+30          2.27097412E+03          1.11905797E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.35840743E+03          6.57647668E+02
         93.0000          1.00000000E+30          1.00000000E+30          2.24801067E+03          1.10950206E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.43902571E+03          6.53595015E+02
         94.0000          1.00000000E+30          1.00000000E+30          2.23415747E+03          1.10373281E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.52654355E+03          6.51653729E+02
         95.0000          1.00000000E+30          1.00000000E+30          2.21318368E+03          1.09492278E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.60765489E+03          6.47890010E+02
         96.0000          1.00000000E+30          1.00000000E+30          2.20887339E+03          1.08625227E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.68114793E+03          6.45437494E+02
         97.0000          1.00000000E+30          1.00000000E+30          2.19644475E+03          1.08938228E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.76911977E+03          6.46592439E+02
         98.0000          1.00000000E+30          1.00000000E+30          2.18415519E+03          1.08468134E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.86028129E+03          6.44989452E+02
         99.0000          1.00000000E+30          1.00000000E+30          2.19058347E+03          1.08002079E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.94140615E+03          6.44862654E+02
        100.0000          1.00000000E+30          1.00000000E+30          2.18416576E+03          1.08408279E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.02232257E+03          6.46693170E+02
        110.0000          1.00000000E+30          1.00000000E+30          2.18699554E+03          1.08756103E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.95325051E+03          6.57654797E+02
        120.0000          1.00000000E+30          1.00000000E+30          2.28389535E+03          1.13963269E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.97650167E+03          6.94110701E+02
        120.9990          1.00000000E+30          1.00000000E+30          2.29654413E+03          1.14636769E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.05534276E+03          6.98373497E+02
        121.0010          1.00000000E+30          7.33905066E+03          2.29656959E+03          1.14638126E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.05557005E+03          6.37699260E+02
        130.0000          1.00000000E+30          7.59701390E+03          2.48296056E+03          1.24271702E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.07434890E+03          6.90005005E+02
        133.9990          1.00000000E+30          7.71756055E+03          2.59381645E+03          1.29913380E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.51734181E+03          7.19464873E+02
        134.0010          1.00000000E+30          7.71762179E+03          2.59387073E+03          1.29916164E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.54576386E+04          9.51759433E+03          6.87480608E+02
        134.9990          1.00000000E+30          7.74830506E+03          2.62124099E+03          1.31320155E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.05148635E+04          9.64529595E+03          6.79884595E+02
        135.0010          1.00000000E+30          7.74836679E+03          2.62129642E+03          1.31322999E+03          1.00000000E+30          1.00000000E+30          2.72820673E+04          1.05072547E+04          9.64555531E+03          6.63335632E+02
        140.0000          1.00000000E+30          7.90580871E+03          2.78280900E+03          1.39504145E+03          1.00000000E+30          1.00000000E+30          4.68526082E+03          1.79655708E+03          1.02536194E+04          4.83034609E+02
        150.0000          1.00000000E+30          8.16239896E+03          3.14248765E+03          1.57666631E+03          1.00000000E+30          1.00000000E+30          2.70142332E+03          1.27352170E+03          1.15331138E+04          4.31576169E+02
        160.0000          1.00000000E+30          8.40159206E+03          3.54400625E+03          1.77994417E+03          1.00000000E+30          1.00000000E+30          2.72939300E+03          1.34172371E+03          1.29184927E+04          4.64660880E+02
        170.0000          1.00000000E+30          8.87050824E+03          3.98073808E+03          2.00028896E+03          1.00000000E+30          1.00000000E+30          2.85035485E+03          1.42242483E+03          1.44002934E+04          5.03227711E+02
        180.0000          1.00000000E+30          9.37810861E+03          4.46298274E+03          2.24393176E+03          1.00000000E+30          1.00000000E+30          2.99832952E+03          1.51862016E+03          1.59363633E+04          5.46118571E+02
        190.0000          1.00000000E+30          9.91941680E+03          5.00389598E+03          2.51887731E+03          1.00000000E+30          1.00000000E+30          3.22563171E+03          1.61769068E+03          1.75830523E+04          5.94278118E+02
        190.9990          1.00000000E+30          9.97694655E+03          5.06418423E+03          2.54994562E+03          1.00000000E+30          1.00000000E+30          3.24833180E+03          1.62929537E+03          1.77257679E+04          5.99560251E+02
        191.0010          1.00000000E+30          9.97706239E+03          5.06430638E+03          2.55000859E+03          1.00000000E+30          9.80054963E+03          3.24837757E+03          1.62931877E+03          1.77261274E+04          5.65005500E+02
        200.0000          1.00000000E+30          1.04601462E+04          5.59620337E+03          2.81860752E+03          1.00000000E+30          9.82238910E+03          3.50352523E+03          1.76004969E+03          1.92803901E+04          6.11117837E+02
        210.0000          1.00000000E+30          1.10493059E+04          6.29313455E+03          3.15983370E+03          1.00000000E+30          9.84677233E+03          3.82400311E+03          1.92233972E+03          2.10643370E+04          6.68174825E+02
        220.0000          1.00000000E+30          1.16425768E+04          6.96831324E+03          3.51420821E+03          1.00000000E+30          9.99757287E+03          4.17699817E+03          2.10237758E+03          2.29419401E+04          7.28529288E+02
        230.0000          1.00000000E+30          1.23226165E+04          7.76430803E+03          3.90313979E+03          1.00000000E+30          1.04210244E+04          4.54917070E+03          2.28302541E+03          2.48949808E+04          7.93578854E+02
        240.0000          1.00000000E+30          1.29895469E+04          8.56606710E+03          4.31839762E+03          1.00000000E+30          1.09120004E+04          4.93125698E+03          2.48249575E+03          2.69989438E+04          8.62380290E+02
        250.0000          1.00000000E+30          1.37123282E+04          9.45332015E+03          4.75635076E+03          1.00000000E+30          1.14445035E+04          5.37315721E+03          2.70973998E+03          2.91944739E+04          9.38318772E+02
        260.0000          1.00000000E+30          1.45036985E+04          1.03850285E+04          5.25118335E+03          1.00000000E+30          1.19549408E+04          5.83928323E+03          2.93942416E+03          3.14773136E+04          1.01776345E+03
        270.0000          1.00000000E+30          1.52956462E+04          1.14095596E+04          5.73006087E+03          1.00000000E+30          1.24749418E+04          6.33710288E+03          3.19673440E+03          3.38716815E+04          1.10150837E+03
        280.0000          1.00000000E+30          1.60933441E+04          1.24397455E+04          6.29234860E+03          1.00000000E+30          1.29866500E+04          6.91727951E+03          3.47846169E+03          3.64039932E+04          1.19336195E+03
        290.0000          1.00000000E+30          1.69601799E+04          1.36247948E+04          6.85682527E+03          1.00000000E+30          1.35607013E+04          7.47979473E+03          3.77892590E+03          3.90348503E+04          1.28886421E+03
        300.0000          1.00000000E+30          1.78165123E+04          1.47839363E+04          7.47664877E+03          1.00000000E+30          1.40604508E+04          8.14322654E+03          4.09280685E+03          4.17561125E+04          1.38942716E+03
        310.0000          1.00000000E+30          1.87950883E+04          1.61011454E+04          8.12223083E+03          1.00000000E+30          1.46395474E+04          8.77860404E+03          4.43771244E+03          4.45186908E+04          1.49598275E+03
        320.0000          1.00000000E+30          1.96250482E+04          1.74610944E+04          8.81953230E+03          1.00000000E+30          1.52615065E+04          9.49488130E+03          4.77682299E+03          4.75101851E+04          1.60553156E+03
        330.0000          1.00000000E+30          2.06553853E+04          1.89252065E+04          9.54946963E+03          1.00000000E+30          1.59680383E+04          1.02448720E+04          5.15482909E+03          5.05620929E+04          1.72420812E+03
        340.0000          1.00000000E+30          2.16295154E+04          2.04699572E+04          1.03637247E+04          1.00000000E+30          1.66120296E+04          1.09779490E+04          5.55609722E+03          5.36568402E+04          1.84677647E+03
        350.0000          1.00000000E+30          2.26006038E+04          2.21266671E+04          1.11405600E+04          1.00000000E+30          1.73617920E+04          1.18115983E+04          5.96965780E+03          5.69823327E+04          1.97423071E+03
