#Energy      Se-K-shell   Se-L1-shell   Se-L2-shell   Se-L3-shell   Se-M1-shell   Se-M2-shell   Se-M3-shell   Se-M4-shell   Se-M5-shell   Valence  Total
         60.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.21424148E+09          5.52732717E+00          5.52732716E+00
         60.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.34675182E+05          5.51934632E+00          5.51912013E+00
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.47193465E+09          1.34465729E+05          5.51933942E+00          5.51911287E+00
         61.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.47213454E+09          1.34244329E+05          5.51933251E+00          5.51910559E+00
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.12486051E+05          4.74580737E+04          5.51348086E+00          5.51269737E+00
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.50119533E+04          2.57411576E+04          5.50961853E+00          5.50803503E+00
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.06882000E+04          1.66601647E+04          5.50762084E+00          5.50505577E+00
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.63290855E+04          1.18795878E+04          5.50736588E+00          5.50366316E+00
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.87759737E+04          9.01090215E+03          5.50874075E+00          5.50376130E+00
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.42404906E+04          7.13274591E+03          5.51164083E+00          5.50525603E+00
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.12713741E+04          5.82646247E+03          5.51596918E+00          5.50805912E+00
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.20612487E+03          4.87508522E+03          5.52163591E+00          5.51208676E+00
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.70148765E+03          4.15736027E+03          5.52855767E+00          5.51726009E+00
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.56713418E+03          3.60054555E+03          5.53665710E+00          5.52350666E+00
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.68715743E+03          3.15861077E+03          5.54586237E+00          5.53075816E+00
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.98810899E+03          2.80082777E+03          5.55610676E+00          5.53894926E+00
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.42262951E+03          2.50661514E+03          5.56732823E+00          5.54802177E+00
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.95756711E+03          2.26123087E+03          5.57946908E+00          5.55791952E+00
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.56970512E+03          2.05409692E+03          5.59247562E+00          5.56859057E+00
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.24228579E+03          1.87738702E+03          5.60629781E+00          5.57998627E+00
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.96289829E+03          1.72520724E+03          5.62088902E+00          5.59206091E+00
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.72242378E+03          1.59310763E+03          5.63620576E+00          5.60477330E+00
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.51361440E+03          1.47754543E+03          5.65220740E+00          5.61808294E+00
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.33100053E+03          1.37579210E+03          5.66885603E+00          5.63195338E+00
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.17015891E+03          1.28564177E+03          5.68611619E+00          5.64634939E+00
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.02768618E+03          1.20533329E+03          5.70395471E+00          5.66123896E+00
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.90077177E+03          1.13343418E+03          5.72234052E+00          5.67659168E+00
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.78714852E+03          1.06875770E+03          5.74124455E+00          5.69237888E+00
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.68495904E+03          1.01034001E+03          5.76063951E+00          5.70857421E+00
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.59265274E+03          9.57366309E+02          5.78049982E+00          5.72515249E+00
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.50895006E+03          9.09147642E+02          5.80080145E+00          5.74209003E+00
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.43276850E+03          8.65115890E+02          5.82152184E+00          5.75936499E+00
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.36319882E+03          8.24777821E+02          5.84263977E+00          5.77695651E+00
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.29946705E+03          7.87718708E+02          5.86413528E+00          5.79484529E+00
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.24092196E+03          7.53567422E+02          5.88598957E+00          5.81301259E+00
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.18698727E+03          7.22026592E+02          5.90818496E+00          5.83144177E+00
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.13715886E+03          6.92827225E+02          5.93070475E+00          5.85011636E+00
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.09102686E+03          6.65725459E+02          5.95353322E+00          5.86902083E+00
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.04822521E+03          6.40529110E+02          5.97665550E+00          5.88814200E+00
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00841564E+03          6.17040562E+02          6.00005757E+00          5.90746450E+00
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.71331024E+02          5.95110399E+02          6.02372619E+00          5.92697690E+00
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.36691517E+02          5.74601014E+02          6.04764882E+00          5.94666642E+00
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.04301454E+02          5.55384583E+02          6.07181361E+00          5.96652240E+00
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.69176491E+02          4.14885510E+02          6.32457864E+00          6.17215457E+00
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.30705624E+02          3.31265693E+02          6.59221910E+00          6.38581854E+00
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.41755086E+02          2.77198559E+02          6.86945122E+00          6.60313325E+00
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.81218346E+02          2.40254222E+02          7.15293162E+00          6.82182942E+00
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.38333847E+02          2.14021293E+02          7.44046976E+00          7.04085482E+00
        160.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.07065263E+02          1.94871621E+02          7.73058916E+00          7.25981973E+00
        165.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.92305844E+02          1.85829729E+02          7.90543312E+00          7.39111260E+00
        166.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.66710721E+10          2.92301337E+02          1.85826968E+02          7.90549149E+00          7.39115637E+00
        170.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.05984751E+05          2.83775168E+02          1.80603934E+02          8.02227165E+00          7.47857673E+00
        172.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.02189535E+05          2.77976160E+02          1.77052146E+02          8.10993899E+00          7.54407911E+00
        173.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.27617093E+11          3.02048869E+05          2.77972452E+02          1.77049866E+02          8.10999747E+00          7.54412276E+00
        180.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.94662061E+05          1.04579938E+05          2.66149369E+02          1.69811021E+02          8.31480205E+00          7.69676976E+00
        190.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.78427963E+05          4.55645917E+04          2.52652761E+02          1.61556106E+02          8.60767079E+00          7.91447305E+00
        200.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.73863178E+04          2.66435106E+04          2.42234048E+02          1.55195993E+02          8.89924932E+00          8.13076160E+00
        210.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.37898245E+04          1.79599539E+04          2.34153868E+02          1.50277516E+02          9.19126591E+00          8.34736644E+00
        220.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.73145944E+04          1.31758839E+04          2.27880813E+02          1.46474491E+02          9.48158035E+00          8.56268985E+00
        230.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.78771729E+04          1.02271474E+04          2.23025656E+02          1.43547683E+02          9.77556725E+00          8.78120247E+00
        233.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.51859116E+04          9.35291414E+03          2.21413313E+02          1.42580961E+02          9.89050892E+00          8.86653306E+00
