#Energy      Sc-K-shell   Sc-L1-shell   Sc-L2-shell   Sc-L3-shell   Sc-M1-shell   Sc-M2-shell   Sc-M3-shell   Valence  Total
         33.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.72607636E+02          8.72607636E+02
         33.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.04886843E+03          5.41601875E+02          8.72633773E+02          2.53437934E+02
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.17207239E+03          6.04804693E+02          8.99253528E+02          2.76346198E+02
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.29551134E+03          6.70582031E+02          9.28844060E+02          2.99424073E+02
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.43108230E+03          7.42786103E+02          9.56339569E+02          3.23550450E+02
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.58542468E+03          8.22227430E+02          9.87175275E+02          3.49656991E+02
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.73668213E+03          9.04359479E+02          1.02015933E+03          3.75684972E+02
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.90301289E+03          9.97196348E+02          1.04974279E+03          4.03078170E+02
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.08144160E+03          1.09415209E+03          1.08389294E+03          4.31595125E+02
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.31324543E+03          1.22506365E+03          1.12019524E+03          4.67010664E+02
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.59830660E+03          1.38306391E+03          1.15397926E+03          5.06466273E+02
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.93347043E+03          1.56855777E+03          1.18866722E+03          5.49541185E+02
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.31850786E+03          1.76778774E+03          1.22767669E+03          5.94683861E+02
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.72570851E+03          1.99052289E+03          1.26481912E+03          6.40445641E+02
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.20469597E+03          2.22141705E+03          1.30320058E+03          6.87127485E+02
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.68435999E+03          2.46152331E+03          1.34496336E+03          7.33544661E+02
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.17973645E+03          2.69901208E+03          1.38536350E+03          7.77969058E+02
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.67016440E+03          2.93637010E+03          1.42799977E+03          8.21558699E+02
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.15969427E+03          3.15429287E+03          1.47255896E+03          8.63212021E+02
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.61974033E+03          3.32478359E+03          1.52031117E+03          9.01229837E+02
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.95512404E+03          3.48590814E+03          1.56566555E+03          9.35143855E+02
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.27745525E+03          3.61025997E+03          1.61315181E+03          9.66834209E+02
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.53069696E+03          3.66933459E+03          1.66464090E+03          9.93987397E+02
         54.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.71193733E+03          3.72029025E+03          1.71901337E+03          1.02020581E+03
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.67086674E+03          3.72034197E+03          1.71346195E+03          1.01753245E+03
         55.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.11984593E+03          7.67102777E+03          3.72039369E+03          1.71351562E+03          8.48850850E+02
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.13364224E+03          7.78196067E+03          3.74458169E+03          1.76887185E+03          8.65291133E+02
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.14752703E+03          7.82608459E+03          3.74190568E+03          1.82046218E+03          8.78271236E+02
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.16148713E+03          7.82070711E+03          3.74394335E+03          1.87957370E+03          8.92266110E+02
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.17552316E+03          7.77982159E+03          3.69808829E+03          1.93427352E+03          9.01587420E+02
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.18963573E+03          7.73936134E+03          3.64508359E+03          1.99288952E+03          9.10724025E+02
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.20382548E+03          7.63260685E+03          3.60748382E+03          2.05388557E+03          9.19737523E+02
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.21809304E+03          7.51115512E+03          3.53544925E+03          2.11891698E+03          9.26299105E+02
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.23243904E+03          7.41406118E+03          3.48608607E+03          2.18147592E+03          9.33485257E+02
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.24686415E+03          7.26263330E+03          3.43808237E+03          2.24733985E+03          9.39751164E+02
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.26136902E+03          7.14840948E+03          3.35335191E+03          2.31582747E+03          9.43417551E+02
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.27595430E+03          7.03772296E+03          3.29848260E+03          2.39030264E+03          9.49525723E+02
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.28163359E+03          6.93041192E+03          3.24537997E+03          2.45564022E+03          9.53304264E+02
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.29485060E+03          6.82632429E+03          3.19396007E+03          2.53422596E+03          9.58733043E+02
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.30813393E+03          6.72531698E+03          3.14414415E+03          2.60736300E+03          9.62776340E+02
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.32148407E+03          6.62725523E+03          3.09585832E+03          2.68192906E+03          9.66475225E+02
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.33490153E+03          6.53201207E+03          3.02981673E+03          2.76731454E+03          9.69038072E+02
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.34838682E+03          6.32484319E+03          2.98207595E+03          2.83754971E+03          9.68211158E+02
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.36194046E+03          6.22437757E+03          2.93581632E+03          2.92513596E+03          9.71209942E+02
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.37556297E+03          6.12705370E+03          2.89096999E+03          3.01274412E+03          9.73647659E+02
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.38925488E+03          6.05651469E+03          2.86468118E+03          3.09051336E+03          9.77215540E+02
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.40301671E+03          5.97117918E+03          2.82596638E+03          3.18178109E+03          9.79716414E+02
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.41684900E+03          5.88821499E+03          2.78828405E+03          3.27058129E+03          9.81508876E+02
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.43075231E+03          5.80752463E+03          2.77013871E+03          3.36230444E+03          9.85479187E+02
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.44472716E+03          5.76720039E+03          2.73862935E+03          3.45269541E+03          9.88305143E+02
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.36103500E+03          5.69913968E+03          2.70782874E+03          3.54770290E+03          9.87002819E+02
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.36773627E+03          5.63266665E+03          2.67771323E+03          3.64717789E+03          9.88658448E+02
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.37445432E+03          5.56772639E+03          2.67149962E+03          3.74458978E+03          9.93003819E+02
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.38118921E+03          5.55199054E+03          2.64743398E+03          3.84428867E+03          9.96215873E+02
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.38794099E+03          5.49941750E+03          2.62379805E+03          3.94927870E+03          9.98228359E+02
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.39470974E+03          5.44783078E+03          2.60058043E+03          4.04527898E+03          9.99343067E+02
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.43109040E+03          5.43487685E+03          2.60351159E+03          4.15838124E+03          1.00735702E+03
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.44294470E+03          5.39436852E+03          2.58607678E+03          4.27055178E+03          1.01015153E+03
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.45485085E+03          5.35445957E+03          2.56887392E+03          4.36776713E+03          1.01182946E+03
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.46680921E+03          5.35419730E+03          2.55189843E+03          4.48870835E+03          1.01591143E+03
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.47882011E+03          5.32487391E+03          2.56137907E+03          4.59250298E+03          1.02199351E+03
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.52823014E+03          5.29586997E+03          2.54986660E+03          4.70922179E+03          1.02643818E+03
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.54693647E+03          5.26718027E+03          2.53845715E+03          4.82875590E+03          1.02968865E+03
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.56576983E+03          5.28177875E+03          2.52714935E+03          4.94856215E+03          1.03435989E+03
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.58473151E+03          5.26397917E+03          2.54080372E+03          5.06348668E+03          1.04155967E+03
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.63537185E+03          5.24629916E+03          2.53458991E+03          5.19556395E+03          1.04703910E+03
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.66141572E+03          5.22873751E+03          2.52840642E+03          5.30428385E+03          1.05051074E+03
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.68770144E+03          5.24740779E+03          2.52225302E+03          5.43949565E+03          1.05630113E+03
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.71423239E+03          5.23888483E+03          2.53801511E+03          5.55924178E+03          1.06408870E+03
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.74101201E+03          5.23038951E+03          2.53652317E+03          5.69865714E+03          1.06940887E+03
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.79741213E+03          5.22192170E+03          2.53503299E+03          5.82757906E+03          1.07519810E+03
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.20287362E+03          5.31426657E+03          2.59629133E+03          7.27472545E+03          1.14676881E+03
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.72705092E+03          5.53378401E+03          2.71189497E+03          8.95516740E+03          1.23491103E+03
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.28511145E+03          5.80321351E+03          2.85518716E+03          1.09028857E+04          1.33059558E+03
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.85590442E+03          6.15256731E+03          3.02841782E+03          1.30756105E+04          1.43572903E+03
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.46545080E+03          6.54099678E+03          3.23224198E+03          1.55696291E+04          1.55130279E+03
        160.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.15159019E+03          6.98115895E+03          3.46587099E+03          1.83191275E+04          1.67889790E+03
        170.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.81297534E+03          7.47371127E+03          3.71665079E+03          2.13458978E+04          1.81285835E+03
        180.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.05423782E+04          8.03260991E+03          3.98594846E+03          2.46994709E+04          1.95803611E+03
        190.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.13620257E+04          8.59711705E+03          4.27552366E+03          2.84575173E+04          2.11255652E+03
        200.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.21223328E+04          9.20673599E+03          4.60435865E+03          3.23657459E+04          2.27691433E+03
        210.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.29629261E+04          9.88444215E+03          4.93031806E+03          3.67280185E+04          2.44878365E+03
        220.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.38082019E+04          1.05596375E+04          5.26765416E+03          4.14663065E+04          2.62415718E+03
        230.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.47435880E+04          1.13267042E+04          5.64788855E+03          4.67101183E+04          2.82024609E+03
        240.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.56606138E+04          1.20866626E+04          6.03349296E+03          5.20503143E+04          3.01619152E+03
        250.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.65757605E+04          1.29521843E+04          6.45968422E+03          5.79011853E+04          3.22983599E+03
        260.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.76155610E+04          1.37833401E+04          6.88691655E+03          6.42916587E+04          3.44736854E+03
        270.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.86424963E+04          1.47265846E+04          7.36928662E+03          7.09642982E+04          3.68547792E+03
        280.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.96673763E+04          1.56050734E+04          7.85833541E+03          7.80940613E+04          3.92178655E+03
        290.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.07269412E+04          1.66964635E+04          8.33861652E+03          8.54368957E+04          4.17070140E+03
        300.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.19451051E+04          1.77290542E+04          8.86570909E+03          9.34888073E+04          4.43530888E+03
        310.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.30786561E+04          1.87227270E+04          9.40491178E+03          1.01751105E+05          4.69711975E+03
        320.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.42057914E+04          1.98494146E+04          9.99301129E+03          1.10605699E+05          4.98001003E+03
        330.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.54339333E+04          2.11316824E+04          1.05887292E+04          1.19884084E+05          5.27923759E+03
        340.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.66792583E+04          2.22530603E+04          1.11963823E+04          1.29429153E+05          5.57224942E+03
        350.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.79129465E+04          2.36541441E+04          1.18624686E+04          1.39766016E+05          5.89776135E+03
        360.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.91598629E+04          2.49571020E+04          1.25302881E+04          1.49967766E+05          6.21746738E+03
        370.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.05885455E+04          2.62641031E+04          1.33015166E+04          1.61056764E+05          6.57223908E+03
        380.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.19711097E+04          2.76701701E+04          1.39857356E+04          1.72868166E+05          6.91063898E+03
        390.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.33652971E+04          2.92651411E+04          1.47180881E+04          1.84606963E+05          7.27261476E+03
        400.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.47457868E+04          3.07888307E+04          1.55662263E+04          1.97100125E+05          7.65843455E+03
        402.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.52160407E+04          3.11406226E+04          1.57464344E+04          2.01260574E+05          7.75291941E+03
        403.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.66754805E+03          3.52163586E+04          3.11409479E+04          1.57466049E+04          2.01263407E+05          2.48976674E+03
        407.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.25524208E+03          3.60290138E+04          3.19756373E+04          1.61845835E+04          2.07574511E+05          1.75732922E+03
        408.0010          1.00000000E+30          1.00000000E+30          7.46465687E+03          2.25483584E+03          3.60293465E+04          3.19759802E+04          1.61847637E+04          2.07577325E+05          1.42229604E+03
        410.0000          1.00000000E+30          1.00000000E+30          6.10845092E+03          1.86956516E+03          3.63649804E+04          3.23224929E+04          1.63668395E+04          2.09839422E+05          1.21522445E+03
        420.0000          1.00000000E+30          1.00000000E+30          3.16475850E+03          1.49910989E+03          3.77303927E+04          3.40213381E+04          1.71713435E+04          2.23572407E+05          9.07730208E+02
        430.0000          1.00000000E+30          1.00000000E+30          3.10334460E+03          1.54925071E+03          3.92200933E+04          3.56693497E+04          1.80629862E+04          2.37205685E+05          9.25226610E+02
        440.0000          1.00000000E+30          1.00000000E+30          3.26683587E+03          1.65203353E+03          4.09442583E+04          3.76362239E+04          1.89267154E+04          2.52007734E+05          9.81144097E+02
        450.0000          1.00000000E+30          1.00000000E+30          3.43959412E+03          1.73155106E+03          4.24547541E+04          3.92912927E+04          1.99614964E+04          2.66286252E+05          1.02975360E+03
        460.0000          1.00000000E+30          1.00000000E+30          3.59734076E+03          1.81135667E+03          4.40560223E+04          4.11902752E+04          2.08281828E+04          2.81461130E+05          1.07689434E+03
        470.0000          1.00000000E+30          1.00000000E+30          3.76646608E+03          1.89194326E+03          4.56454697E+04          4.31368524E+04          2.18225496E+04          2.97574634E+05          1.12570447E+03
        480.0000          1.00000000E+30          1.00000000E+30          3.93900881E+03          1.99058216E+03          4.74691410E+04          4.50849971E+04          2.28421991E+04          3.13649477E+05          1.18140453E+03
        490.0000          1.00000000E+30          1.00000000E+30          4.13068031E+03          2.09843457E+03          4.90499617E+04          4.70698801E+04          2.38630982E+04          3.30583387E+05          1.24192804E+03
        500.0000          1.00000000E+30          1.00000000E+30          4.33494304E+03          2.19207274E+03          5.09693446E+04          4.93351392E+04          2.50420227E+04          3.48605748E+05          1.29943811E+03
        502.9990          1.00000000E+30          1.00000000E+30          4.40128093E+03          2.22664847E+03          5.13382028E+04          5.00576118E+04          2.54186291E+04          3.52930205E+05          1.31936156E+03
        503.0010          1.00000000E+30          9.82605170E+03          4.40132585E+03          2.22667190E+03          5.13385825E+04          5.00581007E+04          2.54188841E+04          3.52934028E+05          1.16318995E+03
