#Energy      V-K-shell   V-L1-shell   V-L2-shell   V-L3-shell   V-M1-shell   V-M2-shell   V-M3-shell   O-K-shell   Valence  Total
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.26144258E+02          1.26144258E+02
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.28491180E+02          1.28491180E+02
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.31022844E+02          1.31022844E+02
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.33705929E+02          1.33705929E+02
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.36376399E+02          1.36376399E+02
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.39387979E+02          1.39387979E+02
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.42576896E+02          1.42576896E+02
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.45594227E+02          1.45594227E+02
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.49062991E+02          1.49062991E+02
         42.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.52641140E+02          1.52641140E+02
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.52550600E+02          1.52550600E+02
         43.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.54792276E+03          1.00000000E+30          1.52554134E+02          1.38868112E+02
         43.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.65343795E+03          1.00000000E+30          1.56164852E+02          1.42688159E+02
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.65355089E+03          1.00000000E+30          1.56168555E+02          1.42692092E+02
         44.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.28913037E+03          1.65366385E+03          1.00000000E+30          1.56172259E+02          1.36762696E+02
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.49463677E+03          1.76480599E+03          1.00000000E+30          1.60037452E+02          1.40818797E+02
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.71003293E+03          1.88245044E+03          1.00000000E+30          1.63842522E+02          1.44839718E+02
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.92751525E+03          2.00160182E+03          1.00000000E+30          1.67825932E+02          1.48969832E+02
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.15474495E+03          2.11830057E+03          1.00000000E+30          1.72176997E+02          1.53356781E+02
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.39380408E+03          2.24680482E+03          1.00000000E+30          1.76288649E+02          1.57599826E+02
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.63731413E+03          2.37965290E+03          1.00000000E+30          1.80972332E+02          1.62296088E+02
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.88662684E+03          2.52029529E+03          1.00000000E+30          1.85537633E+02          1.66912552E+02
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.19079029E+03          2.73025200E+03          1.00000000E+30          1.89994647E+02          1.71755742E+02
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.59179415E+03          2.96241334E+03          1.00000000E+30          1.95116258E+02          1.77256387E+02
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.06807094E+03          3.22637898E+03          1.00000000E+30          1.99995873E+02          1.82653567E+02
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.59972499E+03          3.50382894E+03          1.00000000E+30          2.04953423E+02          1.88108500E+02
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.18982195E+03          3.80600061E+03          1.00000000E+30          2.10213389E+02          1.93839794E+02
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.81485130E+03          4.13007062E+03          1.00000000E+30          2.15624976E+02          1.99689691E+02
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.47632952E+03          4.43185745E+03          1.00000000E+30          2.21386698E+02          2.05736009E+02
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.09671778E+03          4.73668301E+03          1.00000000E+30          2.26834628E+02          2.11436787E+02
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.72483346E+03          5.01343335E+03          1.00000000E+30          2.32845067E+02          2.17533416E+02
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.04624584E+04          5.27408957E+03          1.00000000E+30          2.38705094E+02          2.23490874E+02
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.08876555E+04          5.46091113E+03          1.00000000E+30          2.44645133E+02          2.29225311E+02
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.13903604E+04          5.64785060E+03          1.00000000E+30          2.51041918E+02          2.35391013E+02
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.18097397E+04          5.79113830E+03          1.00000000E+30          2.57372713E+02          2.41384430E+02
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.21359766E+04          5.88593772E+03          1.00000000E+30          2.64252996E+02          2.47736410E+02
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.23825313E+04          5.94855933E+03          1.00000000E+30          2.71328997E+02          2.54166459E+02
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.25359810E+04          5.97215626E+03          1.00000000E+30          2.77695933E+02          2.59856681E+02
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.26125705E+04          5.96338780E+03          1.00000000E+30          2.85233368E+02          2.66462232E+02
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.26373713E+04          5.93178204E+03          1.00000000E+30          2.91847722E+02          2.72171186E+02
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.26051880E+04          5.90980735E+03          1.00000000E+30          2.99437402E+02          2.78696017E+02
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.25172481E+04          5.83196909E+03          1.00000000E+30          3.06537838E+02          2.84608504E+02
         71.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.24580874E+04          5.78336001E+03          1.00000000E+30          3.14509272E+02          2.91312861E+02
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.24580285E+04          5.78331176E+03          1.00000000E+30          3.14517506E+02          2.91319770E+02
         72.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.17123954E+03          1.24579695E+04          5.78326351E+03          1.00000000E+30          3.14525740E+02          2.79953750E+02
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.24721896E+03          1.22797315E+04          5.68505547E+03          1.00000000E+30          3.22430052E+02          2.85978479E+02
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.32490415E+03          1.21697386E+04          5.61751939E+03          1.00000000E+30          3.29932910E+02          2.91747173E+02
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.40427285E+03          1.19535990E+04          5.51026069E+03          1.00000000E+30          3.38387880E+02          2.98028645E+02
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.48538038E+03          1.18083097E+04          5.43116430E+03          1.00000000E+30          3.46575671E+02          3.04157047E+02
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.56828452E+03          1.15726638E+04          5.35430654E+03          1.00000000E+30          3.55363001E+02          3.10623602E+02
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.65304563E+03          1.14048338E+04          5.27959369E+03          1.00000000E+30          3.63846158E+02          3.16839522E+02
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.72168483E+03          1.12418020E+04          5.20693720E+03          1.00000000E+30          3.72856339E+02          3.23362063E+02
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.80280623E+03          1.10833657E+04          5.13625333E+03          1.00000000E+30          3.81778366E+02          3.29771849E+02
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.88565019E+03          1.09293331E+04          5.06746281E+03          1.00000000E+30          3.91249451E+02          3.36523457E+02
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.89886492E+03          1.07795232E+04          5.00049059E+03          1.00000000E+30          4.01437152E+02          3.43595467E+02
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.95974579E+03          1.06337647E+04          4.93526549E+03          1.00000000E+30          4.10073796E+02          3.49542671E+02
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.02157242E+03          1.04918955E+04          4.87172005E+03          1.00000000E+30          4.19263835E+02          3.55824427E+02
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.08436704E+03          1.03537618E+04          4.72288007E+03          1.00000000E+30          4.29759217E+02          3.62463519E+02
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.05891246E+03          1.02192182E+04          4.65634392E+03          1.00000000E+30          4.40180015E+02          3.69208095E+02
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.10242043E+03          9.89819611E+03          4.59165646E+03          1.00000000E+30          4.49863996E+02          3.75216387E+02
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.14640074E+03          9.75748570E+03          4.52874169E+03          1.00000000E+30          4.60866366E+02          3.82280929E+02
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.19086110E+03          9.62071983E+03          4.49134308E+03          1.00000000E+30          4.72074144E+02          3.89561091E+02
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.23580943E+03          9.48773492E+03          4.43592915E+03          1.00000000E+30          4.81026416E+02          3.95078893E+02
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.18044641E+03          9.40700407E+03          4.38186593E+03          1.00000000E+30          4.92197319E+02          4.01854112E+02
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.20821216E+03          9.28953939E+03          4.32910465E+03          1.00000000E+30          5.03468568E+02          4.08714925E+02
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.23616703E+03          9.17497208E+03          4.30842712E+03          1.00000000E+30          5.15455552E+02          4.16225709E+02
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.26431297E+03          9.06319624E+03          4.26361210E+03          1.00000000E+30          5.26060670E+02          4.22510893E+02
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.29265194E+03          9.01900447E+03          4.21971979E+03          1.00000000E+30          5.38217531E+02          4.29842588E+02
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.32118592E+03          8.92416912E+03          4.17672197E+03          1.00000000E+30          5.50207989E+02          4.36843914E+02
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.34991695E+03          8.83130741E+03          4.16781129E+03          1.00000000E+30          5.61151509E+02          4.43463072E+02
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.37884707E+03          8.74035837E+03          4.13279020E+03          1.00000000E+30          5.73694597E+02          4.50691036E+02
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.40797836E+03          8.71885557E+03          4.09835276E+03          1.00000000E+30          5.85419722E+02          4.57497307E+02
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.43731292E+03          8.64474914E+03          4.08614784E+03          1.00000000E+30          5.98477444E+02          4.65152122E+02
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.52871687E+03          8.18236531E+03          3.91872069E+03          1.00000000E+30          7.33118124E+02          5.38014210E+02
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.91135821E+03          8.05153944E+03          3.89488055E+03          1.00000000E+30          8.86038136E+02          6.16605279E+02
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.39268547E+03          8.15646628E+03          3.93813603E+03          1.00000000E+30          1.05939726E+03          7.00806136E+02
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00270672E+04          8.38614317E+03          4.07890447E+03          1.00000000E+30          1.25146295E+03          7.91638361E+02
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.06971688E+04          8.67979487E+03          4.23935797E+03          1.00000000E+30          1.46817640E+03          8.88340397E+02
        160.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.14279085E+04          9.04849438E+03          4.43364584E+03          1.00000000E+30          1.70807167E+03          9.91056471E+02
        170.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.21605586E+04          9.47775195E+03          4.65831623E+03          1.00000000E+30          1.97495626E+03          1.10040843E+03
        180.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.29655659E+04          9.96479524E+03          4.91016986E+03          1.00000000E+30          2.26268122E+03          1.21492931E+03
        190.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.37471076E+04          1.05047206E+04          5.18871378E+03          1.00000000E+30          2.57938416E+03          1.33626724E+03
        200.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.45774857E+04          1.10966363E+04          5.48931504E+03          1.00000000E+30          2.92010306E+03          1.46339588E+03
        210.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.54903675E+04          1.17602726E+04          5.82627364E+03          1.00000000E+30          3.29630538E+03          1.60103867E+03
        220.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.64117999E+04          1.24296997E+04          6.16729398E+03          1.00000000E+30          3.69369577E+03          1.74136708E+03
        230.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.74347340E+04          1.31439115E+04          6.56027118E+03          1.00000000E+30          4.12553760E+03          1.89299649E+03
        240.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.84591360E+04          1.39358970E+04          6.93482610E+03          1.00000000E+30          4.59056921E+03          2.04931269E+03
        250.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.94842807E+04          1.47137829E+04          7.36449613E+03          1.00000000E+30          5.08538118E+03          2.21378220E+03
        260.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.06242839E+04          1.55814653E+04          7.77332250E+03          1.00000000E+30          5.61882181E+03          2.38501986E+03
        270.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.17032723E+04          1.64326185E+04          8.24261708E+03          1.00000000E+30          6.16598667E+03          2.56126998E+03
        280.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.27748913E+04          1.73783499E+04          8.68926053E+03          1.00000000E+30          6.77370908E+03          2.74600752E+03
        290.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.39836000E+04          1.83140268E+04          9.19812833E+03          1.00000000E+30          7.41000094E+03          2.94144783E+03
        300.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.51605143E+04          1.93924477E+04          9.68892454E+03          1.00000000E+30          8.08901184E+03          3.14320697E+03
        310.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.63429327E+04          2.04945514E+04          1.02349689E+04          1.00000000E+30          8.79089335E+03          3.35331194E+03
        320.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.76424423E+04          2.14997532E+04          1.07770824E+04          1.00000000E+30          9.52472818E+03          3.56547194E+03
        330.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.90830085E+04          2.27434649E+04          1.13765816E+04          1.00000000E+30          1.03147866E+04          3.79937652E+03
        340.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.03663764E+04          2.39196223E+04          1.19797048E+04          1.00000000E+30          1.11265848E+04          4.03084096E+03
        350.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.16512670E+04          2.50956077E+04          1.26655866E+04          1.00000000E+30          1.20151528E+04          4.28037737E+03
        360.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.30603898E+04          2.64413865E+04          1.32568169E+04          1.00000000E+30          1.29157739E+04          4.52642767E+03
        370.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.46371158E+04          2.77398516E+04          1.39916582E+04          1.00000000E+30          1.38682445E+04          4.79620170E+03
        380.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.60803103E+04          2.90459599E+04          1.46706939E+04          1.00000000E+30          1.48782995E+04          5.06279824E+03
        390.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.75021720E+04          3.05101567E+04          1.53525319E+04          1.00000000E+30          1.59012645E+04          5.33432881E+03
