#Energy      Si-K-shell   Si-L1-shell   Si-L2-shell   Si-L3-shell   O-K-shell   Valence  Total
         23.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.93191428E+02          1.93191428E+02
         24.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.95787083E+02          1.95787083E+02
         25.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.99139177E+02          1.99139177E+02
         26.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.02576705E+02          2.02576705E+02
         27.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.06671094E+02          2.06671094E+02
         28.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.10815872E+02          2.10815872E+02
         29.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.05633818E+02          2.05633818E+02
         30.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.08857167E+02          2.08857167E+02
         31.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.12362319E+02          2.12362319E+02
         32.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.16099850E+02          2.16099850E+02
         33.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.20093055E+02          2.20093055E+02
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.24178163E+02          2.24178163E+02
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.28576271E+02          2.28576271E+02
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.33407742E+02          2.33407742E+02
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.38342948E+02          2.38342948E+02
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.43229637E+02          2.43229637E+02
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.48739594E+02          2.48739594E+02
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.54626874E+02          2.54626874E+02
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.60156441E+02          2.60156441E+02
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.66487101E+02          2.66487101E+02
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.72826303E+02          2.72826303E+02
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.79440749E+02          2.79440749E+02
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.86584103E+02          2.86584103E+02
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.93448193E+02          2.93448193E+02
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.00697711E+02          3.00697711E+02
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.08846148E+02          3.08846148E+02
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.16431770E+02          3.16431770E+02
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.25164578E+02          3.25164578E+02
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.33577241E+02          3.33577241E+02
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.41780617E+02          3.41780617E+02
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.51361732E+02          3.51361732E+02
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.60580091E+02          3.60580091E+02
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.69616731E+02          3.69616731E+02
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.79660412E+02          3.79660412E+02
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.89881991E+02          3.89881991E+02
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.00734515E+02          4.00734515E+02
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.10710463E+02          4.10710463E+02
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.22322475E+02          4.22322475E+02
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.33447580E+02          4.33447580E+02
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.44462817E+02          4.44462817E+02
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.56426870E+02          4.56426870E+02
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.68462923E+02          4.68462923E+02
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.81471483E+02          4.81471483E+02
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.95270609E+02          4.95270609E+02
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.06760804E+02          5.06760804E+02
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.20971988E+02          5.20971988E+02
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.33384083E+02          5.33384083E+02
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.47976579E+02          5.47976579E+02
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.60946127E+02          5.60946127E+02
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.75859642E+02          5.75859642E+02
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.91020693E+02          5.91020693E+02
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.04917916E+02          6.04917916E+02
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.20663792E+02          6.20663792E+02
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.35713315E+02          6.35713315E+02
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.51868021E+02          6.51868021E+02
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.68456475E+02          6.68456475E+02
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.85070410E+02          6.85070410E+02
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.01207820E+02          7.01207820E+02
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.19019608E+02          7.19019608E+02
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.37874875E+02          7.37874875E+02
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.52523308E+02          7.52523308E+02
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.70651922E+02          7.70651922E+02
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.90052147E+02          7.90052147E+02
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.08925154E+02          8.08925154E+02
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.26683248E+02          8.26683248E+02
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.46366864E+02          8.46366864E+02
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.66329970E+02          8.66329970E+02
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.83842613E+02          8.83842613E+02
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.04312215E+02          9.04312215E+02
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.24408623E+02          9.24408623E+02
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.46376858E+02          9.46376858E+02
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.65422031E+02          9.65422031E+02
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.87166899E+02          9.87166899E+02
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00947971E+03          1.00947971E+03
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.02949928E+03          1.02949928E+03
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.05250003E+03          1.05250003E+03
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.07293640E+03          1.07293640E+03
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.09604448E+03          1.09604448E+03
        103.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.18916314E+03          1.18916314E+03
        104.0010          1.00000000E+30          1.00000000E+30          2.99748660E+04          1.10741856E+04          1.00000000E+30          1.18799902E+03          1.03582621E+03
        110.0000          1.00000000E+30          1.00000000E+30          4.31382009E+03          1.84625928E+03          1.00000000E+30          1.33793947E+03          6.57519778E+02
        120.0000          1.00000000E+30          1.00000000E+30          2.46623880E+03          1.21577372E+03          1.00000000E+30          1.61032935E+03          5.40836336E+02
        130.0000          1.00000000E+30          1.00000000E+30          2.42895046E+03          1.23639377E+03          1.00000000E+30          1.91485030E+03          5.73809619E+02
        140.0000          1.00000000E+30          1.00000000E+30          2.58320845E+03          1.28864788E+03          1.00000000E+30          2.24797290E+03          6.21902969E+02
        150.0000          1.00000000E+30          1.00000000E+30          2.71770841E+03          1.35764669E+03          1.00000000E+30          2.62130605E+03          6.72940745E+02
        153.9990          1.00000000E+30          1.00000000E+30          2.79429081E+03          1.39126271E+03          1.00000000E+30          2.78483326E+03          6.96508822E+02
        154.0010          1.00000000E+30          8.60201956E+03          2.79432836E+03          1.39746224E+03          1.00000000E+30          2.78492141E+03          6.45669945E+02
        160.0000          1.00000000E+30          8.71953513E+03          2.93486890E+03          1.46986855E+03          1.00000000E+30          3.02565660E+03          6.82009398E+02
        170.0000          1.00000000E+30          8.92273053E+03          3.23704315E+03          1.62303053E+03          1.00000000E+30          3.47458902E+03          7.54755492E+02
        180.0000          1.00000000E+30          9.10598388E+03          3.57983278E+03          1.79672998E+03          1.00000000E+30          3.94741905E+03          8.33988503E+02
        190.0000          1.00000000E+30          9.39133507E+03          3.95826271E+03          1.98868403E+03          1.00000000E+30          4.46235803E+03          9.20760227E+02
        200.0000          1.00000000E+30          9.83358996E+03          4.35772032E+03          2.18961543E+03          1.00000000E+30          5.01870656E+03          1.01304213E+03
        210.0000          1.00000000E+30          1.03773637E+04          4.80179394E+03          2.41490025E+03          1.00000000E+30          5.62344270E+03          1.11539687E+03
        220.0000          1.00000000E+30          1.09132403E+04          5.31714191E+03          2.67606107E+03          1.00000000E+30          6.25216826E+03          1.22951197E+03
        230.0000          1.00000000E+30          1.14356094E+04          5.84897653E+03          2.94302626E+03          1.00000000E+30          6.93041871E+03          1.34681231E+03
        240.0000          1.00000000E+30          1.19560176E+04          6.44890784E+03          3.24368700E+03          1.00000000E+30          7.66033485E+03          1.47593055E+03
        250.0000          1.00000000E+30          1.25312402E+04          7.10249911E+03          3.57113542E+03          1.00000000E+30          8.42409821E+03          1.61465819E+03
        260.0000          1.00000000E+30          1.31100235E+04          7.76529306E+03          3.93073907E+03          1.00000000E+30          9.25362106E+03          1.76203213E+03
        270.0000          1.00000000E+30          1.37741971E+04          8.52265964E+03          4.29461178E+03          1.00000000E+30          1.00861316E+04          1.91596672E+03
        280.0000          1.00000000E+30          1.44281074E+04          9.27784908E+03          4.67568792E+03          1.00000000E+30          1.10144418E+04          2.07574420E+03
        290.0000          1.00000000E+30          1.51753903E+04          1.00657895E+04          5.09378357E+03          1.00000000E+30          1.19666316E+04          2.24655492E+03
        300.0000          1.00000000E+30          1.58811632E+04          1.09565362E+04          5.52987191E+03          1.00000000E+30          1.29881925E+04          2.42679322E+03
        310.0000          1.00000000E+30          1.66676011E+04          1.19140754E+04          6.02341685E+03          1.00000000E+30          1.40297820E+04          2.62311152E+03
        320.0000          1.00000000E+30          1.74199373E+04          1.28236721E+04          6.47227299E+03          1.00000000E+30          1.51072512E+04          2.80831922E+03
        330.0000          1.00000000E+30          1.82931747E+04          1.38812263E+04          7.00607775E+03          1.00000000E+30          1.62653829E+04          3.02189284E+03
        340.0000          1.00000000E+30          1.90329724E+04          1.50124724E+04          7.57473525E+03          1.00000000E+30          1.74625618E+04          3.24217565E+03
        350.0000          1.00000000E+30          1.99602305E+04          1.61911609E+04          8.16233572E+03          1.00000000E+30          1.87540155E+04          3.47587212E+03
        360.0000          1.00000000E+30          2.08017825E+04          1.73409718E+04          8.76855440E+03          1.00000000E+30          2.00553850E+04          3.70857289E+03
        370.0000          1.00000000E+30          2.16107898E+04          1.86727123E+04          9.40919836E+03          1.00000000E+30          2.14141450E+04          3.95562813E+03
        380.0000          1.00000000E+30          2.25605284E+04          1.99418951E+04          1.00939034E+04          1.00000000E+30          2.28529048E+04          4.21409804E+03
        390.0000          1.00000000E+30          2.34963485E+04          2.13693815E+04          1.07843452E+04          1.00000000E+30          2.43318263E+04          4.48066477E+03
        400.0000          1.00000000E+30          2.45484772E+04          2.28531527E+04          1.15265273E+04          1.00000000E+30          2.58359199E+04          4.76291260E+03
        410.0000          1.00000000E+30          2.54851909E+04          2.43865245E+04          1.22990197E+04          1.00000000E+30          2.74535764E+04          5.05108804E+03
        420.0000          1.00000000E+30          2.65287675E+04          2.60250638E+04          1.31218752E+04          1.00000000E+30          2.90999109E+04          5.35640407E+03
        430.0000          1.00000000E+30          2.75776508E+04          2.76249167E+04          1.39826904E+04          1.00000000E+30          3.07790459E+04          5.66677926E+03
        440.0000          1.00000000E+30          2.87533826E+04          2.93776305E+04          1.48936967E+04          1.00000000E+30          3.25514553E+04          5.99948000E+03
        450.0000          1.00000000E+30          2.97891178E+04          3.11901196E+04          1.58310531E+04          1.00000000E+30          3.44016554E+04          6.33448215E+03
        460.0000          1.00000000E+30          3.08328988E+04          3.31789359E+04          1.67550345E+04          1.00000000E+30          3.62250082E+04          6.67283744E+03
        470.0000          1.00000000E+30          3.19864464E+04          3.51862660E+04          1.78656699E+04          1.00000000E+30          3.82789635E+04          7.05314604E+03
        480.0000          1.00000000E+30          3.32488416E+04          3.72791326E+04          1.88305272E+04          1.00000000E+30          4.02732729E+04          7.41638862E+03
        490.0000          1.00000000E+30          3.43667258E+04          3.94960789E+04          1.99435703E+04          1.00000000E+30          4.23374455E+04          7.80164423E+03
        500.0000          1.00000000E+30          3.57006734E+04          4.17614467E+04          2.10839372E+04          1.00000000E+30          4.44752791E+04          8.20545952E+03
        510.0000          1.00000000E+30          3.68101864E+04          4.39577417E+04          2.22564080E+04          1.00000000E+30          4.66663782E+04          8.60029371E+03
        520.0000          1.00000000E+30          3.81854980E+04          4.64373412E+04          2.35184319E+04          1.00000000E+30          4.89001546E+04          9.03407482E+03
        530.0000          1.00000000E+30          3.94997359E+04          4.89468393E+04          2.48286675E+04          1.00000000E+30          5.13644892E+04          9.47942053E+03
        537.9990          1.00000000E+30          4.06980411E+04          5.12243473E+04          2.58512395E+04          1.00000000E+30          5.32302181E+04          9.84616739E+03
        538.0010          1.00000000E+30          4.06983498E+04          5.12249432E+04          2.58515250E+04          4.35570712E+03          5.32307435E+04          3.01982349E+03
        540.0000          1.00000000E+30          4.10092604E+04          5.15683475E+04          2.61400786E+04          4.32076862E+03          5.37610974E+04          3.01138585E+03
        550.0000          1.00000000E+30          4.22097004E+04          5.45138369E+04          2.75104585E+04          4.37297163E+03          5.62092352E+04          3.07831414E+03
        560.0000          1.00000000E+30          4.37836016E+04          5.72064408E+04          2.89486344E+04          4.51236182E+03          5.89517769E+04          3.19039771E+03
        570.0000          1.00000000E+30          4.49601188E+04          5.99717988E+04          3.04090280E+04          4.62411731E+03          6.14771589E+04          3.28595963E+03
        580.0000          1.00000000E+30          4.65601307E+04          6.30479513E+04          3.19094092E+04          4.72627942E+03          6.44551690E+04          3.38095013E+03
        590.0000          1.00000000E+30          4.79560450E+04          6.64810142E+04          3.35252079E+04          4.87064376E+03          6.70196859E+04          3.49705035E+03
        600.0000          1.00000000E+30          4.93969227E+04          6.96359495E+04          3.53133733E+04          5.04261795E+03          7.01363501E+04          3.62989464E+03
        610.0000          1.00000000E+30          5.10615628E+04          7.29185618E+04          3.69736404E+04          5.23667150E+03          7.29327924E+04          3.77334746E+03
        620.0000          1.00000000E+30          5.24636760E+04          7.63965409E+04          3.87039734E+04          5.44116428E+03          7.59380975E+04          3.92248600E+03
        630.0000          1.00000000E+30          5.41883893E+04          7.99077047E+04          4.05308651E+04          5.68277799E+03          7.90277355E+04          4.09391121E+03
        640.0000          1.00000000E+30          5.55928024E+04          8.34978741E+04          4.23770298E+04          5.90630940E+03          8.23785173E+04          4.25511027E+03
        650.0000          1.00000000E+30          5.73406656E+04          8.73493762E+04          4.42700777E+04          6.14778908E+03          8.55413452E+04          4.42817072E+03
        660.0000          1.00000000E+30          5.89647906E+04          9.13254859E+04          4.64071308E+04          6.38087088E+03          8.91086375E+04          4.59985392E+03
        670.0000          1.00000000E+30          6.08190172E+04          9.56993913E+04          4.84987781E+04          6.65017823E+03          9.23686715E+04          4.79136527E+03
        680.0000          1.00000000E+30          6.24632481E+04          9.97024041E+04          5.06444768E+04          6.88689837E+03          9.59415505E+04          4.96497185E+03
        690.0000          1.00000000E+30          6.43963355E+04          1.04510435E+05          5.27581198E+04          7.12153600E+03          9.97542270E+04          5.14150797E+03
        700.0000          1.00000000E+30          6.59965287E+04          1.08704275E+05          5.52590538E+04          7.38816369E+03          1.03305255E+05          5.33390671E+03
        710.0000          1.00000000E+30          6.79906342E+04          1.13226069E+05          5.74735160E+04          7.67553281E+03          1.06991904E+05          5.53802673E+03
        720.0000          1.00000000E+30          6.95901862E+04          1.17770762E+05          5.98483576E+04          7.90505122E+03          1.11049601E+05          5.71179897E+03
        730.0000          1.00000000E+30          7.16060308E+04          1.23077409E+05          6.22356057E+04          8.15255185E+03          1.14890264E+05          5.89889823E+03
        740.0000          1.00000000E+30          7.34252183E+04          1.27708055E+05          6.50191912E+04          8.41860699E+03          1.18887063E+05          6.09661026E+03
        750.0000          1.00000000E+30          7.55327162E+04          1.32888838E+05          6.74507042E+04          8.70912623E+03          1.23232410E+05          6.30807949E+03
        760.0000          1.00000000E+30          7.73892899E+04          1.38750248E+05          7.01525384E+04          8.97408179E+03          1.27278096E+05          6.50735129E+03
        770.0000          1.00000000E+30          7.95440640E+04          1.43823574E+05          7.29236995E+04          9.28036815E+03          1.31688728E+05          6.73012796E+03
        780.0000          1.00000000E+30          8.18222669E+04          1.49200312E+05          7.60592753E+04          9.54956188E+03          1.36140313E+05          6.93799500E+03
        790.0000          1.00000000E+30          8.35497620E+04          1.54907509E+05          7.87959005E+04          9.86637909E+03          1.40634588E+05          7.16433340E+03
        800.0000          1.00000000E+30          8.58492640E+04          1.61204413E+05          8.16871281E+04          1.01813011E+04          1.45495978E+05          7.39722804E+03
        810.0000          1.00000000E+30          8.82789245E+04          1.66980946E+05          8.47492296E+04          1.05295869E+04          1.49914529E+05          7.64777928E+03
        820.0000          1.00000000E+30          8.99159603E+04          1.73802882E+05          8.81248382E+04          1.08261057E+04          1.55032994E+05          7.87139792E+03
        830.0000          1.00000000E+30          9.23103912E+04          1.79655561E+05          9.12263950E+04          1.11883473E+04          1.59743254E+05          8.13010021E+03
        840.0000          1.00000000E+30          9.43707960E+04          1.86128279E+05          9.48820523E+04          1.15756693E+04          1.64631689E+05          8.40542413E+03
        850.0000          1.00000000E+30          9.68321934E+04          1.93451640E+05          9.80219463E+04          1.18611797E+04          1.69956676E+05          8.62882085E+03
        860.0000          1.00000000E+30          9.89705165E+04          2.00145015E+05          1.01475086E+05          1.22547180E+04          1.75001538E+05          8.90705987E+03
        870.0000          1.00000000E+30          1.01477595E+05          2.07134991E+05          1.05396404E+05          1.25930907E+04          1.80445716E+05          9.16417183E+03
        880.0000          1.00000000E+30          1.04114992E+05          2.15110514E+05          1.08952155E+05          1.30070846E+04          1.85666276E+05          9.46082160E+03
        890.0000          1.00000000E+30          1.06114721E+05          2.21921184E+05          1.12677018E+05          1.33502940E+04          1.91214072E+05          9.71446752E+03
        900.0000          1.00000000E+30          1.08770808E+05          2.29219925E+05          1.16905582E+05          1.37206222E+04          1.96855916E+05          9.99270266E+03
        910.0000          1.00000000E+30          1.11563273E+05          2.37510689E+05          1.20531122E+05          1.41413146E+04          2.02772132E+05          1.02968690E+04
        920.0000          1.00000000E+30          1.13471566E+05          2.45265422E+05          1.24998278E+05          1.45260193E+04          2.08391919E+05          1.05785693E+04
        930.0000          1.00000000E+30          1.16223844E+05          2.54170907E+05          1.28817914E+05          1.49688638E+04          2.14190648E+05          1.08961640E+04
        940.0000          1.00000000E+30          1.19112954E+05          2.61921787E+05          1.32976680E+05          1.53369188E+04          2.20515539E+05          1.11768791E+04
        950.0000          1.00000000E+30          1.21316985E+05          2.69926829E+05          1.37622703E+05          1.57921954E+04          2.27133550E+05          1.15023265E+04
        960.0000          1.00000000E+30          1.24239641E+05          2.79188301E+05          1.41786233E+05          1.61859692E+04          2.32641180E+05          1.17974594E+04
