#Energy      Ge-K-shell   Ge-L1-shell   Ge-L2-shell   Ge-L3-shell   Ge-M1-shell   Ge-M2-shell   Ge-M3-shell   Ge-M4-shell   Ge-M5-shell   Valence  Total
         32.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.46327820E+03          4.34476927E+03          1.09462021E+03
         32.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.53758951E+03          4.65262535E+03          1.15566714E+03
         33.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.53766775E+03          4.65296132E+03          1.15573207E+03
         33.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.21530211E+03          1.53774601E+03          4.65329734E+03          8.50183551E+02
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.20957364E+03          1.62011285E+03          4.93896314E+03          8.83954096E+02
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.20385985E+03          1.69527242E+03          5.22530034E+03          9.14598646E+02
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.19816637E+03          1.77173010E+03          5.50645784E+03          9.44550919E+02
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.19249309E+03          1.84700377E+03          5.75628112E+03          9.72407448E+02
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.18683990E+03          1.93829518E+03          6.02140642E+03          1.00423594E+03
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.18120669E+03          2.00634018E+03          6.25656635E+03          1.02817385E+03
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.17559336E+03          2.05401784E+03          6.48993006E+03          1.04620312E+03
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.16999981E+03          2.07738613E+03          6.68768185E+03          1.05668007E+03
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.16630282E+03          2.05961254E+03          6.91204613E+03          1.05705012E+03
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.13470489E+03          2.02141841E+03          7.10443170E+03          1.04770336E+03
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.04682653E+03          1.94847059E+03          7.30851927E+03          1.02222312E+03
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.93746375E+03          1.86494982E+03          7.45747442E+03          9.89383084E+02
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.80475879E+03          1.76978601E+03          7.65347084E+03          9.50356570E+02
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.65360458E+03          1.66632580E+03          7.79965412E+03          9.04830434E+02
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.49058576E+03          1.55705822E+03          7.99086889E+03          8.55511358E+02
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.32555149E+03          1.44832486E+03          8.11760541E+03          8.04086433E+02
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.16034564E+03          1.34582874E+03          8.29221289E+03          7.53851870E+02
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.00625147E+03          1.25574244E+03          8.43264382E+03          7.07528605E+02
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.87001659E+03          1.16797747E+03          8.59629506E+03          6.63453474E+02
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.73976761E+03          1.08786872E+03          8.73649842E+03          6.21704845E+02
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.63052671E+03          1.01445100E+03          8.85941278E+03          5.84136749E+02
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.51982781E+03          9.51907352E+02          9.03272160E+03          5.49692087E+02
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.42796690E+03          8.94245100E+02          9.17345791E+03          5.18788405E+02
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.34171852E+03          8.43374593E+02          9.28822713E+03          4.90511370E+02
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.26688827E+03          7.99165973E+02          9.42714784E+03          4.65827644E+02
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.20183412E+03          7.59772675E+02          9.57850043E+03          4.43922546E+02
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.14390134E+03          7.23797042E+02          9.72259342E+03          4.23970035E+02
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.09263793E+03          6.93477357E+02          9.82530625E+03          4.06668980E+02
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.04520112E+03          6.64486864E+02          9.99957936E+03          3.90369047E+02
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00564220E+03          6.41321712E+02          1.01114548E+04          3.76993303E+02
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.70916317E+02          6.20586412E+02          1.02509128E+04          3.65111905E+02
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.37131389E+02          6.00164035E+02          1.03613651E+04          3.53380647E+02
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.10598954E+02          5.84383953E+02          1.05237261E+04          3.44304553E+02
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.83165981E+02          5.67821761E+02          1.06589677E+04          3.34758991E+02
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.62824554E+02          5.55722593E+02          1.07819189E+04          3.27740872E+02
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.40530888E+02          5.42266278E+02          1.09224270E+04          3.19959918E+02
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.24895714E+02          5.32972399E+02          1.10684800E+04          3.14575128E+02
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.06718192E+02          5.22002822E+02          1.11952941E+04          3.08203267E+02
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.94810222E+02          5.14899292E+02          1.13318417E+04          3.04086659E+02
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.80043282E+02          5.05981683E+02          1.14833655E+04          2.98916241E+02
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.65815049E+02          4.97367707E+02          1.16346907E+04          2.93915963E+02
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.58993491E+02          4.93371564E+02          1.17374838E+04          2.91579070E+02
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.47504881E+02          4.86428922E+02          1.18792472E+04          2.87541147E+02
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.41610653E+02          4.82953143E+02          1.20244770E+04          2.85536894E+02
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.32432285E+02          4.77418848E+02          1.21733016E+04          2.82321768E+02
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.23478328E+02          4.72009955E+02          1.23359282E+04          2.79183402E+02
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.19974585E+02          4.69979759E+02          1.24812868E+04          2.78024210E+02
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.12901083E+02          4.65721998E+02          1.26104286E+04          2.75541126E+02
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.05965219E+02          4.61540690E+02          1.27280500E+04          2.73095464E+02
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.99163013E+02          4.57433795E+02          1.28787206E+04          2.70706490E+02
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.92490639E+02          4.53399343E+02          1.30330010E+04          2.68358949E+02
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.92876947E+02          4.53937312E+02          1.31910227E+04          2.68671731E+02
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.87700360E+02          4.50859355E+02          1.33084612E+04          2.66862478E+02
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.82600549E+02          4.47822858E+02          1.34653976E+04          2.65091959E+02
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.77575819E+02          4.44826988E+02          1.36260795E+04          2.63344778E+02
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.78363906E+02          4.45416119E+02          1.37906426E+04          2.63731191E+02
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.74576716E+02          4.43178937E+02          1.38940600E+04          2.62411458E+02
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.70831578E+02          4.40964116E+02          1.40516091E+04          2.61123088E+02
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.67127795E+02          4.38771323E+02          1.41994003E+04          2.59842833E+02
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.63464686E+02          4.36600229E+02          1.43620063E+04          2.58578858E+02
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.66240845E+02          4.38278538E+02          1.45008401E+04          2.59634094E+02
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.63673280E+02          4.36761891E+02          1.46472508E+04          2.58758005E+02
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.61125429E+02          4.35255703E+02          1.48125334E+04          2.57892628E+02
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.58597065E+02          4.33759869E+02          1.49779687E+04          2.57031954E+02
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.56087966E+02          4.35253069E+02          1.51501745E+04          2.57221119E+02
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.59485621E+02          4.34395411E+02          1.52431845E+04          2.57467426E+02
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.58010340E+02          4.33541127E+02          1.54051050E+04          2.56987969E+02
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.59207553E+02          4.35968825E+02          1.70099534E+04          2.58431054E+02
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.78462343E+02          4.49976161E+02          1.86712468E+04          2.66679510E+02
        124.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.93401538E+02          4.60890257E+02          1.95089440E+04          2.72989968E+02
        125.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.17277432E+03          6.93407371E+02          4.60894216E+02          1.95093268E+04          2.62983318E+02
        129.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.99632423E+03          7.08297620E+02          4.73681065E+02          2.03278766E+04          2.69172719E+02
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.99628980E+03          7.08300663E+02          4.73683542E+02          2.03280657E+04          2.69173940E+02
        130.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.59815620E+04          6.99625536E+03          7.08303706E+02          4.73686019E+02          2.03282549E+04          2.64716578E+02
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.51774949E+04          6.45620405E+03          7.54481749E+02          5.03433224E+02          2.20583775E+04          2.79494736E+02
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.39799390E+04          5.81286124E+03          8.06397517E+02          5.39763060E+02          2.38607392E+04          2.96013774E+02
        160.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.28230509E+04          5.34959898E+03          8.65875892E+02          5.79613623E+02          2.58043318E+04          3.14084672E+02
        170.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.17239943E+04          4.93197339E+03          9.30051970E+02          6.23449428E+02          2.76636116E+04          3.32957048E+02
        180.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.07427806E+04          4.60863866E+03          1.00254318E+03          6.72863119E+02          2.95741515E+04          3.53665249E+02
        183.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.04530367E+04          4.49071826E+03          1.03583977E+03          6.95259891E+02          3.03752668E+04          3.62978992E+02
        184.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.43226919E+03          1.04528855E+04          4.49066079E+03          1.03585656E+03          6.95271276E+02          3.03756936E+04          3.48003177E+02
        190.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.53071352E+03          1.00798163E+04          4.37452486E+03          1.08324776E+03          7.27512669E+02          3.15767401E+04          3.60439185E+02
        200.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.70002560E+03          9.59388067E+03          4.24653231E+03          1.17212522E+03          7.88028740E+02          3.35915180E+04          3.83645736E+02
        210.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.87619455E+03          9.26094209E+03          4.15684398E+03          1.26951667E+03          8.54307747E+02          3.56147218E+04          4.08575778E+02
        220.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.01945292E+03          9.04747734E+03          4.10977945E+03          1.37973877E+03          9.28777717E+02          3.77457257E+04          4.36172024E+02
