#Energy      Al-K-shell   Al-L1-shell   Al-L2-shell   Al-L3-shell   S-K-shell   S-L1-shell   S-L2-shell   S-L3-shell   Valence  Total
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.35915057E+03          2.35915057E+03
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.32876765E+03          2.32876765E+03
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.29873921E+03          2.29873921E+03
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.26797300E+03          2.26797300E+03
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.23497329E+03          2.23497329E+03
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.20247647E+03          2.20247647E+03
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.17456983E+03          2.17456983E+03
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.14555344E+03          2.14555344E+03
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.12586309E+03          2.12586309E+03
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.10163511E+03          2.10163511E+03
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.07350236E+03          2.07350236E+03
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.05162125E+03          2.05162125E+03
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.04256869E+03          2.04256869E+03
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.02611425E+03          2.02611425E+03
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.02221045E+03          2.02221045E+03
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.01039760E+03          2.01039760E+03
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.00974017E+03          2.00974017E+03
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.00582643E+03          2.00582643E+03
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.00468484E+03          2.00468484E+03
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.00812612E+03          2.00812612E+03
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.00707018E+03          2.00707018E+03
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.01629246E+03          2.01629246E+03
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.02161496E+03          2.02161496E+03
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.03114347E+03          2.03114347E+03
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.04021725E+03          2.04021725E+03
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.05014797E+03          2.05014797E+03
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.06511761E+03          2.06511761E+03
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.07780890E+03          2.07780890E+03
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.08885186E+03          2.08885186E+03
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.10988698E+03          2.10988698E+03
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.12730660E+03          2.12730660E+03
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.14257263E+03          2.14257263E+03
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.16489867E+03          2.16489867E+03
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.18607509E+03          2.18607509E+03
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.20478707E+03          2.20478707E+03
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.23004665E+03          2.23004665E+03
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.25441266E+03          2.25441266E+03
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.27622335E+03          2.27622335E+03
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.30385585E+03          2.30385585E+03
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.33129937E+03          2.33129937E+03
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.35613078E+03          2.35613078E+03
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.38590042E+03          2.38590042E+03
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.41170476E+03          2.41170476E+03
         76.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.44190668E+03          2.44190668E+03
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.44193543E+03          2.44193543E+03
         77.0010          1.00000000E+30          1.00000000E+30          2.27611216E+04          9.77604317E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.44196419E+03          1.79942897E+03
         78.0000          1.00000000E+30          1.00000000E+30          1.70518524E+04          7.35346583E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.47050491E+03          1.66830575E+03
         79.0000          1.00000000E+30          1.00000000E+30          1.28039227E+04          5.54849314E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.50056060E+03          1.51920156E+03
         80.0000          1.00000000E+30          1.00000000E+30          9.66176519E+03          4.18444687E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.53356053E+03          1.35651636E+03
         81.0000          1.00000000E+30          1.00000000E+30          7.30827620E+03          3.16865308E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.56491097E+03          1.18722579E+03
         82.0000          1.00000000E+30          1.00000000E+30          5.58389073E+03          2.47615711E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.59960805E+03          1.03347255E+03
         83.0000          1.00000000E+30          1.00000000E+30          4.49664830E+03          2.04293844E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.62793840E+03          9.15411162E+02
         84.0000          1.00000000E+30          1.00000000E+30          3.79640593E+03          1.75992556E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.66049623E+03          8.28169278E+02
         85.0000          1.00000000E+30          1.00000000E+30          3.34097006E+03          1.56920297E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.69785062E+03          7.64967019E+02
         86.0000          1.00000000E+30          1.00000000E+30          3.03124559E+03          1.44219018E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.73236589E+03          7.19802273E+02
         87.0000          1.00000000E+30          1.00000000E+30          2.80816176E+03          1.35633322E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.76869707E+03          6.87489576E+02
         88.0000          1.00000000E+30          1.00000000E+30          2.66857052E+03          1.29115464E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.80736534E+03          6.64258114E+02
         89.0000          1.00000000E+30          1.00000000E+30          2.55908686E+03          1.24556015E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.84476537E+03          6.47191026E+02
         90.0000          1.00000000E+30          1.00000000E+30          2.48016002E+03          1.21469563E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.88389776E+03          6.35645383E+02
         91.0000          1.00000000E+30          1.00000000E+30          2.42766028E+03          1.19364433E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.91400787E+03          6.27801676E+02
         92.0000          1.00000000E+30          1.00000000E+30          2.39316634E+03          1.17927010E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.95136863E+03          6.23183239E+02
         93.0000          1.00000000E+30          1.00000000E+30          2.36896732E+03          1.16920002E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.99041447E+03          6.20419628E+02
         94.0000          1.00000000E+30          1.00000000E+30          2.35436873E+03          1.16312035E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.03076453E+03          6.19406638E+02
         95.0000          1.00000000E+30          1.00000000E+30          2.33226643E+03          1.15383628E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.06966468E+03          6.16823221E+02
         96.0000          1.00000000E+30          1.00000000E+30          2.32772422E+03          1.14469925E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.10959317E+03          6.15467357E+02
         97.0000          1.00000000E+30          1.00000000E+30          2.31462684E+03          1.14799767E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.15213585E+03          6.17145970E+02
         98.0000          1.00000000E+30          1.00000000E+30          2.30167603E+03          1.14304379E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.19367147E+03          6.16354710E+02
         99.0000          1.00000000E+30          1.00000000E+30          2.30845019E+03          1.13813248E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.23644846E+03          6.16977721E+02
        100.0000          1.00000000E+30          1.00000000E+30          2.30168716E+03          1.14241304E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.27274736E+03          6.19057920E+02
        110.0000          1.00000000E+30          1.00000000E+30          2.30466921E+03          1.14607843E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.71705877E+03          6.34730298E+02
        120.0000          1.00000000E+30          1.00000000E+30          2.40678281E+03          1.20095186E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.20819251E+03          6.73039466E+02
        120.9990          1.00000000E+30          1.00000000E+30          2.42011217E+03          1.20804925E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.25698559E+03          6.77555977E+02
        121.0010          1.00000000E+30          7.73393623E+03          2.42013900E+03          1.20806354E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.25709563E+03          6.22985951E+02
        130.0000          1.00000000E+30          8.00577946E+03          2.61655894E+03          1.30958276E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.73878060E+03          6.74892326E+02
        140.0000          1.00000000E+30          8.33118931E+03          2.93254105E+03          1.47010317E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.32774631E+03          7.52472020E+02
        150.0000          1.00000000E+30          8.60158567E+03          3.31157260E+03          1.66150054E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.95696804E+03          8.41775507E+02
        160.0000          1.00000000E+30          8.85364883E+03          3.73469535E+03          1.87571600E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.64757558E+03          9.39613156E+02
        167.9990          1.00000000E+30          9.25283693E+03          4.09137831E+03          2.05569768E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.22275134E+03          1.02312716E+03
        168.0010          1.00000000E+30          9.25293088E+03          4.09147925E+03          2.05574858E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.34540252E+03          7.22290998E+03          9.22187741E+02
        169.9990          1.00000000E+30          9.34774761E+03          4.19487295E+03          2.10788991E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.21185185E+03          7.38494832E+03          8.38498640E+02
        170.0000          1.00000000E+30          9.34779555E+03          4.19492601E+03          2.10791667E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.21033919E+03          7.38503124E+03          8.38446479E+02
        170.0010          1.00000000E+30          9.34784349E+03          4.19497907E+03          2.10794343E+03          1.00000000E+30          1.00000000E+30          1.52464954E+04          4.20882762E+03          7.38511417E+03          7.94694612E+02
        180.0000          1.00000000E+30          9.88270790E+03          4.70311837E+03          2.36466894E+03          1.00000000E+30          1.00000000E+30          1.83352003E+03          8.56578291E+02          8.15865328E+03          3.88786198E+02
        190.0000          1.00000000E+30          1.04531418E+04          5.27313602E+03          2.65440824E+03          1.00000000E+30          1.00000000E+30          1.97291911E+03          9.18702809E+02          8.99538869E+03          4.22197489E+02
        200.0000          1.00000000E+30          1.10229657E+04          5.89731315E+03          2.97026575E+03          1.00000000E+30          1.00000000E+30          2.13085999E+03          1.00103762E+03          9.86931321E+03          4.61565368E+02
        210.0000          1.00000000E+30          1.16438257E+04          6.63174347E+03          3.32985198E+03          1.00000000E+30          1.00000000E+30          2.27513926E+03          1.10744450E+03          1.08101883E+04          5.07098200E+02
        220.0000          1.00000000E+30          1.22690182E+04          7.34325088E+03          3.70329399E+03          1.00000000E+30          1.00000000E+30          2.45802244E+03          1.21109426E+03          1.17734012E+04          5.53960349E+02
        230.0000          1.00000000E+30          1.29856482E+04          8.18207504E+03          4.11315245E+03          1.00000000E+30          1.00000000E+30          2.67292467E+03          1.32168717E+03          1.27716835E+04          6.05554900E+02
        231.9990          1.00000000E+30          1.30925200E+04          8.32731843E+03          4.19296801E+03          1.00000000E+30          1.00000000E+30          2.71933091E+03          1.34667203E+03          1.29952449E+04          6.16438913E+02
        232.0010          1.00000000E+30          1.30926625E+04          8.32749713E+03          4.19305687E+03          1.00000000E+30          7.85736486E+03          2.71937814E+03          1.34669750E+03          1.29954731E+04          5.71605069E+02
        240.0000          1.00000000E+30          1.36884635E+04          9.02697362E+03          4.55075368E+03          1.00000000E+30          7.94857163E+03          2.86654682E+03          1.49577532E+03          1.38621891E+04          6.17693465E+02
        250.0000          1.00000000E+30          1.44501349E+04          9.96196628E+03          5.01227137E+03          1.00000000E+30          8.06561640E+03          3.09701946E+03          1.55486939E+03          1.49782553E+04          6.55362061E+02
        260.0000          1.00000000E+30          1.52840857E+04          1.09438062E+04          5.53372896E+03          1.00000000E+30          8.26299557E+03          3.35077793E+03          1.68398409E+03          1.61517041E+04          7.07856433E+02
        270.0000          1.00000000E+30          1.61186450E+04          1.20234633E+04          6.03837300E+03          1.00000000E+30          8.48133771E+03          3.59506531E+03          1.80990939E+03          1.73725264E+04          7.59324977E+02
        280.0000          1.00000000E+30          1.69592640E+04          1.31090795E+04          6.63091523E+03          1.00000000E+30          8.68454476E+03          3.86965574E+03          1.94545917E+03          1.86498523E+04          8.14822086E+02
        290.0000          1.00000000E+30          1.78727408E+04          1.43578916E+04          7.22576418E+03          1.00000000E+30          8.95748423E+03          4.15263152E+03          2.09566603E+03          2.00202968E+04          8.74456756E+02
        300.0000          1.00000000E+30          1.87751490E+04          1.55794020E+04          7.87893795E+03          1.00000000E+30          9.24263281E+03          4.47220884E+03          2.25082352E+03          2.14003443E+04          9.37051366E+02
        310.0000          1.00000000E+30          1.98063783E+04          1.69674850E+04          8.55925626E+03          1.00000000E+30          9.56168234E+03          4.80138089E+03          2.42868089E+03          2.28671559E+04          1.00543727E+03
        320.0000          1.00000000E+30          2.06809952E+04          1.84006075E+04          9.29407679E+03          1.00000000E+30          9.94871672E+03          5.17546993E+03          2.60492730E+03          2.44531262E+04          1.07664403E+03
        330.0000          1.00000000E+30          2.17667707E+04          1.99434977E+04          1.00632892E+04          1.00000000E+30          1.03029308E+04          5.55328301E+03          2.80268406E+03          2.60386403E+04          1.15234848E+03
        340.0000          1.00000000E+30          2.27933149E+04          2.15713655E+04          1.09213561E+04          1.00000000E+30          1.07019238E+04          5.98986573E+03          3.00828434E+03          2.76403622E+04          1.23338303E+03
        350.0000          1.00000000E+30          2.38166538E+04          2.33172163E+04          1.17399898E+04          1.00000000E+30          1.10470300E+04          6.42319697E+03          3.22429372E+03          2.94463134E+04          1.31515530E+03
