#Energy      Fe-K-shell   Fe-L1-shell   Fe-L2-shell   Fe-L3-shell   Fe-M1-shell   Fe-M2-shell   Fe-M3-shell   Valence  Total
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.39982100E+02          1.39982100E+02
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.38150412E+02          1.38150412E+02
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.35574985E+02          1.35574985E+02
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.34501616E+02          1.34501616E+02
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.32595463E+02          1.32595463E+02
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.32066031E+02          1.32066031E+02
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.31267179E+02          1.31267179E+02
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.30671418E+02          1.30671418E+02
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.29807924E+02          1.29807924E+02
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.30268683E+02          1.30268683E+02
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.29861976E+02          1.29861976E+02
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.30572131E+02          1.30572131E+02
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.30569806E+02          1.30569806E+02
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.31605199E+02          1.31605199E+02
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.31968756E+02          1.31968756E+02
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.32659290E+02          1.32659290E+02
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.33865166E+02          1.33865166E+02
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.34596524E+02          1.34596524E+02
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.35673024E+02          1.35673024E+02
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.37139635E+02          1.37139635E+02
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.38196925E+02          1.38196925E+02
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.39568784E+02          1.39568784E+02
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.41167648E+02          1.41167648E+02
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.42510169E+02          1.42510169E+02
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.43876280E+02          1.43876280E+02
         58.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.45261892E+02          1.45261892E+02
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.45802366E+02          1.45802366E+02
         59.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.08492373E+03          1.45803927E+02          1.28530581E+02
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.12604239E+03          1.47380556E+02          1.30323357E+02
         60.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.17040063E+03          1.48991654E+02          1.32166853E+02
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.17044679E+03          1.48993284E+02          1.32168724E+02
         61.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.38784920E+03          1.17049294E+03          1.48994915E+02          1.25238481E+02
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.46447833E+03          1.21849704E+03          1.50643625E+02          1.27151533E+02
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.54627328E+03          1.26090273E+03          1.52329598E+02          1.29023504E+02
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.62556410E+03          1.30605032E+03          1.54468547E+02          1.31227608E+02
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.71200124E+03          1.35121297E+03          1.56325834E+02          1.33232032E+02
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.79029424E+03          1.40262025E+03          1.58334542E+02          1.35371527E+02
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.88071492E+03          1.44820807E+03          1.60324510E+02          1.37457157E+02
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.97719211E+03          1.50539228E+03          1.62216206E+02          1.39571669E+02
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.04709873E+03          1.57928820E+03          1.64233380E+02          1.41838462E+02
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.17284566E+03          1.66412969E+03          1.66292554E+02          1.44308733E+02
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.32994296E+03          1.75860429E+03          1.68640403E+02          1.47086612E+02
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.51363128E+03          1.85964899E+03          1.70897740E+02          1.49839802E+02
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.72352592E+03          1.97117503E+03          1.73215705E+02          1.52694535E+02
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.93129101E+03          2.07790230E+03          1.75044510E+02          1.55075866E+02
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.16354407E+03          2.18743924E+03          1.77311382E+02          1.57800104E+02
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.39390439E+03          2.28957960E+03          1.79858056E+02          1.60660909E+02
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.63081831E+03          2.40165024E+03          1.82336552E+02          1.63487147E+02
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.84832549E+03          2.48893927E+03          1.84884312E+02          1.66200692E+02
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.11088341E+03          2.57408034E+03          1.86957567E+02          1.68550032E+02
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.29606881E+03          2.64963051E+03          1.89455251E+02          1.71100400E+02
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.47562432E+03          2.70954630E+03          1.92023285E+02          1.73629354E+02
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.64300772E+03          2.75955306E+03          1.94782504E+02          1.76257442E+02
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.83009286E+03          2.81531284E+03          1.97533720E+02          1.78918051E+02
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.93820357E+03          2.83682166E+03          2.00316867E+02          1.81389471E+02
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.01986695E+03          2.84759512E+03          2.02912238E+02          1.83636884E+02
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.08337593E+03          2.85122715E+03          2.05790681E+02          1.86066758E+02
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.16764670E+03          2.86184342E+03          2.08845206E+02          1.88686476E+02
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.17303597E+03          2.84286013E+03          2.11927496E+02          1.91118781E+02
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.16259127E+03          2.84060627E+03          2.14709060E+02          1.93357316E+02
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.18116492E+03          2.80497348E+03          2.17583812E+02          1.95533180E+02
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.12747432E+03          2.79063277E+03          2.20820273E+02          1.98015459E+02
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.07553769E+03          2.74722675E+03          2.24095326E+02          2.00361267E+02
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.04313435E+03          2.72355171E+03          2.27565026E+02          2.02963551E+02
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.96386559E+03          2.67730932E+03          2.30622626E+02          2.05032574E+02
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.91415748E+03          2.64684167E+03          2.33777185E+02          2.07276571E+02
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.82478535E+03          2.61705966E+03          2.37230252E+02          2.09683065E+02
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.76158092E+03          2.58794040E+03          2.40899748E+02          2.12265755E+02
         97.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.69979462E+03          2.55949017E+03          2.44596010E+02          2.14844839E+02
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.69973343E+03          2.53653477E+03          2.44599767E+02          2.14684563E+02
         98.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.34437279E+03          5.69967225E+03          2.53650142E+03          2.44603524E+02          2.01736924E+02
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.35175962E+03          5.59326531E+03          2.50362425E+03          2.48017230E+02          2.03726728E+02
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.35918660E+03          5.52224506E+03          2.47155679E+03          2.51774569E+02          2.05965283E+02
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.43159481E+03          4.81786844E+03          2.17012223E+03          2.92223068E+02          2.28215817E+02
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.54646484E+03          4.30821442E+03          1.97440097E+03          3.40062004E+02          2.52448205E+02
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.72215974E+03          4.00605166E+03          1.85863138E+03          3.92023445E+02          2.77224736E+02
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.85301638E+03          3.83838885E+03          1.79914404E+03          4.53413220E+02          3.04750160E+02
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.01324650E+03          3.75861438E+03          1.78105893E+03          5.19976704E+02          3.33349208E+02
        160.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.16817777E+03          3.75530397E+03          1.78368574E+03          5.91950455E+02          3.62822261E+02
        170.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.35374273E+03          3.78546291E+03          1.81925830E+03          6.73884240E+02          3.95653373E+02
        180.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.57230088E+03          3.85178960E+03          1.86229722E+03          7.64910606E+02          4.30544298E+02
        190.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.81835370E+03          3.94850658E+03          1.90719793E+03          8.67559654E+02          4.67773233E+02
        200.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.05409265E+03          4.06736530E+03          1.97358408E+03          9.75127647E+02          5.06093879E+02
        210.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.32754774E+03          4.20331488E+03          2.04671307E+03          1.09602986E+03          5.47470252E+02
        220.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.57303433E+03          4.35365645E+03          2.12753978E+03          1.22789363E+03          5.90473290E+02
        230.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.85310903E+03          4.51148049E+03          2.21485826E+03          1.37484063E+03          6.36391692E+02
        240.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.11472119E+03          4.69562132E+03          2.31207677E+03          1.52539458E+03          6.82787839E+02
        250.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.41576423E+03          4.89193084E+03          2.40854487E+03          1.69375715E+03          7.32130777E+02
        260.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.70661021E+03          5.10303798E+03          2.52244690E+03          1.86957524E+03          7.83459826E+02
        270.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.03345190E+03          5.32613359E+03          2.63033989E+03          2.06428498E+03          8.37142753E+02
        280.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.34781928E+03          5.55329451E+03          2.75730780E+03          2.27216702E+03          8.93695633E+02
        290.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.71095413E+03          5.80107492E+03          2.87687801E+03          2.49927299E+03          9.52577939E+02
        300.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.06754666E+03          6.07016127E+03          3.01292349E+03          2.73505010E+03          1.01397125E+03
        310.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.39017660E+03          6.31825069E+03          3.14100262E+03          2.99006082E+03          1.07495708E+03
        320.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.76191212E+03          6.60210544E+03          3.28378641E+03          3.26946871E+03          1.14157366E+03
        330.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.17834016E+03          6.87158711E+03          3.44242337E+03          3.55712808E+03          1.21051065E+03
        340.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.53213005E+03          7.18123998E+03          3.58062281E+03          3.86623946E+03          1.27862464E+03
        350.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.88595675E+03          7.49796340E+03          3.74147340E+03          4.19276601E+03          1.35079724E+03
        360.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.02905433E+04          7.79305624E+03          3.89542314E+03          4.54552157E+03          1.42408711E+03
        370.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.07365561E+04          8.12820127E+03          4.07279857E+03          4.91726360E+03          1.50361301E+03
        380.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.11310473E+04          8.49964899E+03          4.24975926E+03          5.29887986E+03          1.58348789E+03
        390.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.15240686E+04          8.82667040E+03          4.41882820E+03          5.71739843E+03          1.66312704E+03
        400.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.19674327E+04          9.19492123E+03          4.61608376E+03          6.14590342E+03          1.74929258E+03
        410.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.24555616E+04          9.61311005E+03          4.80825296E+03          6.60948443E+03          1.83964375E+03
        420.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.28748915E+04          9.95686881E+03          5.03047504E+03          7.07749313E+03          1.92981239E+03
        430.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.33918333E+04          1.03695674E+04          5.21020231E+03          7.59600569E+03          2.02147748E+03
        440.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.37980086E+04          1.07663096E+04          5.42604330E+03          8.11609148E+03          2.11476877E+03
        450.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.42727088E+04          1.12265090E+04          5.63422895E+03          8.70954641E+03          2.21512503E+03
        460.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.48100079E+04          1.16199216E+04          5.87649916E+03          9.30077592E+03          2.31874238E+03
        470.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.52846633E+04          1.20798731E+04          6.08313951E+03          9.87903844E+03          2.41650602E+03
        480.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.57553100E+04          1.25200730E+04          6.32437149E+03          1.05488373E+04          2.52360798E+03
        490.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.63066382E+04          1.30267312E+04          6.55635198E+03          1.12203111E+04          2.63339544E+03
        500.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.67748064E+04          1.34655820E+04          6.82191637E+03          1.19251857E+04          2.74484628E+03
        510.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.73366205E+04          1.39716798E+04          7.05412339E+03          1.26625395E+04          2.85723361E+03
        520.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.78684878E+04          1.45261093E+04          7.31909225E+03          1.33981407E+04          2.97555117E+03
        530.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.84706098E+04          1.50176572E+04          7.60816160E+03          1.42072540E+04          3.10026836E+03
        540.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.89643053E+04          1.55185195E+04          7.86617786E+03          1.50446147E+04          3.21786259E+03
