#Energy      Fe-K-shell   Fe-L1-shell   Fe-L2-shell   Fe-L3-shell   Fe-M1-shell   Fe-M2-shell   Fe-M3-shell   Valence  Total
         26.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.78634952E+01          2.78634952E+01
         27.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.70773208E+01          2.70773208E+01
         28.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.63319548E+01          2.63319548E+01
         29.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.56233071E+01          2.56233071E+01
         30.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.49478263E+01          2.49478263E+01
         31.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.43023889E+01          2.43023889E+01
         32.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.36842667E+01          2.36842667E+01
         33.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.30910333E+01          2.30910333E+01
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.25205442E+01          2.25205442E+01
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.19708905E+01          2.19708905E+01
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.14403689E+01          2.14403689E+01
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.09274547E+01          2.09274547E+01
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.04307799E+01          2.04307799E+01
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.99491127E+01          1.99491127E+01
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.94813450E+01          1.94813450E+01
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.90264744E+01          1.90264744E+01
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.85835947E+01          1.85835947E+01
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.81518863E+01          1.81518863E+01
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.77306083E+01          1.77306083E+01
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.73190885E+01          1.73190885E+01
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.69167195E+01          1.69167195E+01
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.65229532E+01          1.65229532E+01
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.61372962E+01          1.61372962E+01
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.57593062E+01          1.57593062E+01
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.53885894E+01          1.53885894E+01
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.50247977E+01          1.50247977E+01
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.46676272E+01          1.46676272E+01
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.43168168E+01          1.43168168E+01
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.39721476E+01          1.39721476E+01
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.36334419E+01          1.36334419E+01
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.33005636E+01          1.33005636E+01
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.29734196E+01          1.29734196E+01
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.26519564E+01          1.26519564E+01
         58.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.23364759E+01          1.23364759E+01
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.13716361E+09          1.23361630E+01          1.23361628E+01
         59.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.13723113E+09          1.23358500E+01          1.23358499E+01
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.85061514E+04          1.20260727E+01          1.20239619E+01
         60.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.41931713E+04          1.17220603E+01          1.17163835E+01
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.48718361E+09          2.41751811E+04          1.17217589E+01          1.17160781E+01
         61.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.48732681E+09          2.41583344E+04          1.17214575E+01          1.17157730E+01
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.52218252E+05          1.31155215E+04          1.14233375E+01          1.14125410E+01
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.37361788E+04          8.48740094E+03          1.11309649E+01          1.11140869E+01
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.91477330E+04          6.05358787E+03          1.08448357E+01          1.08214231E+01
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.88613198E+04          4.59176893E+03          1.05651794E+01          1.05350382E+01
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.34505107E+04          3.63529807E+03          1.02922558E+01          1.02553734E+01
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.02014348E+04          2.96951217E+03          1.00263482E+01          9.98283039E+00
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.07445411E+03          2.48500372E+03          9.76775609E+00          9.71780278E+00
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.59497520E+03          2.11945788E+03          9.51678547E+00          9.46065320E+00
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.51710093E+03          1.83580297E+03          9.27373844E+00          9.21172048E+00
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.70448617E+03          1.61068533E+03          9.03890197E+00          8.97131947E+00
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.07409879E+03          1.42842088E+03          8.81253650E+00          8.73971294E+00
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.57332271E+03          1.27855687E+03          8.59486523E+00          8.51712429E+00
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.16823119E+03          1.15358149E+03          8.38606458E+00          8.30372063E+00
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.83507527E+03          1.04801532E+03          8.18625668E+00          8.09960155E+00
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.55722327E+03          9.58007670E+02          7.99550462E+00          7.90481578E+00
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.32267047E+03          8.80471476E+02          7.81380956E+00          7.71933476E+00
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.12252614E+03          8.13158671E+02          7.64111141E+00          7.54307531E+00
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.95025785E+03          7.54282506E+02          7.47729164E+00          7.37589433E+00
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.80067345E+03          7.02432753E+02          7.32217806E+00          7.21759239E+00
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.66985468E+03          6.56492792E+02          7.17555136E+00          7.06792634E+00
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.55463286E+03          6.15571558E+02          7.03715242E+00          6.92661426E+00
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.45256992E+03          5.78927002E+02          6.90669018E+00          6.79334349E+00
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.36165247E+03          5.45969610E+02          6.78384946E+00          6.66778076E+00
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.28025638E+03          5.16194381E+02          6.66829825E+00          6.54957568E+00
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.20705109E+03          4.89196637E+02          6.55969454E+00          6.43837245E+00
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.14092579E+03          4.64617177E+02          6.45769211E+00          6.33380915E+00
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.08096386E+03          4.42174915E+02          6.36194566E+00          6.23553096E+00
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.02638981E+03          4.21613124E+02          6.27211479E+00          6.14318578E+00
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.76552300E+02          4.02718234E+02          6.18786732E+00          6.05643248E+00
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.30896883E+02          3.85309280E+02          6.10888181E+00          5.97494242E+00
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.88957043E+02          3.69232616E+02          6.03484931E+00          5.89840166E+00
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.50319946E+02          3.54343398E+02          5.96547464E+00          5.82650745E+00
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.14624455E+02          3.40526788E+02          5.90047715E+00          5.75897519E+00
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.81576959E+02          3.27675976E+02          5.83959104E+00          5.69553509E+00
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.50915219E+02          3.15700451E+02          5.78256545E+00          5.63593362E+00
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.22396911E+02          3.04519714E+02          5.72916427E+00          5.57993156E+00
         97.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.95856201E+02          2.94071537E+02          5.67921414E+00          5.52735648E+00
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.12403323E+09          6.95830668E+02          2.94061360E+02          5.67916577E+00          5.52730545E+00
         98.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.12436988E+09          6.95805136E+02          2.94051284E+02          5.67911741E+00          5.52725446E+00
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.03676704E+05          6.71016026E+02          2.84262101E+02          5.63236210E+00          5.47780175E+00
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.48653110E+05          6.47812815E+02          2.75066182E+02          5.58855870E+00          5.43123522E+00
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.63405682E+04          4.79376766E+02          2.07365814E+02          5.28091979E+00          5.09344985E+00
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.47483899E+03          3.80180638E+02          1.66669065E+02          5.13327320E+00          4.91178041E+00
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.68416178E+03          3.16459300E+02          1.40191973E+02          5.07870113E+00          4.82008526E+00
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.46994170E+03          2.73092704E+02          1.22032678E+02          5.08168139E+00          4.78362662E+00
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.81991293E+03          2.42371613E+02          1.09111082E+02          5.12215198E+00          4.78306899E+00
        160.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.42623262E+03          2.19971793E+02          9.96693131E+01          5.18810276E+00          4.80702090E+00
        170.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.16750441E+03          2.03287509E+02          9.26338926E+01          5.27197383E+00          4.84841124E+00
        180.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.87364837E+02          1.90660947E+02          8.73152683E+01          5.36880105E+00          4.90263885E+00
        190.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.56506413E+02          1.80992407E+02          8.32530398E+01          5.47520688E+00          4.96658233E+00
        200.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.58341081E+02          1.73528772E+02          8.01302468E+01          5.58882325E+00          5.03804668E+00
        210.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.82839605E+02          1.67740387E+02          7.77231876E+01          5.70794696E+00          5.11544068E+00
        220.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.23614729E+02          1.63246571E+02          7.58706511E+01          5.82679739E+00          5.19398366E+00
        230.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.76415465E+02          1.59768490E+02          7.44541675E+01          5.95767080E+00          5.28329476E+00
        240.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.38310593E+02          1.57098247E+02          7.33852690E+01          6.08126700E+00          5.36799665E+00
        250.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.07218271E+02          1.55078670E+02          7.25968759E+01          6.21368308E+00          5.46061004E+00
        260.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.81622583E+02          1.53588981E+02          7.20373699E+01          6.34646560E+00          5.55441692E+00
        270.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.60396484E+02          1.52535300E+02          7.16665348E+01          6.47952555E+00          5.64928019E+00
        280.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.42686856E+02          1.51843806E+02          7.14526746E+01          6.61933112E+00          5.75001495E+00
        290.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.27838517E+02          1.51455738E+02          7.13705169E+01          6.75245080E+00          5.84639126E+00
        300.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.15341430E+02          1.51323864E+02          7.13997085E+01          6.89174897E+00          5.94803646E+00
        310.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.04793719E+02          1.51409864E+02          7.15237124E+01          7.03068083E+00          6.04996924E+00
        320.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.95875641E+02          1.51682374E+02          7.17289647E+01          7.16353425E+00          6.14794271E+00
        330.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.88330323E+02          1.52115511E+02          7.20042601E+01          7.30189681E+00          6.25047416E+00
        340.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.81949497E+02          1.52687747E+02          7.23402635E+01          7.43988961E+00          6.35317484E+00
        350.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.76563076E+02          1.53381070E+02          7.27291503E+01          7.57751736E+00          6.45601563E+00
        360.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.72030798E+02          1.54180285E+02          7.31643150E+01          7.71986916E+00          6.56264427E+00
        370.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.68236717E+02          1.55072517E+02          7.36401490E+01          7.85664126E+00          6.66557165E+00
        380.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.65083681E+02          1.56046778E+02          7.41518665E+01          7.99307216E+00          6.76857380E+00
        390.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.62490330E+02          1.57093655E+02          7.46953558E+01          8.12916882E+00          6.87163171E+00
        400.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.60387868E+02          1.58205031E+02          7.52670737E+01          8.26953869E+00          6.97800422E+00
        410.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.58717803E+02          1.59373880E+02          7.58639482E+01          8.40486066E+00          7.08102341E+00
        420.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.57430268E+02          1.60594096E+02          7.64833051E+01          8.54428230E+00          7.18717595E+00
        430.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.56482390E+02          1.61860342E+02          7.71228095E+01          8.68321684E+00          7.29318113E+00
        440.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.55837215E+02          1.63167948E+02          7.77804128E+01          8.81739606E+00          7.39602283E+00
        450.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.55462730E+02          1.64512795E+02          7.84543105E+01          8.95545811E+00          7.50177376E+00
        460.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.55331156E+02          1.65891259E+02          7.91429079E+01          9.09307086E+00          7.60736612E+00
        470.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.55418119E+02          1.67300121E+02          7.98447935E+01          9.23024639E+00          7.71279778E+00
        480.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.55702352E+02          1.68736523E+02          8.05587131E+01          9.36699634E+00          7.81806711E+00
        490.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.56165071E+02          1.70197923E+02          8.12835458E+01          9.50333195E+00          7.92317287E+00
        500.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.56789734E+02          1.71682045E+02          8.20182931E+01          9.63926408E+00          8.02811422E+00
        510.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.57561690E+02          1.73186854E+02          8.27620586E+01          9.77480320E+00          8.13289066E+00
        520.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.58467902E+02          1.74710519E+02          8.35140345E+01          9.90995945E+00          8.23750196E+00
        530.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.59496754E+02          1.76251391E+02          8.42734989E+01          1.00447426E+01          8.34194818E+00
        540.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.60637879E+02          1.77807988E+02          8.50397962E+01          1.01791619E+01          8.44622957E+00
