#Energy      C-K-shell   F-K-shell   Valence  Total
         16.0000          1.00000000E+30          1.00000000E+30          3.44330335E+02          3.44330335E+02
         17.0000          1.00000000E+30          1.00000000E+30          3.35319976E+02          3.35319976E+02
         18.0000          1.00000000E+30          1.00000000E+30          1.82486315E+02          1.82486315E+02
         19.0000          1.00000000E+30          1.00000000E+30          1.80114695E+02          1.80114695E+02
         20.0000          1.00000000E+30          1.00000000E+30          1.79320977E+02          1.79320977E+02
         21.0000          1.00000000E+30          1.00000000E+30          1.79499958E+02          1.79499958E+02
         22.0000          1.00000000E+30          1.00000000E+30          1.80171082E+02          1.80171082E+02
         23.0000          1.00000000E+30          1.00000000E+30          1.82019659E+02          1.82019659E+02
         24.0000          1.00000000E+30          1.00000000E+30          1.84149936E+02          1.84149936E+02
         25.0000          1.00000000E+30          1.00000000E+30          1.86299517E+02          1.86299517E+02
         26.0000          1.00000000E+30          1.00000000E+30          1.89294534E+02          1.89294534E+02
         27.0000          1.00000000E+30          1.00000000E+30          1.93076681E+02          1.93076681E+02
         28.0000          1.00000000E+30          1.00000000E+30          1.96012919E+02          1.96012919E+02
         29.0000          1.00000000E+30          1.00000000E+30          2.00339541E+02          2.00339541E+02
         30.0000          1.00000000E+30          1.00000000E+30          2.04355655E+02          2.04355655E+02
         31.0000          1.00000000E+30          1.00000000E+30          2.08782212E+02          2.08782212E+02
         32.0000          1.00000000E+30          1.00000000E+30          2.13166596E+02          2.13166596E+02
         33.0000          1.00000000E+30          1.00000000E+30          2.17957126E+02          2.17957126E+02
         34.0000          1.00000000E+30          1.00000000E+30          2.22283087E+02          2.22283087E+02
         35.0000          1.00000000E+30          1.00000000E+30          2.27930880E+02          2.27930880E+02
         36.0000          1.00000000E+30          1.00000000E+30          2.32989942E+02          2.32989942E+02
         37.0000          1.00000000E+30          1.00000000E+30          2.38305261E+02          2.38305261E+02
         38.0000          1.00000000E+30          1.00000000E+30          2.35905614E+02          2.35905614E+02
         39.0000          1.00000000E+30          1.00000000E+30          2.40298254E+02          2.40298254E+02
         40.0000          1.00000000E+30          1.00000000E+30          2.45485624E+02          2.45485624E+02
         41.0000          1.00000000E+30          1.00000000E+30          2.50431448E+02          2.50431448E+02
         42.0000          1.00000000E+30          1.00000000E+30          2.55511053E+02          2.55511053E+02
         43.0000          1.00000000E+30          1.00000000E+30          2.60977963E+02          2.60977963E+02
         44.0000          1.00000000E+30          1.00000000E+30          2.66477946E+02          2.66477946E+02
         45.0000          1.00000000E+30          1.00000000E+30          2.72001991E+02          2.72001991E+02
         46.0000          1.00000000E+30          1.00000000E+30          2.77922515E+02          2.77922515E+02
         47.0000          1.00000000E+30          1.00000000E+30          2.83780882E+02          2.83780882E+02
         48.0000          1.00000000E+30          1.00000000E+30          2.90097493E+02          2.90097493E+02
         49.0000          1.00000000E+30          1.00000000E+30          2.96288388E+02          2.96288388E+02
         50.0000          1.00000000E+30          1.00000000E+30          3.02829499E+02          3.02829499E+02
         51.0000          1.00000000E+30          1.00000000E+30          3.09558018E+02          3.09558018E+02
         52.0000          1.00000000E+30          1.00000000E+30          3.16034070E+02          3.16034070E+02
         53.0000          1.00000000E+30          1.00000000E+30          3.23281575E+02          3.23281575E+02
         54.0000          1.00000000E+30          1.00000000E+30          3.30805292E+02          3.30805292E+02
         55.0000          1.00000000E+30          1.00000000E+30          3.37601541E+02          3.37601541E+02
         56.0000          1.00000000E+30          1.00000000E+30          3.45469904E+02          3.45469904E+02
         57.0000          1.00000000E+30          1.00000000E+30          3.53490680E+02          3.53490680E+02
         58.0000          1.00000000E+30          1.00000000E+30          3.61248511E+02          3.61248511E+02
         59.0000          1.00000000E+30          1.00000000E+30          3.69207767E+02          3.69207767E+02
         60.0000          1.00000000E+30          1.00000000E+30          3.77891505E+02          3.77891505E+02
         61.0000          1.00000000E+30          1.00000000E+30          3.86492703E+02          3.86492703E+02
         62.0000          1.00000000E+30          1.00000000E+30          3.95089916E+02          3.95089916E+02
         63.0000          1.00000000E+30          1.00000000E+30          4.04377983E+02          4.04377983E+02
         64.0000          1.00000000E+30          1.00000000E+30          4.14024096E+02          4.14024096E+02
         65.0000          1.00000000E+30          1.00000000E+30          4.23061630E+02          4.23061630E+02
         66.0000          1.00000000E+30          1.00000000E+30          4.32592878E+02          4.32592878E+02
         67.0000          1.00000000E+30          1.00000000E+30          4.42690206E+02          4.42690206E+02
         68.0000          1.00000000E+30          1.00000000E+30          4.53535335E+02          4.53535335E+02
         69.0000          1.00000000E+30          1.00000000E+30          4.63479783E+02          4.63479783E+02
         70.0000          1.00000000E+30          1.00000000E+30          4.73605081E+02          4.73605081E+02
         71.0000          1.00000000E+30          1.00000000E+30          4.84632332E+02          4.84632332E+02
         72.0000          1.00000000E+30          1.00000000E+30          4.96475019E+02          4.96475019E+02
         73.0000          1.00000000E+30          1.00000000E+30          5.07289987E+02          5.07289987E+02
         74.0000          1.00000000E+30          1.00000000E+30          5.18601875E+02          5.18601875E+02
         75.0000          1.00000000E+30          1.00000000E+30          5.30236677E+02          5.30236677E+02
         76.0000          1.00000000E+30          1.00000000E+30          5.42988093E+02          5.42988093E+02
         77.0000          1.00000000E+30          1.00000000E+30          5.54773813E+02          5.54773813E+02
         78.0000          1.00000000E+30          1.00000000E+30          5.67203918E+02          5.67203918E+02
         79.0000          1.00000000E+30          1.00000000E+30          5.79781855E+02          5.79781855E+02
         80.0000          1.00000000E+30          1.00000000E+30          5.93399601E+02          5.93399601E+02
         81.0000          1.00000000E+30          1.00000000E+30          6.07633151E+02          6.07633151E+02
         82.0000          1.00000000E+30          1.00000000E+30          6.19855057E+02          6.19855057E+02
         83.0000          1.00000000E+30          1.00000000E+30          6.34440114E+02          6.34440114E+02
         84.0000          1.00000000E+30          1.00000000E+30          6.48274719E+02          6.48274719E+02
         85.0000          1.00000000E+30          1.00000000E+30          6.62110787E+02          6.62110787E+02
         86.0000          1.00000000E+30          1.00000000E+30          6.77962145E+02          6.77962145E+02
         87.0000          1.00000000E+30          1.00000000E+30          6.93516473E+02          6.93516473E+02
         88.0000          1.00000000E+30          1.00000000E+30          7.06990510E+02          7.06990510E+02
         89.0000          1.00000000E+30          1.00000000E+30          7.22648968E+02          7.22648968E+02
         90.0000          1.00000000E+30          1.00000000E+30          7.37841244E+02          7.37841244E+02
         91.0000          1.00000000E+30          1.00000000E+30          7.53087841E+02          7.53087841E+02
         92.0000          1.00000000E+30          1.00000000E+30          7.70190741E+02          7.70190741E+02
         93.0000          1.00000000E+30          1.00000000E+30          7.88232117E+02          7.88232117E+02
         94.0000          1.00000000E+30          1.00000000E+30          8.01381295E+02          8.01381295E+02
         95.0000          1.00000000E+30          1.00000000E+30          8.19183741E+02          8.19183741E+02
         96.0000          1.00000000E+30          1.00000000E+30          8.35544708E+02          8.35544708E+02
         97.0000          1.00000000E+30          1.00000000E+30          8.53566053E+02          8.53566053E+02
         98.0000          1.00000000E+30          1.00000000E+30          8.72296071E+02          8.72296071E+02
         99.0000          1.00000000E+30          1.00000000E+30          8.88680396E+02          8.88680396E+02
        100.0000          1.00000000E+30          1.00000000E+30          9.08416925E+02          9.08416925E+02
        110.0000          1.00000000E+30          1.00000000E+30          1.10202580E+03          1.10202580E+03
        120.0000          1.00000000E+30          1.00000000E+30          1.32475623E+03          1.32475623E+03
        130.0000          1.00000000E+30          1.00000000E+30          1.57318967E+03          1.57318967E+03
        140.0000          1.00000000E+30          1.00000000E+30          1.85439859E+03          1.85439859E+03
        150.0000          1.00000000E+30          1.00000000E+30          2.15802279E+03          2.15802279E+03
        160.0000          1.00000000E+30          1.00000000E+30          2.49872888E+03          2.49872888E+03
        170.0000          1.00000000E+30          1.00000000E+30          2.86430063E+03          2.86430063E+03
        180.0000          1.00000000E+30          1.00000000E+30          3.26773853E+03          3.26773853E+03
        190.0000          1.00000000E+30          1.00000000E+30          3.69685920E+03          3.69685920E+03
        200.0000          1.00000000E+30          1.00000000E+30          4.16966994E+03          4.16966994E+03
        210.0000          1.00000000E+30          1.00000000E+30          4.66751776E+03          4.66751776E+03
        220.0000          1.00000000E+30          1.00000000E+30          5.20882828E+03          5.20882828E+03
        230.0000          1.00000000E+30          1.00000000E+30          5.79566870E+03          5.79566870E+03
        240.0000          1.00000000E+30          1.00000000E+30          6.41358692E+03          6.41358692E+03
        250.0000          1.00000000E+30          1.00000000E+30          7.08279607E+03          7.08279607E+03
        260.0000          1.00000000E+30          1.00000000E+30          7.79411121E+03          7.79411121E+03
        270.0000          1.00000000E+30          1.00000000E+30          8.52716254E+03          8.52716254E+03
        280.0000          1.00000000E+30          1.00000000E+30          9.31758722E+03          9.31758722E+03
        287.9990          1.00000000E+30          1.00000000E+30          9.98123109E+03          9.98123109E+03
        288.0010          2.97457367E+03          1.00000000E+30          9.98141449E+03          2.29163939E+03
        290.0000          3.06658149E+03          1.00000000E+30          1.01393852E+04          2.35448504E+03
        300.0000          3.49101365E+03          1.00000000E+30          1.10153080E+04          2.65088501E+03
        310.0000          3.74435309E+03          1.00000000E+30          1.19466174E+04          2.85083410E+03
        320.0000          3.94447836E+03          1.00000000E+30          1.29193959E+04          3.02186062E+03
        330.0000          4.14854376E+03          1.00000000E+30          1.39237017E+04          3.19623181E+03
        340.0000          4.39075999E+03          1.00000000E+30          1.49861994E+04          3.39582715E+03
        350.0000          4.68298417E+03          1.00000000E+30          1.61077312E+04          3.62817002E+03
        360.0000          4.99367690E+03          1.00000000E+30          1.72740962E+04          3.87381598E+03
        370.0000          5.36256990E+03          1.00000000E+30          1.85075561E+04          4.15783575E+03
        380.0000          5.71978896E+03          1.00000000E+30          1.97908965E+04          4.43734652E+03
        390.0000          6.08509190E+03          1.00000000E+30          2.11166017E+04          4.72384050E+03
        400.0000          6.44068099E+03          1.00000000E+30          2.24698460E+04          5.00582746E+03
        410.0000          6.84058206E+03          1.00000000E+30          2.38948758E+04          5.31812018E+03
        420.0000          7.24329830E+03          1.00000000E+30          2.53888566E+04          5.63551694E+03
        430.0000          7.66454835E+03          1.00000000E+30          2.69094320E+04          5.96542951E+03
        440.0000          8.10505143E+03          1.00000000E+30          2.85287836E+04          6.31184964E+03
        450.0000          8.55241436E+03          1.00000000E+30          3.01794534E+04          6.66394898E+03
        460.0000          9.01163643E+03          1.00000000E+30          3.19800424E+04          7.03051262E+03
        470.0000          9.51152050E+03          1.00000000E+30          3.37252535E+04          7.41911133E+03
        480.0000          1.00701196E+04          1.00000000E+30          3.55452259E+04          7.84702326E+03
        490.0000          1.05884608E+04          1.00000000E+30          3.74813982E+04          8.25611566E+03
        500.0000          1.11148006E+04          1.00000000E+30          3.94115623E+04          8.66976429E+03
        510.0000          1.17046929E+04          1.00000000E+30          4.14450233E+04          9.12707171E+03
        520.0000          1.23106212E+04          1.00000000E+30          4.36564026E+04          9.60275172E+03
        530.0000          1.29408017E+04          1.00000000E+30          4.57041822E+04          1.00852403E+04
        540.0000          1.35675092E+04          1.00000000E+30          4.80706952E+04          1.05810934E+04
        550.0000          1.42193781E+04          1.00000000E+30          5.02653355E+04          1.10838952E+04
        560.0000          1.49018657E+04          1.00000000E+30          5.26348866E+04          1.16137952E+04
        570.0000          1.55920130E+04          1.00000000E+30          5.51786904E+04          1.21568222E+04
        580.0000          1.62984291E+04          1.00000000E+30          5.76363627E+04          1.27055497E+04
        590.0000          1.70464278E+04          1.00000000E+30          6.04157023E+04          1.32951664E+04
        600.0000          1.78663863E+04          1.00000000E+30          6.29373981E+04          1.39159802E+04
        610.0000          1.86194089E+04          1.00000000E+30          6.55507489E+04          1.45005811E+04
        620.0000          1.94126697E+04          1.00000000E+30          6.84703055E+04          1.51245611E+04
        630.0000          2.02437580E+04          1.00000000E+30          7.14040385E+04          1.57721858E+04
        640.0000          2.11514262E+04          1.00000000E+30          7.44548420E+04          1.64719963E+04
        650.0000          2.19975976E+04          1.00000000E+30          7.74335319E+04          1.71309698E+04
        660.0000          2.29949070E+04          1.00000000E+30          8.07920019E+04          1.79001821E+04
        670.0000          2.38508271E+04          1.00000000E+30          8.38520175E+04          1.85690543E+04
        680.0000          2.48217056E+04          1.00000000E+30          8.72749953E+04          1.93254059E+04
        690.0000          2.58101704E+04          1.00000000E+30          9.03744022E+04          2.00764927E+04
        693.9990          2.62492832E+04          1.00000000E+30          9.18480196E+04          2.04149005E+04
        694.0010          2.62495066E+04          8.11580549E+03          9.18487701E+04          5.80720852E+03
        700.0000          2.69369953E+04          8.05652245E+03          9.40518255E+04          5.81804188E+03
        710.0000          2.79078696E+04          8.10011747E+03          9.75280773E+04          5.89829067E+03
        720.0000          2.89284916E+04          8.23012792E+03          1.01366596E+05          6.02634814E+03
        730.0000          3.00118965E+04          8.37745765E+03          1.04929033E+05          6.16453157E+03
        740.0000          3.12232622E+04          8.51479439E+03          1.08647341E+05          6.30222409E+03
        750.0000          3.23156254E+04          8.76257615E+03          1.12760616E+05          6.49625613E+03
        760.0000          3.34325094E+04          8.98629180E+03          1.16605208E+05          6.67701341E+03
        770.0000          3.47229898E+04          9.27776567E+03          1.20893685E+05          6.90342345E+03
        780.0000          3.59167379E+04          9.55876614E+03          1.24834233E+05          7.11901819E+03
        790.0000          3.71539309E+04          9.90550055E+03          1.29272092E+05          7.37437654E+03
        800.0000          3.85339864E+04          1.02360165E+04          1.33581907E+05          7.62593766E+03
        810.0000          3.98231983E+04          1.05931940E+04          1.38094201E+05          7.88938076E+03
        820.0000          4.11616296E+04          1.09140294E+04          1.42814072E+05          8.13525546E+03
        830.0000          4.26569311E+04          1.12895755E+04          1.47418066E+05          8.41725563E+03
        840.0000          4.39665296E+04          1.16918873E+04          1.52303812E+05          8.70778332E+03
        850.0000          4.55503287E+04          1.20049110E+04          1.56859076E+05          8.95831541E+03
        860.0000          4.69138573E+04          1.24188372E+04          1.61871915E+05          9.25786853E+03
        870.0000          4.83844366E+04          1.26852052E+04          1.66986032E+05          9.47972247E+03
        880.0000          5.00413344E+04          1.30829966E+04          1.72483199E+05          9.78318176E+03
        890.0000          5.15096641E+04          1.34104132E+04          1.77371541E+05          1.00380811E+04
        900.0000          5.32668246E+04          1.38207476E+04          1.83151036E+05          1.03532132E+04
        910.0000          5.47414233E+04          1.41308072E+04          1.88151986E+05          1.05988431E+04
        920.0000          5.63761763E+04          1.44900251E+04          1.93639087E+05          1.08795900E+04
        930.0000          5.82069959E+04          1.48926147E+04          1.99694755E+05          1.11938104E+04
        940.0000          5.98822006E+04          1.53182146E+04          2.05912311E+05          1.15157425E+04
        950.0000          6.18045793E+04          1.56625463E+04          2.11247098E+05          1.17979619E+04
        960.0000          6.35512717E+04          1.60998195E+04          2.17752642E+05          1.21300059E+04
        970.0000          6.55849286E+04          1.64484058E+04          2.23384021E+05          1.24192490E+04
        980.0000          6.72537725E+04          1.68896430E+04          2.29737495E+05          1.27502668E+04
        990.0000          6.93543639E+04          1.73203619E+04          2.35974870E+05          1.30903833E+04
       1000.0000          7.11360358E+04          1.77949774E+04          2.42648574E+05          1.34454882E+04
       1100.0000          9.32067211E+04          2.26515444E+04          3.13756617E+05          1.72226351E+04
       1200.0000          1.18846909E+05          2.82181906E+04          3.98074364E+05          2.15682663E+04
       1300.0000          1.49846498E+05          3.47238444E+04          4.94496877E+05          2.66706438E+04
       1400.0000          1.85351675E+05          4.23102170E+04          6.04574955E+05          3.25901079E+04
       1500.0000          2.25381014E+05          5.07530117E+04          7.32920212E+05          3.92086130E+04
       1600.0000          2.71949683E+05          6.03421581E+04          8.76299066E+05          4.67497791E+04
       1700.0000          3.23893765E+05          7.10426809E+04          1.03621701E+06          5.51616819E+04
       1800.0000          3.83067105E+05          8.31050448E+04          1.21521652E+06          6.46564078E+04
       1900.0000          4.48537044E+05          9.63383571E+04          1.41789125E+06          7.51042570E+04
       2000.0000          5.22216737E+05          1.10923234E+05          1.63552291E+06          8.66432286E+04
       2100.0000          6.04245607E+05          1.27273492E+05          1.88211531E+06          9.95681840E+04
       2200.0000          6.92333260E+05          1.44561702E+05          2.14239885E+06          1.13267997E+05
       2300.0000          7.90829003E+05          1.63774188E+05          2.42849126E+06          1.28497667E+05
       2400.0000          8.99470342E+05          1.84815997E+05          2.74306267E+06          1.45198817E+05
       2500.0000          1.01745839E+06          2.07413293E+05          3.08376919E+06          1.63174424E+05
       2600.0000          1.14524629E+06          2.31756477E+05          3.45001688E+06          1.82551631E+05
       2700.0000          1.27780352E+06          2.57519376E+05          3.83886939E+06          2.02992547E+05
       2800.0000          1.43123633E+06          2.86954492E+05          4.26881806E+06          2.26355645E+05
       2900.0000          1.58882732E+06          3.16116913E+05          4.72282780E+06          2.49717872E+05
       3000.0000          1.76155664E+06          3.49188810E+05          5.20915939E+06          2.75981637E+05
       3100.0000          1.94175193E+06          3.83295834E+05          5.73600070E+06          3.03187666E+05
       3200.0000          2.14628922E+06          4.19165191E+05          6.28169328E+06          3.32136815E+05
       3300.0000          2.34957297E+06          4.59222511E+05          6.87472420E+06          3.63813212E+05
       3400.0000          2.57172533E+06          5.00245675E+05          7.50130696E+06          3.96640943E+05
       3500.0000          2.81481969E+06          5.46014512E+05          8.17773876E+06          4.33088125E+05
       3600.0000          3.06412741E+06          5.90649394E+05          8.86694041E+06          4.69001921E+05
       3700.0000          3.34127204E+06          6.41249324E+05          9.61408119E+06          5.09487382E+05
       3800.0000          3.63215897E+06          6.94803857E+05          1.04117633E+07          5.52297410E+05
       3900.0000          3.92085309E+06          7.46340910E+05          1.12274662E+07          5.93829834E+05
       4000.0000          4.24458763E+06          8.04920820E+05          1.21129923E+07          6.40816819E+05
       4100.0000          4.56809321E+06          8.67130666E+05          1.30391075E+07          6.90211712E+05
       4200.0000          4.93437240E+06          9.29565625E+05          1.39732154E+07          7.40742505E+05
       4300.0000          5.31311507E+06          9.96953605E+05          1.49901812E+07          7.94925487E+05
       4400.0000          5.70774880E+06          1.06491514E+06          1.60440327E+07          8.49927566E+05
       4500.0000          6.09675057E+06          1.13840635E+06          1.71629505E+07          9.08506328E+05
       4600.0000          6.53707629E+06          1.21509102E+06          1.83387679E+07          9.70415441E+05
       4700.0000          6.98706688E+06          1.29576368E+06          1.95312245E+07          1.03512457E+06
       4800.0000          7.46028348E+06          1.37995314E+06          2.08817315E+07          1.10302934E+06
       4900.0000          7.96614339E+06          1.46832647E+06          2.22002736E+07          1.17422823E+06
       5000.0000          8.48669156E+06          1.56119606E+06          2.34949470E+07          1.24855101E+06
       5100.0000          8.98879795E+06          1.65913083E+06          2.49272549E+07          1.32609896E+06
       5200.0000          9.56415292E+06          1.75761454E+06          2.64087015E+07          1.40572565E+06
       5300.0000          1.01468909E+07          1.85414953E+06          2.80711711E+07          1.48476574E+06
       5400.0000          1.07528415E+07          1.96045825E+06          2.96936119E+07          1.57044849E+06
       5500.0000          1.13886093E+07          2.07043949E+06          3.13683098E+07          1.65926748E+06
       5600.0000          1.20534043E+07          2.19447829E+06          3.30302650E+07          1.75768996E+06
       5700.0000          1.27486519E+07          2.31247275E+06          3.48527644E+07          1.85332998E+06
       5800.0000          1.34483121E+07          2.43421649E+06          3.68633508E+07          1.95199730E+06
       5900.0000          1.42639579E+07          2.56213125E+06          3.87780306E+07          2.05678946E+06
       6000.0000          1.49572158E+07          2.69563423E+06          4.06751888E+07          2.16257089E+06
       6100.0000          1.58177083E+07          2.83466654E+06          4.28713686E+07          2.27623965E+06
       6200.0000          1.66312280E+07          2.99285167E+06          4.50164246E+07          2.40112495E+06
       6300.0000          1.74596276E+07          3.13430344E+06          4.72353025E+07          2.51575015E+06
       6400.0000          1.83574524E+07          3.28178636E+06          4.95201773E+07          2.63588186E+06
       6500.0000          1.92438358E+07          3.43918541E+06          5.20906823E+07          2.76297658E+06
       6600.0000          2.02607274E+07          3.59798872E+06          5.44773766E+07          2.89313453E+06
       6700.0000          2.12146603E+07          3.76061438E+06          5.69866364E+07          3.02481084E+06
       6800.0000          2.22036766E+07          3.93538765E+06          5.96069748E+07          3.16537115E+06
       6900.0000          2.33461894E+07          4.11600730E+06          6.23661566E+07          3.31321358E+06
       7000.0000          2.43968327E+07          4.31685933E+06          6.50653509E+07          3.47212598E+06
       7100.0000          2.55010770E+07          4.49895888E+06          6.81509177E+07          3.62107619E+06
       7200.0000          2.66528569E+07          4.68727197E+06          7.10126588E+07          3.77436629E+06
       7300.0000          2.77937080E+07          4.90750181E+06          7.40375164E+07          3.94857849E+06
       7400.0000          2.91237327E+07          5.10667997E+06          7.71432887E+07          4.11317664E+06
       7500.0000          3.03279448E+07          5.31617455E+06          8.02660228E+07          4.28198320E+06
       7600.0000          3.16154265E+07          5.53427527E+06          8.37759210E+07          4.45913253E+06
       7700.0000          3.29146983E+07          5.78228811E+06          8.70854903E+07          4.65535366E+06
       7800.0000          3.43978007E+07          5.99763644E+06          9.08725159E+07          4.83539352E+06
       7900.0000          3.57344319E+07          6.22583794E+06          9.43524978E+07          5.01998665E+06
       8000.0000          3.71860117E+07          6.46812598E+06          9.79620809E+07          5.21637116E+06
       8100.0000          3.86845795E+07          6.73593314E+06          1.01969404E+08          5.43140312E+06
       8200.0000          4.02294428E+07          6.98160064E+06          1.05839205E+08          5.63255444E+06
       8300.0000          4.18196726E+07          7.27252029E+06          1.09792606E+08          5.86427078E+06
       8400.0000          4.35470418E+07          7.52160609E+06          1.14194155E+08          6.07271408E+06
       8500.0000          4.51370109E+07          7.79825875E+06          1.18154029E+08          6.29516580E+06
       8600.0000          4.70039141E+07          8.08349329E+06          1.22892591E+08          6.53078697E+06
       8700.0000          4.86488624E+07          8.40292230E+06          1.27016649E+08          6.78266532E+06
       8800.0000          5.06255750E+07          8.68154003E+06          1.31540437E+08          7.01547498E+06
       8900.0000          5.23711061E+07          9.02321725E+06          1.36472773E+08          7.28612404E+06
       9000.0000          5.42222046E+07          9.30840800E+06          1.40969793E+08          7.52071375E+06
       9100.0000          5.61515399E+07          9.66627572E+06          1.46340463E+08          7.80671873E+06
       9200.0000          5.82749781E+07          9.97069469E+06          1.50890533E+08          8.05923479E+06
       9300.0000          6.05653291E+07          1.02960875E+07          1.56052418E+08          8.33031560E+06
       9400.0000          6.24355948E+07          1.06364115E+07          1.61620410E+08          8.60433305E+06
       9500.0000          6.44555345E+07          1.10128645E+07          1.66629589E+08          8.90322873E+06
       9600.0000          6.68204959E+07          1.14169427E+07          1.72626314E+08          9.22956645E+06
       9700.0000          6.89882770E+07          1.17426941E+07          1.77813659E+08          9.49862330E+06
       9800.0000          7.11745252E+07          1.20979583E+07          1.83966023E+08          9.79006838E+06
       9900.0000          7.36863102E+07          1.25093043E+07          1.89509515E+08          1.01226544E+07
      10000.0000          7.59296640E+07          1.28893533E+07          1.96009564E+08          1.04323928E+07
      11000.0000          1.03365110E+08          1.74065144E+07          2.63069150E+08          1.40993050E+07
      12000.0000          1.37723069E+08          2.28096668E+07          3.46783904E+08          1.85234412E+07
      13000.0000          1.77602865E+08          2.93520196E+07          4.44627213E+08          2.38385723E+07
      14000.0000          2.26000079E+08          3.70396565E+07          5.60908082E+08          3.01153196E+07
      15000.0000          2.82773890E+08          4.59702367E+07          6.99158127E+08          3.74253018E+07
      16000.0000          3.49134720E+08          5.63172467E+07          8.56893594E+08          4.58972878E+07
      17000.0000          4.25237869E+08          6.83231120E+07          1.03943615E+09          5.57102422E+07
      18000.0000          5.13303116E+08          8.20346958E+07          1.24699827E+09          6.69341511E+07
      19000.0000          6.14305124E+08          9.73743668E+07          1.48768834E+09          7.95565043E+07
      20000.0000          7.28473535E+08          1.14688805E+08          1.74918279E+09          9.37762941E+07
      21000.0000          8.53135106E+08          1.33950957E+08          2.04227396E+09          1.09562429E+08
      22000.0000          9.92353960E+08          1.55880919E+08          2.36750708E+09          1.27465769E+08
      23000.0000          1.15172039E+09          1.79463588E+08          2.73596481E+09          1.46930712E+08
      24000.0000          1.32668840E+09          2.05847063E+08          3.14029392E+09          1.68629128E+08
      25000.0000          1.51994009E+09          2.35128972E+08          3.58284219E+09          1.92677718E+08
      26000.0000          1.72499375E+09          2.67167964E+08          4.05907074E+09          2.18864463E+08
      27000.0000          1.95340951E+09          3.02101884E+08          4.60153134E+09          2.47562381E+08
      28000.0000          2.21510302E+09          3.39501937E+08          5.15552166E+09          2.78481380E+08
      29000.0000          2.48260827E+09          3.80249006E+08          5.79351069E+09          3.11986709E+08
      30000.0000          2.76986669E+09          4.24526361E+08          6.44541659E+09          3.48220510E+08
      31000.0000          3.08564063E+09          4.70993292E+08          7.17394367E+09          3.86600782E+08
      32000.0000          3.43710893E+09          5.21925781E+08          7.96289775E+09          4.28723470E+08
      33000.0000          3.79622615E+09          5.78259736E+08          8.83262343E+09          4.74842186E+08
      34000.0000          4.19237545E+09          6.36281698E+08          9.70779302E+09          5.22692918E+08
      35000.0000          4.61732507E+09          6.98082678E+08          1.06595645E+10          5.73761929E+08
      36000.0000          5.07223665E+09          7.66593991E+08          1.17079875E+10          6.30105849E+08
      37000.0000          5.55851018E+09          8.36788973E+08          1.27718468E+10          6.88114763E+08
      38000.0000          6.07784138E+09          9.14069224E+08          1.39728731E+10          7.51818430E+08
      39000.0000          6.63851505E+09          9.97152187E+08          1.51543422E+10          8.20021829E+08
      40000.0000          7.23236300E+09          1.07888464E+09          1.64889316E+10          8.88259376E+08
      41000.0000          7.82025834E+09          1.17127248E+09          1.78438501E+10          9.63681701E+08
      42000.0000          8.48446632E+09          1.26532746E+09          1.93248168E+10          1.04175496E+09
      43000.0000          9.19467421E+09          1.36868611E+09          2.08524937E+10          1.12696092E+09
      44000.0000          9.90478310E+09          1.47432915E+09          2.24780049E+10          1.21399909E+09
      45000.0000          1.06663485E+10          1.59085043E+09          2.42044585E+10          1.30947967E+09
      46000.0000          1.15014089E+10          1.71119746E+09          2.60087209E+10          1.40888606E+09
