#Energy      Mg-K-shell   Mg-L1-shell   Mg-L2-shell   Mg-L3-shell   Si-K-shell   Si-L1-shell   Si-L2-shell   Si-L3-shell   O-K-shell   Valence  Total
         10.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.67041816E+01          4.67041816E+01
         11.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.36645187E+01          4.36645187E+01
         12.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.10668575E+01          4.10668575E+01
         13.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.88132129E+01          3.88132129E+01
         14.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.68323732E+01          3.68323732E+01
         15.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.50718193E+01          3.50718193E+01
         16.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.34920007E+01          3.34920007E+01
         17.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.20621741E+01          3.20621741E+01
         18.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.07583690E+01          3.07583690E+01
         19.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.95614671E+01          2.95614671E+01
         20.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.84560238E+01          2.84560238E+01
         21.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.74294248E+01          2.74294248E+01
         22.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.64713287E+01          2.64713287E+01
         23.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.55731081E+01          2.55731081E+01
         24.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.47274953E+01          2.47274953E+01
         25.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.39283609E+01          2.39283609E+01
         26.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.31704822E+01          2.31704822E+01
         27.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.24493830E+01          2.24493830E+01
         28.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.17612092E+01          2.17612092E+01
         29.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.11026144E+01          2.11026144E+01
         30.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.04706913E+01          2.04706913E+01
         31.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.98628939E+01          1.98628939E+01
         32.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.92769975E+01          1.92769975E+01
         33.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.87110395E+01          1.87110395E+01
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.81632937E+01          1.81632937E+01
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.76322379E+01          1.76322379E+01
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.71165302E+01          1.71165302E+01
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.66149895E+01          1.66149895E+01
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.61265801E+01          1.61265801E+01
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.56503983E+01          1.56503983E+01
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.51856645E+01          1.51856645E+01
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.47317140E+01          1.47317140E+01
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.42879930E+01          1.42879930E+01
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.38540554E+01          1.38540554E+01
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.34295617E+01          1.34295617E+01
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.30142774E+01          1.30142774E+01
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.26080746E+01          1.26080746E+01
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.22109331E+01          1.22109331E+01
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.18229401E+01          1.18229401E+01
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.14442905E+01          1.14442905E+01
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.10752835E+01          1.10752835E+01
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.07163158E+01          1.07163158E+01
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.03678710E+01          1.03678710E+01
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00305023E+01          1.00305023E+01
         53.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.70512848E+00          9.70512848E+00
         54.0000          1.00000000E+30          1.00000000E+30          1.63891147E+09          8.19455735E+08          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.70480882E+00          9.70480865E+00
         54.0010          1.00000000E+30          1.00000000E+30          1.63901705E+09          8.19508523E+08          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.70448918E+00          9.70448901E+00
         55.0000          1.00000000E+30          1.00000000E+30          9.45510690E+04          4.72755345E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.39140706E+00          9.38860945E+00
         56.0000          1.00000000E+30          1.00000000E+30          3.33831207E+04          1.66915604E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.09089617E+00          9.08347533E+00
         57.0000          1.00000000E+30          1.00000000E+30          1.81153460E+04          9.05767301E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.80382231E+00          8.79100537E+00
         58.0000          1.00000000E+30          1.00000000E+30          1.17294920E+04          5.86474599E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.53064225E+00          8.51207024E+00
         59.0000          1.00000000E+30          1.00000000E+30          8.36914273E+03          4.18457136E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.27169322E+00          8.24723959E+00
         60.0000          1.00000000E+30          1.00000000E+30          6.35230099E+03          3.17615049E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.02717070E+00          7.99685470E+00
         61.0000          1.00000000E+30          1.00000000E+30          5.03217291E+03          2.51608645E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.79711478E+00          7.76103869E+00
         62.0000          1.00000000E+30          1.00000000E+30          4.11336414E+03          2.05668207E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.58140933E+00          7.53971958E+00
         63.0000          1.00000000E+30          1.00000000E+30          3.44455611E+03          1.72227805E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.37979050E+00          7.33266092E+00
         64.0000          1.00000000E+30          1.00000000E+30          2.93999017E+03          1.46999508E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.19186354E+00          7.13946940E+00
         65.0000          1.00000000E+30          1.00000000E+30          2.54849121E+03          1.27424560E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.01712502E+00          6.95963614E+00
         66.0000          1.00000000E+30          1.00000000E+30          2.23750573E+03          1.11875287E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.85498773E+00          6.79255720E+00
         67.0000          1.00000000E+30          1.00000000E+30          1.98593315E+03          9.92966576E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.70480560E+00          6.63757726E+00
         68.0000          1.00000000E+30          1.00000000E+30          1.77889336E+03          8.89446681E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.56589688E+00          6.49398892E+00
         69.0000          1.00000000E+30          1.00000000E+30          1.60621474E+03          8.03107372E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.43756438E+00          6.36108047E+00
         70.0000          1.00000000E+30          1.00000000E+30          1.46039651E+03          7.30198257E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.31911215E+00          6.23813521E+00
         71.0000          1.00000000E+30          1.00000000E+30          1.33599562E+03          6.67997808E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.20985850E+00          6.12445700E+00
         72.0000          1.00000000E+30          1.00000000E+30          1.22883456E+03          6.14417282E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.10914577E+00          6.01936995E+00
         73.0000          1.00000000E+30          1.00000000E+30          1.13578003E+03          5.67890017E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.01634695E+00          5.92223484E+00
         74.0000          1.00000000E+30          1.00000000E+30          1.05436714E+03          5.27183570E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.93087003E+00          5.83244658E+00
         75.0000          1.00000000E+30          1.00000000E+30          9.82641266E+02          4.91320633E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.85216020E+00          5.74943718E+00
         76.0000          1.00000000E+30          1.00000000E+30          9.19076537E+02          4.59538268E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.77970078E+00          5.67268118E+00
         77.0000          1.00000000E+30          1.00000000E+30          8.62436123E+02          4.31218061E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.71301271E+00          5.60169131E+00
         78.0000          1.00000000E+30          1.00000000E+30          8.11715052E+02          4.05857526E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.65165356E+00          5.53601819E+00
         79.0000          1.00000000E+30          1.00000000E+30          7.66080530E+02          3.83040265E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.59521584E+00          5.47524729E+00
         80.0000          1.00000000E+30          1.00000000E+30          7.24840539E+02          3.62420269E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.54332505E+00          5.41899730E+00
         81.0000          1.00000000E+30          1.00000000E+30          6.87432059E+02          3.43716029E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.49563751E+00          5.36692085E+00
         82.0000          1.00000000E+30          1.00000000E+30          6.53375701E+02          3.26687850E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.45183818E+00          5.31869877E+00
         83.0000          1.00000000E+30          1.00000000E+30          6.22263872E+02          3.11131936E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.41163846E+00          5.27403836E+00
         84.0000          1.00000000E+30          1.00000000E+30          5.93759903E+02          2.96879952E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.37477399E+00          5.23267393E+00
         85.0000          1.00000000E+30          1.00000000E+30          5.67552814E+02          2.83776407E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.34100272E+00          5.19435694E+00
         86.0000          1.00000000E+30          1.00000000E+30          5.43410333E+02          2.71705166E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.31010290E+00          5.15886844E+00
         87.0000          1.00000000E+30          1.00000000E+30          5.21095496E+02          2.60547748E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.28187136E+00          5.12599859E+00
         88.0000          1.00000000E+30          1.00000000E+30          5.00434165E+02          2.50217083E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.25612183E+00          5.09556382E+00
         89.0000          1.00000000E+30          1.00000000E+30          4.81253822E+02          2.40626911E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.23268343E+00          5.06738990E+00
         90.0000          1.00000000E+30          1.00000000E+30          4.63412424E+02          2.31706212E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.21139928E+00          5.04131971E+00
         91.0000          1.00000000E+30          1.00000000E+30          4.46782181E+02          2.23391091E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.19212526E+00          5.01720800E+00
         91.9990          1.00000000E+30          1.00000000E+30          4.31266831E+02          2.15633415E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.17474533E+00          4.99494324E+00
         92.0000          1.00000000E+30          6.98408705E+09          4.31251874E+02          2.15625937E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.17472883E+00          4.99492184E+00
         92.0010          1.00000000E+30          6.98436066E+09          4.31236918E+02          2.15618459E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.17471233E+00          4.99490045E+00
         93.0000          1.00000000E+30          5.22468663E+05          4.16722195E+02          2.08361098E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.15908796E+00          4.97429126E+00
         94.0000          1.00000000E+30          1.84540867E+05          4.03107466E+02          2.01553733E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.14509028E+00          4.95521349E+00
         95.0000          1.00000000E+30          1.00105567E+05          3.90327568E+02          1.95163784E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.13263212E+00          4.93759740E+00
         96.0000          1.00000000E+30          6.47537374E+04          3.78315510E+02          1.89157755E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.12161778E+00          4.92135337E+00
         97.0000          1.00000000E+30          4.61456088E+04          3.67005584E+02          1.83502792E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.11195883E+00          4.90639429E+00
         98.0000          1.00000000E+30          3.49646076E+04          3.56344988E+02          1.78172494E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.10357347E+00          4.89264204E+00
         99.0000          1.00000000E+30          2.76421256E+04          3.46282473E+02          1.73141236E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.09638596E+00          4.88002216E+00
        100.0000          1.00000000E+30          2.25436218E+04          3.36772651E+02          1.68386326E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.09032607E+00          4.86846586E+00
        103.9990          1.00000000E+30          1.21293705E+04          3.03503802E+02          1.51751901E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.07612875E+00          4.83167603E+00
        104.0010          1.00000000E+30          1.21261176E+04          3.03488880E+02          1.51744440E+02          1.00000000E+30          1.00000000E+30          9.83235990E+09          4.91617995E+09          1.00000000E+30          5.07612529E+00          4.83166103E+00
        110.0000          1.00000000E+30          6.53018617E+03          2.64672584E+02          1.32336292E+02          1.00000000E+30          1.00000000E+30          5.23270492E+04          2.61635246E+04          1.00000000E+30          5.07943340E+00          4.79805979E+00
        120.0000          1.00000000E+30          3.35128961E+03          2.19459828E+02          1.09729914E+02          1.00000000E+30          1.00000000E+30          1.16675056E+04          5.83375278E+03          1.00000000E+30          5.13151829E+00          4.78241122E+00
        130.0000          1.00000000E+30          2.13572303E+03          1.89289315E+02          9.46446575E+01          1.00000000E+30          1.00000000E+30          5.56525506E+03          2.78262753E+03          1.00000000E+30          5.22222261E+00          4.79972230E+00
        140.0000          1.00000000E+30          1.52795930E+03          1.68294870E+02          8.41474348E+01          1.00000000E+30          1.00000000E+30          3.41598228E+03          1.70799114E+03          1.00000000E+30          5.33791242E+00          4.83798314E+00
        150.0000          1.00000000E+30          1.17514508E+03          1.53249591E+02          7.66247953E+01          1.00000000E+30          1.00000000E+30          2.38493478E+03          1.19246739E+03          1.00000000E+30          5.47044025E+00          4.89032451E+00
        153.9990          1.00000000E+30          1.07379886E+03          1.48441136E+02          7.42205679E+01          1.00000000E+30          1.00000000E+30          2.11543986E+03          1.05771993E+03          1.00000000E+30          5.52693398E+00          4.91420799E+00
        154.0010          1.00000000E+30          1.07375253E+03          1.48438876E+02          7.42194382E+01          1.00000000E+30          2.98851232E+10          2.11531968E+03          1.05765984E+03          1.00000000E+30          5.52696265E+00          4.91422031E+00
        160.0000          1.00000000E+30          9.49863466E+02          1.42237270E+02          7.11186352E+01          1.00000000E+30          1.93879464E+05          1.80132429E+03          9.00662146E+02          1.00000000E+30          5.61467459E+00          4.95246593E+00
        170.0000          1.00000000E+30          7.96278059E+02          1.34054059E+02          6.70270295E+01          1.00000000E+30          4.32020687E+04          1.43486435E+03          7.17432174E+02          1.00000000E+30          5.75907867E+00          5.01535460E+00
        180.0000          1.00000000E+30          6.86500172E+02          1.27911052E+02          6.39555262E+01          1.00000000E+30          2.04426421E+04          1.18784525E+03          5.93922624E+02          1.00000000E+30          5.92460122E+00          5.09495227E+00
        190.0000          1.00000000E+30          6.05215956E+02          1.23274056E+02          6.16370281E+01          1.00000000E+30          1.24043249E+04          1.01259335E+03          5.06296676E+02          1.00000000E+30          6.08324345E+00          5.17015976E+00
        200.0000          1.00000000E+30          5.43384180E+02          1.19771660E+02          5.98858300E+01          1.00000000E+30          8.54647062E+03          8.83401316E+02          4.41700658E+02          1.00000000E+30          6.25104645E+00          5.25281351E+00
        210.0000          1.00000000E+30          4.95347593E+02          1.17139563E+02          5.85697816E+01          1.00000000E+30          6.36440911E+03          7.85317378E+02          3.92658689E+02          1.00000000E+30          6.41934811E+00          5.33659068E+00
        220.0000          1.00000000E+30          4.57396842E+02          1.15185962E+02          5.75929810E+01          1.00000000E+30          4.99566641E+03          7.09110953E+02          3.54555477E+02          1.00000000E+30          6.58798901E+00          5.42142535E+00
        230.0000          1.00000000E+30          4.27005155E+02          1.13769052E+02          5.68845258E+01          1.00000000E+30          4.07365671E+03          6.48798764E+02          3.24399382E+02          1.00000000E+30          6.76310036E+00          5.51141246E+00
        240.0000          1.00000000E+30          4.02395697E+02          1.12782271E+02          5.63911356E+01          1.00000000E+30          3.41926841E+03          6.00345906E+02          3.00172953E+02          1.00000000E+30          6.93774199E+00          5.60180979E+00
