#Energy      Mg-K-shell   Mg-L1-shell   Mg-L2-shell   Mg-L3-shell   Si-K-shell   Si-L1-shell   Si-L2-shell   Si-L3-shell   O-K-shell   Valence  Total
         11.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.60150446E+02          7.60150446E+02
         12.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.08714885E+03          1.08714885E+03
         13.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.54531443E+03          1.54531443E+03
         14.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.93125600E+02          1.93125600E+02
         15.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.82345731E+02          1.82345731E+02
         16.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.75102000E+02          1.75102000E+02
         17.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.71597289E+02          1.71597289E+02
         18.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.69690744E+02          1.69690744E+02
         19.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.68931931E+02          1.68931931E+02
         20.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.69307983E+02          1.69307983E+02
         21.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.70243778E+02          1.70243778E+02
         22.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.72267769E+02          1.72267769E+02
         23.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.74697806E+02          1.74697806E+02
         24.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.77096730E+02          1.77096730E+02
         25.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.80223926E+02          1.80223926E+02
         26.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.83428928E+02          1.83428928E+02
         27.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.87260318E+02          1.87260318E+02
         28.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.91140644E+02          1.91140644E+02
         29.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.86558209E+02          1.86558209E+02
         30.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.89598771E+02          1.89598771E+02
         31.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.92902871E+02          1.92902871E+02
         32.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.96414053E+02          1.96414053E+02
         33.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.00199921E+02          2.00199921E+02
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.04040529E+02          2.04040529E+02
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.08178402E+02          2.08178402E+02
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.12694773E+02          2.12694773E+02
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.17321036E+02          2.17321036E+02
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.21889448E+02          2.21889448E+02
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.27032133E+02          2.27032133E+02
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.32518785E+02          2.32518785E+02
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.37679382E+02          2.37679382E+02
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.43579940E+02          2.43579940E+02
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.49469450E+02          2.49469450E+02
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.55646374E+02          2.55646374E+02
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.62266872E+02          2.62266872E+02
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.68671511E+02          2.68671511E+02
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.75378208E+02          2.75378208E+02
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.82964557E+02          2.82964557E+02
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.90003391E+02          2.90003391E+02
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.98118809E+02          2.98118809E+02
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.05924540E+02          3.05924540E+02
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.13531889E+02          3.13531889E+02
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.22443466E+02          3.22443466E+02
         53.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.30972092E+02          3.30972092E+02
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.30981211E+02          3.30981211E+02
         54.0010          1.00000000E+30          1.00000000E+30          1.01489165E+04          4.69222131E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.30990331E+02          3.00040117E+02
         55.0000          1.00000000E+30          1.00000000E+30          8.31902554E+03          3.85283338E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.39368072E+02          3.00624507E+02
         56.0000          1.00000000E+30          1.00000000E+30          6.83439784E+03          3.17453034E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.48678789E+02          3.00363889E+02
         57.0000          1.00000000E+30          1.00000000E+30          5.63377421E+03          2.62227533E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.58159225E+02          2.98426985E+02
         58.0000          1.00000000E+30          1.00000000E+30          4.71264982E+03          2.21423813E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.68244038E+02          2.95909823E+02
         59.0000          1.00000000E+30          1.00000000E+30          4.02629608E+03          1.90302377E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.77483453E+02          2.92144001E+02
         60.0000          1.00000000E+30          1.00000000E+30          3.50629483E+03          1.67021978E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.88253732E+02          2.89054083E+02
         61.0000          1.00000000E+30          1.00000000E+30          3.11784334E+03          1.49155569E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.98582614E+02          2.85708928E+02
         62.0000          1.00000000E+30          1.00000000E+30          2.81165793E+03          1.35149392E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.08809475E+02          2.82349388E+02
         63.0000          1.00000000E+30          1.00000000E+30          2.57011329E+03          1.24074463E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.19886391E+02          2.79591072E+02
         64.0000          1.00000000E+30          1.00000000E+30          2.38609520E+03          1.15671376E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.31058633E+02          2.77509295E+02
         65.0000          1.00000000E+30          1.00000000E+30          2.23365140E+03          1.08680236E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.43142233E+02          2.75904710E+02
         66.0000          1.00000000E+30          1.00000000E+30          2.11206682E+03          1.03076380E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.55924708E+02          2.74954239E+02
         67.0000          1.00000000E+30          1.00000000E+30          2.02072289E+03          9.88781154E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.66607926E+02          2.74021743E+02
         68.0000          1.00000000E+30          1.00000000E+30          1.94373024E+03          9.53297472E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.79819791E+02          2.74154298E+02
         69.0000          1.00000000E+30          1.00000000E+30          1.87147360E+03          9.19831365E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.91285554E+02          2.73450411E+02
         70.0000          1.00000000E+30          1.00000000E+30          1.82427058E+03          8.98083314E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.04845124E+02          2.74540319E+02
         71.0000          1.00000000E+30          1.00000000E+30          1.78582267E+03          8.80462856E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.16859040E+02          2.75444475E+02
         72.0000          1.00000000E+30          1.00000000E+30          1.75568087E+03          8.66787779E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.30699230E+02          2.77194821E+02
         73.0000          1.00000000E+30          1.00000000E+30          1.73187146E+03          8.55984900E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.44736163E+02          2.79219945E+02
         74.0000          1.00000000E+30          1.00000000E+30          1.70576442E+03          8.44057604E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.57686642E+02          2.80573982E+02
         75.0000          1.00000000E+30          1.00000000E+30          1.69398897E+03          8.38871281E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.72339707E+02          2.83317043E+02
         76.0000          1.00000000E+30          1.00000000E+30          1.67566248E+03          8.30568545E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.86277116E+02          2.85188603E+02
         77.0000          1.00000000E+30          1.00000000E+30          1.67392263E+03          8.30228206E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.01268053E+02          2.88597040E+02
         78.0000          1.00000000E+30          1.00000000E+30          1.66245219E+03          8.25194537E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.16663387E+02          2.91121937E+02
         79.0000          1.00000000E+30          1.00000000E+30          1.66588293E+03          8.27261942E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.32137154E+02          2.94896136E+02
         80.0000          1.00000000E+30          1.00000000E+30          1.66041274E+03          8.25079797E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.47148247E+02          2.97662911E+02
         81.0000          1.00000000E+30          1.00000000E+30          1.66696813E+03          8.28626180E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.63707953E+02          3.01805241E+02
         82.0000          1.00000000E+30          1.00000000E+30          1.66634960E+03          8.28755675E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.81259305E+02          3.05379666E+02
         83.0000          1.00000000E+30          1.00000000E+30          1.66573153E+03          8.28885210E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.94830289E+02          3.08073668E+02
         84.0000          1.00000000E+30          1.00000000E+30          1.67774292E+03          8.35130500E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.11697383E+02          3.12641851E+02
         85.0000          1.00000000E+30          1.00000000E+30          1.68109934E+03          8.37192352E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.29769082E+02          3.16494362E+02
         86.0000          1.00000000E+30          1.00000000E+30          1.68446921E+03          8.39264411E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.47215821E+02          3.20155739E+02
         87.0000          1.00000000E+30          1.00000000E+30          1.70220392E+03          8.48134715E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.63748469E+02          3.25111983E+02
         88.0000          1.00000000E+30          1.00000000E+30          1.70946813E+03          8.52063754E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.82148515E+02          3.29258438E+02
         89.0000          1.00000000E+30          1.00000000E+30          1.71679461E+03          8.56029366E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.00675932E+02          3.33376691E+02
         90.0000          1.00000000E+30          1.00000000E+30          1.72418416E+03          8.60032063E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.16931004E+02          3.37060619E+02
         91.0000          1.00000000E+30          1.00000000E+30          1.74691007E+03          8.71520316E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.35905769E+02          3.42915938E+02
         91.9990          1.00000000E+30          1.00000000E+30          1.75801123E+03          8.77352215E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.54570290E+02          3.47367388E+02
         92.0000          1.00000000E+30          1.00000000E+30          1.75802241E+03          8.77358091E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.54590553E+02          3.47372094E+02
         92.0010          1.00000000E+30          6.43021587E+03          1.75803360E+03          8.77363968E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.54610817E+02          3.29572449E+02
         93.0000          1.00000000E+30          6.44254039E+03          1.76927703E+03          8.83274602E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.75173556E+02          3.33867283E+02
         94.0000          1.00000000E+30          6.45492465E+03          1.79146843E+03          8.94451725E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.92940578E+02          3.38865833E+02
         95.0000          1.00000000E+30          6.46735661E+03          1.80602358E+03          9.01978511E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.13089068E+02          3.43385064E+02
         96.0000          1.00000000E+30          6.47983656E+03          1.82081717E+03          9.09633048E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.33922049E+02          3.47992346E+02
         97.0000          1.00000000E+30          6.49236476E+03          1.83585512E+03          9.17418616E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.52542605E+02          3.52290170E+02
         98.0000          1.00000000E+30          6.50494150E+03          1.86028557E+03          9.29709054E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.73850644E+02          3.57943374E+02
         99.0000          1.00000000E+30          6.51756706E+03          1.87832397E+03          9.38962011E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.92921262E+02          3.62587362E+02
        100.0000          1.00000000E+30          6.53024172E+03          1.89671561E+03          9.48400999E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.01448987E+03          3.67581617E+02
        103.9990          1.00000000E+30          6.58142432E+03          1.98637250E+03          9.93736195E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.10118605E+03          3.89137145E+02
        104.0010          1.00000000E+30          6.58145012E+03          1.98641739E+03          9.93759012E+02          1.00000000E+30          1.00000000E+30          5.41451028E+04          2.00038566E+04          1.00000000E+30          1.10007990E+03          3.78913410E+02
        110.0000          1.00000000E+30          6.65975347E+03          2.14107339E+03          1.07209491E+03          1.00000000E+30          1.00000000E+30          7.79226945E+03          3.33499067E+03          1.00000000E+30          1.23985508E+03          3.59105948E+02
        120.0000          1.00000000E+30          6.76650932E+03          2.45996625E+03          1.23587021E+03          1.00000000E+30          1.00000000E+30          4.45489076E+03          2.19611301E+03          1.00000000E+30          1.49349594E+03          3.68618056E+02
        130.0000          1.00000000E+30          7.01430802E+03          2.85523448E+03          1.42942382E+03          1.00000000E+30          1.00000000E+30          4.38753496E+03          2.23336004E+03          1.00000000E+30          1.77753127E+03          4.11415208E+02
        140.0000          1.00000000E+30          7.36947017E+03          3.30908217E+03          1.65582724E+03          1.00000000E+30          1.00000000E+30          4.66617890E+03          2.32774925E+03          1.00000000E+30          2.08822999E+03          4.61978391E+02
        150.0000          1.00000000E+30          7.79964979E+03          3.79752138E+03          1.91546383E+03          1.00000000E+30          1.00000000E+30          4.90913291E+03          2.45238526E+03          1.00000000E+30          2.43653035E+03          5.16663639E+02
        153.9990          1.00000000E+30          7.98607223E+03          4.00650445E+03          2.01706409E+03          1.00000000E+30          1.00000000E+30          5.04746754E+03          2.51310757E+03          1.00000000E+30          2.58920856E+03          5.39713907E+02
        154.0010          1.00000000E+30          7.98616770E+03          4.00661873E+03          2.01712388E+03          1.00000000E+30          1.55382591E+04          5.04753536E+03          2.52430609E+03          1.00000000E+30          2.58929081E+03          5.22087631E+02
        160.0000          1.00000000E+30          8.31158436E+03          4.35938617E+03          2.19853006E+03          1.00000000E+30          1.57505333E+04          5.30140079E+03          2.65509723E+03          1.00000000E+30          2.81400856E+03          5.59074071E+02
        170.0000          1.00000000E+30          8.87264377E+03          4.95428300E+03          2.48982908E+03          1.00000000E+30          1.61175754E+04          5.84723329E+03          2.93176140E+03          1.00000000E+30          3.23341912E+03          6.25151335E+02
        180.0000          1.00000000E+30          9.49883533E+03          5.63403840E+03          2.83088761E+03          1.00000000E+30          1.64485951E+04          6.46643138E+03          3.24552341E+03          1.00000000E+30          3.67631435E+03          6.98527299E+02
        190.0000          1.00000000E+30          1.01174814E+04          6.37258988E+03          3.20724172E+03          1.00000000E+30          1.69640392E+04          7.15000833E+03          3.59225964E+03          1.00000000E+30          4.15731589E+03          7.78040807E+02
        200.0000          1.00000000E+30          1.08057453E+04          7.15495007E+03          3.60217349E+03          1.00000000E+30          1.77629064E+04          7.87156862E+03          3.95521210E+03          1.00000000E+30          4.67875907E+03          8.62205494E+02
        210.0000          1.00000000E+30          1.14652756E+04          8.05261059E+03          4.05466961E+03          1.00000000E+30          1.87451522E+04          8.67372107E+03          4.36215536E+03          1.00000000E+30          5.24429987E+03          9.55476674E+02
        220.0000          1.00000000E+30          1.22171511E+04          8.98587841E+03          4.52536347E+03          1.00000000E+30          1.97131329E+04          9.60461994E+03          4.83390324E+03          1.00000000E+30          5.83315648E+03          1.05567115E+03
        230.0000          1.00000000E+30          1.29520468E+04          1.00234915E+04          5.04603721E+03          1.00000000E+30          2.06567144E+04          1.05652995E+04          5.31613583E+03          1.00000000E+30          6.46793599E+03          1.16154260E+03
        240.0000          1.00000000E+30          1.37865978E+04          1.10942088E+04          5.60481629E+03          1.00000000E+30          2.15967538E+04          1.16489855E+04          5.85923441E+03          1.00000000E+30          7.15167397E+03          1.27594130E+03
