#Energy      Co-K-shell   Co-L1-shell   Co-L2-shell   Co-L3-shell   Co-M1-shell   Co-M2-shell   Co-M3-shell   Valence  Total
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.28927114E+02          1.28927114E+02
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.26386601E+02          1.26386601E+02
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.23270137E+02          1.23270137E+02
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.21393313E+02          1.21393313E+02
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.18915057E+02          1.18915057E+02
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.17633673E+02          1.17633673E+02
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.15726856E+02          1.15726856E+02
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.14890814E+02          1.14890814E+02
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.13461981E+02          1.13461981E+02
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.13019733E+02          1.13019733E+02
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.12005050E+02          1.12005050E+02
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.11562090E+02          1.11562090E+02
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.11218395E+02          1.11218395E+02
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.11162619E+02          1.11162619E+02
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.11087658E+02          1.11087658E+02
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.11270942E+02          1.11270942E+02
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.11500121E+02          1.11500121E+02
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.11514831E+02          1.11514831E+02
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.12052195E+02          1.12052195E+02
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.12604051E+02          1.12604051E+02
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.12919609E+02          1.12919609E+02
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.13732333E+02          1.13732333E+02
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.14215356E+02          1.14215356E+02
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.15094816E+02          1.15094816E+02
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.15684706E+02          1.15684706E+02
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.16789895E+02          1.16789895E+02
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.17825745E+02          1.17825745E+02
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.18657848E+02          1.18657848E+02
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.19501788E+02          1.19501788E+02
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.20786327E+02          1.20786327E+02
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.22019101E+02          1.22019101E+02
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.23065730E+02          1.23065730E+02
         65.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.24131010E+02          1.24131010E+02
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.24132084E+02          1.24132084E+02
         66.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.17094850E+03          1.24133158E+02          1.12235035E+02
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.20588821E+03          1.25512588E+02          1.13680381E+02
         67.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.24297718E+03          1.26685013E+02          1.14967458E+02
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.24301544E+03          1.26681648E+02          1.14965013E+02
         68.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.50366908E+03          1.24305372E+03          1.26682831E+02          1.09918933E+02
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.57256014E+03          1.28250146E+03          1.28051992E+02          1.11386211E+02
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.64542461E+03          1.31589536E+03          1.29306937E+02          1.12720673E+02
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.72253699E+03          1.35653501E+03          1.30587083E+02          1.14126564E+02
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.78850469E+03          1.39976485E+03          1.32052460E+02          1.15663513E+02
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.86768752E+03          1.42971893E+03          1.33419199E+02          1.17050455E+02
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.95149876E+03          1.48226242E+03          1.34910931E+02          1.18683753E+02
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.01016118E+03          1.54722822E+03          1.36348281E+02          1.20298084E+02
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.11264883E+03          1.62270576E+03          1.37822020E+02          1.22051554E+02
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.24318437E+03          1.70292144E+03          1.39308123E+02          1.23855921E+02
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.38304639E+03          1.79283688E+03          1.40842643E+02          1.25730981E+02
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.55854656E+03          1.88807247E+03          1.42410229E+02          1.27671172E+02
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.74202555E+03          1.97859916E+03          1.44014360E+02          1.29594195E+02
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.93839300E+03          2.07172096E+03          1.45655041E+02          1.31541948E+02
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.13597988E+03          2.18037168E+03          1.47356525E+02          1.33570552E+02
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.36579158E+03          2.26118364E+03          1.49011910E+02          1.35461473E+02
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.56222551E+03          2.34159253E+03          1.50765167E+02          1.37379944E+02
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.74966110E+03          2.41506858E+03          1.52390085E+02          1.39145632E+02
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.98546637E+03          2.50247821E+03          1.54206403E+02          1.41143222E+02
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.14017796E+03          2.55615590E+03          1.56044872E+02          1.42976195E+02
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.28962541E+03          2.60241339E+03          1.58062378E+02          1.44929128E+02
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.43140401E+03          2.63973323E+03          1.59724999E+02          1.46548031E+02
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.55761878E+03          2.66965070E+03          1.61643160E+02          1.48346371E+02
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.66009782E+03          2.68917033E+03          1.63404321E+02          1.49962663E+02
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.74126036E+03          2.71494778E+03          1.65366041E+02          1.51751982E+02
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.83445556E+03          2.71074343E+03          1.67375436E+02          1.53494523E+02
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.86408749E+03          2.70061862E+03          1.69458760E+02          1.55232359E+02
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.88230182E+03          2.70026256E+03          1.71573549E+02          1.57016928E+02
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.88498237E+03          2.67749277E+03          1.73756560E+02          1.58765789E+02
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.89913960E+03          2.66607774E+03          1.76000020E+02          1.60606021E+02
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.86617985E+03          2.63418600E+03          1.78289662E+02          1.62365529E+02
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.82181445E+03          2.61396716E+03          1.80363318E+02          1.63969568E+02
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.79431309E+03          2.58026311E+03          1.82672923E+02          1.65716409E+02
        106.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.37420811E+03          2.37318060E+03          1.99859934E+02          1.78222829E+02
        107.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.12475806E+03          5.37409658E+03          2.37312618E+03          1.99865286E+02          1.68609675E+02
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.16329315E+03          5.14155127E+03          2.29423160E+03          2.07882739E+02          1.73704596E+02
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.28744745E+03          4.52101232E+03          2.01846599E+03          2.37059991E+02          1.90870874E+02
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.40715731E+03          4.07231494E+03          1.85221622E+03          2.70994450E+02          2.09684636E+02
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.53604937E+03          3.81824155E+03          1.75094491E+03          3.08977039E+02          2.29763109E+02
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.63961063E+03          3.63762972E+03          1.69338604E+03          3.50139426E+02          2.50237921E+02
        160.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.73683534E+03          3.56154889E+03          1.67350941E+03          3.97947670E+02          2.73311957E+02
        170.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.86128886E+03          3.52407381E+03          1.67106951E+03          4.48294991E+02          2.96574278E+02
        180.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.01635959E+03          3.55573580E+03          1.68774835E+03          5.04071357E+02          3.21898539E+02
        190.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.19600183E+03          3.60314098E+03          1.71912030E+03          5.64980997E+02          3.48733202E+02
        200.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.39864881E+03          3.67286283E+03          1.76361693E+03          6.32107978E+02          3.77553041E+02
        210.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.59681134E+03          3.74533619E+03          1.81616214E+03          7.06120668E+02          4.07939980E+02
        220.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.82124620E+03          3.85561074E+03          1.87426031E+03          7.87030563E+02          4.40350159E+02
        230.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.03102964E+03          3.97801538E+03          1.93839794E+03          8.73934023E+02          4.73868705E+02
        240.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.26169795E+03          4.11101938E+03          2.00538544E+03          9.69461727E+02          5.09305293E+02
        250.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.51790341E+03          4.24751730E+03          2.08263802E+03          1.07262824E+03          5.46714091E+02
        260.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.73694416E+03          4.40811689E+03          2.16311903E+03          1.18479298E+03          5.85655727E+02
        270.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.99932257E+03          4.57718167E+03          2.25399895E+03          1.30034545E+03          6.25843762E+02
        280.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.24578755E+03          4.76323035E+03          2.34357374E+03          1.42816060E+03          6.68025167E+02
        290.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.52571325E+03          4.94252928E+03          2.44336989E+03          1.55895757E+03          7.11090576E+02
        300.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.79240153E+03          5.14932790E+03          2.54226166E+03          1.70352930E+03          7.56549493E+02
        310.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.08994486E+03          5.34720764E+03          2.65033730E+03          1.85665575E+03          8.03876880E+02
        320.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.41569235E+03          5.56767276E+03          2.76687267E+03          2.01970638E+03          8.53972585E+02
        330.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.70607414E+03          5.80775796E+03          2.87458323E+03          2.19861802E+03          9.05256793E+02
        340.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.99406469E+03          6.01796966E+03          2.99537256E+03          2.38423567E+03          9.57366808E+02
        350.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.31734666E+03          6.26454521E+03          3.12913602E+03          2.58769001E+03          1.01432095E+03
        360.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.67559338E+03          6.49822251E+03          3.24369013E+03          2.78705829E+03          1.06809509E+03
        370.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.97899488E+03          6.76437869E+03          3.37786434E+03          3.01253191E+03          1.12714663E+03
        380.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.35915058E+03          7.03571581E+03          3.52799723E+03          3.24327696E+03          1.18940528E+03
        390.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.64920350E+03          7.29165686E+03          3.65245898E+03          3.49448377E+03          1.24885731E+03
        400.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00084406E+04          7.58689231E+03          3.79958275E+03          3.74835146E+03          1.31286545E+03
        410.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.03505538E+04          7.88404717E+03          3.96537541E+03          4.03477561E+03          1.38220862E+03
        420.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.07499401E+04          8.21843365E+03          4.10218893E+03          4.30904459E+03          1.44813415E+03
        430.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.10842671E+04          8.49129851E+03          4.26869464E+03          4.61443954E+03          1.51754216E+03
        440.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.14723756E+04          8.82516787E+03          4.42797010E+03          4.93242722E+03          1.58968548E+03
        450.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.19025070E+04          9.14280829E+03          4.58893285E+03          5.26687828E+03          1.66341504E+03
        460.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.22602049E+04          9.50946824E+03          4.76989392E+03          5.62091366E+03          1.74131588E+03
        470.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.27091315E+04          9.82381759E+03          4.95508489E+03          5.98293373E+03          1.82006153E+03
        480.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.30568632E+04          1.01913054E+04          5.12915490E+03          6.36552671E+03          1.89835806E+03
        490.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.35135800E+04          1.05432748E+04          5.33208510E+03          6.76123035E+03          1.98297499E+03
        500.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.39208778E+04          1.09434134E+04          5.50490460E+03          7.19579246E+03          2.06679891E+03
        510.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.43330881E+04          1.12946872E+04          5.70577101E+03          7.63563909E+03          2.15270517E+03
        520.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.48078284E+04          1.16949942E+04          5.92549273E+03          8.07879521E+03          2.24425741E+03
        530.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.52049533E+04          1.21290696E+04          6.12061196E+03          8.55810353E+03          2.33402040E+03
        540.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.56932310E+04          1.25177278E+04          6.31922948E+03          9.05179040E+03          2.42523623E+03
