#Energy      In-K-shell   In-L1-shell   In-L2-shell   In-L3-shell   In-M1-shell   In-M2-shell   In-M3-shell   In-M4-shell   In-M5-shell   In-N1-shell   In-N2-shell   In-N3-shell   In-N4-shell   In-N5-shell   Valence  Total
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.57500800E+01          2.16031326E+01          6.04489563E+00          4.17204902E+00
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.53723746E+01          2.13962862E+01          6.07514830E+00          4.17340032E+00
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.50152949E+01          2.12010134E+01          6.10576043E+00          4.17525606E+00
         81.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.46780397E+01          2.10168643E+01          6.13668036E+00          4.17759660E+00
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.08670121E+09          3.46777115E+01          2.10166852E+01          6.13671147E+00          4.17759918E+00
         82.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.08696705E+09          3.46773834E+01          2.10165061E+01          6.13674259E+00          4.17760176E+00
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.30332726E+05          3.43584959E+01          2.08426839E+01          6.16798222E+00          4.18037048E+00
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.51965116E+05          3.40566698E+01          2.06784348E+01          6.19955468E+00          4.18356001E+00
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.24172608E+04          3.37712428E+01          2.05234124E+01          6.23141201E+00          4.18716216E+00
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.33151399E+04          3.35013639E+01          2.03771139E+01          6.26353843E+00          4.19116550E+00
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.79933657E+04          3.32461811E+01          2.02390852E+01          6.29591913E+00          4.19555737E+00
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.87866542E+04          3.30049037E+01          2.01088789E+01          6.32854020E+00          4.20032410E+00
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.27620532E+04          3.27768206E+01          1.99860870E+01          6.36138857E+00          4.20545342E+00
         89.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.85717356E+04          3.25614462E+01          1.98704453E+01          6.39441880E+00          4.21092721E+00
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.57465610E+10          1.85672702E+04          3.25612367E+01          1.98703330E+01          6.39445196E+00          4.21093281E+00
         90.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.57471909E+10          1.85639762E+04          3.25610272E+01          1.98702206E+01          6.39448513E+00          4.21093848E+00
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.16465403E+06          1.55132369E+04          3.23575125E+01          1.97612510E+01          6.42771883E+00          4.21673483E+00
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.11524644E+05          1.32094184E+04          3.21650428E+01          1.96585013E+01          6.46117827E+00          4.22285000E+00
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.23267762E+05          1.14207334E+04          3.19832595E+01          1.95617728E+01          6.49482005E+00          4.22927114E+00
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.44430799E+05          1.00015156E+04          3.18116336E+01          1.94707615E+01          6.52863450E+00          4.23598870E+00
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.02913743E+05          8.85299171E+03          3.16496601E+01          1.93851886E+01          6.56261251E+00          4.24299271E+00
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.79815636E+04          7.90785082E+03          3.14968684E+01          1.93047897E+01          6.59674546E+00          4.25027332E+00
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.16474428E+04          7.12009366E+03          3.13528159E+01          1.92293147E+01          6.63102524E+00          4.25782118E+00
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.02806405E+04          6.45502086E+03          3.12170833E+01          1.91585313E+01          6.66544416E+00          4.26562693E+00
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.19974440E+04          5.88821803E+03          3.10892750E+01          1.90922148E+01          6.69999495E+00          4.27368164E+00
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.57513017E+04          5.39989117E+03          3.09690193E+01          1.90301601E+01          6.73467075E+00          4.28197639E+00
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.24196431E+04          2.78686146E+03          3.01135360E+01          1.86055387E+01          7.08702783E+00          4.37641908E+00
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.75692631E+03          1.78686858E+03          2.97259907E+01          1.84455402E+01          7.44647309E+00          4.48725004E+00
        125.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.16739963E+03          1.45183052E+03          2.96495851E+01          1.84380162E+01          7.66418305E+00          4.55949755E+00
        126.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.04543779E+10          5.16698522E+03          1.45173860E+03          2.96495754E+01          1.84380226E+01          7.66425582E+00          4.55952224E+00
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.38832090E+05          4.43503224E+03          1.28628058E+03          2.96487226E+01          1.84614340E+01          7.80995547E+00          4.60952413E+00
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.48281219E+04          3.23101683E+03          9.95385129E+02          2.97848956E+01          1.85985790E+01          8.17556136E+00          4.73962998E+00
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.83226272E+04          2.51615801E+03          8.09592213E+02          3.00725378E+01          1.88219117E+01          8.54205615E+00          4.87523642E+00
        160.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.66555755E+04          2.05280528E+03          6.83012287E+02          3.04705266E+01          1.91081029E+01          8.90820516E+00          5.01454827E+00
        170.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.13091396E+04          1.73355859E+03          5.92703168E+02          3.09506993E+01          1.94411358E+01          9.26919147E+00          5.15507752E+00
        180.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.36470772E+03          1.50364394E+03          5.26039678E+02          3.14932274E+01          1.98097088E+01          9.63866717E+00          5.30032885E+00
        190.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.54949320E+03          1.33247981E+03          4.75543200E+02          3.20838122E+01          2.02056565E+01          9.99996300E+00          5.44467031E+00
        200.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.34142461E+03          1.20177024E+03          4.36519781E+02          3.27119215E+01          2.06229555E+01          1.03637953E+01          5.59098166E+00
        210.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.49184776E+03          1.09994523E+03          4.05882125E+02          3.33696552E+01          2.10570809E+01          1.07250106E+01          5.73747030E+00
        220.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.86909483E+03          1.01935141E+03          3.81522515E+02          3.40509901E+01          2.15045790E+01          1.10883823E+01          5.88531368E+00
        230.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.39770358E+03          9.54737523E+02          3.61956571E+02          3.47512656E+01          2.19627761E+01          1.14447026E+01          6.03177520E+00
        240.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.03172330E+03          9.02388269E+02          3.46113377E+02          3.54668322E+01          2.24295763E+01          1.18031993E+01          6.17934762E+00
        250.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.74171162E+03          8.59610266E+02          3.33203872E+02          3.61947965E+01          2.29033185E+01          1.21594163E+01          6.32670799E+00
        260.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.50802648E+03          8.24408986E+02          3.22636368E+02          3.69328433E+01          2.33826723E+01          1.25134817E+01          6.47383831E+00
        270.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.31710675E+03          7.95282228E+02          3.13960339E+02          3.76791026E+01          2.38665640E+01          1.28655129E+01          6.62072710E+00
        280.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.15931141E+03          7.71079774E+02          3.06828414E+02          3.84320505E+01          2.43541188E+01          1.32156178E+01          6.76736702E+00
        290.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.02761009E+03          7.50910882E+02          3.00968985E+02          3.91904377E+01          2.48446196E+01          1.35676958E+01          6.91474068E+00
        300.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.91676680E+03          7.34076249E+02          2.96167793E+02          3.99532322E+01          2.53374747E+01          1.39141305E+01          7.06083477E+00
        310.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.82280690E+03          7.20021573E+02          2.92253783E+02          4.07195764E+01          2.58321929E+01          1.42625481E+01          7.20760030E+00
        320.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.74266420E+03          7.08303172E+02          2.89089305E+02          4.14887543E+01          2.63283644E+01          1.46092282E+01          7.35405236E+00
        330.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.67394028E+03          6.98562439E+02          2.86562457E+02          4.22601650E+01          2.68256462E+01          1.49542455E+01          7.50019352E+00
        340.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.61473521E+03          6.90507543E+02          2.84581625E+02          4.30333018E+01          2.73237489E+01          1.52976695E+01          7.64602646E+00
        350.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.56352844E+03          6.83898249E+02          2.83071206E+02          4.38077363E+01          2.78163175E+01          1.56395655E+01          7.79107452E+00
        360.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.51908930E+03          6.78536336E+02          2.81968343E+02          4.45591004E+01          2.83077990E+01          1.59799942E+01          7.93494292E+00
        370.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.48041552E+03          6.74256437E+02          2.81220417E+02          4.53202051E+01          2.87982212E+01          1.63190129E+01          8.07869765E+00
        380.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.44668251E+03          6.70920027E+02          2.80783132E+02          4.61179339E+01          2.93105014E+01          1.66599186E+01          8.22581501E+00
        390.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.41720805E+03          6.68410236E+02          2.80618935E+02          4.68752004E+01          2.97982469E+01          1.69962134E+01          8.36861056E+00
        400.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.39142306E+03          6.66627894E+02          2.80695874E+02          4.76675769E+01          3.03069754E+01          1.73312498E+01          8.51390484E+00
        410.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.36885089E+03          6.65488510E+02          2.80986531E+02          4.84571297E+01          3.08138526E+01          1.76681702E+01          8.65944996E+00
        420.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.34908946E+03          6.64919482E+02          2.81467334E+02          4.92085773E+01          3.12976085E+01          1.80038338E+01          8.80167785E+00
        430.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.33179718E+03          6.64858394E+02          2.82117905E+02          4.99932392E+01          3.18012494E+01          1.83352321E+01          8.94555375E+00
        440.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.31668391E+03          6.65251201E+02          2.82920534E+02          5.07753110E+01          3.23031962E+01          1.86685241E+01          9.08969972E+00
        446.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.30726751E+03          6.65770744E+02          2.83564398E+02          5.13010173E+01          3.26413556E+01          1.88993266E+01          9.18828654E+00
        447.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.31542624E+11          1.30726495E+03          6.65770920E+02          2.83564591E+02          5.13011865E+01          3.26414637E+01          1.88993942E+01          9.18831661E+00
        450.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.66926070E+07          1.30350049E+03          6.66050922E+02          2.83859777E+02          5.15548675E+01          3.28034985E+01          1.90006723E+01          9.23339223E+00
        454.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.82829883E+06          1.29756544E+03          6.66590233E+02          2.84376226E+02          5.19436412E+01          3.30529943E+01          1.91662945E+01          9.30504512E+00
        455.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.40152701E+11          3.82710498E+06          1.29756315E+03          6.66590467E+02          2.84376439E+02          5.19438099E+01          3.30531021E+01          1.91663619E+01          9.30507511E+00
        460.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.23870180E+07          1.83533471E+06          1.29203275E+03          6.67216528E+02          2.84922103E+02          5.23319819E+01          3.33022047E+01          1.93287758E+01          9.37591611E+00
        470.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.35566303E+06          7.68459144E+05          1.28209560E+03          6.68712139E+02          2.86095641E+02          5.31067248E+01          3.37993615E+01          1.96587629E+01          9.51866848E+00
        480.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.07890393E+06          4.41009853E+05          1.27352859E+03          6.70506127E+02          2.87369888E+02          5.38791643E+01          3.42757461E+01          1.99877033E+01          9.65944464E+00
        490.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.42612165E+05          2.92829121E+05          1.26619166E+03          6.72570641E+02          2.88735578E+02          5.46493667E+01          3.47702215E+01          2.03156262E+01          9.80134058E+00
        500.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.35501406E+05          2.11687418E+05          1.25996285E+03          6.74881008E+02          2.90184472E+02          5.54173955E+01          3.52819771E+01          2.06425594E+01          9.94430351E+00
        510.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.18922010E+05          1.61804685E+05          1.25473439E+03          6.77415276E+02          2.91709227E+02          5.61833121E+01          3.57733702E+01          2.09685295E+01          1.00853505E+01
        520.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.45968510E+05          1.28678235E+05          1.25041258E+03          6.80153949E+02          2.93303296E+02          5.69471757E+01          3.62634230E+01          2.12935621E+01          1.02259998E+01
        530.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.96895141E+05          1.05410104E+05          1.24691321E+03          6.83079565E+02          2.94960820E+02          5.77090430E+01          3.67521728E+01          2.16176814E+01          1.03662610E+01
        540.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.62100645E+05          8.83610327E+04          1.24416263E+03          6.86176501E+02          2.96676517E+02          5.84689688E+01          3.72396554E+01          2.19409108E+01          1.05061430E+01
        550.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.36417378E+05          7.54493278E+04          1.24209517E+03          6.89430722E+02          2.98445653E+02          5.92270059E+01          3.77259051E+01          2.22632726E+01          1.06456544E+01
        560.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.16854646E+05          6.54078639E+04          1.24065218E+03          6.92829593E+02          3.00263946E+02          6.00117873E+01          3.82282587E+01          2.25874430E+01          1.07877109E+01
        570.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.01564295E+05          5.74244926E+04          1.23978142E+03          6.96361723E+02          3.02127533E+02          6.07657534E+01          3.87118764E+01          2.29081044E+01          1.09264628E+01
        580.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.93598874E+04          5.09578391E+04          1.23943585E+03          7.00016782E+02          3.04032909E+02          6.15179825E+01          3.91943599E+01          2.32279600E+01          1.10648678E+01
        590.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.94414361E+04          4.56395182E+04          1.23957344E+03          7.03785411E+02          3.05976881E+02          6.22961497E+01          3.96924752E+01          2.35470285E+01          1.12051612E+01
        600.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.12593451E+04          4.12048703E+04          1.24015611E+03          7.07659126E+02          3.07956563E+02          6.30446051E+01          4.01725186E+01          2.38678952E+01          1.13434396E+01
        610.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.44213434E+04          3.74636267E+04          1.24114977E+03          7.11630202E+02          3.09969306E+02          6.37914592E+01          4.06515160E+01          2.41854144E+01          1.14808041E+01
        620.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.86383401E+04          3.42751360E+04          1.24252332E+03          7.15691576E+02          3.12012707E+02          6.45634442E+01          4.11456707E+01          2.45021996E+01          1.16200043E+01
        630.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.37007670E+04          3.15322539E+04          1.24424875E+03          7.19836813E+02          3.14084557E+02          6.53067921E+01          4.16224005E+01          2.48207730E+01          1.17572650E+01
        640.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.94456446E+04          2.91538368E+04          1.24630048E+03          7.24060020E+02          3.16182829E+02          6.60748486E+01          4.21140403E+01          2.51361076E+01          1.18957641E+01
        650.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.57500644E+04          2.70761674E+04          1.24865532E+03          7.28355790E+02          3.18305674E+02          6.68148551E+01          4.25886088E+01          2.54532311E+01          1.20323661E+01
        660.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.25175567E+04          2.52493631E+04          1.25129212E+03          7.32719170E+02          3.20451381E+02          6.75791446E+01          4.30778370E+01          2.57671746E+01          1.21701878E+01
        668.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.99408039E+04          2.37867374E+04          1.25388993E+03          7.36699779E+02          3.22400552E+02          6.82371747E+01          4.34999952E+01          2.60510849E+01          1.22920906E+01
        669.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.62882742E+12          3.99402658E+04          2.37864311E+04          1.25389053E+03          7.36700669E+02          3.22400987E+02          6.82373321E+01          4.35000958E+01          2.60511485E+01          1.22921187E+01
        670.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.14551650E+08          3.96715225E+04          2.36335291E+04          1.25419147E+03          7.37145582E+02          3.22618384E+02          6.83159640E+01          4.35503434E+01          2.60829053E+01          1.23061541E+01
        680.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.43534173E+07          3.71514209E+04          2.21965125E+04          1.25733572E+03          7.41630844E+02          3.24805234E+02          6.90766384E+01          4.40372573E+01          2.63955139E+01          1.24433108E+01
