#Energy      Cr-K-shell   Cr-L1-shell   Cr-L2-shell   Cr-L3-shell   Cr-M1-shell   Cr-M2-shell   Cr-M3-shell   Mn-K-shell   Mn-L1-shell   Mn-L2-shell   Mn-L3-shell   Mn-M1-shell   Mn-M2-shell   Mn-M3-shell   Fe-K-shell   Fe-L1-shell   Fe-L2-shell   Fe-L3-shell   Fe-M1-shell   Fe-M2-shell   Fe-M3-shell   Co-K-shell   Co-L1-shell   Co-L2-shell   Co-L3-shell   Co-M1-shell   Co-M2-shell   Co-M3-shell   Ni-K-shell   Ni-L1-shell   Ni-L2-shell   Ni-L3-shell   Ni-M1-shell   Ni-M2-shell   Ni-M3-shell   Valence  Total
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.30991171E+04          1.10654002E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.03658654E+04          1.04550328E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.61433490E+04          8.55512696E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.49524333E+04          7.41506299E+03          1.82371069E+02          1.62805141E+02
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.34240455E+04          1.10989034E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.14687656E+04          1.08126762E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.69808073E+04          9.00957575E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.52817017E+04          7.56551846E+03          1.84459187E+02          1.64999992E+02
         79.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.37579067E+04          1.11766883E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.22456278E+04          1.11296729E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.79068617E+04          9.44106502E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.56254466E+04          7.75428045E+03          1.86676655E+02          1.67281540E+02
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.37582457E+04          1.10862337E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.22466550E+04          1.11300321E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.78563393E+04          9.44155446E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.56257984E+04          7.79707196E+03          1.86676785E+02          1.67276950E+02
         80.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.37585847E+04          1.10862500E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.22476823E+04          1.11303913E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.78572297E+04          9.44204396E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.56261502E+04          7.79732709E+03          1.86679031E+02          1.67279303E+02
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.38156422E+04          1.11025805E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.30008954E+04          1.13817142E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.87933729E+04          9.88591660E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.58801765E+04          8.06082257E+03          1.89006027E+02          1.69617318E+02
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.38130272E+04          1.10109465E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.37040058E+04          1.15917725E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.97362255E+04          1.04043802E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.62937695E+04          8.42497793E+03          1.91337556E+02          1.71984351E+02
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.37239404E+04          1.09736851E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.44898752E+04          1.18259969E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.08328497E+04          1.07900018E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.68484984E+04          8.81359245E+03          1.93734555E+02          1.74402397E+02
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.36889750E+04          1.08280327E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.49440048E+04          1.19163468E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.17702006E+04          1.11737000E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.74423306E+04          9.23661303E+03          1.96092346E+02          1.76702183E+02
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.34551071E+04          1.07494261E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.52870398E+04          1.19616018E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.26646128E+04          1.15243158E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.82201427E+04          9.65423435E+03          1.98452464E+02          1.78981800E+02
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.33229623E+04          1.05735685E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.55538155E+04          1.19768585E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.37898373E+04          1.19414204E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.90719535E+04          1.00779701E+04          2.00985259E+02          1.81389292E+02
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.29800095E+04          1.04646760E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.59078031E+04          1.20214531E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.45280960E+04          1.21975616E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.99647478E+04          1.05592887E+04          2.03551136E+02          1.83783870E+02
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.27702395E+04          1.03580036E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.59304413E+04          1.19417120E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.52412350E+04          1.24182949E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.09458521E+04          1.09997878E+04          2.06234988E+02          1.86205858E+02
         88.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.25644686E+04          1.01422951E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.58864895E+04          1.19322539E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.59169817E+04          1.25961472E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.18414145E+04          1.15295042E+04          2.08669451E+02          1.88390896E+02
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.25642645E+04          1.01421655E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.58865673E+04          1.19322444E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.59177795E+04          1.25963790E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.18424503E+04          1.15300600E+04          2.08672125E+02          1.88393338E+02
         89.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.24816999E+04          2.25640604E+04          1.01420360E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.58866451E+04          1.19322350E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.59185773E+04          1.25966109E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.18434861E+04          1.15306159E+04          2.08674798E+02          1.85594461E+02
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.26481868E+04          2.21083868E+04          1.00142356E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.59645877E+04          1.17825654E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.65200559E+04          1.27391404E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.29298028E+04          1.18694675E+04          2.11322226E+02          1.87838790E+02
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.28193485E+04          2.18440049E+04          9.88949291E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.57390551E+04          1.17223258E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.70090693E+04          1.28322849E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.38485374E+04          1.22075261E+04          2.14030286E+02          1.90110476E+02
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.29952063E+04          2.15858715E+04          9.76781965E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.55208902E+04          1.15399946E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.73963638E+04          1.29552907E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.47398502E+04          1.25490324E+04          2.16782742E+02          1.92374103E+02
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.31759561E+04          2.11315913E+04          9.64910398E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.53847768E+04          1.14405453E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.78410761E+04          1.29352282E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.55988518E+04          1.29361018E+04          2.19687798E+02          1.94735714E+02
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.33618049E+04          2.08395434E+04          9.53323933E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.50518006E+04          1.12462996E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.79824749E+04          1.28869142E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.66061949E+04          1.31665971E+04          2.22453288E+02          1.96898728E+02
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.35201888E+04          2.05554579E+04          9.42012423E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.48429968E+04          1.11183173E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.80693908E+04          1.28852152E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.73077565E+04          1.33685963E+04          2.25356112E+02          1.99161931E+02
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.37020536E+04          2.02790136E+04          9.30966195E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.44675805E+04          1.09932150E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.80821819E+04          1.27765615E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.79791982E+04          1.36228688E+04          2.28275440E+02          2.01400037E+02
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.38888778E+04          2.00099062E+04          9.20176025E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.42020841E+04          1.08708967E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.81497379E+04          1.27220908E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.87790165E+04          1.37233341E+04          2.31299246E+02          2.03703113E+02
         97.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.39258678E+04          1.97481062E+04          9.09643534E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.39425447E+04          1.07513888E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.79924939E+04          1.26681364E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.92331510E+04          1.39076707E+04          2.34438820E+02          2.06039623E+02
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.39260071E+04          1.97478475E+04          9.09633112E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.39422877E+04          1.06549623E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.79924593E+04          1.25699086E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.92338240E+04          1.37999210E+04          2.34423317E+02          2.05941901E+02
         98.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.39261464E+04          1.97475889E+04          9.09622690E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.40483650E+04          2.39420307E+04          1.06548223E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.79924247E+04          1.25698114E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.92344971E+04          1.38000338E+04          2.34426499E+02          2.02968811E+02
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.40667483E+04          1.94925642E+04          8.80498071E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.40793941E+04          2.34950579E+04          1.05167185E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.77807548E+04          1.24734275E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.96221717E+04          1.39135633E+04          2.37357960E+02          2.04939815E+02
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.42103634E+04          1.92437968E+04          8.69187865E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.41105918E+04          2.31967304E+04          1.03820160E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.76495228E+04          1.23125973E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.99191732E+04          1.39026586E+04          2.40543814E+02          2.07139345E+02
        106.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.46516629E+04          1.75319613E+04          8.03198645E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.43328760E+04          2.13034990E+04          9.45746666E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.56448499E+04          1.13244331E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.01529350E+04          1.33932729E+04          2.64321986E+02          2.22685835E+02
        107.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.46518119E+04          1.75315516E+04          8.03181015E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.43329405E+04          2.13030021E+04          9.45723043E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.49108389E+04          2.56443177E+04          1.13241734E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.01527197E+04          1.33930895E+04          2.64329378E+02          2.19413640E+02
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.47407985E+04          1.69381093E+04          7.83346247E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.44147496E+04          2.02379275E+04          9.11581063E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.50947221E+04          2.45346492E+04          1.09477013E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.93579421E+04          1.29416653E+04          2.75274028E+02          2.25965915E+02
        116.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.50960859E+04          1.60210943E+04          7.43247109E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.47601159E+04          1.86904186E+04          8.52895478E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.55420309E+04          2.26077940E+04          9.96456207E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.72600091E+04          1.19019494E+04          3.02562991E+02          2.41753995E+02
        117.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.50961898E+04          1.60208305E+04          7.43235773E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.47602065E+04          1.86900102E+04          8.52879352E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.55421625E+04          2.26072867E+04          9.96433264E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.63670593E+04          2.72594525E+04          1.19016912E+04          3.02571579E+02          2.38239785E+02
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.52537252E+04          1.56348556E+04          7.32907291E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.48972724E+04          1.80970760E+04          8.29366437E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.56871663E+04          2.15735379E+04          9.63179248E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.65254088E+04          2.60940722E+04          1.15267520E+04          3.15412198E+02          2.45165015E+02
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.54154094E+04          1.50473435E+04          7.08008991E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.56352960E+04          1.68278118E+04          7.80736286E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.62584024E+04          1.94324267E+04          8.83847557E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.70347232E+04          2.31153877E+04          1.02178599E+04          3.60950413E+02          2.68785355E+02
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.58950786E+04          1.46858112E+04          7.02069131E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.61849721E+04          1.61235277E+04          7.55748050E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.68734544E+04          1.82200297E+04          8.35522526E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.75817176E+04          2.10536966E+04          9.44609598E+03          4.12015579E+02          2.94054163E+02
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.65692481E+04          1.47658078E+04          7.05110893E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.68580344E+04          1.57884272E+04          7.48151223E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.73676319E+04          1.73581794E+04          8.08056368E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.79974258E+04          1.95671334E+04          8.95688929E+03          4.68328655E+02          3.20643574E+02
        160.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.74272846E+04          1.49509487E+04          7.22664596E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.75088384E+04          1.57745216E+04          7.49254640E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.78315725E+04          1.69951340E+04          7.98571564E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.85255965E+04          1.87637658E+04          8.61645911E+03          5.31961445E+02          3.49659264E+02
        170.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.84708968E+04          1.52838218E+04          7.43214059E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.82883221E+04          1.59012071E+04          7.64197239E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.84254445E+04          1.68163090E+04          7.97407281E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.88694420E+04          1.82108940E+04          8.51784131E+03          6.00406276E+02          3.79861905E+02
        180.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30                Infinity                Infinity                Infinity          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.94713933E+04          1.57528077E+04          7.68565344E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.92063970E+04          1.61798189E+04          7.82276158E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.91654169E+04          1.69673948E+04          8.05366155E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.93509028E+04          1.80865839E+04          8.47928735E+03          6.75615991E+02          4.12036894E+02
