#Energy      Ga-K-shell   Ga-L1-shell   Ga-L2-shell   Ga-L3-shell   Ga-M1-shell   Ga-M2-shell   Ga-M3-shell   Ga-M4-shell   Ga-M5-shell   P-K-shell   P-L1-shell   P-L2-shell   P-L3-shell   Valence  Total
          6.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.66666667E+29          1.00000000E+30
          7.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.29795943E+02          4.29795943E+02
          8.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.85281418E+02          5.85281418E+02
          9.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.74747117E+02          7.74747117E+02
         10.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.24609492E+02          5.24609492E+02
         11.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.04137552E+02          1.04137552E+02
         12.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.38970631E+02          1.38970631E+02
         13.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.89999956E+02          1.89999956E+02
         14.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.64663641E+02          2.64663641E+02
         15.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.69301008E+02          3.69301008E+02
         16.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.16674479E+02          5.16674479E+02
         17.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.13134177E+02          7.13134177E+02
         18.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.73234885E+02          9.73234885E+02
         19.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.29864356E+03          1.29864356E+03
         19.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.68309747E+03          1.68309747E+03
         20.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.68351224E+03          1.68351224E+03
         20.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.49286822E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.68395871E+03          7.91333143E+02
         20.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.63301855E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.11380639E+03          9.21282713E+02
         21.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.63317218E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.11435924E+03          9.21436620E+02
         21.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.52324606E+03          1.63332583E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.11484985E+03          7.65594381E+02
         22.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.50739930E+03          1.78136563E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.55748113E+03          8.51618852E+02
         23.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.49164749E+03          1.92652485E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.98502610E+03          9.28754971E+02
         24.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.47600540E+03          2.07690182E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.35531654E+03          9.97074209E+02
         25.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.46047187E+03          2.23934593E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.65298844E+03          1.05876241E+03
         26.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.44504578E+03          2.41134483E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.85490154E+03          1.11224077E+03
         27.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.42972602E+03          2.57177294E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.98236556E+03          1.15514599E+03
         28.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.41451150E+03          2.72528730E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.04664405E+03          1.18965792E+03
         29.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.39940114E+03          2.83661072E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.06515589E+03          1.21090285E+03
         30.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.38439386E+03          2.86740445E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.04278788E+03          1.21332245E+03
         31.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.36948862E+03          2.84879639E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.00957405E+03          1.20585337E+03
         32.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.32955333E+03          2.79608727E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.96290206E+03          1.18912616E+03
         33.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.22419110E+03          2.71117779E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.90941087E+03          1.16094383E+03
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.05136525E+03          2.58004756E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.85364857E+03          1.11867526E+03
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.86805360E+03          2.44988754E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.79751046E+03          1.07522214E+03
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.66496555E+03          2.33222961E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.75119446E+03          1.03283393E+03
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.45285268E+03          2.19119458E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.70511484E+03          9.84363549E+02
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.27137167E+03          2.05169912E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.67260445E+03          9.38641557E+02
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.05818677E+03          1.92178736E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.61732145E+03          8.89847769E+02
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.86649983E+03          1.80742340E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.59600853E+03          8.47301516E+02
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.70546124E+03          1.70628849E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.56360194E+03          8.08861850E+02
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.54335863E+03          1.60752085E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.55325775E+03          7.71195134E+02
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.40862093E+03          1.52341669E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.53184080E+03          7.38152817E+02
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.26831613E+03          1.43756370E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.53037569E+03          7.04357800E+02
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.15324993E+03          1.36628089E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.51974910E+03          6.75475155E+02
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.04665515E+03          1.30110465E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.51848397E+03          6.48763771E+02
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.95149123E+03          1.24401337E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.52501065E+03          6.25013435E+02
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.86759816E+03          1.19098864E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.53293113E+03          6.03086566E+02
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.79379945E+03          1.14624380E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.54545041E+03          5.84131842E+02
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.72386412E+03          1.10271770E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.54965711E+03          5.65399830E+02
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.66620748E+03          1.06790733E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.57511851E+03          5.50573721E+02
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.60898439E+03          1.03697425E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.59223036E+03          5.36413708E+02
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.56424301E+03          1.00562156E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.61621637E+03          5.23497485E+02
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.51742815E+03          9.81957036E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.64228564E+03          5.12311575E+02
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.48390273E+03          9.56423100E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.67571494E+03          5.02129808E+02
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.44570785E+03          9.38847943E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.70515620E+03          4.93405135E+02
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.42022655E+03          9.18267225E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.73523687E+03          4.85238730E+02
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.38935280E+03          9.05049600E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.77231746E+03          4.78523748E+02
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.36960790E+03          8.88760658E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.81294820E+03          4.72241070E+02
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.34467437E+03          8.73047682E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.84698493E+03          4.65325976E+02
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.33019265E+03          8.65734030E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.90087259E+03          4.62275355E+02
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.31038853E+03          8.53377062E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.94211267E+03          4.56909238E+02
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.29116546E+03          8.47460376E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.98088528E+03          4.53372733E+02
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.28450221E+03          8.37795927E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.03512577E+03          4.50461905E+02
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.26960286E+03          8.28349420E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.08570896E+03          4.46503628E+02
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.25504519E+03          8.26750058E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.13478860E+03          4.44802304E+02
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.25426695E+03          8.19633259E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.18877019E+03          4.43248685E+02
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.24346991E+03          8.12637939E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.24481534E+03          4.40462075E+02
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.23285718E+03          8.13219880E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.29919195E+03          4.39868727E+02
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.23398729E+03          8.08345496E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.36107311E+03          4.39217316E+02
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.22646164E+03          8.03529198E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.42024542E+03          4.37427084E+02
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.21902723E+03          8.04690023E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.48455142E+03          4.37439863E+02
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.21168241E+03          8.01553446E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.54069914E+03          4.36089623E+02
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.21666814E+03          7.98441226E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.60354065E+03          4.36379900E+02
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.21189360E+03          7.95353080E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.67025058E+03          4.35430178E+02
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.20715639E+03          7.98397457E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.73712222E+03          4.36300040E+02
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.20245606E+03          7.96704883E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.80538611E+03          4.35748653E+02
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.20869980E+03          7.95019470E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.87590996E+03          4.36632403E+02
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.20630696E+03          7.93341172E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.94999600E+03          4.36397563E+02
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.20392358E+03          7.91669946E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.01291512E+03          4.36061427E+02
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.20154960E+03          7.95976146E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.08695946E+03          4.37606359E+02
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.19918496E+03          7.95460407E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.16008019E+03          4.37669563E+02
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.20719384E+03          7.94945337E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.23783189E+03          4.39129185E+02
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.20674721E+03          7.94430932E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.30759505E+03          4.39397064E+02
