#Energy      Ga-K-shell   Ga-L1-shell   Ga-L2-shell   Ga-L3-shell   Ga-M1-shell   Ga-M2-shell   Ga-M3-shell   Ga-M4-shell   Ga-M5-shell   P-K-shell   P-L1-shell   P-L2-shell   P-L3-shell   Valence  Total
         30.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.25729668E+02          1.15886570E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.28108926E+00          7.47293306E+00
         31.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.95950093E+02          1.02249362E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.06933454E+00          7.20412780E+00
         32.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.72670515E+02          9.13319675E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.86952847E+00          6.95348097E+00
         33.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.54044520E+02          8.24181044E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.68114943E+00          6.71980984E+00
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.38854571E+02          7.50229320E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.50373623E+00          6.50203591E+00
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.26260021E+02          6.88017840E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.33687169E+00          6.29911172E+00
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.15672643E+02          6.35046398E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.18016926E+00          6.11006238E+00
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.06664516E+02          5.89469757E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.03326184E+00          5.93397406E+00
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.89191982E+01          5.49887433E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.89579304E+00          5.76998238E+00
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.21977934E+01          5.15234814E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.76741050E+00          5.61728702E+00
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.63169084E+01          4.84675322E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.64776166E+00          5.47512725E+00
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.11340911E+01          4.57552144E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.53649087E+00          5.34279381E+00
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.65365053E+01          4.33337167E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.43323864E+00          5.21961308E+00
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.24342790E+01          4.11606940E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.33764192E+00          5.10495703E+00
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.87549227E+01          3.92014510E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.24933558E+00          4.99823352E+00
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.54389479E+01          3.74273138E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.16795417E+00          4.89888249E+00
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.24376551E+01          3.58146565E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.09313449E+00          4.80638332E+00
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.97104806E+01          3.43437025E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.02451804E+00          4.72024790E+00
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.72236753E+01          3.29976685E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.96175342E+00          4.64001934E+00
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.49487407E+01          3.17623963E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.90449852E+00          4.56527316E+00
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.28613639E+01          3.06257760E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.85242243E+00          4.49561337E+00
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.09410010E+01          2.95774331E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.80520695E+00          4.43067469E+00
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.91699727E+01          2.86083930E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.76254772E+00          4.37011849E+00
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.75329359E+01          2.77108430E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.72415504E+00          4.31363073E+00
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.60166658E+01          2.68780375E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.68975433E+00          4.26092422E+00
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.46096385E+01          2.61039969E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.65908629E+00          4.21173288E+00
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.33017045E+01          2.53834728E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.63190686E+00          4.16581187E+00
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.20839493E+01          2.47118875E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.60798707E+00          4.12293802E+00
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.09485377E+01          2.40850778E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.58711235E+00          4.08290393E+00
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.98885316E+01          2.34993873E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.56908216E+00          4.04552075E+00
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.88976624E+01          2.29515473E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.55370956E+00          4.01061428E+00
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.79704228E+01          2.24386169E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.54082018E+00          3.97802522E+00
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.71018375E+01          2.19579479E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.53025176E+00          3.94760683E+00
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.62874115E+01          2.15071276E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.52185337E+00          3.91922331E+00
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.55231146E+01          2.10840167E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.51548472E+00          3.89275151E+00
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.48053103E+01          2.06866262E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.51101545E+00          3.86807660E+00
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.41306493E+01          2.03131571E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.50832446E+00          3.84509253E+00
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.34961166E+01          1.99619695E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.50729926E+00          3.82370183E+00
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.28989616E+01          1.96315706E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.50783537E+00          3.80381468E+00
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.23366562E+01          1.93205730E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.50983571E+00          3.78534703E+00
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.18068946E+01          1.90277076E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.51321007E+00          3.76822131E+00
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.13075395E+01          1.87518108E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.51787462E+00          3.75236534E+00
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.08366473E+01          1.84918012E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.52375140E+00          3.73771196E+00
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.03924110E+01          1.82467012E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.53076787E+00          3.72419924E+00
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.99731646E+01          1.80155712E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.53885654E+00          3.71176794E+00
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.95773821E+01          1.77975582E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.54795454E+00          3.70036362E+00
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.92036201E+01          1.75918989E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.55800334E+00          3.68993609E+00
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.88505567E+01          1.73978248E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.56894833E+00          3.68043594E+00
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.85169826E+01          1.72146796E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.58073859E+00          3.67181963E+00
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.82017389E+01          1.70418053E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.59332658E+00          3.66404358E+00
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.79037830E+01          1.68786329E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.60666791E+00          3.65706935E+00
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.76220978E+01          1.67245904E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.62072107E+00          3.65085806E+00
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.73557924E+01          1.65791816E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.63544727E+00          3.64537578E+00
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.71039766E+01          1.64419193E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.65081019E+00          3.64058831E+00
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.68658786E+01          1.63123500E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.66677582E+00          3.63646453E+00
