#Energy      Mn-K-shell   Mn-L1-shell   Mn-L2-shell   Mn-L3-shell   Mn-M1-shell   Mn-M2-shell   Mn-M3-shell   Valence  Total
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.13175456E+01          2.13175456E+01
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.08053033E+01          2.08053033E+01
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.03091990E+01          2.03091990E+01
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.98280086E+01          1.98280086E+01
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.93606310E+01          1.93606310E+01
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.89060703E+01          1.89060703E+01
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.84634268E+01          1.84634268E+01
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.80318868E+01          1.80318868E+01
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.76107156E+01          1.76107156E+01
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.71992468E+01          1.71992468E+01
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.67968793E+01          1.67968793E+01
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.64030711E+01          1.64030711E+01
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.60173353E+01          1.60173353E+01
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.56392367E+01          1.56392367E+01
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.52683886E+01          1.52683886E+01
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.49044508E+01          1.49044508E+01
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.45471282E+01          1.45471282E+01
         52.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.41965167E+01          1.41965167E+01
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.57455619E+08          1.41961689E+01          1.41961686E+01
         53.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.57505257E+08          1.41958210E+01          1.41958208E+01
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.33117932E+04          1.38513644E+01          1.38469361E+01
         54.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.53043529E+04          1.35128842E+01          1.35009636E+01
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.67155952E+09          1.52929552E+04          1.35125484E+01          1.35006194E+01
         55.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.67166540E+09          1.52791810E+04          1.35122125E+01          1.35002734E+01
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.73230694E+04          8.29713444E+03          1.31795971E+01          1.31569162E+01
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.43560974E+04          5.37284657E+03          1.28524311E+01          1.28169767E+01
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.86391400E+04          3.83461588E+03          1.25310118E+01          1.24818314E+01
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.20668024E+04          2.91085130E+03          1.22153443E+01          1.21520468E+01
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.60914044E+03          2.30629201E+03          1.19054791E+01          1.18280636E+01
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.53362530E+03          1.88559898E+03          1.16015077E+01          1.15102504E+01
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.17481048E+03          1.57920801E+03          1.13035651E+01          1.11989436E+01
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.22965509E+03          1.34807733E+03          1.10118267E+01          1.08944712E+01
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.54129028E+03          1.16873646E+03          1.07265061E+01          1.05971483E+01
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.02206995E+03          1.02634672E+03          1.04478509E+01          1.03072921E+01
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.61919243E+03          9.11073829E+02          1.01761371E+01          1.00252115E+01
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.29925258E+03          8.16251094E+02          9.91166175E+00          9.75121788E+00
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.04031447E+03          7.37150905E+02          9.65473442E+00          9.48561214E+00
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.82734903E+03          6.70341387E+02          9.40566678E+00          9.22867624E+00
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.64969924E+03          6.13344679E+02          9.16476140E+00          8.98067830E+00
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.49970293E+03          5.64252005E+02          8.93229999E+00          8.74184676E+00
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.37167514E+03          5.21613798E+02          8.70853185E+00          8.51237113E+00
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.26147439E+03          4.84303072E+02          8.49366330E+00          8.29239823E+00
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.16573697E+03          4.51437441E+02          8.28784875E+00          8.08201333E+00
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.08198956E+03          4.22308330E+02          8.09118402E+00          7.88124741E+00
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00821402E+03          3.96354141E+02          7.90370281E+00          7.69007018E+00
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.42846873E+02          3.73103676E+02          7.72537510E+00          7.50838740E+00
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.84602419E+02          3.52185442E+02          7.55610917E+00          7.33605161E+00
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.32437649E+02          3.33282270E+02          7.39575557E+00          7.17285813E+00
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.85510816E+02          3.16135253E+02          7.24411305E+00          7.01855924E+00
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.43109373E+02          3.00520600E+02          7.10093579E+00          6.87286332E+00
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.04647393E+02          2.86257802E+02          6.96594132E+00          6.73545268E+00
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.69635478E+02          2.73183667E+02          6.83881870E+00          6.60598084E+00
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.37646824E+02          2.61172006E+02          6.71923632E+00          6.48409203E+00
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.08339067E+02          2.50097989E+02          6.60684920E+00          6.36941330E+00
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.81411009E+02          2.39867324E+02          6.50130551E+00          6.26157666E+00
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.56589011E+02          2.30391215E+02          6.40225211E+00          6.16020965E+00
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.33661317E+02          2.21594099E+02          6.30933925E+00          6.06495057E+00
         88.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.12441037E+02          2.13418999E+02          6.22230858E+00          5.97553195E+00
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.18775100E+09          5.12420692E+02          2.13411136E+02          6.22222425E+00          5.97544524E+00
         89.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.18800114E+09          5.12400052E+02          2.13403273E+02          6.22213992E+00          5.97535850E+00
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.55041197E+05          4.92708818E+02          2.05783670E+02          6.14057445E+00          5.89127721E+00
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.60856137E+05          4.74372954E+02          1.98659678E+02          6.06406935E+00          5.81213677E+00
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.72465484E+04          4.57283057E+02          1.91995159E+02          5.99240209E+00          5.73773689E+00
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.64355880E+04          4.41323145E+02          1.85749758E+02          5.92528048E+00          5.66779035E+00
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.02186002E+04          4.26393655E+02          1.79886868E+02          5.86242749E+00          5.60202224E+00
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.04716708E+04          4.12403821E+02          1.74376076E+02          5.80358141E+00          5.54017379E+00
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.40909130E+04          3.99273363E+02          1.69188005E+02          5.74849576E+00          5.48199943E+00
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.96498283E+04          3.86930000E+02          1.64297302E+02          5.69693902E+00          5.42726923E+00
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.64134652E+04          3.75310929E+02          1.59680684E+02          5.64869408E+00          5.37576749E+00
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.39717618E+04          3.64357377E+02          1.55317912E+02          5.60355774E+00          5.32729315E+00
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.20780010E+04          3.54019090E+02          1.51189778E+02          5.56134000E+00          5.28165803E+00
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.51023366E+03          2.76050056E+02          1.19735726E+02          5.26596207E+00          4.94817287E+00
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.51807250E+03          2.27519844E+02          9.98723529E+01          5.12619720E+00          4.76459307E+00
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.67541394E+03          1.95276890E+02          8.65645049E+01          5.07706690E+00          4.66779322E+00
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.23102294E+03          1.72892641E+02          7.72851338E+01          5.08406164E+00          4.62473729E+00
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.64404712E+02          1.56866444E+02          7.06306529E+01          5.12766414E+00          4.61700787E+00
        160.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.90349738E+02          1.45134828E+02          6.57617659E+01          5.19617260E+00          4.63368079E+00
        170.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.69830173E+02          1.36408005E+02          6.21485084E+01          5.28221085E+00          4.66790159E+00
        180.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.82722683E+02          1.29843800E+02          5.94425238E+01          5.38092946E+00          4.71515475E+00
        190.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.17710197E+02          1.24873327E+02          5.74073658E+01          5.48902546E+00          4.77234103E+00
        200.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.67972819E+02          1.21101757E+02          5.58783087E+01          5.60418105E+00          4.83725935E+00
        210.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.29178480E+02          1.18248595E+02          5.47380068E+01          5.72472797E+00          4.90830250E+00
        220.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.98447906E+02          1.16110499E+02          5.39011523E+01          5.84195222E+00          4.97883105E+00
        230.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.73798666E+02          1.14537367E+02          5.33046070E+01          5.97419848E+00          5.06194332E+00
        240.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.53824683E+02          1.13416571E+02          5.29008757E+01          6.10704539E+00          5.14689510E+00
        250.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.37504046E+02          1.12662260E+02          5.26536810E+01          6.24035434E+00          5.23345530E+00
        260.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.24078646E+02          1.12208122E+02          5.25349364E+01          6.37401589E+00          5.32142477E+00
        270.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.12976657E+02          1.12002277E+02          5.25226155E+01          6.50794282E+00          5.41063116E+00
        280.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.03759930E+02          1.12003655E+02          5.25992477E+01          6.64206496E+00          5.50092462E+00
        290.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.96088453E+02          1.12179385E+02          5.27508222E+01          6.78259010E+00          5.59644019E+00
        300.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.89695368E+02          1.12502900E+02          5.29659936E+01          6.91666575E+00          5.68831668E+00
        310.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.84368944E+02          1.12952536E+02          5.32354950E+01          7.05662426E+00          5.78485725E+00
        320.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.79939422E+02          1.13510466E+02          5.35516871E+01          7.19620060E+00          5.88173957E+00
        330.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.76269771E+02          1.14161914E+02          5.39082258E+01          7.33539682E+00          5.97891379E+00
        340.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.73248067E+02          1.14894533E+02          5.42998084E+01          7.47421682E+00          6.07633582E+00
        350.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.70782279E+02          1.15697946E+02          5.47219669E+01          7.61266578E+00          6.17396660E+00
        360.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.68796585E+02          1.16563373E+02          5.51709176E+01          7.75074986E+00          6.27177184E+00
        370.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.67227498E+02          1.17483337E+02          5.56434360E+01          7.88847585E+00          6.36972099E+00
        380.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.66021814E+02          1.18451445E+02          5.61367587E+01          8.02585096E+00          6.46778706E+00
        390.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.65134644E+02          1.19462194E+02          5.66485082E+01          8.16756576E+00          6.56897577E+00
        400.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.64527927E+02          1.20510832E+02          5.71766269E+01          8.30413181E+00          6.66711233E+00
        410.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.64169151E+02          1.21593228E+02          5.77193262E+01          8.44486190E+00          6.76818887E+00
        420.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.64030453E+02          1.22705787E+02          5.82750480E+01          8.58066366E+00          6.86633408E+00
        430.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.64087772E+02          1.23845358E+02          5.88424249E+01          8.72046165E+00          6.96725373E+00
        440.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.64320320E+02          1.25009174E+02          5.94202566E+01          8.85978126E+00          7.06805777E+00
        450.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.64710011E+02          1.26194797E+02          6.00074850E+01          8.99445748E+00          7.16608842E+00
        460.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.65241032E+02          1.27400074E+02          6.06031714E+01          9.13291970E+00          7.26668977E+00
        470.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.65899550E+02          1.28623087E+02          6.12064850E+01          9.27094067E+00          7.36715923E+00
        480.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.66673383E+02          1.29862134E+02          6.18166851E+01          9.40853220E+00          7.46749327E+00
        490.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.67551779E+02          1.31115699E+02          6.24331108E+01          9.54570563E+00          7.56768898E+00
        500.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.68525219E+02          1.32382420E+02          6.30551707E+01          9.68247195E+00          7.66774397E+00
        510.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.69585240E+02          1.33661080E+02          6.36823351E+01          9.81884173E+00          7.76765637E+00
        520.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.70724301E+02          1.34950585E+02          6.43141264E+01          9.95482519E+00          7.86742469E+00
        530.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.71935668E+02          1.36249947E+02          6.49501148E+01          1.00904322E+01          7.96704783E+00
        540.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.73213307E+02          1.37558275E+02          6.55899127E+01          1.02256722E+01          8.06652501E+00
