#Energy      Mn-K-shell   Mn-L1-shell   Mn-L2-shell   Mn-L3-shell   Mn-M1-shell   Mn-M2-shell   Mn-M3-shell   Valence  Total
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.24020996E+02          1.24020996E+02
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.22790316E+02          1.22790316E+02
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.22091455E+02          1.22091455E+02
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.21909864E+02          1.21909864E+02
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.21275937E+02          1.21275937E+02
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.21651265E+02          1.21651265E+02
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.21483737E+02          1.21483737E+02
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.22204811E+02          1.22204811E+02
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.22428907E+02          1.22428907E+02
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.23520999E+02          1.23520999E+02
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.24115422E+02          1.24115422E+02
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.25084114E+02          1.25084114E+02
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.26412434E+02          1.26412434E+02
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.27369380E+02          1.27369380E+02
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.29167988E+02          1.29167988E+02
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.30447027E+02          1.30447027E+02
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.31750777E+02          1.31750777E+02
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.33416742E+02          1.33416742E+02
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.35349311E+02          1.35349311E+02
         52.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.36971902E+02          1.36971902E+02
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.36973545E+02          1.36973545E+02
         53.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.88211883E+02          1.36975187E+02          1.16695827E+02
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.25513524E+02          1.38881736E+02          1.18881496E+02
         54.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.66521100E+02          1.40951772E+02          1.21231735E+02
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.66564190E+02          1.40948318E+02          1.21230024E+02
         55.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.74997153E+03          8.66607284E+02          1.40950200E+02          1.13377818E+02
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.81965922E+03          9.04186782E+02          1.42856002E+02          1.15532468E+02
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.89520602E+03          9.43640899E+02          1.44816034E+02          1.17748392E+02
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.96818586E+03          9.85023821E+02          1.46936276E+02          1.20063048E+02
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.04408055E+03          1.03082000E+03          1.49107205E+02          1.22460431E+02
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.12608341E+03          1.07291711E+03          1.51349221E+02          1.24849825E+02
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.20272519E+03          1.11578773E+03          1.53622506E+02          1.27231744E+02
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.29167526E+03          1.16162018E+03          1.55867839E+02          1.29652578E+02
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.36385233E+03          1.22494273E+03          1.58231314E+02          1.32288001E+02
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.47764348E+03          1.30187434E+03          1.60387954E+02          1.35014446E+02
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.61928386E+03          1.38625996E+03          1.62897174E+02          1.38083572E+02
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.78701709E+03          1.47717162E+03          1.65543760E+02          1.41313299E+02
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.96993466E+03          1.57116588E+03          1.67997303E+02          1.44390690E+02
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.16600991E+03          1.66925640E+03          1.70649885E+02          1.47604192E+02
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.36665328E+03          1.76680379E+03          1.72992060E+02          1.50519968E+02
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.57593367E+03          1.86895545E+03          1.75768641E+02          1.53751479E+02
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.78387620E+03          1.95696385E+03          1.78645297E+02          1.56912973E+02
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.00166106E+03          2.03993179E+03          1.81344244E+02          1.59885323E+02
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.19126968E+03          2.11457422E+03          1.84277034E+02          1.62916550E+02
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.37490510E+03          2.19683853E+03          1.86890485E+02          1.65713725E+02
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.53309117E+03          2.23402548E+03          1.89966964E+02          1.68568806E+02
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.66872907E+03          2.28988740E+03          1.93195940E+02          1.71615310E+02
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.78429116E+03          2.31809150E+03          1.96188300E+02          1.74290400E+02
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.87501786E+03          2.33532838E+03          1.99120069E+02          1.76821269E+02
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.94359328E+03          2.34239914E+03          2.02391442E+02          1.79529503E+02
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.01412550E+03          2.33972524E+03          2.05745714E+02          1.82242119E+02
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.02623890E+03          2.34317520E+03          2.09295543E+02          1.85059761E+02
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.02568702E+03          2.32383605E+03          2.12635282E+02          1.87540235E+02
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.00688544E+03          2.31597211E+03          2.16275225E+02          1.90286006E+02
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.99950607E+03          2.28523248E+03          2.19516119E+02          1.92563723E+02
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.95014875E+03          2.26864274E+03          2.23245627E+02          1.95229475E+02
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.92225989E+03          2.23152837E+03          2.27169380E+02          1.97891122E+02
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.84988046E+03          2.20854686E+03          2.30829641E+02          2.00353571E+02
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.80560896E+03          2.18603388E+03          2.34848694E+02          2.03103406E+02
         88.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.76218148E+03          2.14050907E+03          2.38468168E+02          2.05313590E+02
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.76213840E+03          2.14048173E+03          2.38472239E+02          2.05316276E+02
         89.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.63423532E+03          4.76209532E+03          2.14045438E+03          2.38476311E+02          1.90473015E+02
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.66937201E+03          4.66592641E+03          2.11348241E+03          2.42610837E+02          1.92904218E+02
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.70549531E+03          4.61012919E+03          2.08715573E+03          2.46931110E+02          1.95489465E+02
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.74260971E+03          4.55565070E+03          2.06147685E+03          2.50962668E+02          1.97868193E+02
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.78075656E+03          4.45977587E+03          2.03642217E+03          2.55436041E+02          2.00409938E+02
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.81997953E+03          4.39813980E+03          2.01196919E+03          2.59388469E+02          2.02665934E+02
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.85340611E+03          4.33818418E+03          1.98809650E+03          2.63928518E+02          2.05217957E+02
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.89178828E+03          4.27984121E+03          1.96478368E+03          2.68653467E+02          2.07870413E+02
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.93121711E+03          4.22304669E+03          1.94201126E+03          2.72983798E+02          2.10256204E+02
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.93905317E+03          4.16773979E+03          1.91976068E+03          2.77860384E+02          2.12765422E+02
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.96875630E+03          4.11386281E+03          1.85827181E+03          2.82218015E+02          2.14527076E+02
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.99906593E+03          4.06136100E+03          1.83440187E+03          2.87091992E+02          2.17013845E+02
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.11101310E+03          3.57475072E+03          1.65323503E+03          3.40748130E+02          2.41500853E+02
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.21926516E+03          3.29970190E+03          1.54678472E+03          4.01934644E+02          2.66797815E+02
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.25338825E+03          3.17570874E+03          1.49423740E+03          4.70930933E+02          2.92829753E+02
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.35462138E+03          3.09940816E+03          1.48170146E+03          5.47440611E+02          3.20274624E+02
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.49690336E+03          3.11629127E+03          1.48812103E+03          6.34358327E+02          3.50232516E+02
        160.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.67799009E+03          3.15536483E+03          1.52516774E+03          7.32598721E+02          3.83218476E+02
        170.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.89824213E+03          3.22561698E+03          1.56853692E+03          8.38834864E+02          4.17325582E+02
        180.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.10939473E+03          3.32459542E+03          1.62204025E+03          9.58266486E+02          4.53681010E+02
        190.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.33441900E+03          3.44421100E+03          1.68395493E+03          1.09144728E+03          4.92341998E+02
        200.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.58092385E+03          3.57861699E+03          1.75345303E+03          1.24005536E+03          5.33488964E+02
        210.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.83737489E+03          3.72719486E+03          1.82833694E+03          1.39955800E+03          5.75878164E+02
        220.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.07218020E+03          3.88984355E+03          1.91620609E+03          1.57631354E+03          6.20929143E+02
        230.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.34703004E+03          4.06618625E+03          2.00433413E+03          1.77004220E+03          6.68079659E+02
        240.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.60510660E+03          4.26133406E+03          2.10698298E+03          1.97529645E+03          7.17389737E+02
        250.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.90679389E+03          4.45784736E+03          2.20627693E+03          2.20028466E+03          7.68427466E+02
        260.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.19171935E+03          4.68189149E+03          2.32366418E+03          2.43504475E+03          8.22287428E+02
        270.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.50821619E+03          4.89705670E+03          2.43398883E+03          2.69681235E+03          8.77568177E+02
        280.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.80685164E+03          5.14075939E+03          2.56113285E+03          2.97696799E+03          9.36505797E+02
        290.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.14011485E+03          5.37694134E+03          2.67876962E+03          3.28403281E+03          9.96172230E+02
        300.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.51030370E+03          5.63829113E+03          2.81340627E+03          3.60549029E+03          1.06010260E+03
        310.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.83569690E+03          5.89342017E+03          2.94185088E+03          3.94868387E+03          1.12299890E+03
        320.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.15959575E+03          6.18126657E+03          3.08546904E+03          4.32191321E+03          1.19074117E+03
        330.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.52599843E+03          6.47753290E+03          3.24645688E+03          4.72100036E+03          1.26339880E+03
        340.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.88334279E+03          6.75825379E+03          3.38617894E+03          5.14235461E+03          1.33276643E+03
        350.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.28935302E+03          7.07338395E+03          3.54744951E+03          5.58625260E+03          1.40859212E+03
        360.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.64221189E+03          7.42596220E+03          3.70311293E+03          6.04775262E+03          1.48419243E+03
        370.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00474439E+04          7.73108735E+03          3.87875723E+03          6.55584458E+03          1.56439219E+03
        380.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.04405043E+04          8.09320528E+03          4.07244884E+03          7.08315454E+03          1.64996411E+03
        390.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.08884122E+04          8.44140439E+03          4.24896544E+03          7.63494479E+03          1.73420655E+03
        400.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.12770583E+04          8.79219015E+03          4.42517420E+03          8.21713761E+03          1.81788569E+03
        410.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.17103166E+04          9.18111739E+03          4.62612338E+03          8.85797338E+03          1.91069290E+03
        420.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.21486725E+04          9.60849921E+03          4.82032403E+03          9.50552156E+03          2.00382734E+03
        430.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.26315934E+04          9.99410268E+03          5.04564530E+03          1.02015113E+04          2.10331048E+03
        440.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.30611007E+04          1.03820752E+04          5.23920833E+03          1.09280361E+04          2.19655009E+03
        450.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.35751209E+04          1.08184573E+04          5.46502822E+03          1.16722129E+04          2.30015125E+03
        460.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.39948269E+04          1.12993700E+04          5.68116691E+03          1.24912635E+04          2.40366349E+03
        470.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.44721923E+04          1.17261180E+04          5.93392397E+03          1.33388452E+04          2.51338816E+03
        480.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.49581917E+04          1.21589779E+04          6.14910890E+03          1.42191869E+04          2.61746218E+03
        490.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.54927947E+04          1.26453976E+04          6.40044669E+03          1.51260956E+04          2.73241739E+03
        500.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.59691494E+04          1.31750435E+04          6.64462363E+03          1.60713137E+04          2.84703911E+03
        510.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.65332536E+04          1.36543413E+04          6.92378537E+03          1.70733990E+04          2.96981551E+03
        520.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.70013059E+04          1.42222671E+04          7.16877039E+03          1.81704807E+04          3.08966636E+03
        530.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.75838495E+04          1.46994766E+04          7.44474791E+03          1.91956191E+04          3.21214856E+03
        540.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.81160777E+04          1.52505381E+04          7.72602883E+03          2.03335516E+04          3.34019807E+03
